arrival_time_s,input_len,output_len
36.2868,2048,32
36.4483,512,32
36.6433,2048,512
36.7433,5120,1024
36.7838,4096,32
36.8918,512,32
36.9203,1024,32
37.0025,128,32
37.0338,2048,32
37.2659,512,32
37.3941,4096,512
37.5117,2048,512
37.7535,512,32
37.9940,1024,128
38.2515,3072,512
38.2884,128,128
38.5381,1024,32
38.5799,128,32
38.8928,2048,512
39.0017,512,32
39.0372,2048,512
39.2862,512,32
39.4156,1024,32
39.5395,2048,32
39.7489,512,32
39.7854,2048,32
39.9178,512,32
39.9980,1024,32
40.1432,512,32
40.1627,2048,128
40.2515,512,32
40.2872,512,32
40.5373,1024,128
40.7523,1024,32
40.7549,512,32
41.0038,3072,512
41.0347,512,128
41.2496,2048,512
41.2876,128,32
41.5045,512,32
41.5342,512,32
41.7541,128,32
41.9040,128,32
42.0081,512,32
42.1617,1024,32
42.2833,5120,32
42.4067,4096,512
42.5372,512,32
42.7507,512,32
42.7584,3072,128
43.0045,1024,32
43.2529,2048,512
43.4068,3072,32
43.5090,4096,128
43.6559,512,32
43.7481,3072,32
43.7835,4096,32
44.0002,512,32
44.2479,512,32
44.2870,512,32
44.5373,4096,32
44.7461,1024,32
44.7535,512,32
45.0030,512,32
45.2456,3072,128
45.3997,2048,32
45.4047,5120,512
45.5358,128,128
45.9966,4096,512
46.0064,512,32
46.1439,2048,512
46.2509,1024,32
46.5071,512,32
46.7838,1024,32
47.0436,3072,512
47.1441,512,32
47.2532,2048,32
47.2842,512,32
47.3925,2048,512
47.4952,512,32
47.6434,512,32
47.7831,32,32
47.8995,512,32
48.1420,512,32
48.1627,5120,32
48.2464,512,32
48.2541,512,32
48.2844,128,128
48.3971,2048,32
48.4957,1024,32
48.5359,3072,512
48.6527,2048,32
48.7482,512,128
48.9166,1024,32
49.1420,512,32
49.4962,2048,32
49.5344,512,32
49.6749,512,32
49.7444,2048,32
49.7589,2048,512
50.1486,4096,128
50.2577,512,32
50.4960,512,32
50.6413,2048,32
51.0024,512,32
51.1460,5120,512
51.3978,128,32
51.4965,2048,512
51.6504,512,128
51.7853,3072,32
52.0331,512,32
52.2451,1024,32
52.2495,3072,32
52.2865,2048,512
52.4023,1024,32
52.6440,128,32
52.7415,512,32
52.8940,3072,32
52.9954,128,32
53.1490,512,32
53.1502,3072,128
53.2458,512,32
53.3956,512,32
53.6491,512,32
53.7839,512,32
54.0038,1024,32
54.0372,3072,32
54.2438,3072,32
54.5426,512,32
54.6526,3072,128
54.7549,3072,512
54.7932,512,32
55.0460,512,32
55.2926,128,128
55.5884,2048,512
55.7451,512,32
55.7989,3072,32
55.9961,2048,32
56.0469,512,32
56.2458,512,32
56.3959,512,32
56.4954,2048,512
56.6875,512,32
56.9223,3072,512
57.1518,2048,32
57.4066,5120,32
57.5433,3072,512
57.7927,512,32
57.9952,512,32
58.1721,2048,128
58.2470,2048,512
58.2501,512,32
58.4029,512,32
58.4959,512,32
58.7465,128,32
58.9931,2048,512
58.9958,128,32
59.1338,512,32
59.2420,3072,128
59.2928,3072,128
59.4261,5120,512
59.5467,1024,32
59.6763,512,32
59.9162,512,32
60.0712,512,32
60.4011,4096,32
60.4933,512,32
60.4963,1024,32
60.7441,512,32
60.9133,1024,128
60.9181,512,32
60.9952,512,32
61.1521,1024,32
61.1704,1024,32
61.4980,512,32
61.5442,512,32
61.6527,4096,32
61.9038,2048,32
61.9987,512,32
62.0057,512,32
62.2818,3072,128
62.5114,3072,32
62.6489,512,32
62.9062,2048,32
63.1574,512,32
63.2940,4096,32
63.5415,512,32
63.7438,2048,32
63.7474,3072,1024
63.9023,6144,32
64.1508,512,32
64.1651,3072,32
64.2966,512,32
64.3971,8192,32
64.4201,1024,32
64.4951,128,32
64.6631,512,32
64.7465,2048,512
64.7497,2048,32
64.8949,512,32
64.9952,3072,128
65.0429,2048,512
65.2453,2048,32
65.5449,1024,32
65.7487,2048,512
65.9959,2048,32
66.3936,1024,32
66.4964,128,32
66.7965,3072,128
66.8968,512,32
66.9954,512,32
67.0418,128,32
67.1452,3072,32
67.1657,2048,512
67.3954,512,128
67.5423,2048,512
67.6455,512,32
67.6610,512,32
67.7914,5120,128
68.0151,6144,32
68.1649,2048,512
68.4182,2048,32
68.5027,2048,32
68.5453,2048,512
68.7491,2048,32
68.8993,512,32
68.9991,2048,512
69.1452,512,32
69.4161,3072,512
69.6021,3072,512
69.6549,512,32
69.8949,2048,512
69.9141,128,32
70.1587,2048,32
70.4116,128,32
70.5555,512,32
70.6643,4096,32
70.7501,512,32
70.8031,2048,32
70.9167,2048,32
71.0422,512,32
71.1443,2048,512
71.1634,2048,32
71.2527,2048,512
71.2972,3072,32
71.4199,1024,32
71.4966,3072,128
71.5438,512,32
71.6950,2048,32
71.7928,1024,32
71.9222,5120,32
72.0016,512,32
72.2454,2048,32
72.2568,2048,512
72.3955,512,32
72.3990,128,32
72.5004,512,32
72.5422,6144,1024
72.6470,4096,32
72.7463,512,32
73.0478,3072,512
73.2458,128,32
73.2919,1024,32
73.4140,512,32
73.6635,512,32
73.7471,1024,128
73.7503,4096,512
74.0044,512,32
74.1442,5120,512
74.2541,2048,128
74.4135,2048,32
74.5432,3072,512
74.7511,512,32
74.8981,512,32
74.9954,128,128
75.2462,512,32
75.3933,512,32
75.4165,2048,32
75.7551,512,32
75.9078,128,32
75.9992,5120,32
76.0435,1024,32
76.0558,512,128
76.1665,128,128
76.2491,512,32
76.4957,2048,32
76.5454,512,32
76.7471,512,32
76.7505,512,128
76.8260,2048,512
77.0000,2048,32
77.1633,512,32
77.1668,3072,32
77.2531,1024,128
77.4046,2048,512
77.7464,3072,512
77.7861,1024,128
77.9041,3072,512
77.9961,512,32
78.0394,128,32
78.1580,512,32
78.2868,512,32
78.4337,6144,512
78.5001,128,32
78.7476,128,32
78.9066,512,32
79.0321,512,128
79.1704,512,32
79.2832,2048,32
79.5032,512,32
79.6647,2048,128
79.7765,512,32
80.1697,2048,32
80.2866,1024,32
80.5348,512,32
80.6722,512,32
80.7995,5120,32
80.9988,2048,128
81.0111,512,32
81.1686,128,32
81.4066,512,32
81.4956,512,32
81.7469,2048,32
81.7638,3072,128
81.7891,2048,32
81.9024,512,32
81.9076,2048,512
82.0391,3072,128
82.2844,2048,32
82.4277,1024,32
82.6727,3072,128
82.9119,3072,512
83.0012,1024,32
83.1742,512,128
83.2114,1024,128
83.2498,6144,32
83.4986,512,32
83.7493,512,32
83.9959,512,32
84.0352,512,128
84.2855,4096,32
84.5075,2048,512
84.5350,128,32
84.9050,2048,32
85.0021,512,32
85.2004,512,32
85.2557,128,128
85.4212,5120,32
85.7608,3072,32
86.0078,512,32
86.1746,2048,32
86.4196,4096,32
86.5046,512,32
86.5058,3072,512
86.7838,5120,32
86.9211,1024,32
87.1570,512,32
87.1705,512,32
87.4113,2048,128
87.5048,32,32
87.6569,512,512
87.9683,5120,32
88.0345,512,32
88.1563,8192,512
88.2550,128,32
88.2582,3072,32
88.5357,2048,512
88.7284,3072,32
89.2600,512,32
89.2835,2048,512
89.4000,1024,32
89.4988,512,32
89.7563,512,32
89.9033,2048,128
89.9135,1024,128
90.0344,2048,128
90.1692,3072,32
90.2829,512,32
90.4112,3072,32
90.5379,4096,1024
90.6526,3072,512
90.6540,2048,32
90.7835,2048,32
90.9161,512,32
91.0070,2048,128
91.2521,512,32
91.3989,2048,512
91.5058,2048,512
91.6559,512,32
91.6645,128,32
91.9011,3072,128
92.0038,512,32
92.0075,128,32
92.1532,2048,128
92.3980,3072,128
92.5000,512,32
92.6658,128,32
92.7828,4096,32
92.8990,4096,32
92.9164,4096,32
93.1645,512,32
93.2544,3072,512
93.5043,2048,32
93.7510,2048,32
94.1592,4096,32
94.5054,2048,1024
94.7476,512,32
94.7832,512,32
95.0421,2048,128
95.1644,2048,32
95.4037,512,32
95.6581,128,32
95.6619,512,32
95.6718,4096,32
95.7594,128,32
95.9165,512,32
96.0009,512,32
96.1514,1024,32
96.2737,4096,32
96.3968,512,32
96.4962,128,32
96.6645,6144,32
96.7505,2048,128
96.9038,512,32
97.2489,128,32
97.2834,3072,32
97.4031,1024,32
97.7520,512,128
97.9025,512,32
98.0027,128,128
98.2502,128,32
98.2931,512,32
98.4938,512,32
98.4990,128,32
98.7452,512,32
99.1846,3072,32
99.2493,512,32
99.4928,2048,32
99.4976,2048,32
99.6668,512,32
99.9014,2048,32
99.9923,5120,1024
100.2467,512,32
100.6514,2048,32
100.6528,512,128
100.7597,128,32
101.0050,2048,128
101.1596,512,32
101.5033,2048,512
101.7413,3072,32
101.9072,128,32
101.9997,512,32
102.0049,512,32
102.1605,512,32
102.3284,512,32
102.4156,1024,32
102.5047,2048,512
102.9006,512,32
103.0034,2048,32
103.1551,512,32
103.2557,2048,32
103.2614,128,32
103.4944,512,32
103.6873,4096,32
103.7925,512,32
103.9118,2048,32
103.9989,3072,512
104.1641,512,32
104.2454,128,128
104.4047,1024,32
104.4946,128,32
104.6583,512,32
104.9043,512,32
104.9154,3072,32
104.9951,1024,32
104.9965,2048,128
105.2965,8192,128
105.5005,512,32
105.9166,2048,512
106.1496,6144,32
106.3932,512,32
106.6426,4096,32
106.7470,2048,512
106.9995,3072,128
107.2518,2048,512
107.5448,512,32
107.6663,512,32
107.7529,512,128
107.8994,512,32
107.9987,5120,1024
108.1654,2048,32
108.3000,3072,32
108.4938,512,32
108.5440,4096,32
108.7518,128,32
108.9040,512,32
109.1713,512,32
109.2491,3072,32
109.4253,512,32
109.4967,3072,128
109.7503,512,32
109.9221,512,32
109.9954,128,32
110.0408,2048,32
110.1738,3072,128
110.4180,4096,1024
110.4958,512,32
110.6481,3072,512
110.7525,512,32
110.9117,2048,512
111.0435,512,32
111.1504,2048,32
111.2488,3072,128
111.4958,2048,32
111.6462,512,32
111.8999,1024,32
111.9982,128,32
112.2467,512,32
112.2920,512,128
112.6424,128,32
112.7487,512,32
113.0582,2048,32
113.2492,128,128
113.4055,2048,128
113.4989,512,512
113.7419,2048,32
113.9940,512,32
114.0417,1024,32
114.1558,512,32
114.3965,1024,32
114.4994,512,32
114.7435,2048,512
114.7585,3072,128
114.8974,512,32
114.9062,7168,32
115.2470,2048,32
115.2638,5120,1024
115.2880,512,32
115.4258,512,32
115.5414,4096,32
115.7454,512,32
115.7900,2048,32
115.9094,1024,32
115.9924,32,32
116.1440,512,32
116.2559,512,128
116.4206,3072,32
116.5077,1024,128
116.6464,512,32
116.7555,512,32
116.8934,512,32
117.0439,5120,32
117.2537,512,32
117.4312,512,32
117.5058,512,32
117.6456,3072,512
117.7421,3072,128
117.9925,2048,128
118.1440,2048,128
118.1688,512,32
118.2942,512,32
118.4970,3072,128
118.5419,32,32
118.6586,6144,512
119.0005,512,32
119.1696,2048,32
119.1864,512,32
119.4052,512,32
119.6553,1024,32
119.7698,1024,32
120.0044,4096,512
120.1606,512,128
120.2512,5120,1024
120.4799,512,32
120.5048,512,32
120.6564,512,32
120.6972,2048,512
120.9149,1024,32
121.1673,3072,128
121.2481,1024,32
121.5499,5120,32
121.7220,32,32
122.0059,128,32
122.2476,512,32
122.4037,2048,128
122.5097,7168,512
122.6793,3072,512
122.9422,128,32
123.1679,512,32
123.3955,2048,128
123.4273,128,32
123.5411,512,32
123.6474,5120,512
123.7473,4096,32
123.7929,512,32
124.0436,512,32
124.1594,512,32
124.2521,128,128
124.5376,32,32
124.7555,128,128
125.0381,512,32
125.1729,512,32
125.4089,512,32
125.5074,512,32
125.6606,2048,512
125.6787,512,32
125.9959,3072,32
126.0380,6144,512
126.2830,3072,128
126.3933,512,32
126.5104,1024,32
126.5459,512,32
126.7510,1024,128
126.9190,1024,128
127.1547,512,32
127.2534,512,32
127.5043,5120,1024
127.8961,4096,512
127.9227,512,32
128.0037,2048,32
128.1854,1024,128
128.4046,6144,32
128.5338,512,32
128.6581,6144,512
128.7452,1024,32
128.9917,512,32
129.1633,512,32
129.2522,2048,32
129.4932,2048,512
129.4985,1024,32
129.5410,512,32
129.6579,512,32
129.7415,512,32
129.7859,2048,32
129.9953,1024,32
129.9991,512,32
130.1622,2048,32
130.2461,512,32
130.4067,512,32
130.4980,512,32
130.6619,2048,512
130.7454,512,32
131.0045,1024,128
131.1599,3072,512
131.2460,1024,32
131.4937,6144,512
131.6602,6144,32
131.7825,512,32
131.7851,32,32
131.9119,3072,32
132.1632,1024,32
132.2910,1024,128
132.4959,1024,32
132.6428,2048,512
132.7418,1024,32
132.7486,2048,32
132.9145,2048,32
133.0002,3072,512
133.1561,2048,512
133.1645,512,32
133.2456,128,32
133.4930,4096,512
133.4975,5120,512
133.6625,5120,512
133.7497,512,32
133.9460,512,32
134.0337,4096,32
134.2495,512,32
134.4136,512,32
134.4197,512,32
134.6601,512,32
134.7909,2048,128
134.9071,2048,512
134.9950,1024,32
135.1516,4096,32
135.1633,3072,128
135.2475,512,32
135.4010,3072,32
135.5421,2048,32
135.6512,512,128
135.6654,1024,32
135.7465,3072,128
135.7521,512,32
136.0012,1024,128
136.0373,128,32
136.0707,2048,32
136.1569,2048,32
136.2477,2048,512
136.4135,2048,32
136.4986,512,32
136.5455,512,32
136.7522,512,32
136.7946,4096,512
136.9124,1024,512
137.0439,512,32
137.1628,3072,128
137.4049,512,32
137.6536,512,32
137.6702,5120,32
137.9080,512,32
138.1567,2048,512
138.2869,1024,32
138.4198,3072,1024
138.4992,512,32
138.7432,512,32
138.7461,128,32
138.9129,512,32
139.0359,512,32
139.1506,2048,512
139.4004,512,32
139.4956,3072,32
139.6472,128,32
139.7447,32,32
139.7525,512,32
139.9116,2048,32
140.0375,2048,512
140.1479,128,32
140.2465,2048,512
140.4032,2048,512
140.6520,2048,32
140.6667,2048,128
140.9016,512,32
140.9594,3072,512
140.9951,3072,512
140.9972,6144,32
141.1495,512,32
141.2458,512,32
141.4033,512,32
141.7421,128,32
141.8334,512,32
142.1487,3072,32
142.2451,2048,32
142.3928,128,32
142.4030,512,32
142.6426,512,32
142.6667,3072,512
142.7847,3072,512
142.9013,4096,32
142.9058,2048,128
142.9171,512,32
142.9983,512,32
143.1459,2048,128
143.2460,1024,128
143.3922,512,32
143.4937,2048,512
143.5346,512,32
143.6456,512,32
143.8941,1024,32
143.9043,512,32
144.0343,128,32
144.1522,128,32
144.4026,6144,512
144.4953,4096,32
144.6528,512,32
144.7467,4096,32
144.9075,2048,512
144.9134,2048,32
144.9923,512,32
144.9988,2048,32
145.1502,128,32
145.1524,512,32
145.3983,128,32
145.5017,4096,32
145.5452,3072,128
145.7540,2048,512
145.8949,512,32
145.9127,1024,32
146.0022,2048,512
146.1535,512,32
146.2460,32,32
146.3970,6144,32
146.4151,3072,32
146.6490,8192,32
146.7517,128,32
146.8975,512,32
147.0060,512,32
147.1573,512,32
147.4988,6144,512
147.5420,1024,32
147.6635,512,32
147.7522,512,128
147.9981,2048,32
148.2431,2048,32
148.4015,2048,32
148.4174,1024,32
148.6549,4096,512
148.6660,6144,512
148.6697,3072,512
148.8652,128,32
148.9959,1024,32
149.2429,4096,32
149.2985,1024,32
149.4157,512,32
149.5409,128,128
149.6467,512,32
149.7427,5120,32
149.9046,512,32
149.9950,512,32
149.9975,4096,32
150.0402,4096,128
150.1670,512,32
150.4188,128,32
150.4967,512,32
150.6486,2048,32
150.7433,2048,512
150.7493,2048,512
150.8920,32,32
150.9939,512,32
150.9976,512,32
151.1567,1024,32
151.1678,1024,32
151.3953,128,32
151.4982,5120,32
151.6721,2048,512
151.7903,512,32
151.9168,512,32
151.9222,3072,512
152.1565,512,32
152.2472,512,32
152.4154,512,32
152.4287,128,128
152.4983,2048,32
152.5414,128,32
152.6519,1024,32
152.7904,3072,512
152.9967,512,32
153.0676,128,128
153.2445,512,32
153.2889,512,32
153.4054,512,32
153.6738,2048,512
153.7576,1024,32
153.9212,512,128
154.2465,128,128
154.4283,128,32
154.5058,4096,32
154.5663,512,32
154.7549,5120,32
154.9597,5120,32
155.1485,128,32
155.1522,512,32
155.2493,1024,32
155.4002,512,32
155.4233,3072,512
155.5391,2048,32
155.7428,512,32
155.9043,2048,32
155.9955,5120,512
156.0393,512,128
156.1565,512,128
156.2214,2048,32
156.4015,512,32
156.4365,512,512
156.6710,4096,32
156.9013,3072,512
157.1478,512,32
157.2532,7168,32
157.3960,2048,512
157.4202,512,32
157.6469,2048,512
157.6711,512,32
157.7509,1024,32
157.7935,2048,32
157.9225,2048,32
158.0032,2048,512
158.0416,512,32
158.2439,512,32
158.2471,7168,32
158.4079,3072,128
158.6604,2048,32
158.7981,128,32
158.9221,2048,32
159.0013,1024,128
159.1438,128,32
159.1644,512,32
159.2431,3072,512
159.4938,128,32
159.5447,512,32
159.6681,512,32
159.7590,3072,512
159.9130,512,32
159.9959,512,32
160.0191,3072,128
160.1415,512,32
160.1718,512,32
160.2977,512,32
160.4230,1024,32
160.4958,512,32
160.6663,2048,32
160.8928,512,32
160.9091,512,32
160.9128,512,32
160.9952,512,32
160.9988,512,32
161.1621,1024,32
161.1707,512,32
161.2462,2048,512
161.4238,3072,32
161.6447,2048,128
161.7430,2048,512
161.7928,1024,128
161.9959,128,32
162.1445,512,32
162.2470,128,32
162.4982,512,32
162.6447,1024,32
162.7466,512,32
162.7897,128,32
162.8918,2048,32
163.0418,3072,512
163.1629,512,128
163.2416,2048,512
163.2929,128,128
163.6443,4096,32
163.7462,512,32
163.7914,512,32
163.9197,1024,32
163.9991,512,32
164.2927,3072,512
164.3934,3072,512
164.4132,512,32
164.4980,3072,32
164.6964,3072,32
164.7940,512,32
165.0018,512,32
165.1437,512,32
165.1496,512,32
165.2428,3072,32
165.4971,512,32
165.5462,3072,512
165.6558,512,32
165.7464,4096,32
165.8939,128,32
165.9974,2048,32
166.0414,3072,512
166.1440,3072,32
166.2455,2048,32
166.4142,512,32
166.6446,512,32
166.7460,128,128
166.8950,3072,32
166.9100,512,32
166.9942,1024,32
167.0004,2048,512
167.1620,2048,512
167.2431,512,32
167.4119,3072,128
167.5412,512,32
167.7920,2048,512
167.9081,1024,128
168.0042,128,32
168.0429,2048,512
168.1519,3072,512
168.2803,2048,32
168.4057,512,32
168.4243,1024,32
168.5080,2048,32
168.5102,128,32
168.6583,512,128
168.7533,1024,32
168.9051,128,32
169.0021,5120,1024
169.2492,1024,32
169.2525,2048,32
169.4054,512,32
169.4112,5120,512
169.4234,512,32
169.5041,512,32
169.6752,512,32
169.7621,512,32
169.9103,2048,512
170.0045,512,32
170.1521,128,128
170.1719,512,32
170.4057,3072,32
170.5234,128,32
170.6733,512,32
170.8268,2048,32
170.9172,512,32
170.9192,512,128
171.4216,512,32
171.4992,32,32
171.6581,2048,32
171.6693,512,32
171.7838,512,32
171.9082,512,32
171.9138,512,32
172.0424,3072,32
172.1588,3072,128
172.2483,1024,32
172.4080,512,32
172.4204,512,32
172.5013,1024,32
172.7489,4096,1024
172.9046,2048,32
172.9998,128,128
173.1710,512,32
173.4372,3072,32
173.4957,2048,32
173.6549,2048,32
173.6692,5120,32
173.7492,512,32
173.8119,512,32
173.9070,512,128
174.0026,3072,128
174.1584,128,32
174.1730,1024,32
174.2936,128,32
174.4990,128,32
174.6789,512,32
174.7833,1024,32
174.9274,512,128
175.2491,512,32
175.4200,128,32
175.5367,512,32
175.6489,512,32
175.6577,5120,512
175.6758,512,32
175.8923,2048,32
175.9009,512,32
176.1437,128,32
176.2714,4096,32
176.4020,512,32
176.5094,512,32
176.5416,5120,512
176.7545,2048,512
176.8978,512,32
176.8993,2048,32
177.0028,512,32
177.1415,2048,32
177.1715,6144,1024
177.2589,1024,32
177.3999,2048,128
177.7469,4096,512
177.8944,4096,512
177.9008,2048,512
178.0378,2048,32
178.1456,2048,32
178.2639,512,128
178.2861,4096,512
178.4253,4096,32
178.5012,2048,128
178.5419,512,32
178.7568,512,32
178.9007,512,32
178.9266,512,32
179.0333,5120,512
179.1517,128,32
179.2856,512,32
179.3983,1024,32
179.5045,2048,512
179.5370,512,32
179.7844,6144,128
179.8991,32,32
180.0028,512,32
180.2537,2048,128
180.2576,1024,128
180.2872,3072,32
180.5070,512,32
180.5355,4096,512
180.6793,512,32
180.7545,2048,512
180.8947,32,32
180.9978,3072,1024
181.0370,2048,32
181.1575,3072,512
181.2820,5120,32
181.4031,2048,512
181.5253,512,32
181.7439,7168,128
181.7466,2048,32
181.8949,2048,512
181.9363,32,32
181.9957,1024,32
182.1577,512,32
182.2860,128,32
182.4142,512,32
182.5235,2048,512
182.6640,2048,32
182.7818,512,32
182.9125,3072,128
182.9956,512,32
182.9991,4096,1024
183.1641,2048,128
183.2463,512,32
183.3947,512,32
183.4291,128,32
183.4957,512,32
183.6445,1024,32
183.6633,5120,32
183.7838,128,32
183.9142,1024,32
184.0040,2048,128
184.0406,128,32
184.2835,1024,32
184.4932,2048,512
184.5094,2048,128
184.6493,2048,512
185.0034,1024,32
185.2427,2048,512
185.3971,128,128
185.4147,512,32
185.5355,512,32
185.6549,512,32
185.7439,512,32
185.8934,3072,512
186.1421,1024,32
186.2487,32,32
186.4003,512,32
186.4165,1024,128
186.5211,5120,32
186.6467,1024,128
186.7466,5120,512
186.7842,512,32
186.9156,512,32
187.0386,2048,128
187.1626,512,32
187.2508,3072,128
187.4994,2048,32
187.5563,3072,512
187.6579,2048,32
187.7917,1024,32
187.9955,2048,128
188.2451,512,32
188.3954,512,128
188.4082,2048,32
188.6434,2048,512
188.7457,512,32
188.9050,7168,512
188.9951,1024,32
189.1440,512,32
189.1616,2048,128
189.2482,512,32
189.2512,512,32
189.3957,1024,32
189.4063,1024,32
189.4153,512,512
189.5445,2048,512
189.7514,512,32
189.7944,1024,32
189.9053,2048,32
190.0463,512,32
190.0501,512,32
190.2457,512,32
190.3957,1024,32
190.5010,512,32
190.6558,2048,32
190.7988,512,32
190.9141,4096,32
190.9186,1024,32
191.1416,4096,128
191.1665,1024,32
191.2516,2048,128
191.3950,3072,32
191.5000,2048,512
191.5425,2048,32
191.6813,1024,128
191.7060,2048,32
191.9958,3072,128
192.1628,128,128
192.2456,1024,32
192.2581,512,32
192.4147,4096,1024
192.5424,512,32
192.6471,512,32
192.7564,512,32
192.9085,2048,32
192.9272,512,32
193.1797,4096,32
193.2487,3072,32
193.4093,512,32
193.6416,128,32
193.6635,512,32
193.7555,128,32
193.9188,3072,512
194.0374,2048,32
194.1459,4096,512
194.2464,2048,128
194.2530,4096,32
194.4185,512,32
194.6507,2048,128
194.7458,1024,32
194.8929,2048,512
195.0210,3072,512
195.1577,512,32
195.2515,512,32
195.4067,1024,32
195.5368,2048,32
195.6423,5120,128
195.7502,3072,32
195.8948,2048,32
196.2453,5120,1024
196.7845,3072,128
196.7958,5120,32
196.9136,128,32
197.2542,512,32
197.3982,2048,1024
197.6529,2048,32
197.6536,512,128
197.7465,128,128
197.9027,1024,32
