arrival_time_s,input_len,output_len
1115.2867,512,32
1115.4963,512,32
1115.6711,3072,512
1115.6752,3072,128
1115.9061,512,32
1115.9961,2048,512
1116.2432,3072,512
1116.3932,128,128
1116.6418,128,128
1116.6557,3072,128
1116.7833,512,32
1117.1801,512,32
1117.6417,512,32
1117.9217,1024,32
1118.2568,512,32
1118.5065,512,32
1118.7571,512,32
1119.0007,2048,32
1119.1656,512,32
1119.5425,2048,512
1119.9587,512,32
1120.1560,5120,32
1120.4051,1024,128
1120.7540,512,32
1121.0241,128,32
1121.2941,1024,32
1121.6454,5120,32
1121.9152,3072,512
1122.0083,512,32
1122.2522,512,32
1122.4053,2048,512
1122.5294,5120,32
1122.7986,512,32
1123.1475,512,32
1123.3934,512,32
1123.6678,2048,512
1123.9077,2048,32
1124.0039,512,32
1124.4077,4096,32
1124.5048,2048,32
1124.9454,3072,32
1125.4082,128,32
1125.5028,512,32
1125.6506,4096,512
1126.0412,2048,32
1126.1653,1024,32
1126.5276,512,32
1126.6649,4096,32
1126.7570,2048,512
1126.9113,2048,32
1127.1561,2048,512
1127.4137,3072,32
1127.6710,512,32
1127.8928,128,128
1128.0181,4096,512
1128.1754,5120,512
1128.5031,128,32
1128.7522,5120,32
1129.0046,2048,32
1129.1577,128,32
1129.2613,5120,512
1129.4073,3072,128
1129.6434,512,32
1129.6743,128,32
1129.9033,512,32
1130.1468,512,32
1130.4072,1024,32
1130.6436,1024,32
1130.7582,3072,32
1131.1438,128,32
1131.4172,512,32
1131.5555,4096,512
1131.7492,512,32
1131.9954,3072,512
1132.5010,128,128
1132.7920,4096,32
1132.9959,1024,32
1133.4183,2048,512
1133.6410,512,32
1133.8927,512,32
1134.0446,2048,512
1134.2371,6144,32
1134.6709,512,32
1134.7536,512,32
1134.9958,512,32
1135.1563,512,32
1135.6448,2048,512
1135.6693,6144,32
1135.9992,512,32
1136.2864,2048,32
1136.4983,3072,512
1136.7523,512,32
1136.9113,3072,32
1137.1551,512,32
1137.4005,128,32
1137.6533,512,32
1137.6589,128,32
1137.7490,512,32
1138.1547,7168,128
1138.2468,512,32
1138.4954,1024,32
1138.7421,2048,32
1138.9364,512,32
1139.1527,2048,32
1139.6475,2048,32
1139.6549,2048,32
1139.7508,512,32
1139.9003,3072,512
1139.9959,512,32
1140.2426,512,32
1140.5004,512,32
1140.6623,2048,512
1140.8983,2048,32
1140.9044,2048,128
1141.2477,512,32
1141.4957,512,32
1141.7505,6144,32
1142.1494,1024,32
1142.4002,3072,32
1142.5478,5120,32
1142.6707,512,32
1142.9953,512,32
1143.3968,512,128
1143.4205,1024,128
1143.6543,2048,128
1143.9008,512,32
1144.0082,128,128
1144.1547,2048,32
1144.5072,128,32
1144.7268,4096,512
1144.8925,512,128
1145.1435,512,32
1145.5342,512,32
1145.8937,5120,32
1146.1462,1024,32
1146.2444,128,32
1146.4950,512,32
1146.6714,512,32
1146.9241,128,128
1147.1709,3072,128
1147.3148,512,32
1147.6435,512,128
1147.8927,4096,128
1148.1498,1024,32
1148.1702,512,128
1148.5399,2048,128
1148.8558,5120,512
1149.0383,1024,512
1149.2657,512,128
1149.7468,512,32
1149.9124,512,32
1150.1677,512,128
1150.5314,3072,32
1150.6446,512,32
1150.6653,2048,32
1150.9150,128,32
1151.2545,512,32
1151.4123,3072,32
1151.5021,512,32
1151.9016,512,32
1151.9959,128,32
1152.1499,2048,128
1152.3062,3072,32
1152.7934,512,32
1152.9958,512,32
1153.1488,128,32
1153.2464,512,32
1153.4987,512,128
1153.9191,4096,32
1154.0419,3072,32
1154.4028,3072,128
1154.4254,2048,32
1154.7460,512,32
1155.0708,512,128
1155.1728,512,32
1155.2447,512,32
1155.4961,512,32
1155.9004,2048,512
1156.1483,128,128
1156.5029,512,32
1156.8143,512,32
1157.1568,1024,32
1157.2932,3072,128
1157.5067,2048,512
1157.7108,512,32
1157.9011,512,32
1158.0067,512,32
1158.1601,1024,32
1158.6487,1024,32
1158.7469,512,32
1158.9125,2048,128
1159.1612,4096,512
1159.4135,2048,128
1159.6535,512,32
1159.6649,2048,32
1159.9086,512,32
1160.2834,512,32
1160.4125,3072,32
1160.6605,2048,32
1160.9005,2048,512
1161.0337,1024,32
1161.4052,3072,32
1161.4932,2048,32
1161.6648,128,32
1161.9012,512,32
1161.9159,1024,32
1162.2522,2048,128
1162.6518,512,32
1162.6655,512,32
1163.0421,3072,32
1163.1576,1024,32
1163.2834,3072,32
1163.7783,5120,32
1163.8008,512,32
1164.2478,3072,128
1164.4058,2048,32
1164.5228,512,32
1164.6520,512,32
1164.9335,2048,32
1165.2441,4096,512
1165.3992,2048,128
1165.5438,512,32
1165.6678,512,32
1165.7571,512,32
1165.9142,2048,512
1166.1604,512,32
1166.2911,1024,32
1166.5110,3072,128
1166.9145,1024,32
1167.4048,512,32
1167.5049,512,32
1167.6651,2048,32
1167.9126,1024,128
1168.1610,1024,32
1168.4143,4096,32
1168.6524,2048,512
1168.9130,2048,512
1169.0437,512,32
1169.1562,1024,32
1169.4060,1024,32
1169.4095,2048,128
1169.6542,1024,32
1169.6662,3072,128
1170.0021,512,32
1170.1523,512,32
1170.5369,512,32
1170.6664,512,32
1171.0327,128,128
1171.3990,512,32
1171.5469,3072,32
1171.5542,512,32
1171.6664,1024,32
1171.9042,512,32
1172.2564,128,128
1172.4164,2048,128
1172.7556,2048,32
1173.1650,512,32
1173.4878,512,32
1173.5756,512,32
1173.6628,512,128
1173.7868,1024,128
1174.0000,512,32
1174.2571,512,32
1174.4060,512,32
1174.6552,1024,32
1174.7901,512,32
1175.0018,4096,512
1175.2579,4096,32
1175.4131,512,32
1175.6480,2048,512
1175.9095,2048,512
1176.0428,512,32
1176.1690,2048,128
1176.5205,2048,32
1176.8944,3072,32
1177.0470,2048,512
1177.2537,128,128
1177.4022,4096,32
1177.7476,512,32
1177.9136,2048,128
1178.1531,512,32
1178.4361,4096,512
1178.6556,512,32
1178.7846,512,32
1179.0030,2048,512
1179.2845,512,32
1179.4152,128,32
1179.4954,512,32
1179.6684,3072,128
1179.9194,128,32
1180.1707,512,32
1180.3985,2048,32
1180.5348,1024,32
1180.9264,1024,32
1181.2833,128,32
1181.4196,512,32
1181.6523,2048,32
1181.6770,5120,32
1181.9042,1024,32
1182.0426,3072,32
1182.2453,1024,128
1182.4023,1024,32
1182.6572,2048,32
1182.7461,2048,128
1182.9039,512,32
1182.9278,2048,32
1183.0364,3072,512
1183.4014,4096,32
1183.4070,512,128
1183.4263,512,32
1183.6716,2048,512
1183.9172,3072,512
1183.9956,128,32
1184.1734,512,32
1184.4152,512,32
1184.6516,512,32
1184.7461,1024,32
1185.1515,512,32
1185.4009,6144,32
1185.4070,2048,512
1185.6700,3072,512
1185.7850,512,32
1186.0408,128,32
1186.4204,4096,128
1186.6474,2048,512
1186.9297,1024,32
1187.0362,2048,32
1187.2072,3072,32
1187.5031,512,32
1187.6515,2048,128
1187.7846,2048,32
1188.0326,2048,512
1188.1776,2048,512
1188.3998,8192,1024
1188.5337,512,128
1189.0022,512,32
1189.0531,2048,32
1189.1518,2048,512
1189.1553,512,32
1189.2948,512,32
1189.4083,4096,32
1189.6709,3072,512
1189.7944,2048,128
1190.0443,4096,32
1190.2848,3072,32
1190.5363,512,32
1190.5389,512,32
1190.7875,4096,1024
1191.0160,2048,32
1191.4053,512,32
1191.6522,512,32
1191.7518,2048,128
1191.9006,512,32
1192.0040,512,32
1192.1505,2048,128
1192.3971,1024,32
1192.5362,1024,32
1192.7471,512,32
1193.0051,2048,32
1193.0516,4096,32
1193.1648,128,32
1193.4031,2048,32
1193.5352,512,32
1193.7516,512,32
1194.1487,2048,32
1194.1698,512,32
1194.5031,512,32
1194.6482,1024,512
1194.7566,3072,128
1195.0035,512,32
1195.1511,3072,512
1195.5091,5120,512
1195.6462,7168,128
1195.8941,512,32
1196.2559,512,32
1196.3943,2048,512
1196.4926,512,32
1196.6466,512,32
1196.6620,128,32
1196.9063,1024,32
1197.1435,512,32
1197.1663,128,32
1197.5029,1024,128
1197.6925,128,32
1197.7972,128,32
1198.0003,512,32
1198.1490,2048,512
1198.3937,2048,32
1198.4289,128,32
1198.6568,2048,512
1198.6710,2048,512
1198.7961,512,32
1198.9234,512,32
1199.0056,128,32
1199.1717,512,128
1199.2584,5120,512
1199.4218,2048,512
1199.6587,6144,32
1199.8953,2048,512
1200.0056,1024,128
1200.2547,2048,32
1200.3993,512,32
1200.5104,1024,32
1200.6724,3072,512
1200.9074,128,32
1201.0049,3072,512
1201.2557,512,32
1201.4998,5120,128
1201.5439,512,32
1201.7831,512,32
1201.9203,512,32
1202.0387,3072,128
1202.2565,2048,128
1202.4221,512,128
1202.5370,1024,32
1202.6712,2048,32
1202.9093,1024,32
1203.1545,4096,32
1203.4134,2048,32
1203.6725,128,32
1203.7574,1024,32
1203.9989,2048,32
1204.1552,4096,32
1204.4004,1024,32
1204.5248,3072,32
1204.6711,1024,32
1204.9026,1024,32
1205.0363,2048,32
1205.2520,2048,128
1205.4039,3072,32
1205.6479,512,32
1205.7515,512,32
1205.9189,512,32
1206.0002,512,32
1206.1508,1024,32
1206.4156,2048,32
1206.6778,1024,128
1206.9994,512,32
1207.1556,3072,32
1207.4024,3072,32
1207.5086,2048,32
1207.7159,512,128
1207.7588,512,32
1208.0010,512,32
1208.1492,512,32
1208.2487,2048,128
1208.5042,512,32
1208.6567,2048,32
1208.7561,2048,128
1209.0043,1024,32
1209.1714,3072,128
1209.4046,512,32
1209.9043,3072,128
1210.1537,512,32
1210.2507,4096,32
1210.4261,3072,32
1210.5042,3072,512
1210.7498,512,32
1210.7956,1024,32
1210.9043,7168,1024
1211.0053,512,32
1211.4031,512,32
1211.4249,128,32
1211.7465,512,32
1211.8998,512,32
1212.1492,128,128
1212.4066,6144,512
1212.5255,128,32
1212.6709,2048,128
1212.9186,3072,128
1213.1542,512,32
1213.2663,128,32
1213.4068,2048,32
1213.5048,512,32
1213.7483,5120,32
1214.1563,512,32
1214.6853,128,32
1214.7583,3072,32
1214.9045,2048,32
1214.9986,1024,32
1215.1723,6144,128
1215.4031,512,32
1215.6522,2048,512
1215.9063,2048,512
1216.0042,2048,1024
1216.2485,512,32
1216.4963,3072,512
1216.7467,512,32
1216.9050,512,32
1217.1628,128,128
1217.3952,1024,32
1217.4983,2048,512
1217.6587,1024,32
1217.7462,4096,512
1217.9139,512,32
1218.1477,1024,32
1218.2423,1024,32
1218.2925,128,32
1218.4120,2048,32
1218.6462,128,32
1218.7910,2048,32
1218.9033,128,32
1219.1470,128,32
1219.2509,32,32
1219.6419,2048,32
1219.8953,512,32
1219.9925,2048,512
1220.2456,3072,512
1220.4105,1024,32
1220.9024,5120,512
1220.9986,3072,512
1221.2455,512,32
1221.2938,3072,128
1221.4952,128,32
1221.6745,2048,32
1221.9140,2048,32
1221.9969,4096,512
1222.1599,512,32
1222.4120,512,32
1222.4982,512,32
1222.6441,512,32
1222.6552,2048,32
1222.6667,512,32
1222.9199,2048,32
1223.1654,2048,32
1223.4997,2048,128
1223.6626,2048,32
1223.7881,128,128
1224.0424,512,32
1224.1608,512,32
1224.2901,3072,128
1224.4979,512,32
1224.6642,512,32
1224.9067,1024,32
1225.1486,512,32
1225.4047,5120,32
1225.5017,2048,512
1225.6425,512,32
1225.9084,3072,128
1225.9279,512,32
1226.1479,128,32
1226.2063,3072,32
1226.2532,6144,512
1226.5396,512,32
1226.6623,1024,32
1226.8325,3072,128
1227.1430,512,32
1227.1716,128,32
1227.4080,1024,32
1227.5045,512,32
1227.9049,512,32
1228.0025,512,32
1228.1431,128,32
1228.3024,512,32
1228.4307,512,32
1228.8959,512,32
1229.0042,4096,32
1229.1685,512,32
1229.2607,512,32
1229.4134,512,32
1229.6620,1024,32
1229.9961,3072,512
1230.0044,3072,512
1230.1567,512,32
1230.2580,2048,512
1230.5049,512,32
1230.5093,3072,32
1230.7434,2048,128
1230.9092,512,32
1231.2016,512,32
1231.2762,128,32
1231.4157,3072,32
1231.5074,512,32
1231.6570,1024,32
1231.7869,512,32
1232.1609,1024,128
1232.4147,512,32
1232.6527,128,32
1232.6657,2048,512
1232.7565,512,32
1232.9131,512,32
1233.1661,512,32
1233.4961,512,128
1233.6715,512,32
1233.9056,512,32
1234.1631,2048,32
1234.4030,512,32
1234.5043,2048,32
1234.6620,512,32
1234.9065,512,32
1235.0031,2048,32
1235.1629,512,32
1235.2584,512,32
1235.4074,512,32
1235.5367,512,32
1235.7534,4096,128
1235.7868,512,128
1235.9129,2048,512
1236.0345,512,32
1236.4305,7168,32
1236.7545,512,32
1236.7835,512,32
1236.9993,1024,32
1237.1580,4096,32
1237.4198,1024,128
1237.7515,512,32
1237.9083,1024,32
1238.0895,512,32
1238.2543,2048,32
1238.4417,128,32
1238.6628,2048,512
1238.9035,512,32
1239.0466,512,32
1239.5064,512,32
1239.6508,512,32
1239.7906,512,32
1239.9985,512,32
1240.1708,128,32
1240.2918,512,32
1240.4471,512,32
1240.6483,512,32
1240.7919,3072,32
1241.1644,512,32
1241.2485,512,32
1241.4065,1024,128
1241.6516,6144,128
1241.9052,2048,32
1241.9071,3072,512
1242.2579,5120,32
1242.4008,3072,128
1242.7977,512,32
1243.0442,512,128
1243.0480,3072,32
1243.2519,1024,32
1243.4986,128,32
1244.0455,2048,32
1244.2543,128,128
1244.4028,2048,128
1244.5013,4096,512
1244.6697,3072,32
1244.9005,5120,512
1245.0002,2048,512
1245.1509,2048,32
1245.2847,512,32
1245.4960,1024,32
1245.6445,2048,32
1245.9190,512,32
1246.1585,2048,32
1246.2488,4096,512
1246.4079,3072,512
1246.4220,512,32
1246.5361,3072,128
1246.8959,2048,32
1246.9089,128,32
1247.0327,128,32
1247.1676,2048,512
1247.4060,1024,32
1247.4989,512,32
1247.6441,3072,128
1247.6626,128,32
1247.7519,512,32
1247.9172,128,32
1248.1465,2048,32
1248.2845,1024,32
1248.4994,2048,128
1248.6605,512,32
1248.7991,512,32
1248.9961,3072,32
1249.1715,128,32
1249.4084,512,32
1249.6582,512,32
1249.6744,3072,32
1249.9918,5120,512
1250.2416,512,32
1250.4928,3072,512
1250.6477,1024,32
1251.0278,512,32
1251.2649,512,32
1251.3989,128,128
1251.4193,2048,32
1251.5418,512,32
1251.9096,1024,128
1252.1417,512,32
1252.2349,2048,32
1252.3973,128,128
1252.4984,512,32
1252.6412,512,32
1252.8940,32,32
1253.2901,512,32
1253.5016,3072,128
1253.6435,3072,1024
1253.7453,3072,32
1253.8957,512,128
1254.1593,512,32
1254.4104,4096,32
1254.9063,2048,32
1255.1716,128,32
1255.2544,512,32
1255.4140,1024,32
1255.6588,512,128
1255.7600,1024,128
1255.9067,1024,128
1255.9940,512,32
1256.1483,512,32
1256.2416,128,32
1256.4249,3072,32
1256.5403,1024,32
1256.7450,128,32
1256.9010,512,32
1257.0061,1024,32
1257.1635,2048,128
1257.2859,5120,1024
1257.4234,512,32
1257.5054,1024,32
1257.6453,128,32
1257.8979,3072,512
1257.9254,3072,512
1258.1428,512,32
1258.2469,512,32
1258.5026,2048,512
1258.7573,512,32
1258.9263,2048,128
1259.2432,512,32
1259.3990,7168,32
1259.7180,5120,32
1259.8996,6144,32
1260.0395,4096,32
1260.2871,512,32
1260.5438,512,32
1260.7933,512,32
1260.9305,7168,32
1261.1519,512,32
1261.2574,512,32
1261.5612,6144,1024
1261.7512,512,32
1261.9011,2048,32
1262.2916,512,32
1262.4317,3072,32
1262.5042,128,128
1262.7612,512,32
1262.9019,2048,32
1263.0041,3072,32
1263.1521,5120,128
1263.1900,512,32
1263.3900,4096,32
1263.5057,512,32
1263.6488,1024,32
1263.6697,128,128
1264.2538,5120,512
1264.4025,512,128
1264.5030,3072,512
1264.7428,512,32
1264.9179,512,32
1265.0048,512,32
1265.2450,4096,32
1265.2856,2048,32
1265.5038,3072,32
1265.5370,1024,32
1265.7873,512,32
1266.0025,512,128
1266.1559,512,32
1266.2298,512,32
1266.4047,512,32
1266.6523,512,32
1266.9063,2048,32
1267.1554,1024,32
1267.4204,2048,32
1267.5363,5120,32
1267.6488,3072,32
1267.9198,2048,32
1267.9976,2048,128
1268.2457,128,32
1268.9015,3072,128
1268.9255,512,32
1269.1685,1024,32
1269.2525,3072,128
1269.6480,512,32
1269.9201,512,32
1270.0346,512,32
1270.4948,512,32
1270.5344,512,32
1270.7692,3072,512
1270.9131,1024,128
1271.0107,512,32
1271.1559,1024,32
1271.2542,5120,32
1271.4023,2048,128
1271.6545,512,32
1272.0008,1024,128
1272.1733,2048,32
1272.2847,1024,32
1272.4027,3072,128
1272.5353,5120,32
1272.6543,512,32
1272.6716,512,32
1272.8987,2048,128
1273.0422,2048,32
1273.1680,128,32
1273.4202,512,32
1273.4951,128,32
1273.6525,3072,32
1273.6714,2048,32
1273.9567,4096,512
1274.0387,2048,512
1274.1954,3072,128
1274.4075,512,32
1274.4983,128,32
1274.6564,5120,1024
1274.7932,1024,32
1275.1680,3072,32
1275.4200,128,32
1275.6489,4096,128
1275.7576,3072,32
1275.9174,512,32
1276.0064,3072,512
1276.1550,512,32
1276.4091,512,32
1276.5493,2048,32
1276.7991,128,32
1277.0418,512,128
1277.4250,2048,32
1277.6508,1024,32
1277.6676,3072,32
1277.9058,2048,32
1277.9233,128,32
1278.1693,512,32
1278.4057,512,32
1278.5425,1024,32
1278.7530,512,32
1278.9085,1024,512
1279.0421,512,32
1279.2600,512,128
1279.4204,512,32
1279.5383,512,128
1279.7850,512,32
1279.9182,1024,32
1280.0390,512,32
1280.1930,3072,32
1280.2861,512,32
1280.5065,1024,32
1280.7554,512,32
1280.9263,128,32
1281.0006,4096,512
1281.1565,512,32
1281.2858,2048,32
1281.4140,512,512
1281.7550,1024,32
1281.9320,4096,32
1282.2660,2048,32
1282.4165,512,32
1282.6577,512,32
1282.9136,2048,128
1283.1523,512,32
1283.2508,512,32
1283.4168,512,32
1283.6414,512,32
1283.7824,7168,32
1283.9040,5120,32
1284.2534,1024,512
1284.4147,512,32
1284.5063,3072,512
1284.7655,2048,128
1285.1565,5120,512
1285.4049,128,32
1285.6819,512,32
1285.9061,7168,512
1286.0346,4096,128
1286.2460,1024,32
1286.4142,512,128
1286.5386,512,32
1286.7875,3072,512
1287.1423,512,32
1287.2464,128,32
1287.4157,1024,128
1287.5350,512,32
1287.9042,4096,32
1288.1441,512,32
1288.1531,5120,32
1288.4994,512,32
1288.6467,512,32
1288.7467,512,32
1288.9146,6144,1024
1289.2508,1024,32
1289.4008,128,32
1289.4314,4096,32
1289.6642,2048,512
1289.7451,3072,512
1289.9120,512,32
1290.0386,3072,128
1290.1660,512,128
1290.3964,2048,512
1290.4167,3072,32
1290.6419,3072,32
1290.7890,3072,128
1290.9997,4096,32
1291.4124,512,128
1291.7420,2048,32
1292.1468,1024,128
1292.2333,512,32
1292.5018,512,32
1292.7460,512,32
1292.9141,3072,32
1293.2551,4096,32
1293.4063,1024,32
1293.4955,2048,512
1293.7483,512,32
1294.1494,4096,128
1294.1674,512,32
1294.4146,3072,512
1294.6567,1024,32
1294.7504,512,32
1294.9953,512,32
1295.4112,1024,512
1295.5331,512,32
1295.9174,5120,32
1296.1712,2048,128
1296.3979,512,32
1296.5027,1024,128
1296.7487,512,32
1296.9044,1024,128
1297.0047,3072,512
1297.4132,2048,32
1297.4987,128,32
1297.6621,2048,128
1297.9980,4096,32
1298.1515,512,32
1298.1630,4096,512
1298.2922,128,32
1298.4257,512,32
1298.6696,512,32
1298.7960,512,32
1298.9951,32,32
1299.4015,512,32
1299.5425,7168,32
1299.7936,2048,32
1300.1527,512,32
1300.2456,3072,1024
1300.4980,128,32
1300.7471,512,32
1301.3994,512,32
1301.5423,3072,32
1301.7422,128,32
1301.9026,512,128
1302.1492,2048,32
1302.4938,2048,32
1302.7488,128,128
1302.9923,3072,128
1302.9988,512,32
1303.1701,1024,32
1303.7413,6144,512
1303.8429,2048,32
1304.0447,512,32
1304.3956,2048,1024
1304.4951,5120,1024
1304.6733,512,32
1305.2041,1024,32
1305.3953,512,32
1305.6425,512,32
1305.9969,2048,512
1306.1728,2048,32
1306.6432,512,32
1306.8928,3072,512
1306.9963,512,32
1307.4953,512,32
1307.6432,3072,512
1307.7472,128,32
1307.9318,4096,1024
1308.1492,4096,32
1308.3978,2048,32
1308.6619,512,32
1309.0072,2048,128
1309.2588,512,32
1309.4199,128,32
1309.7577,3072,512
1309.9251,3072,128
1310.1624,4096,512
1310.5028,1024,32
1310.7546,512,32
1311.0417,512,32
1311.2898,512,32
1311.4142,4096,32
1311.6648,512,128
1312.0407,3072,512
1312.1551,3072,32
1312.4138,3072,32
1312.6520,2048,512
1312.8977,2048,32
1313.4129,512,32
1313.6669,3072,512
1313.7468,512,32
1313.8979,512,32
1313.9973,512,512
1314.2478,512,32
1314.4127,1024,32
1314.5134,5120,1024
1314.7516,2048,32
1314.9995,512,128
1315.1686,4096,32
1315.2566,512,32
1315.4237,2048,32
1315.6604,512,32
1315.9016,512,32
1316.0015,128,32
1316.0429,512,32
1316.2919,4096,32
1316.4955,1024,128
1316.7467,1024,128
1316.9577,512,32
1317.1457,2048,32
1317.4231,512,32
1317.6733,512,32
1317.9003,1024,32
1318.0006,2048,512
1318.2459,2048,512
1318.3984,1024,32
1318.5500,4096,32
1318.7476,3072,32
1318.9174,128,128
1319.0425,5120,32
1319.4175,128,128
1319.6724,512,32
1319.7539,3072,32
1319.9070,512,32
1320.0069,512,32
1320.2451,512,32
1320.4101,2048,512
1320.5006,1024,512
1320.9120,512,32
1321.1642,512,32
1321.4021,3072,1024
1321.4190,512,32
1321.6640,3072,32
1321.8982,512,32
1322.0010,3072,512
1322.0406,3072,128
1322.4104,512,32
1322.7464,2048,32
1322.9971,3072,512
1323.1555,512,32
1323.1631,4096,32
1323.4006,128,32
1323.6647,3072,512
1324.0362,2048,32
1324.1688,7168,32
1324.2577,2048,32
1324.4990,512,32
1324.6595,3072,512
1324.9191,3072,32
1325.1487,5120,512
1325.2415,5120,512
1325.5029,512,32
1325.5061,512,32
1325.6616,2048,512
1325.7618,1024,32
1325.9048,1024,32
1326.0113,2048,512
1326.2553,512,32
1326.6515,3072,512
1326.6624,512,32
1326.7502,2048,512
1326.9178,512,32
1327.0463,128,32
1327.1693,512,32
1327.4031,4096,32
1327.6479,512,32
1327.7915,512,32
1328.0102,3072,128
1328.2514,3072,512
1328.4003,2048,512
1328.4960,512,32
1328.5014,2048,32
1328.8986,512,32
1329.0451,512,32
1329.1626,4096,512
1329.2582,512,32
1329.4043,512,32
1329.7431,128,32
1330.0045,3072,512
1330.1582,128,32
1330.2524,512,32
1330.4137,512,32
1330.6476,512,128
1330.6679,512,32
1330.9012,512,32
1330.9936,512,32
1331.0020,512,32
1331.1648,1024,32
1331.2463,512,32
1331.4009,512,32
1331.4937,512,32
1331.6523,512,32
1331.7418,4096,512
1331.9150,2048,32
1332.1567,512,32
1332.2980,512,32
1332.4142,3072,512
1332.6450,512,32
1332.8921,2048,512
1333.1664,1024,32
1333.3946,2048,32
1333.4996,512,32
1333.7451,512,32
1333.9962,128,128
1334.2428,1024,32
1334.5380,128,128
1334.9018,512,32
1334.9207,512,32
1335.1529,3072,128
1335.4037,512,32
1335.7426,1024,128
1335.7865,2048,32
1335.9215,2048,512
1336.1564,6144,512
1336.4246,3072,32
1336.4964,512,128
1336.6570,512,32
1336.7501,1024,32
1336.9947,512,32
1337.2462,5120,32
1337.6549,2048,32
1337.6706,2048,32
1337.9015,1024,32
1337.9129,6144,128
1338.0454,7168,1024
1338.1594,512,128
1338.4052,128,32
1338.4081,3072,512
1338.6556,3072,512
1338.9023,512,32
1339.1566,512,32
1339.2496,2048,32
1339.4253,2048,512
1339.6549,512,32
1339.8997,4096,32
1339.9961,512,32
1340.1599,3072,512
1340.4930,2048,512
1340.5432,1024,32
1340.6556,2048,512
1340.7436,4096,32
1341.1555,3072,32
1341.4100,1024,32
1341.4950,512,32
1341.6009,6144,32
1341.6506,128,32
1341.7431,6144,32
1342.2487,1024,32
1342.4183,128,32
1342.6626,512,32
1342.9087,3072,32
1343.0889,2048,32
1343.2459,512,32
1343.2943,512,32
1343.4193,1024,32
1343.6547,1024,512
1343.8971,512,32
1344.1478,512,32
1344.1632,2048,128
1344.4144,7168,32
1344.4986,2048,512
1344.5456,2048,512
1344.6558,3072,512
1344.9975,8192,512
1345.0519,1024,32
1345.1651,3072,32
1345.3928,512,32
1345.4022,8192,128
1345.6492,128,128
1345.8971,128,128
1346.1694,1024,32
1346.4125,4096,32
1346.5474,1024,32
1346.6430,512,32
1346.9129,512,32
1347.1414,3072,32
1347.2474,512,32
1347.4238,512,32
1347.7948,2048,32
1347.9924,512,32
1348.1533,2048,512
1348.2476,2048,128
1348.5066,6144,32
1348.6494,128,32
1348.6682,512,32
1348.7466,512,32
1348.9953,512,32
1349.1597,512,32
1349.5468,2048,32
1349.7538,512,32
1349.7990,512,32
1350.1584,4096,512
1350.6443,1024,32
1350.6771,32,32
1350.7950,4096,32
1351.0047,2048,32
1351.1458,128,128
1351.3942,1024,128
1351.6577,512,32
1351.7555,512,32
1351.9073,3072,512
1352.0881,512,32
1352.2830,512,32
1352.4303,3072,512
1352.5383,2048,32
1352.6575,512,32
1352.7847,1024,32
1353.0333,1024,32
1353.2540,3072,32
1353.5026,4096,32
1353.6694,5120,1024
1353.7551,1024,32
1354.0072,512,128
1354.1593,4096,512
1354.2495,3072,512
1354.4218,2048,512
1354.5911,1024,32
1355.0016,1024,32
1355.1559,3072,512
1355.3402,1024,128
1355.6420,512,32
1355.7585,512,128
1356.1423,512,32
1356.1983,4096,32
1356.2923,512,32
1356.4038,2048,32
1356.7527,3072,512
1356.9038,3072,32
1357.0451,6144,32
1357.2950,3072,32
1357.4257,2048,32
1357.6499,3072,128
1357.7573,2048,128
1357.8941,512,32
1358.2491,4096,32
1358.4089,512,32
1358.5409,128,32
1358.9023,128,32
1359.1422,2048,32
1359.2581,4096,128
1359.3975,512,32
1359.8992,512,32
1360.0175,128,32
1360.2881,3072,32
1360.5411,3072,512
1360.6564,6144,32
1360.7906,3072,32
1361.1433,512,32
1361.2524,2048,32
1361.3979,1024,32
1361.6427,2048,512
1361.6880,512,32
1361.9002,2048,32
1362.1459,512,32
1362.5437,4096,32
1362.7655,32,32
1363.1481,512,128
1363.2570,2048,32
1363.4219,512,128
1363.5386,3072,128
1363.6537,1024,32
1363.8980,2048,512
1364.4002,32,32
1364.5421,5120,32
1364.6545,1024,128
1364.9061,512,32
1365.0092,3072,128
1365.1504,512,32
1365.5199,6144,512
1365.7985,4096,32
1366.1532,3072,512
1366.3021,512,32
1366.4958,3072,512
1366.7520,512,32
1366.9644,7168,512
1367.1676,4096,128
1367.4242,3072,512
1367.4989,512,128
1367.6557,4096,32
1367.7868,512,32
1367.9191,1024,32
1368.1559,512,32
1368.4059,128,32
1368.5041,32,32
1368.5385,512,128
1368.9090,512,32
1369.0324,2048,32
1369.2591,3072,32
1369.5068,128,128
1369.8995,128,32
1370.0025,512,32
1370.0374,4096,512
1370.1709,512,32
1370.4220,4096,32
1370.9122,512,32
1371.0250,2048,32
1371.2453,3072,32
1371.5024,3072,128
1371.7870,3072,512
1372.0353,1024,32
1372.1657,512,32
1372.4050,4096,512
1372.7468,512,128
1372.7942,512,128
1372.9279,128,128
1373.0144,3072,512
1373.1600,512,32
1373.4062,512,128
1373.6493,3072,32
1373.9036,128,32
1374.1590,3072,512
1374.4097,1024,32
1374.6483,512,32
1374.6584,1024,128
1374.8927,512,32
1374.9980,512,128
1375.4041,6144,1024
1375.6517,128,128
1375.7926,3072,1024
1375.9953,4096,128
1376.4043,5120,512
1376.5088,512,32
1376.9032,128,128
1377.1494,2048,512
1377.2525,2048,512
1377.5051,7168,32
1377.9159,2048,32
