unix_second,endpoint,mean_sensor_power_w,mean_clock_mhz,samples
1789199209,P0,60.836,1005,17
1789199210,P0,60.835941176470584,1005,17
1789199211,P0,60.835058823529415,1005,17
1789199212,P0,60.836,1005,17
1789199213,P0,61.09135294117647,1046.4705882352941,17
1789199214,P0,62.47925,1710,16
1789199215,P0,65.61076470588236,1710,17
1789199216,P0,71.20958823529412,1710,17
1789199217,P0,66.77429411764706,1710,17
1789199218,P0,64.75529411764705,1710,17
1789199219,P0,63.91458823529412,1710,17
1789199220,P0,63.256,1710,17
1789199221,P0,63.27170588235294,1710,17
1789199222,P0,63.365,1710,17
1789199223,P0,63.365,1710,17
1789199224,P0,63.365,1710,16
1789199225,P0,63.365,1710,17
1789199226,P0,63.426647058823534,1710,17
1789199227,P0,63.684411764705885,1710,17
1789199228,P0,67.3654705882353,1710,17
1789199229,P0,70.85164705882353,1710,17
1789199230,P0,65.82711764705883,1710,17
1789199231,P0,64.07258823529412,1710,17
1789199232,P0,64.26781249999999,1710,16
1789199233,P0,64.56388235294118,1710,17
1789199234,P0,64.8084705882353,1710,17
1789199235,P0,64.65058823529412,1710,17
1789199236,P0,63.86752941176471,1710,17
1789199237,P0,63.321588235294115,1710,17
1789199238,P0,63.36888235294118,1710,17
1789199239,P0,63.57323529411765,1710,17
1789199240,P0,63.69523529411765,1710,17
1789199241,P0,64.03475,1710,16
1789199242,P0,64.56111764705882,1710,17
1789199243,P0,70.83394117647059,1710,17
1789199244,P0,68.37011764705882,1710,17
1789199245,P0,64.05388235294117,1710,17
1789199246,P0,63.36911764705882,1710,17
1789199247,P0,63.39764705882353,1710,17
1789199248,P0,63.400176470588235,1710,17
1789199249,P0,63.386,1710,17
1789199250,P0,63.36817647058824,1710,17
1789199251,P0,63.4654705882353,1710,17
1789199252,P0,63.68794117647059,1710,17
1789199253,P0,63.93194117647059,1710,17
1789199254,P0,64.074125,1710,16
1789199255,P0,64.1910588235294,1710,17
1789199256,P0,64.42035294117647,1710,17
1789199257,P0,64.03082352941176,1710,17
1789199258,P0,63.3955625,1710,16
1789199259,P0,63.93482352941176,1710,17
1789199260,P0,64.045,1710,17
1789199261,P0,63.45647058823529,1710,17
1789199262,P0,63.632125,1327.5,16
1789199263,P0,66.55117647058823,1200,17
1789199264,P0,63.85735294117647,1200,17
1789199265,P0,61.73482352941176,1200,17
1789199266,P0,61.7265,1200,16
1789199267,P0,61.90341176470588,1200,17
1789199268,P0,62.29558823529412,1200,17
1789199269,P0,62.692470588235295,1200,17
1789199270,P0,62.624235294117646,1200,17
1789199271,P0,62.00447058823529,1200,17
1789199272,P0,61.52629411764706,1200,17
1789199273,P0,61.446,1200,17
1789199274,P0,61.47494117647059,1200,17
1789199275,P0,65.80256250000001,1200,16
1789199276,P0,69.95641176470589,1200,17
1789199277,P0,65.17894117647059,1200,17
1789199278,P0,61.55994117647059,1200,17
1789199279,P0,61.560529411764705,1200,17
1789199280,P0,61.569,1200,17
1789199281,P0,61.56847058823529,1200,17
1789199282,P0,61.56852941176471,1200,17
1789199283,P0,61.63305882352941,1200,17
1789199284,P0,61.81917647058823,1200,17
1789199285,P0,62.06370588235294,1200,17
1789199286,P0,62.3625,1200,16
1789199287,P0,62.60294117647059,1200,17
1789199288,P0,62.610058823529414,1200,17
1789199289,P0,62.31635294117647,1200,17
1789199290,P0,63.63970588235294,1200,17
1789199291,P0,65.3804705882353,1200,17
1789199292,P0,62.265499999999996,1200,16
1789199293,P0,62.37947058823529,1200,17
1789199294,P0,62.20947058823529,1200,17
1789199295,P0,61.611937499999996,1200,16
