actuation_duration_ms,applied_policy,client_first_token_mono_ns,client_first_token_wall_ns,client_last_chunk_wall_ns,client_stream_chunk_count,control_inclusive,d_mhz,duration_s,endpoints,energy_j,frequency_changed,frequency_source,idle_energy_excluded,input_len,intervals,mean_power_w,observed_output_tokens,output_len,p_mhz,pair_id,phase,proxy_timestamps_monotonic_s,proxy_timestamps_wall_s,request_active_boundary,request_complete_mono_ns,request_complete_wall_ns,request_id,request_send_mono_ns,request_send_wall_ns,settle_wait_s,table_hit,table_revision,tpot_ms,ttft_ms,workload_id
1973.680362,table,1377353074584715,1789198993545245690,1789198996216007280,48,"{""duration_s"": 4.999113082885742, ""end"": 1789198996.2191901, ""endpoints"": {""D1"": {""clock_match_fraction"": null, ""energy_j"": 217.99280371889472, ""mean_power_w"": 43.60629577778189, ""samples"": 76}, ""P1"": {""clock_match_fraction"": null, ""energy_j"": 321.748384475708, ""mean_power_w"": 64.36109348620265, ""samples"": 85}}, ""energy_j"": 539.7411881946027, ""mean_power_w"": 107.96738926398454, ""start"": 1789198991.220077}",900,2.875021457672119,"{""D1"": {""clock_match_fraction"": 1.0, ""duration_s"": 2.875021457672119, ""energy_j"": 165.42224254086614, ""interval_count"": 1, ""intervals"": [[1789198993.3441687, 1789198996.2191901]], ""mean_power_w"": 57.537741883431764, ""samples"": 41}, ""P1"": {""clock_match_fraction"": 1.0, ""duration_s"": 2.875021457672119, ""energy_j"": 181.0153844729066, ""interval_count"": 1, ""intervals"": [[1789198993.3441687, 1789198996.2191901]], ""mean_power_w"": 62.96140294530992, ""samples"": 50}}",346.4376270137727,True,table,True,128,"[[1789198993.3441687, 1789198996.2191901]]",120.49914482874169,48,48,900,,production_online_feedback,"{""decode_first_real_chunk_forwarded"": 1377353.074576916, ""decode_first_real_chunk_received"": 1377353.074567861, ""decode_last_chunk_received"": 1377355.74533742, ""decode_request_started"": 1377353.00082894, ""decode_response_headers_received"": 1377353.008732348, ""kv_handoff_completed"": 1377353.000740814, ""prefill_completed"": 1377353.000737267, ""prefill_started"": 1377352.873684206, ""request_received"": 1377352.873552482, ""response_completed"": 1377355.74544486, ""route_selected"": 1377352.873572722}","{""decode_first_real_chunk_forwarded"": 1789198993.54524, ""decode_first_real_chunk_received"": 1789198993.5452373, ""decode_last_chunk_received"": 1789198996.2160044, ""decode_request_started"": 1789198993.471492, ""decode_response_headers_received"": 1789198993.4793963, ""kv_handoff_completed"": 1789198993.4714034, ""prefill_completed"": 1789198993.4714015, ""prefill_started"": 1789198993.3443472, ""request_received"": 1789198993.344218, ""response_completed"": 1789198996.2161083, ""route_selected"": 1789198993.3442364}",client_send_to_completed_stream,1377355748528903,1789198996219190069,online-production-00028,1377352873507076,1789198993344168585,0.15,True,1,56.82488423375849,201.01537881419063,small_light
2252.598701,safe_high,1377359735684633,1789199000206345602,1789199002923119373,48,"{""duration_s"": 5.550095081329346, ""end"": 1789199002.9266229, ""endpoints"": {""D1"": {""clock_match_fraction"": null, ""energy_j"": 256.5289323441684, ""mean_power_w"": 46.220637409823475, ""samples"": 84}, ""P1"": {""clock_match_fraction"": null, ""energy_j"": 485.7850000038743, ""mean_power_w"": 87.5273293313599, ""samples"": 96}}, ""energy_j"": 742.3139323480427, ""mean_power_w"": 133.74796674118338, ""start"": 1789198997.3765278}",1500,3.1470868587493896,"{""D1"": {""clock_match_fraction"": 1.0, ""duration_s"": 3.1470868587493896, ""energy_j"": 201.3557666540146, ""interval_count"": 1, ""intervals"": [[1789198999.779536, 1789199002.9266229]], ""mean_power_w"": 63.98163625329067, ""samples"": 47}, ""P1"": {""clock_match_fraction"": 1.0, ""duration_s"": 3.1470868587493896, ""energy_j"": 301.23105236142874, ""interval_count"": 1, ""intervals"": [[1789198999.779536, 1789199002.9266229]], ""mean_power_w"": 95.71742563252097, ""samples"": 55}}",502.5868190154433,True,safe_high,True,1792,"[[1789198999.779536, 1789199002.9266229]]",159.69906188581163,48,48,2520,,production_online_feedback,"{""decode_first_real_chunk_forwarded"": 1377359.735676956, ""decode_first_real_chunk_received"": 1377359.735667541, ""decode_last_chunk_received"": 1377362.452444908, ""decode_request_started"": 1377359.649529652, ""decode_response_headers_received"": 1377359.667076411, ""kv_handoff_completed"": 1377359.649447376, ""prefill_completed"": 1377359.649444092, ""prefill_started"": 1377359.309077654, ""request_received"": 1377359.308919079, ""response_completed"": 1377362.452587403, ""route_selected"": 1377359.308938911}","{""decode_first_real_chunk_forwarded"": 1789199000.2063398, ""decode_first_real_chunk_received"": 1789199000.206337, ""decode_last_chunk_received"": 1789199002.9231143, ""decode_request_started"": 1789199000.1201928, ""decode_response_headers_received"": 1789199000.1377401, ""kv_handoff_completed"": 1789199000.1201098, ""prefill_completed"": 1789199000.1201084, ""prefill_started"": 1789198999.7797406, ""request_received"": 1789198999.7795842, ""response_completed"": 1789199002.9232507, ""route_selected"": 1789198999.7796028}",client_send_to_completed_stream,1377362455961947,1789199002926622942,online-production-00029,1377359308874729,1789198999779536152,0.15,False,0,57.80377376705725,426.74846202135086,prefill_heavy
0.476551,safe_high,1377363787454418,1789199004258115430,1789199016739996595,224,"{""duration_s"": 12.674209117889404, ""end"": 1789199016.7440784, ""endpoints"": {""D1"": {""clock_match_fraction"": null, ""energy_j"": 875.4064423404634, ""mean_power_w"": 69.06990678454594, ""samples"": 182}, ""P1"": {""clock_match_fraction"": null, ""energy_j"": 1035.287433579564, ""mean_power_w"": 81.68457881275414, ""samples"": 216}}, ""energy_j"": 1910.6938759200275, ""mean_power_w"": 150.7544855973001, ""start"": 1789199004.0698693}",1500,12.673718452453613,"{""D1"": {""clock_match_fraction"": 1.0, ""duration_s"": 12.673718452453613, ""energy_j"": 875.3871825821698, ""interval_count"": 1, ""intervals"": [[1789199004.07036, 1789199016.7440784]], ""mean_power_w"": 69.07106117799991, ""samples"": 182}, ""P1"": {""clock_match_fraction"": 1.0, ""duration_s"": 12.673718452453613, ""energy_j"": 1035.287433579564, ""interval_count"": 1, ""intervals"": [[1789199004.07036, 1789199016.7440784]], ""mean_power_w"": 81.6877412468583, ""samples"": 216}}",1910.6746161617339,False,safe_high,True,96,"[[1789199004.07036, 1789199016.7440784]]",150.7588024248582,224,224,2520,,production_online_feedback,"{""decode_first_real_chunk_forwarded"": 1377363.787446844, ""decode_first_real_chunk_received"": 1377363.787437567, ""decode_last_chunk_received"": 1377376.269321371, ""decode_request_started"": 1377363.714085367, ""decode_response_headers_received"": 1377363.722995362, ""kv_handoff_completed"": 1377363.713979384, ""prefill_completed"": 1377363.713975948, ""prefill_started"": 1377363.599869876, ""request_received"": 1377363.599739975, ""response_completed"": 1377376.269465036, ""route_selected"": 1377363.599766555}","{""decode_first_real_chunk_forwarded"": 1789199004.2581098, ""decode_first_real_chunk_received"": 1789199004.258107, ""decode_last_chunk_received"": 1789199016.7399917, ""decode_request_started"": 1789199004.1847486, ""decode_response_headers_received"": 1789199004.193659, ""kv_handoff_completed"": 1789199004.1846418, ""prefill_completed"": 1789199004.18464, ""prefill_started"": 1789199004.0705328, ""request_received"": 1789199004.0704043, ""response_completed"": 1789199016.7401283, ""route_selected"": 1789199004.0704303}",client_send_to_completed_stream,1377376273417532,1789199016744078454,online-production-00030,1377363599698733,1789199004070360105,0.0,False,0,55.97257311247089,187.6975919585675,decode_heavy
0.72568,safe_high,1377377851669333,1789199018322330401,1789199036971196883,320,"{""duration_s"": 19.171611309051514, ""end"": 1789199036.9751298, ""endpoints"": {""D1"": {""clock_match_fraction"": null, ""energy_j"": 1311.858623072505, ""mean_power_w"": 68.42714479889, ""samples"": 265}, ""P1"": {""clock_match_fraction"": null, ""energy_j"": 1609.9680195823312, ""mean_power_w"": 83.97666704322423, ""samples"": 326}}, ""energy_j"": 2921.826642654836, ""mean_power_w"": 152.40381184211424, ""start"": 1789199017.8035185}",1500,19.170863151550293,"{""D1"": {""clock_match_fraction"": 1.0, ""duration_s"": 19.170863151550293, ""energy_j"": 1311.8301823288202, ""interval_count"": 1, ""intervals"": [[1789199017.8042667, 1789199036.9751298]], ""mean_power_w"": 68.42833168013806, ""samples"": 265}, ""P1"": {""clock_match_fraction"": 1.0, ""duration_s"": 19.170863151550293, ""energy_j"": 1609.8670818805695, ""interval_count"": 1, ""intervals"": [[1789199017.8042667, 1789199036.9751298]], ""mean_power_w"": 83.97467913438129, ""samples"": 326}}",2921.6972642093897,False,safe_high,True,2304,"[[1789199017.8042667, 1789199036.9751298]]",152.40301081451935,320,320,2520,,production_online_feedback,"{""decode_first_real_chunk_forwarded"": 1377377.851661749, ""decode_first_real_chunk_received"": 1377377.851652634, ""decode_last_chunk_received"": 1377396.500526417, ""decode_request_started"": 1377377.759437738, ""decode_response_headers_received"": 1377377.781760581, ""kv_handoff_completed"": 1377377.759351782, ""prefill_completed"": 1377377.75934792, ""prefill_started"": 1377377.333827385, ""request_received"": 1377377.333662283, ""response_completed"": 1377396.500627995, ""route_selected"": 1377377.333707756}","{""decode_first_real_chunk_forwarded"": 1789199018.3223245, ""decode_first_real_chunk_received"": 1789199018.3223221, ""decode_last_chunk_received"": 1789199036.9711938, ""decode_request_started"": 1789199018.2301006, ""decode_response_headers_received"": 1789199018.252424, ""kv_handoff_completed"": 1789199018.2300143, ""prefill_completed"": 1789199018.2300124, ""prefill_started"": 1789199017.8044903, ""request_received"": 1789199017.8043454, ""response_completed"": 1789199036.9712913, ""route_selected"": 1789199017.8043723}",client_send_to_completed_stream,1377396504469358,1789199036975129819,online-production-00031,1377377333606391,1789199017804266635,0.0,False,0,58.4604193822869,517.9903511889279,both_heavy
0.991558,safe_high,1377398114330571,1789199038584992020,1789199043195045119,80,"{""duration_s"": 5.130507230758667, ""end"": 1789199043.1989596, ""endpoints"": {""D1"": {""clock_match_fraction"": null, ""energy_j"": 332.70800525695086, ""mean_power_w"": 64.8489496832367, ""samples"": 75}, ""P1"": {""clock_match_fraction"": null, ""energy_j"": 472.1163464933634, ""mean_power_w"": 92.02137824948544, ""samples"": 89}}, ""energy_j"": 804.8243517503142, ""mean_power_w"": 156.87032793272215, ""start"": 1789199038.0684524}",1500,5.129494905471802,"{""D1"": {""clock_match_fraction"": 1.0, ""duration_s"": 5.129494905471802, ""energy_j"": 332.6669473461807, ""interval_count"": 1, ""intervals"": [[1789199038.0694647, 1789199043.1989596]], ""mean_power_w"": 64.85374359009771, ""samples"": 75}, ""P1"": {""clock_match_fraction"": 1.0, ""duration_s"": 5.129494905471802, ""energy_j"": 472.1163464933634, ""interval_count"": 1, ""intervals"": [[1789199038.0694647, 1789199043.1989596]], ""mean_power_w"": 92.03953901771912, ""samples"": 89}}",804.7832938395441,False,safe_high,True,2304,"[[1789199038.0694647, 1789199043.1989596]]",156.89328260781681,80,80,2520,,production_online_feedback,"{""decode_first_real_chunk_forwarded"": 1377398.114325668, ""decode_first_real_chunk_received"": 1377398.114318423, ""decode_last_chunk_received"": 1377402.724375015, ""decode_request_started"": 1377398.024670442, ""decode_response_headers_received"": 1377398.044775872, ""kv_handoff_completed"": 1377398.024583513, ""prefill_completed"": 1377398.024579781, ""prefill_started"": 1377397.599218192, ""request_received"": 1377397.598852749, ""response_completed"": 1377402.724478823, ""route_selected"": 1377397.599080284}","{""decode_first_real_chunk_forwarded"": 1789199038.5849884, ""decode_first_real_chunk_received"": 1789199038.5849862, ""decode_last_chunk_received"": 1789199043.1950421, ""decode_request_started"": 1789199038.4953337, ""decode_response_headers_received"": 1789199038.515439, ""kv_handoff_completed"": 1789199038.4952464, ""prefill_completed"": 1789199038.495244, ""prefill_started"": 1789199038.0698817, ""request_received"": 1789199038.0695186, ""response_completed"": 1789199043.195142, ""route_selected"": 1789199038.0697463}",client_send_to_completed_stream,1377402728298533,1789199043198959658,online-production-00032,1377397598803280,1789199038069464529,0.0,False,0,58.355146733148,515.4656739905477,prefill_heavy
0.709333,safe_high,1377404022739704,1789199044493400494,1789199049804089297,96,"{""duration_s"": 5.502233982086182, ""end"": 1789199049.80724, ""endpoints"": {""D1"": {""clock_match_fraction"": null, ""energy_j"": 374.37651397287846, ""mean_power_w"": 68.04082036346497, ""samples"": 78}, ""P1"": {""clock_match_fraction"": null, ""energy_j"": 451.3170423582196, ""mean_power_w"": 82.02432754179276, ""samples"": 94}}, ""energy_j"": 825.6935563310981, ""mean_power_w"": 150.06514790525773, ""start"": 1789199044.305006}",1500,5.501503229141235,"{""D1"": {""clock_match_fraction"": 1.0, ""duration_s"": 5.501503229141235, ""energy_j"": 374.3487050049007, ""interval_count"": 1, ""intervals"": [[1789199044.3057368, 1789199049.80724]], ""mean_power_w"": 68.0448032861257, ""samples"": 78}, ""P1"": {""clock_match_fraction"": 1.0, ""duration_s"": 5.501503229141235, ""energy_j"": 451.3170423582196, ""interval_count"": 1, ""intervals"": [[1789199044.3057368, 1789199049.80724]], ""mean_power_w"": 82.0352226583476, ""samples"": 94}}",825.6657473631203,False,safe_high,True,96,"[[1789199044.3057368, 1789199049.80724]]",150.0800259444733,96,96,2520,,production_online_feedback,"{""decode_first_real_chunk_forwarded"": 1377404.022732204, ""decode_first_real_chunk_received"": 1377404.022723046, ""decode_last_chunk_received"": 1377409.333414871, ""decode_request_started"": 1377403.951024984, ""decode_response_headers_received"": 1377403.95864275, ""kv_handoff_completed"": 1377403.950921768, ""prefill_completed"": 1377403.950918345, ""prefill_started"": 1377403.835484018, ""request_received"": 1377403.835125511, ""response_completed"": 1377409.333557956, ""route_selected"": 1377403.835350923}","{""decode_first_real_chunk_forwarded"": 1789199044.4933949, ""decode_first_real_chunk_received"": 1789199044.4933927, ""decode_last_chunk_received"": 1789199049.8040843, ""decode_request_started"": 1789199044.4216886, ""decode_response_headers_received"": 1789199044.4293065, ""kv_handoff_completed"": 1789199044.4215846, ""prefill_completed"": 1789199044.4215822, ""prefill_started"": 1789199044.3061476, ""request_received"": 1789199044.3057914, ""response_completed"": 1789199049.8042212, ""route_selected"": 1789199044.3060167}",client_send_to_completed_stream,1377409336578991,1789199049807240007,online-production-00033,1377403835075457,1789199044305736636,0.0,False,0,55.90201921172832,187.5975348521024,decode_medium
0.676241,safe_high,1377410565164033,1789199051035824866,1789199056346411454,96,"{""duration_s"": 5.503399133682251, ""end"": 1789199056.3496604, ""endpoints"": {""D1"": {""clock_match_fraction"": null, ""energy_j"": 376.6430756933987, ""mean_power_w"": 68.43826270717746, ""samples"": 78}, ""P1"": {""clock_match_fraction"": null, ""energy_j"": 454.7930903658271, ""mean_power_w"": 82.63858014265651, ""samples"": 95}}, ""energy_j"": 831.4361660592258, ""mean_power_w"": 151.07684284983395, ""start"": 1789199050.8462613}",1500,5.502702713012695,"{""D1"": {""clock_match_fraction"": 1.0, ""duration_s"": 5.502702713012695, ""energy_j"": 376.6160042025149, ""interval_count"": 1, ""intervals"": [[1789199050.8469577, 1789199056.3496604]], ""mean_power_w"": 68.44200456475687, ""samples"": 78}, ""P1"": {""clock_match_fraction"": 1.0, ""duration_s"": 5.502702713012695, ""energy_j"": 454.7930903658271, ""interval_count"": 1, ""intervals"": [[1789199050.8469577, 1789199056.3496604]], ""mean_power_w"": 82.64903886054762, ""samples"": 95}}",831.409094568342,False,safe_high,True,96,"[[1789199050.8469577, 1789199056.3496604]]",151.0910434253045,96,96,2520,,production_online_feedback,"{""decode_first_real_chunk_forwarded"": 1377410.565156527, ""decode_first_real_chunk_received"": 1377410.565147386, ""decode_last_chunk_received"": 1377415.875737024, ""decode_request_started"": 1377410.49232613, ""decode_response_headers_received"": 1377410.500759984, ""kv_handoff_completed"": 1377410.492241795, ""prefill_completed"": 1377410.492238061, ""prefill_started"": 1377410.376496769, ""request_received"": 1377410.376343854, ""response_completed"": 1377415.875880686, ""route_selected"": 1377410.376368783}","{""decode_first_real_chunk_forwarded"": 1789199051.0358193, ""decode_first_real_chunk_received"": 1789199051.0358167, ""decode_last_chunk_received"": 1789199056.3464062, ""decode_request_started"": 1789199050.962989, ""decode_response_headers_received"": 1789199050.9714234, ""kv_handoff_completed"": 1789199050.9629042, ""prefill_completed"": 1789199050.9629023, ""prefill_started"": 1789199050.8471599, ""request_received"": 1789199050.8470104, ""response_completed"": 1789199056.3465438, ""route_selected"": 1789199050.847033}",client_send_to_completed_stream,1377415878999440,1789199056349660355,online-production-00034,1377410376296304,1789199050846957551,0.0,False,0,55.90094355866313,188.80353192798793,decode_medium
3225.352947,table,1377420671431333,1789199061142092317,1789199064723436933,64,"{""duration_s"": 7.165893316268921, ""end"": 1789199064.7265348, ""endpoints"": {""D1"": {""clock_match_fraction"": null, ""energy_j"": 302.76200000196695, ""mean_power_w"": 42.25041968104635, ""samples"": 104}, ""P1"": {""clock_match_fraction"": null, ""energy_j"": 463.22100000083447, ""mean_power_w"": 64.64246389897703, ""samples"": 122}}, ""energy_j"": 765.9830000028014, ""mean_power_w"": 106.89288358002338, ""start"": 1789199057.5606415}",900,3.789921760559082,"{""D1"": {""clock_match_fraction"": 1.0, ""duration_s"": 3.789921760559082, ""energy_j"": 221.04475523531437, ""interval_count"": 1, ""intervals"": [[1789199060.936613, 1789199064.7265348]], ""mean_power_w"": 58.32435844340657, ""samples"": 54}, ""P1"": {""clock_match_fraction"": 1.0, ""duration_s"": 3.789921760559082, ""energy_j"": 240.91400000452995, ""interval_count"": 1, ""intervals"": [[1789199060.936613, 1789199064.7265348]], ""mean_power_w"": 63.56701146489915, ""samples"": 65}}",461.9587552398443,True,table,True,160,"[[1789199060.936613, 1789199064.7265348]]",121.89136990830572,64,64,900,,production_online_feedback,"{""decode_first_real_chunk_forwarded"": 1377420.671423571, ""decode_first_real_chunk_received"": 1377420.671413993, ""decode_last_chunk_received"": 1377424.252762871, ""decode_request_started"": 1377420.596740181, ""decode_response_headers_received"": 1377420.605775989, ""kv_handoff_completed"": 1377420.59665155, ""prefill_completed"": 1377420.59664769, ""prefill_started"": 1377420.466207718, ""request_received"": 1377420.466030602, ""response_completed"": 1377424.252905809, ""route_selected"": 1377420.466066669}","{""decode_first_real_chunk_forwarded"": 1789199061.1420865, ""decode_first_real_chunk_received"": 1789199061.142084, ""decode_last_chunk_received"": 1789199064.7234316, ""decode_request_started"": 1789199061.0674036, ""decode_response_headers_received"": 1789199061.07644, ""kv_handoff_completed"": 1789199061.0673144, ""prefill_completed"": 1789199061.0673122, ""prefill_started"": 1789199060.9368708, ""request_received"": 1789199060.936697, ""response_completed"": 1789199064.7235692, ""route_selected"": 1789199060.9367309}",client_send_to_completed_stream,1377424255873910,1789199064726534919,online-production-00035,1377420465952390,1789199060936613159,0.15,True,1,56.84680758886749,205.3833908867091,small_light
0.864923,table,1377425627057586,1789199066097716915,1789199070594306212,80,"{""duration_s"": 4.712232351303101, ""end"": 1789199070.5979867, ""endpoints"": {""D1"": {""clock_match_fraction"": null, ""energy_j"": 272.31609850749373, ""mean_power_w"": 57.78919166245879, ""samples"": 67}, ""P1"": {""clock_match_fraction"": null, ""energy_j"": 299.90032351017, ""mean_power_w"": 63.642940575126104, ""samples"": 80}}, ""energy_j"": 572.2164220176637, ""mean_power_w"": 121.4321322375849, ""start"": 1789199065.8857543}",900,4.71134090423584,"{""D1"": {""clock_match_fraction"": 1.0, ""duration_s"": 4.71134090423584, ""energy_j"": 272.2840658389032, ""interval_count"": 1, ""intervals"": [[1789199065.8866458, 1789199070.5979867]], ""mean_power_w"": 57.79332707469755, ""samples"": 67}, ""P1"": {""clock_match_fraction"": 1.0, ""duration_s"": 4.71134090423584, ""energy_j"": 299.80882420390844, ""interval_count"": 1, ""intervals"": [[1789199065.8866458, 1789199070.5979867]], ""mean_power_w"": 63.63556157321547, ""samples"": 80}}",572.0928900428116,False,table,True,200,"[[1789199065.8866458, 1789199070.5979867]]",121.42888864791301,80,80,900,,production_online_feedback,"{""decode_first_real_chunk_forwarded"": 1377425.627047359, ""decode_first_real_chunk_received"": 1377425.627036755, ""decode_last_chunk_received"": 1377430.123631596, ""decode_request_started"": 1377425.547576813, ""decode_response_headers_received"": 1377425.560479048, ""kv_handoff_completed"": 1377425.547474324, ""prefill_completed"": 1377425.547469077, ""prefill_started"": 1377425.416267311, ""request_received"": 1377425.416073231, ""response_completed"": 1377430.123775781, ""route_selected"": 1377425.416105344}","{""decode_first_real_chunk_forwarded"": 1789199066.0977101, ""decode_first_real_chunk_received"": 1789199066.0977068, ""decode_last_chunk_received"": 1789199070.594301, ""decode_request_started"": 1789199066.01824, ""decode_response_headers_received"": 1789199066.0311446, ""kv_handoff_completed"": 1789199066.018137, ""prefill_completed"": 1789199066.0181346, ""prefill_started"": 1789199065.8869307, ""request_received"": 1789199065.8867414, ""response_completed"": 1789199070.594439, ""route_selected"": 1789199065.8867702}",client_send_to_completed_stream,1377430127325898,1789199070597986867,online-production-00036,1377425415984643,1789199065886645720,0.0,True,1,56.918922039574085,210.96352394670248,small_light
3003.620309,safe_high,1377434851771039,1789199075322431908,1789199084234598386,160,"{""duration_s"": 12.270429134368896, ""end"": 1789199084.241999, ""endpoints"": {""D1"": {""clock_match_fraction"": null, ""energy_j"": 697.678931042552, ""mean_power_w"": 56.858559990244025, ""samples"": 175}, ""P1"": {""clock_match_fraction"": null, ""energy_j"": 987.1504514664412, ""mean_power_w"": 80.44954586808045, ""samples"": 209}}, ""energy_j"": 1684.8293825089931, ""mean_power_w"": 137.30810585832447, ""start"": 1789199071.9715698}",1500,9.115782737731934,"{""D1"": {""clock_match_fraction"": 1.0, ""duration_s"": 9.115782737731934, ""energy_j"": 624.1932047642767, ""interval_count"": 1, ""intervals"": [[1789199075.1262162, 1789199084.241999]], ""mean_power_w"": 68.47390100475126, ""samples"": 127}, ""P1"": {""clock_match_fraction"": 1.0, ""duration_s"": 9.115782737731934, ""energy_j"": 746.0010000020266, ""interval_count"": 1, ""intervals"": [[1789199075.1262162, 1789199084.241999]], ""mean_power_w"": 81.83619788503609, ""samples"": 156}}",1370.1942047663033,True,safe_high,True,200,"[[1789199075.1262162, 1789199084.241999]]",150.31009888978733,160,160,2520,,production_online_feedback,"{""decode_first_real_chunk_forwarded"": 1377434.851763389, ""decode_first_real_chunk_received"": 1377434.851754172, ""decode_last_chunk_received"": 1377443.763928572, ""decode_request_started"": 1377434.777465478, ""decode_response_headers_received"": 1377434.786719435, ""kv_handoff_completed"": 1377434.777378853, ""prefill_completed"": 1377434.777375612, ""prefill_started"": 1377434.655735149, ""request_received"": 1377434.655602421, ""response_completed"": 1377443.764068653, ""route_selected"": 1377434.655621935}","{""decode_first_real_chunk_forwarded"": 1789199075.322426, ""decode_first_real_chunk_received"": 1789199075.3224235, ""decode_last_chunk_received"": 1789199084.2345955, ""decode_request_started"": 1789199075.2481287, ""decode_response_headers_received"": 1789199075.257383, ""kv_handoff_completed"": 1789199075.2480414, ""prefill_completed"": 1789199075.2480395, ""prefill_started"": 1789199075.1263978, ""request_received"": 1789199075.1262674, ""response_completed"": 1789199084.2347317, ""route_selected"": 1789199075.1262856}",client_send_to_completed_stream,1377443771337568,1789199084241998741,online-production-00037,1377434655554851,1789199075126216280,0.15,False,0,56.05141132039094,196.15175109356642,decode_medium
0.699214,safe_high,1377445129940101,1789199085600601144,1789199100427891823,256,"{""duration_s"": 15.299766540527344, ""end"": 1789199100.431378, ""endpoints"": {""D1"": {""clock_match_fraction"": null, ""energy_j"": 1048.8354477882385, ""mean_power_w"": 68.55238248309166, ""samples"": 215}, ""P1"": {""clock_match_fraction"": null, ""energy_j"": 1287.7540000006557, ""mean_power_w"": 84.16821240961694, ""samples"": 261}}, ""energy_j"": 2336.589447788894, ""mean_power_w"": 152.7205948927086, ""start"": 1789199085.1316113}",1500,15.299046516418457,"{""D1"": {""clock_match_fraction"": 1.0, ""duration_s"": 15.299046516418457, ""energy_j"": 1048.8354477882385, ""interval_count"": 1, ""intervals"": [[1789199085.1323314, 1789199100.431378]], ""mean_power_w"": 68.55560878664309, ""samples"": 215}, ""P1"": {""clock_match_fraction"": 1.0, ""duration_s"": 15.299046516418457, ""energy_j"": 1287.7540000006557, ""interval_count"": 1, ""intervals"": [[1789199085.1323314, 1789199100.431378]], ""mean_power_w"": 84.17217364616013, ""samples"": 261}}",2336.589447788894,False,safe_high,True,2048,"[[1789199085.1323314, 1789199100.431378]]",152.72778243280322,256,256,2520,,production_online_feedback,"{""decode_first_real_chunk_forwarded"": 1377445.129932408, ""decode_first_real_chunk_received"": 1377445.129923392, ""decode_last_chunk_received"": 1377459.95721717, ""decode_request_started"": 1377445.042640589, ""decode_response_headers_received"": 1377445.06115587, ""kv_handoff_completed"": 1377445.04255014, ""prefill_completed"": 1377445.04254617, ""prefill_started"": 1377444.661857503, ""request_received"": 1377444.661717795, ""response_completed"": 1377459.957359958, ""route_selected"": 1377444.661741902}","{""decode_first_real_chunk_forwarded"": 1789199085.6005952, ""decode_first_real_chunk_received"": 1789199085.6005929, ""decode_last_chunk_received"": 1789199100.4278862, ""decode_request_started"": 1789199085.5133035, ""decode_response_headers_received"": 1789199085.5318198, ""kv_handoff_completed"": 1789199085.5132127, ""prefill_completed"": 1789199085.5132105, ""prefill_started"": 1789199085.1325207, ""request_received"": 1789199085.1323843, ""response_completed"": 1789199100.4280233, ""route_selected"": 1789199085.1324065}",client_send_to_completed_stream,1377459960716795,1789199100431377891,online-production-00038,1377444661669989,1789199085132331232,0.0,False,0,58.14625010917,468.205597018823,both_heavy
0.67371,safe_high,1377461406978904,1789199101877639823,1789199104594357784,48,"{""duration_s"": 3.150723457336426, ""end"": 1789199104.59824, ""endpoints"": {""D1"": {""clock_match_fraction"": null, ""energy_j"": 204.5460000000894, ""mean_power_w"": 64.92032790875577, ""samples"": 47}, ""P1"": {""clock_match_fraction"": null, ""energy_j"": 302.8470421731472, ""mean_power_w"": 96.11984240253491, ""samples"": 55}}, ""energy_j"": 507.3930421732366, ""mean_power_w"": 161.0401703112907, ""start"": 1789199101.4475164}",1500,3.150029420852661,"{""D1"": {""clock_match_fraction"": 1.0, ""duration_s"": 3.150029420852661, ""energy_j"": 204.5460000000894, ""interval_count"": 1, ""intervals"": [[1789199101.4482105, 1789199104.59824]], ""mean_power_w"": 64.93463160884453, ""samples"": 47}, ""P1"": {""clock_match_fraction"": 1.0, ""duration_s"": 3.150029420852661, ""energy_j"": 302.8470421731472, ""interval_count"": 1, ""intervals"": [[1789199101.4482105, 1789199104.59824]], ""mean_power_w"": 96.14102019757374, ""samples"": 55}}",507.3930421732366,False,safe_high,True,1792,"[[1789199101.4482105, 1789199104.59824]]",161.07565180641825,48,48,2520,,production_online_feedback,"{""decode_first_real_chunk_forwarded"": 1377461.406971137, ""decode_first_real_chunk_received"": 1377461.406962197, ""decode_last_chunk_received"": 1377464.123683375, ""decode_request_started"": 1377461.320934216, ""decode_response_headers_received"": 1377461.338792416, ""kv_handoff_completed"": 1377461.320851428, ""prefill_completed"": 1377461.320848251, ""prefill_started"": 1377460.977950931, ""request_received"": 1377460.977595635, ""response_completed"": 1377464.12382688, ""route_selected"": 1377460.977818432}","{""decode_first_real_chunk_forwarded"": 1789199101.877634, ""decode_first_real_chunk_received"": 1789199101.8776312, ""decode_last_chunk_received"": 1789199104.5943527, ""decode_request_started"": 1789199101.7915974, ""decode_response_headers_received"": 1789199101.8094568, ""kv_handoff_completed"": 1789199101.7915142, ""prefill_completed"": 1789199101.7915123, ""prefill_started"": 1789199101.4486144, ""request_received"": 1789199101.4482613, ""response_completed"": 1789199104.59449, ""route_selected"": 1789199101.4484842}",client_send_to_completed_stream,1377464127579222,1789199104598240094,online-production-00039,1377460977549167,1789199101448210406,0.0,False,0,57.80257825600974,429.3665620498359,prefill_heavy
