seq,workload_id,duration_s,successful_requests,neptune_energy_j,ganymede_energy_j,combined_energy_j,combined_energy_wh,combined_avg_power_w,energy_per_request_j
1,short_baseline,37.949825,12,2326.273793,1247.467166,3573.740959,0.992705822,94.170156,297.811747
2,short_high_rps_queue,158.130449,1920,11133.556594,10726.074041,21859.630636,6.072119621,138.23796,11.385224
3,short_recovery,34.839806,12,2126.741407,1243.559729,3370.301136,0.93619476,96.73708,280.858428
