seq,workload_id,duration_s,successful_requests,neptune_energy_j,ganymede_energy_j,combined_energy_j,combined_energy_wh,combined_avg_power_w,energy_per_request_j
1,short_r1,35.279024,12,2789.59169,1590.723073,4380.314763,1.216754101,124.162015,365.02623
2,prefill_r1,42.553934,12,3617.825204,2342.420934,5960.246139,1.655623927,140.063341,496.687178
3,burst_r10,32.08416,100,3044.633321,1642.491008,4687.124329,1.30197898,146.088423,46.871243
