scope,role,gross_energy_j,logical_requests,output_tokens,joules_per_request,joules_per_output_token,valid
D0,decode,1349.893,4,1024,337.47325,1.3182548828125,True
D1,decode,3973.706,4,1024,993.4265,3.880572265625,True
P0,prefill,4536.226,4,1024,1134.0565,4.429908203125,True
P1,prefill,4580.852,4,1024,1145.213,4.47348828125,True
P_pool,prefill,9117.078,4,1024,2279.2695,8.903396484375,True
D_pool,decode,5323.599,4,1024,1330.89975,5.1988271484375,True
all_GPU_boards,all,14440.677,4,1024,3610.16925,14.1022236328125,True
