step,gpu_type,gpu_freq_mhz,mem_freq_mhz,tp_degree,input_len,output_len,request_rate,run,num_prompts,benchmark_duration_s,request_throughput_rps,output_token_throughput_tps,total_token_throughput_tps,mean_ttft_ms,median_ttft_ms,p99_ttft_ms,mean_tpot_ms,median_tpot_ms,p99_tpot_ms,mean_itl_ms,median_itl_ms,p99_itl_ms,avg_power_w,min_power_w,max_power_w,energy_j,avg_gpu_util_pct,avg_mem_util_pct,monitor_samples
step2a,L4,2040,6251,1,32,512,10,2,500,269.77,1.85,948.95,1006.41,873.44,343.44,7691.86,117.75,117.24,141.93,117.75,111.85,224.12,69.94,31.70,73.77,0,86.1,0.0,6131
step2a,L4,2040,6251,1,32,512,10,3,500,269.62,1.85,949.48,1006.96,874.64,342.82,7659.02,117.70,117.23,141.68,117.70,111.91,225.26,70.27,31.79,73.17,0,86.9,0.0,6072
step2a,L4,2040,6251,1,32,512,50,1,500,260.77,1.92,981.70,1041.14,12012.40,554.98,46818.89,198.66,198.12,326.88,198.66,139.08,624.34,70.28,31.68,74.38,0,78.7,0.0,5913
step2a,L4,2040,6251,1,32,512,50,2,500,260.57,1.92,982.47,1041.95,11984.93,555.85,46724.46,198.56,197.70,326.91,198.56,138.93,619.19,70.27,31.68,74.63,0,78.8,0.0,5914
step2a,L4,2040,6251,1,32,512,50,3,500,260.62,1.92,982.26,1041.74,11950.02,546.90,46563.08,198.41,197.78,326.02,198.41,138.90,615.64,70.3,31.59,73.52,0,78.9,0.0,5909
step2a,L4,2040,6251,1,32,1024,1,1,500,1314.84,0.38,389.40,401.19,231.87,234.84,250.23,78.88,79.20,79.42,78.88,78.92,84.79,71.48,31.36,73.18,0,98.9,0.0,27006
step2a,L4,2040,6251,1,32,1024,1,2,500,1314.86,0.38,389.39,401.18,231.68,234.64,249.78,78.88,79.21,79.42,78.88,78.94,84.86,71.57,31.73,73.47,0,99.0,0.0,26949
step2a,L4,2040,6251,1,32,1024,1,3,500,1314.73,0.38,389.43,401.22,231.54,234.57,249.72,78.88,79.19,79.44,78.88,78.91,84.82,71.48,31.65,73.75,0,98.9,0.0,27000
step2a,L4,2040,6251,1,32,1024,10,1,500,796.30,0.63,642.98,662.44,15360.49,2191.47,88762.35,166.49,174.35,221.59,166.49,116.94,380.98,71.23,31.70,74.09,0,87.0,0.0,16997
step2a,L4,2040,6251,1,32,1024,10,2,500,795.00,0.63,644.02,663.52,15054.27,2064.87,85031.40,166.51,174.47,221.02,166.51,116.95,378.85,71.21,31.26,74.03,0,87.0,0.0,16967
step2a,L4,2040,6251,1,32,1024,10,3,500,795.78,0.63,643.39,662.87,15124.02,2210.55,87337.05,166.72,174.25,221.30,166.72,117.00,377.23,71.27,31.45,74.35,0,87.0,0.0,16963
step2a,L4,2040,6251,1,32,1024,50,1,500,816.90,0.61,626.76,645.74,45553.26,703.16,192011.64,278.41,300.02,429.56,278.41,119.05,386.55,71.27,31.40,74.44,0,85.2,0.0,17383
step2a,L4,2040,6251,1,32,1024,50,2,500,817.82,0.61,626.06,645.01,48698.17,700.19,192467.86,275.50,297.20,429.90,275.50,118.87,383.98,71.35,31.40,74.29,0,85.3,0.0,17372
step2a,L4,2040,6251,1,32,1024,50,3,500,817.15,0.61,626.57,645.54,44725.62,690.82,192302.25,279.27,300.54,430.13,279.27,118.90,385.09,71.31,31.49,73.95,0,85.3,0.0,17365
step2a,L4,2040,6251,1,128,32,1,1,500,501.96,1.00,31.88,158.38,171.55,180.25,253.64,59.67,59.69,65.13,59.67,58.10,84.10,65.01,31.49,75.99,-0.015,81.5,0.0,9960
step2a,L4,2040,6251,1,128,32,1,2,500,501.95,1.00,31.88,158.38,169.62,178.31,249.61,59.67,59.72,65.10,59.67,58.11,84.58,64.93,32.13,75.99,-0.015,81.7,0.0,9958
step2a,L4,2040,6251,1,128,32,1,3,500,501.95,1.00,31.88,158.38,170.26,179.22,250.77,59.68,59.71,65.09,59.68,58.11,84.31,64.97,31.88,74.82,-0.015,81.7,0.0,9959
step2a,L4,2040,6251,1,128,32,10,1,500,52.33,9.55,305.73,1519.09,323.22,311.20,561.73,101.10,101.47,130.27,101.10,90.35,205.52,64.36,31.74,76.28,-0.015,71.6,0.0,1301
step2a,L4,2040,6251,1,128,32,10,2,500,52.34,9.55,305.70,1518.94,325.39,317.38,566.58,101.76,102.90,133.05,101.76,89.55,245.24,65.43,32.17,74.73,-0.015,73.6,0.0,1255
step2a,L4,2040,6251,1,128,32,10,3,500,52.31,9.56,305.85,1519.70,324.84,320.22,588.67,100.93,102.34,130.55,100.93,89.67,209.30,64.47,32.04,75.34,-0.015,71.5,0.0,1294
step2a,L4,2040,6251,1,128,32,50,1,500,27.10,18.45,590.41,2933.61,2475.54,2425.54,5561.68,310.69,356.50,395.22,310.69,146.57,638.97,59.88,32.12,74.50,0,41.7,0.0,812
step2a,L4,2040,6251,1,128,32,50,2,500,27.07,18.47,591.08,2936.94,2461.44,2275.04,5590.94,310.57,356.66,394.17,310.57,147.40,638.43,61.06,32.09,74.45,0,43.4,0.0,779
step2a,L4,2040,6251,1,128,32,50,3,500,26.95,18.55,593.60,2949.46,2447.19,2252.80,5559.43,309.17,355.55,391.70,309.17,147.13,632.29,60.17,31.65,73.42,0,42.0,0.0,795
step2a,L4,2040,6251,1,128,128,1,1,500,507.70,0.98,126.06,251.13,192.04,190.61,260.72,61.68,61.52,64.93,61.68,60.16,87.84,71.05,31.74,74.51,-0.015,97.9,0.0,10085
step2a,L4,2040,6251,1,128,128,1,2,500,507.69,0.98,126.06,251.14,193.07,192.05,261.03,61.65,61.49,64.88,61.65,60.12,87.76,70.87,31.88,74.73,-0.015,97.4,0.0,10144
step2a,L4,2040,6251,1,128,128,1,3,500,507.70,0.98,126.06,251.13,193.29,192.14,263.36,61.67,61.54,64.87,61.67,60.14,87.51,70.92,31.68,74.73,-0.015,97.5,0.0,10137
step2a,L4,2040,6251,1,128,128,10,1,500,73.18,6.83,874.59,1742.34,444.88,430.80,697.75,123.76,129.11,131.52,123.76,105.39,268.14,65.66,32.09,74.13,0,72.2,0.0,1861
step2a,L4,2040,6251,1,128,128,10,2,500,73.00,6.85,876.71,1746.58,429.42,419.36,668.27,123.50,128.82,131.09,123.50,108.47,264.73,66.51,31.88,73.88,0,73.5,0.0,1809
step2a,L4,2040,6251,1,128,128,10,3,500,73.12,6.84,875.25,1743.66,435.75,421.03,679.13,123.69,129.08,131.40,123.69,105.80,271.03,66.44,32.04,74.21,-0.015,73.8,0.0,1814
step2a,L4,2040,6251,1,128,128,50,1,500,70.09,7.13,913.18,1819.22,3423.74,4323.90,5659.03,210.98,208.15,313.16,210.98,149.08,638.01,66.39,31.88,72.91,-0.015,62.8,0.0,1753
step2a,L4,2040,6251,1,128,128,50,2,500,70.07,7.14,913.40,1819.66,3423.63,4322.08,5666.03,210.93,208.21,313.02,210.93,149.44,639.01,66.53,32.07,73.44,0,62.8,0.0,1752
step2a,L4,2040,6251,1,128,128,50,3,500,70.05,7.14,913.58,1820.03,3422.62,4318.23,5664.08,210.87,207.98,312.59,210.87,149.03,640.25,66.52,31.98,75.13,-0.015,62.7,0.0,1756
step2a,L4,2040,6251,1,128,512,1,1,500,648.07,0.77,395.02,493.00,252.97,246.03,345.27,76.23,76.67,76.81,76.23,75.00,100.66,71.01,31.84,73.60,0,97.3,0.0,13455
step2a,L4,2040,6251,1,128,512,1,2,500,648.03,0.77,395.05,493.04,251.49,246.17,350.65,76.22,76.68,76.74,76.22,75.00,100.66,71.13,31.88,73.94,0,97.7,0.0,13399
step2a,L4,2040,6251,1,128,512,1,3,500,648.15,0.77,394.97,492.94,252.74,245.84,347.40,76.24,76.69,76.81,76.24,74.99,100.90,71.15,32.02,74.25,0,97.7,0.0,13406
step2a,L4,2040,6251,1,128,512,10,1,500,323.77,1.54,790.68,986.80,3910.62,659.66,34075.25,137.07,130.16,198.89,137.07,118.42,390.91,70.55,31.78,73.92,0,84.2,0.0,7145
step2a,L4,2040,6251,1,128,512,10,2,500,323.55,1.55,791.23,987.49,3890.82,643.54,33998.07,137.01,130.05,199.23,137.01,118.33,407.76,70.25,31.31,73.83,0,83.5,0.0,7188
step2a,L4,2040,6251,1,128,512,10,3,500,323.81,1.54,790.60,986.70,3901.53,644.46,34243.45,137.08,130.27,199.31,137.08,118.32,390.12,70.56,31.88,74.75,0,84.1,0.0,7141
step2a,L4,2040,6251,1,128,512,50,1,500,338.70,1.48,755.84,943.32,28079.83,5659.47,83311.21,220.75,212.62,384.25,220.75,129.47,614.94,70.58,31.63,73.85,0,79.4,0.0,7441
step2a,L4,2040,6251,1,128,512,50,2,500,338.76,1.48,755.70,943.15,28111.23,5663.66,83310.60,220.86,212.72,384.78,220.86,129.18,619.23,70.37,31.69,74.36,0,78.8,0.0,7496
step2a,L4,2040,6251,1,128,512,50,3,500,338.71,1.48,755.80,943.27,28091.86,5660.84,83285.64,220.81,212.70,384.53,220.81,129.15,615.39,70.27,31.41,74.12,0,78.8,0.0,7501
step2a,L4,2040,6251,1,128,1024,1,1,500,1364.71,0.37,375.17,421.70,270.33,271.99,363.88,81.95,82.32,82.66,81.95,81.52,108.96,71.46,31.55,73.50,0,98.6,0.0,28021
step2a,L4,2040,6251,1,128,1024,1,2,500,1364.73,0.37,375.17,421.70,269.88,272.15,364.33,81.95,82.31,82.66,81.95,81.55,108.91,71.55,31.83,73.91,0,98.8,0.0,27968
step2a,L4,2040,6251,1,128,1024,1,3,500,1365.29,0.37,375.01,421.52,269.96,272.22,363.90,81.99,82.38,82.67,81.99,81.59,109.32,71.54,31.74,74.07,0,98.8,0.0,27972
step2a,L4,2040,6251,1,128,1024,10,1,500,915.68,0.55,559.15,628.50,25782.13,12950.71,94682.95,184.11,192.66,276.50,184.11,116.94,405.58,71.42,31.83,74.71,0,86.7,0.0,19295
step2a,L4,2040,6251,1,128,1024,10,2,500,917.02,0.55,558.33,627.58,25634.93,12769.35,95147.15,184.23,193.66,276.54,184.23,116.81,413.55,71.39,31.39,74.72,0,86.7,0.0,19326
step2a,L4,2040,6251,1,128,1024,10,3,500,917.16,0.55,558.25,627.48,25955.14,12802.95,95971.04,183.74,192.27,276.11,183.74,116.71,407.59,71.37,31.44,73.92,0,86.8,0.0,19325
step2a,L4,2040,6251,1,128,1024,50,1,500,917.21,0.55,558.22,627.45,103927.49,5733.01,279507.43,266.41,233.40,512.09,266.41,117.18,422.37,71.38,31.30,73.96,0,86.1,0.0,19335
step2a,L4,2040,6251,1,128,1024,50,2,500,917.96,0.54,557.76,626.93,104161.21,5726.84,277077.12,266.21,233.48,511.33,266.21,117.27,420.46,71.4,31.22,74.28,0,86.0,0.0,19333
step2a,L4,2040,6251,1,128,1024,50,3,500,918.77,0.54,557.27,626.38,104463.15,5761.59,279962.66,266.73,233.71,512.95,266.73,117.31,422.64,71.39,31.49,73.54,0,85.9,0.0,19347
step2a,L4,2040,6251,1,512,32,1,1,500,502.14,1.00,31.86,540.69,311.23,299.77,598.06,70.18,68.34,102.95,70.18,59.60,200.98,65.79,31.35,75.69,-0.015,77.9,0.0,10013
step2a,L4,2040,6251,1,512,32,1,2,500,502.13,1.00,31.86,540.69,309.49,298.45,597.81,70.19,68.36,103.31,70.19,59.60,202.08,65.78,31.30,75.72,-0.015,77.9,0.0,10005
step2a,L4,2040,6251,1,512,32,1,3,500,502.15,1.00,31.86,540.67,308.62,296.23,588.49,70.16,68.37,103.32,70.16,59.58,202.28,65.7,31.45,75.15,-0.015,77.9,0.0,10017
step2a,L4,2040,6251,1,512,32,10,1,500,91.39,5.47,175.08,2970.87,7055.86,7583.11,9550.52,450.31,481.02,514.59,450.31,545.24,644.19,66.81,31.88,72.99,-0.015,47.6,0.0,2084
step2a,L4,2040,6251,1,512,32,10,2,500,91.09,5.49,175.66,2980.69,7012.81,7614.66,9424.85,449.31,479.82,513.86,449.31,542.38,642.95,66.86,31.58,73.25,-0.015,47.5,0.0,2079
step2a,L4,2040,6251,1,512,32,10,3,500,91.09,5.49,175.66,2980.70,7024.21,7573.87,9433.87,448.86,479.74,512.00,448.86,544.88,642.20,66.65,31.58,73.19,-0.015,47.4,0.0,2086
step2a,L4,2040,6251,1,512,32,50,1,500,90.79,5.51,176.24,2990.51,24929.97,30141.91,38334.35,447.21,478.51,514.56,447.21,605.44,643.74,66.94,31.60,75.38,-0.015,47.1,0.0,2067
step2a,L4,2040,6251,1,512,32,50,2,500,90.88,5.50,176.06,2987.50,24958.72,30147.07,38412.44,447.63,478.56,514.69,447.63,606.13,646.00,66.9,31.63,73.39,-0.015,47.1,0.0,2069
step2a,L4,2040,6251,1,512,32,50,3,500,90.86,5.50,176.09,2988.02,24951.97,30158.50,38375.44,447.55,478.69,515.04,447.55,605.32,642.72,66.82,31.73,72.94,-0.015,47.1,0.0,2072
step2a,L4,2040,6251,1,512,128,1,1,500,508.16,0.98,125.94,628.73,349.29,321.37,642.71,74.56,73.65,91.15,74.56,63.94,208.68,70.83,31.70,75.56,-0.015,90.7,0.0,10233
step2a,L4,2040,6251,1,512,128,1,2,500,508.16,0.98,125.95,628.74,347.52,321.92,612.38,74.55,73.57,91.19,74.55,63.92,209.88,70.61,31.45,75.24,0,90.3,0.0,10289
step2a,L4,2040,6251,1,512,128,1,3,500,508.13,0.98,125.95,628.77,346.69,321.45,640.94,74.58,73.56,91.21,74.58,63.92,209.03,70.79,31.64,74.93,-0.015,90.7,0.0,10228
step2a,L4,2040,6251,1,512,128,10,1,500,168.89,2.96,378.94,1891.75,13802.51,9570.89,24989.89,203.24,205.95,310.28,203.24,118.68,641.40,69.03,31.49,74.84,-0.015,64.3,0.0,3709
step2a,L4,2040,6251,1,512,128,10,2,500,168.14,2.97,380.63,1900.19,13694.09,9445.40,24974.41,202.61,206.00,307.91,202.61,118.40,636.91,69.03,31.38,73.59,-0.015,64.8,0.0,3696
step2a,L4,2040,6251,1,512,128,10,3,500,168.64,2.96,379.50,1894.55,13771.04,9512.99,24947.66,202.95,205.98,309.32,202.95,118.65,640.25,69.05,31.54,74.02,-0.015,64.6,0.0,3701
step2a,L4,2040,6251,1,512,128,50,1,500,168.44,2.97,379.95,1896.78,45504.69,59165.16,64794.93,203.06,204.08,313.97,203.06,118.49,639.91,69.02,31.53,74.01,-0.015,64.3,0.0,3702
step2a,L4,2040,6251,1,512,128,50,2,500,168.53,2.97,379.76,1895.82,45526.65,59215.32,64806.79,203.17,203.96,314.03,203.17,118.53,640.94,68.45,31.50,73.99,0,63.4,0.0,3759
step2a,L4,2040,6251,1,512,128,50,3,500,168.66,2.96,379.47,1894.37,45549.77,59229.42,64844.28,203.33,203.95,314.06,203.33,118.58,641.03,68.46,31.65,73.37,0,63.4,0.0,3761
step2a,L4,2040,6251,1,512,512,1,1,500,785.32,0.64,325.98,651.33,426.19,391.03,793.68,93.04,93.95,94.15,93.04,85.63,225.75,71.23,31.77,75.13,0,93.4,0.0,16139
step2a,L4,2040,6251,1,512,512,1,2,500,785.28,0.64,326.00,651.36,426.32,390.83,789.34,93.03,93.94,94.12,93.03,85.64,226.19,71.24,31.69,74.62,0,93.4,0.0,16144
step2a,L4,2040,6251,1,512,32,1,1,500,502.14,1.00,31.86,540.68,305.97,295.55,593.34,69.78,68.13,102.77,69.78,59.52,199.44,65.12,28.24,75.61,-0.015,77.2,0.0,10134
step2a,L4,2040,6251,1,512,32,1,2,500,502.15,1.00,31.86,540.67,309.23,298.08,597.18,70.09,68.33,102.71,70.09,59.59,201.86,65.51,31.63,76.27,0,77.7,0.0,10062
step2a,L4,2040,6251,1,512,32,1,3,500,502.14,1.00,31.86,540.69,309.91,297.98,606.90,70.18,68.39,103.12,70.18,59.60,202.52,65.66,31.49,75.85,-0.015,77.7,0.0,10055
step2a,L4,2040,6251,1,512,32,10,1,500,91.10,5.49,175.63,2980.29,7014.22,7609.08,9439.78,449.35,480.43,513.22,449.35,542.87,643.62,65.93,31.63,73.77,-0.015,46.3,0.0,2131
step2a,L4,2040,6251,1,512,32,10,2,500,91.23,5.48,175.39,2976.10,7027.37,7633.43,9483.43,450.00,480.43,514.02,450.00,542.06,643.28,66.9,31.58,73.74,-0.015,47.3,0.0,2078
step2a,L4,2040,6251,1,512,32,10,3,500,91.18,5.48,175.47,2977.51,7022.66,7613.23,9468.06,449.76,480.47,513.47,449.76,543.43,642.07,66.9,31.77,74.07,-0.015,47.5,0.0,2078
step2a,L4,2040,6251,1,512,32,50,1,500,90.59,5.52,176.62,2997.06,24860.42,30130.39,38161.02,446.22,476.61,513.92,446.22,605.17,642.62,65.94,31.83,73.29,-0.015,45.9,0.0,2123
step2a,L4,2040,6251,1,512,32,50,2,500,90.66,5.51,176.47,2994.55,24885.85,30145.31,38212.29,446.66,477.94,514.49,446.66,603.68,642.67,65.96,31.39,73.88,0,46.1,0.0,2122
step2a,L4,2040,6251,1,512,32,50,3,500,90.79,5.51,176.24,2990.54,24929.96,30155.37,38317.60,447.24,478.66,515.10,447.24,605.42,642.81,66.71,31.56,72.78,-0.015,47.1,0.0,2077
step2a,L4,2040,6251,1,512,128,1,1,500,508.17,0.98,125.94,628.73,349.12,323.05,640.67,74.57,73.56,91.28,74.57,63.93,209.25,70.86,31.58,75.52,-0.015,90.9,0.0,10230
step2a,L4,2040,6251,1,512,128,1,2,500,508.15,0.98,125.95,628.75,347.80,322.48,641.50,74.45,73.37,91.04,74.45,63.89,207.93,70.78,31.86,75.31,-0.015,90.9,0.0,10236
step2a,L4,2040,6251,1,512,128,1,3,500,508.15,0.98,125.95,628.76,344.99,319.95,618.38,74.46,73.59,91.09,74.46,63.88,207.71,70.76,31.54,75.56,0,90.9,0.0,10234
step2a,L4,2040,6251,1,512,128,10,1,500,168.99,2.96,378.73,1890.68,13780.65,9516.41,25109.86,203.59,207.18,309.61,203.59,118.68,640.12,68.6,31.44,74.03,-0.015,63.5,0.0,3756
step2a,L4,2040,6251,1,512,128,10,2,500,168.89,2.96,378.94,1891.75,13770.20,9490.67,25064.34,203.48,207.16,309.32,203.48,118.61,639.51,68.42,31.34,73.81,-0.015,63.4,0.0,3770
step2a,L4,2040,6251,1,512,128,10,3,500,168.93,2.96,378.85,1891.30,13822.68,9745.24,25031.08,203.16,205.21,310.08,203.16,118.74,640.60,69.03,31.68,73.30,-0.015,64.3,0.0,3709
step2a,L4,2040,6251,1,512,128,50,1,500,168.23,2.97,380.43,1899.19,45422.71,59051.20,64669.43,202.83,203.67,313.63,202.83,118.43,639.59,68.95,31.44,75.58,0,64.4,0.0,3704
step2a,L4,2040,6251,1,512,128,50,2,500,168.22,2.97,380.47,1899.35,45447.46,59152.76,64743.99,202.82,203.66,313.90,202.82,118.43,640.86,68.48,31.39,73.96,0,63.4,0.0,3757
step2a,L4,2040,6251,1,512,128,50,3,500,168.23,2.97,380.42,1899.14,45433.53,59086.72,64681.19,202.83,203.61,313.53,202.83,118.44,639.99,69.04,31.39,73.84,-0.015,64.3,0.0,3699
step2a,L4,2040,6251,1,512,512,1,1,500,784.96,0.64,326.13,651.63,425.27,390.34,787.16,92.99,93.94,94.07,92.99,85.64,225.06,71.23,31.53,74.53,0,93.5,0.0,16125
step2a,L4,2040,6251,1,512,512,1,2,500,785.14,0.64,326.06,651.47,435.27,390.85,804.41,93.00,93.96,94.13,93.00,85.63,224.86,71.23,31.57,74.60,0,93.5,0.0,16129
step2a,L4,2040,6251,1,512,512,1,3,500,784.78,0.64,326.21,651.77,435.06,390.22,806.06,92.95,93.93,94.01,92.95,85.60,224.88,71.21,31.57,75.03,0,93.5,0.0,16124
step2a,L4,2040,6251,1,512,512,10,1,500,588.03,0.85,435.35,869.86,53368.67,73262.69,84012.42,163.63,138.40,261.30,163.63,114.94,626.80,71.06,31.57,74.16,0,82.4,0.0,12333
step2a,L4,2040,6251,1,512,512,10,2,500,587.47,0.85,435.77,870.68,53440.58,73265.13,84053.60,163.25,138.25,260.65,163.25,114.92,627.63,70.88,31.20,73.92,0,82.2,0.0,12374
step2a,L4,2040,6251,1,512,512,10,3,500,587.08,0.85,436.05,871.26,53319.24,73245.31,84022.25,163.47,138.47,261.03,163.47,114.97,628.30,70.91,31.15,74.10,0,82.2,0.0,12360
step2a,L4,2040,6251,1,512,512,50,1,500,587.90,0.85,435.45,870.04,155536.11,182320.43,230056.24,162.96,137.54,261.01,162.96,114.98,628.06,71.05,31.34,74.11,0,82.4,0.0,12331
step2a,L4,2040,6251,1,512,512,50,2,500,587.73,0.85,435.58,870.30,155453.55,182294.28,230136.61,162.92,137.45,261.20,162.92,114.90,625.56,71.04,31.23,74.15,0,82.4,0.0,12338
step2a,L4,2040,6251,1,512,512,50,3,500,587.92,0.85,435.43,870.01,155542.78,182364.23,230144.36,162.96,137.52,261.10,162.96,114.93,627.46,71.04,31.39,73.95,0,82.4,0.0,12329
step2a,L4,2040,6251,1,512,1024,1,1,500,1588.87,0.31,322.24,483.05,440.20,414.18,813.36,95.70,96.36,96.84,95.70,92.45,230.42,71.52,31.29,75.66,0,96.5,0.0,32446
step2a,L4,2040,6251,1,512,1024,1,2,500,1589.30,0.31,322.16,482.92,443.35,415.25,811.15,95.73,96.39,96.95,95.73,92.46,230.47,71.4,31.48,73.94,0,96.2,0.0,32538
step2a,L4,2040,6251,1,512,1024,1,3,500,1588.14,0.31,322.39,483.27,443.90,416.29,814.23,95.65,96.30,96.87,95.65,92.34,230.72,71.57,31.67,74.19,0,96.6,0.0,32370
step2a,L4,2040,6251,1,512,1024,10,1,500,1368.43,0.37,374.15,560.86,142067.36,147318.32,254835.03,171.49,170.48,295.82,171.49,110.08,610.69,71.55,31.78,74.34,0,89.5,0.0,28157
step2a,L4,2040,6251,1,512,1024,10,2,500,1367.79,0.37,374.33,561.12,143837.63,149311.24,253472.38,169.47,162.25,295.57,169.47,110.06,610.00,71.46,31.29,74.13,0,89.3,0.0,28202
step2a,L4,2040,6251,1,512,1024,10,3,500,1367.81,0.37,374.32,561.12,143037.19,148729.95,255260.03,170.54,165.27,295.77,170.54,110.06,610.17,71.48,31.34,74.87,0,89.3,0.0,28196
step2a,L4,2040,6251,1,512,1024,50,1,500,1366.37,0.37,374.72,561.71,374510.30,487349.97,610491.32,169.96,165.67,296.92,169.96,110.02,608.56,71.54,31.44,74.03,0,89.5,0.0,28123
step2a,L4,2040,6251,1,512,1024,50,2,500,1365.61,0.37,374.93,562.02,374276.66,487115.26,610758.58,170.17,165.96,296.97,170.17,110.09,611.00,71.52,31.34,73.86,0,89.4,0.0,28118
step2a,L4,2040,6251,1,512,1024,50,3,500,1365.85,0.37,374.86,561.92,374365.08,487305.71,610975.00,170.19,166.00,297.01,170.19,110.09,612.88,71.53,31.44,73.96,0,89.5,0.0,28111
