scope,role,gross_energy_j,logical_requests,output_tokens,joules_per_request,joules_per_output_token,valid
D0,decode,849.494,4,256,212.3735,3.3183359375,True
D1,decode,343.183,4,256,85.79575,1.34055859375,True
P0,prefill,949.494,4,256,237.3735,3.7089609375,True
P1,prefill,1195.318,4,256,298.8295,4.6692109375,True
P_pool,prefill,2144.812,4,256,536.203,8.378171875,True
D_pool,decode,1192.6770000000001,4,256,298.16925000000003,4.6588945312500005,True
all_GPU_boards,all,3337.489,4,256,834.37225,13.03706640625,True
