scope,role,gross_energy_j,logical_requests,output_tokens,joules_per_request,joules_per_output_token,valid
D0,decode,912.716,4,256,228.179,3.565296875,True
D1,decode,396.87,4,256,99.2175,1.5502734375,True
P0,prefill,1536.073,4,256,384.01825,6.00028515625,True
P1,prefill,1369.456,4,256,342.364,5.3494375,True
P_pool,prefill,2905.529,4,256,726.38225,11.34972265625,True
D_pool,decode,1309.586,4,256,327.3965,5.1155703125,True
all_GPU_boards,all,4215.115,4,256,1053.77875,16.46529296875,True
