unix_ns,monotonic_ns,elapsed_s,role,running,waiting,kv_cache_usage,scrape_ok,error
1785511628644969343,1136973664526595,0.02415207796730101,combined,0.0,0.0,0.0,True,
1785511629172952880,1136974191643241,0.5512687270529568,combined,0.0,0.0,0.0,True,
1785511629699206181,1136974717851746,1.077477365033701,combined,0.0,0.0,0.0,True,
