adaptive,attempt,axis,candidate_id,control_inclusive_duration_sum_s,control_inclusive_energy_sum_j,decode_frequency_mhz,early_stop_reason,energy_statistic,event,grid_index,input_output_shapes,latency_statistic,measured_energy_j,measured_power_w,prefill_frequency_mhz,probe_id,repeat_index,request_active_duration_sum_s,request_active_energy_sum_j,sample_count,search_stage,slo_met,tpot_ms,ttft_ms,workload_id
True,1,P,production-trigger-small_light-attempt-1-binary-slo-P-8,12.858253002166748,1610.267795279622,1500,,mean_request_energy_j,probe_candidate_aggregated,8,"[[128, 48], [160, 64], [200, 80]]",p95,486.900090644757,130.20352548243582,1710,production-trigger-small_light-attempt-1-binary-slo-P-8,,11.215296268463135,1460.7002719342709,3,binary-slo,True,55.99930843920541,221.50761086959392,small_light
True,1,P,production-trigger-small_light-attempt-1-binary-slo-P-3,13.127802848815918,1615.0410287678242,1500,,mean_request_energy_j,probe_candidate_aggregated,3,"[[128, 48], [160, 64], [200, 80]]",p95,482.7588678648074,129.41031259697945,1200,production-trigger-small_light-attempt-1-binary-slo-P-3,,11.190773487091064,1448.2766035944223,3,binary-slo,True,56.00032321593295,203.4123860532418,small_light
True,1,P,production-trigger-small_light-attempt-1-binary-slo-P-1,13.11003303527832,1599.6321013197303,1500,,mean_request_energy_j,probe_candidate_aggregated,1,"[[128, 48], [160, 64], [200, 80]]",p95,479.0681412865718,128.17406546664816,1005,production-trigger-small_light-attempt-1-binary-slo-P-1,,11.211184024810791,1437.2044238597155,3,binary-slo,True,55.99718276113391,210.68233409896493,small_light
True,1,P,production-trigger-small_light-attempt-1-binary-slo-P-0,13.169130086898804,1609.5392790585756,1500,,mean_request_energy_j,probe_candidate_aggregated,0,"[[128, 48], [160, 64], [200, 80]]",p95,480.27489137649536,128.24095449480396,900,production-trigger-small_light-attempt-1-binary-slo-P-0,,11.22644829750061,1440.824674129486,3,binary-slo,True,55.997321801901016,214.62631290778518,small_light
True,1,P,production-trigger-small_light-attempt-1-energy-refine-P-2,13.135811567306519,1620.678213737905,1500,,mean_request_energy_j,probe_candidate_aggregated,2,"[[128, 48], [160, 64], [200, 80]]",p95,484.12063647806644,129.43618349291737,1110,production-trigger-small_light-attempt-1-energy-refine-P-2,,11.20756196975708,1452.3619094341993,3,energy-refine,True,55.99968365027936,207.78578261379153,small_light
True,1,D,production-trigger-small_light-attempt-1-binary-slo-D-7,14.704438924789429,1658.8496724367142,975,,mean_request_energy_j,probe_candidate_aggregated,7,"[[128, 48], [160, 64], [200, 80]]",p95,456.845747915407,120.67561262765707,1005,production-trigger-small_light-attempt-1-binary-slo-D-7,,11.350119829177856,1370.537243746221,3,binary-slo,True,56.73805982504517,212.69515370950103,small_light
True,1,D,production-trigger-small_light-attempt-1-binary-slo-D-3,12.763527393341064,1482.4712988212705,675,,mean_request_energy_j,probe_candidate_aggregated,3,"[[128, 48], [160, 64], [200, 80]]",p95,460.2030491108696,119.70708364329933,1005,production-trigger-small_light-attempt-1-binary-slo-D-3,,11.51586389541626,1380.6091473326087,3,binary-slo,True,57.53930116405661,217.97055997885764,small_light
True,1,D,production-trigger-small_light-attempt-1-binary-slo-D-1,12.917190313339233,1491.9412424713373,525,,mean_request_energy_j,probe_candidate_aggregated,1,"[[128, 48], [160, 64], [200, 80]]",p95,462.30013409256935,119.16804948342525,1005,production-trigger-small_light-attempt-1-binary-slo-D-1,,11.64231276512146,1386.900402277708,3,binary-slo,True,58.27448430212141,211.21254954487085,small_light
True,1,D,production-trigger-small_light-attempt-1-binary-slo-D-0,12.89331603050232,1489.7550663501024,450,,mean_request_energy_j,probe_candidate_aggregated,0,"[[128, 48], [160, 64], [200, 80]]",p95,463.9941547513008,118.82760784686525,1005,production-trigger-small_light-attempt-1-binary-slo-D-0,,11.712578296661377,1391.9824642539024,3,binary-slo,True,58.92738792446949,193.35845857858658,small_light
True,1,D,production-trigger-small_light-attempt-1-energy-refine-D-6,12.59900164604187,1485.7769866213202,900,,mean_request_energy_j,probe_candidate_aggregated,6,"[[128, 48], [160, 64], [200, 80]]",p95,459.40021412074566,121.7651771513337,1005,production-trigger-small_light-attempt-1-energy-refine-D-6,,11.326030731201172,1378.200642362237,3,energy-refine,True,56.912250121529965,189.094717358239,small_light
True,1,D,production-trigger-small_light-attempt-1-energy-refine-D-8,12.498718738555908,1474.86570956558,1050,,mean_request_energy_j,probe_candidate_aggregated,8,"[[128, 48], [160, 64], [200, 80]]",p95,457.2087213670214,121.45406157010105,1005,production-trigger-small_light-attempt-1-energy-refine-D-8,,11.290060043334961,1371.6261641010642,3,energy-refine,True,56.582195324144365,203.67272947914898,small_light
False,1,,production-trigger-small_light-attempt-1-confirm,12.518491506576538,1480.0673660635948,975,,mean_request_energy_j,probe_candidate_aggregated,,"[[128, 48], [160, 64], [200, 80]]",p95,458.96609704196453,121.55016300341275,1005,production-trigger-small_light-attempt-1-confirm,,11.315932512283325,1376.8982911258936,3,confirmation,True,56.73609549876808,201.75686439033598,small_light
True,1,P,production-trigger-balanced_medium-attempt-1-binary-slo-P-8,25.357707023620605,3261.668666549027,1500,,mean_request_energy_j,probe_candidate_aggregated,8,"[[384, 96], [512, 128], [640, 160]]",p95,996.477238809069,134.6123968506038,1710,production-trigger-balanced_medium-attempt-1-binary-slo-P-8,,22.20659375190735,2989.431716427207,3,binary-slo,True,56.647798637079845,247.64800027478486,balanced_medium
True,1,P,production-trigger-balanced_medium-attempt-1-binary-slo-P-3,23.285855293273926,3046.0930355340242,1500,,mean_request_energy_j,probe_candidate_aggregated,3,"[[384, 96], [512, 128], [640, 160]]",p95,983.8001541594664,132.81527778668746,1200,production-trigger-balanced_medium-attempt-1-binary-slo-P-3,,22.222692489624023,2951.4004624783993,3,binary-slo,True,56.54133407969737,254.24641156569123,balanced_medium
True,1,P,production-trigger-balanced_medium-attempt-1-binary-slo-P-1,23.597473859786987,3067.7366670146585,1500,,mean_request_energy_j,probe_candidate_aggregated,1,"[[384, 96], [512, 128], [640, 160]]",p95,983.1042087227106,132.52472925322152,1005,production-trigger-balanced_medium-attempt-1-binary-slo-P-1,,22.255602836608887,2949.312626168132,3,binary-slo,True,56.54132527914527,270.5195429502055,balanced_medium
True,1,P,production-trigger-balanced_medium-attempt-1-binary-slo-P-0,23.674797773361206,3065.691388040781,1500,,mean_request_energy_j,probe_candidate_aggregated,0,"[[384, 96], [512, 128], [640, 160]]",p95,981.8217387447754,132.09369066615247,900,production-trigger-balanced_medium-attempt-1-binary-slo-P-0,,22.287330865859985,2945.4652162343264,3,binary-slo,True,56.53679450798009,284.1754315420985,balanced_medium
True,1,D,production-trigger-balanced_medium-attempt-1-binary-slo-D-7,23.839810609817505,2877.7914612963796,975,,mean_request_energy_j,probe_candidate_aggregated,7,"[[384, 96], [512, 128], [640, 160]]",p95,924.1373186235627,122.48380156605374,900,production-trigger-balanced_medium-attempt-1-binary-slo-D-7,,22.64664578437805,2772.411955870688,3,binary-slo,True,57.55197411984739,282.2189850034192,balanced_medium
True,1,D,production-trigger-balanced_medium-attempt-1-binary-slo-D-3,24.250478506088257,2879.5613548457623,675,,mean_request_energy_j,probe_candidate_aggregated,3,"[[384, 96], [512, 128], [640, 160]]",p95,925.9717074111104,120.50713307415405,900,production-trigger-balanced_medium-attempt-1-binary-slo-D-3,,23.04719877243042,2777.915122233331,3,binary-slo,True,58.71981562630239,279.1600523283705,balanced_medium
True,1,D,production-trigger-balanced_medium-attempt-1-binary-slo-D-1,24.720956087112427,2919.4481747969985,525,,mean_request_energy_j,probe_candidate_aggregated,1,"[[384, 96], [512, 128], [640, 160]]",p95,937.1330219134688,119.68860621242186,900,production-trigger-balanced_medium-attempt-1-binary-slo-D-1,,23.475801944732666,2811.3990657404065,3,binary-slo,True,59.83664132232659,291.31735872942954,balanced_medium
True,1,D,production-trigger-balanced_medium-attempt-1-binary-slo-D-0,25.025270223617554,2936.8156066536903,450,,mean_request_energy_j,probe_candidate_aggregated,0,"[[384, 96], [512, 128], [640, 160]]",p95,945.1204210842649,119.19091180788712,900,production-trigger-balanced_medium-attempt-1-binary-slo-D-0,,23.79601764678955,2835.3612632527947,3,binary-slo,True,60.7119908101992,293.5891114640981,balanced_medium
True,1,D,production-trigger-balanced_medium-attempt-1-energy-refine-D-6,23.967146158218384,2863.010524146259,900,,mean_request_energy_j,probe_candidate_aggregated,6,"[[384, 96], [512, 128], [640, 160]]",p95,919.0455461020271,121.21144073804533,900,production-trigger-balanced_medium-attempt-1-energy-refine-D-6,,22.74083662033081,2757.1366383060813,3,energy-refine,True,57.802570158766656,285.8348496956751,balanced_medium
True,1,D,production-trigger-balanced_medium-attempt-1-energy-refine-D-8,23.776853322982788,2852.3426012918353,1050,,mean_request_energy_j,probe_candidate_aggregated,8,"[[384, 96], [512, 128], [640, 160]]",p95,918.1071275224289,122.08321803671545,900,production-trigger-balanced_medium-attempt-1-energy-refine-D-8,,22.567774295806885,2754.3213825672865,3,energy-refine,True,57.33449873766294,285.33217592630535,balanced_medium
True,1,D,production-trigger-balanced_medium-attempt-1-energy-refine-D-9,23.77260136604309,2860.136948555708,1125,,mean_request_energy_j,probe_candidate_aggregated,9,"[[384, 96], [512, 128], [640, 160]]",p95,918.6684082945188,122.50704260533745,900,production-trigger-balanced_medium-attempt-1-energy-refine-D-9,,22.51042938232422,2756.0052248835564,3,energy-refine,True,57.168220426526695,287.25061076693237,balanced_medium
