unix_ts,workload_seq,target_freq_mhz,rx_bytes,tx_bytes,gpu_util_pct,gpu_power_w,gpu_sm_mhz,gpu_memory_used_mib
1784712672,0,360,24500867877,7521350793,0, 16.20, 360, 0
1784712674,0,360,24501008279,7521521765,0, 16.25, 360, 0
1784712676,0,360,24501301505,7521875837,0, 16.25, 360, 0
1784712679,0,360,24501597157,7522211121,0, 16.25, 360, 0
1784712681,0,360,24502647727,7523130527,0, 16.25, 360, 0
1784712683,0,360,24503990977,7524293563,0, 16.20, 360, 0
1784712685,0,360,24504524559,7524771031,0, 16.25, 360, 0
1784712687,0,360,24505114409,7525295795,0, 16.25, 360, 0
1784712689,0,360,24506122229,7526236049,0, 16.25, 360, 0
1784712691,0,360,24507890498,7527899039,0, 16.26, 360, 0
1784712693,0,360,24508010617,7528001864,0, 16.25, 360, 0
1784712696,0,360,24508251311,7528236164,0, 16.25, 360, 0
