request_id,input_len,requested_output_len,observed_output_tokens,prefill_endpoint_id,decode_endpoint_id,ttft_ms,tpot_ms,mean_itl_ms,e2e_latency_ms,prefill_latency_ms,decode_stream_latency_ms,real_sse,logical_request_id_propagated
phase3c-b10-r01-feedback_routing_only-small_light-0000,128,64,64,P0,D1,187.89521598955616,55.93454088860502,55.92980353985839,3711.7712919716723,106.62533898721449,3599.9963600188494,True,True
phase3c-b10-r01-feedback_routing_only-small_light-0001,128,64,64,P0,D1,184.97500600642525,55.951503984120095,55.947594349235594,3709.9197570059914,104.80667802039534,3598.378915019566,True,True
phase3c-b10-r01-feedback_routing_only-small_light-0002,128,64,64,P0,D1,181.77961398032494,55.952532476531196,55.948637111300954,3706.78916000179,102.88225198746659,3598.393741005566,True,True
phase3c-b10-r01-feedback_routing_only-small_light-0003,128,64,64,P0,D1,180.35619900911115,55.951025047328415,55.947045412650034,3705.270776990801,101.52074001962319,3598.658911010716,True,True
