request_id,selected_prefill_endpoint_id,selected_decode_endpoint_id,route_timestamp_wall_s,prefill_completion_wall_s,kv_handoff_completion_wall_s,decode_start_wall_s,decode_completion_wall_s,outcome
phase3c-b09-r02-feedback_dvfs_only-small_light-0000,P0,D0,1788007625.5798461,1788007625.7167928,1788007625.716795,1788007625.7169087,1788007629.3986242,completed
phase3c-b09-r02-feedback_dvfs_only-small_light-0001,P0,D0,1788007629.4046369,1788007629.5279162,1788007629.5279183,1788007629.5280156,1788007633.206554,completed
phase3c-b09-r02-feedback_dvfs_only-small_light-0002,P0,D0,1788007633.2117877,1788007633.3337784,1788007633.3337808,1788007633.3338804,1788007637.012442,completed
phase3c-b09-r02-feedback_dvfs_only-small_light-0003,P0,D0,1788007637.0179396,1788007637.140297,1788007637.140299,1788007637.1403954,1788007640.8187437,completed
