unix_ns,hostname,role,node_group,node_ip,peer_ip,interface,link_speed_mbps,link_mtu,kernel,cpu_count,gpu,expected_gpu,model,max_num_seqs,max_num_batched_tokens,gpu_memory_utilization,kv_connector,kv_cache_metrics,kv_cache_metrics_sample,enable_logging_iteration_details,collect_detailed_traces,enable_prefix_caching,enable_request_id_headers,otlp_endpoint,slurm_job_id,slurm_node_list
1785360795135874323,neptune,prefill,neptune,10.1.0.6,10.1.0.3,enp160s0f0np0,100000,1500,6.8.0-136-generic,128,"0, NVIDIA L40S, GPU-35fd1bf9-5849-1263-ccc4-a5ccc837400f, 46068 MiB, 595.71.05, 00000000:4A:00.0
1, NVIDIA L40S, GPU-a59fb458-a10d-49e3-c7e2-39daba72a66d, 46068 MiB, 595.71.05, 00000000:61:00.0
2, NVIDIA L40S, GPU-ebc2e033-0d59-2451-884a-dfd75a4915e5, 46068 MiB, 595.71.05, 00000000:CA:00.0
3, NVIDIA L40S, GPU-5dbe54b5-dc6b-9e84-5431-1900a995efdc, 46068 MiB, 595.71.05, 00000000:E1:00.0",l40s,mistralai/Mistral-7B-v0.1,64,4096,0.82,P2pNcclConnector,True,1.0,True,all,True,True,http://10.1.0.3:35276/v1/traces,250276,"ganymede,neptune"
