gpu_type,phase,slo_ms,target,p_th,rho_th,false_safe,false_unsafe,true_safe,true_unsafe,unsafe_support,safe_support,false_safe_rate_pct,false_unsafe_rate_pct,safe_precision_pct,admit_rate_pct
l40s,prefill,500,p99_ttft,0.15,0.8,1,138,132,266,267,270,0.37,51.11,99.25,24.77
l40s,prefill,500,p99_ttft,0.15,0.7,1,147,123,266,267,270,0.37,54.44,99.19,23.09
l40s,prefill,500,p99_ttft,0.15,0.6,1,150,120,266,267,270,0.37,55.56,99.17,22.53
l40s,prefill,500,p99_ttft,0.15,0.5,1,151,119,266,267,270,0.37,55.93,99.17,22.35
l40s,prefill,500,p99_ttft,0.15,0.4,1,160,110,266,267,270,0.37,59.26,99.1,20.67
l40s,prefill,500,p99_ttft,0.15,0.3,1,167,103,266,267,270,0.37,61.85,99.04,19.37
l40s,prefill,500,p99_ttft,0.15,0.2,0,186,84,267,267,270,0.0,68.89,100.0,15.64
l40s,prefill,500,p99_ttft,0.15,0.1,0,222,48,267,267,270,0.0,82.22,100.0,8.94
l40s,prefill,500,p99_ttft,0.1,1.0,0,147,123,267,267,270,0.0,54.44,100.0,22.91
l40s,prefill,500,p99_ttft,0.1,0.9,0,147,123,267,267,270,0.0,54.44,100.0,22.91
l40s,prefill,500,p99_ttft,0.1,0.8,0,149,121,267,267,270,0.0,55.19,100.0,22.53
l40s,prefill,500,p99_ttft,0.1,0.7,0,155,115,267,267,270,0.0,57.41,100.0,21.42
l40s,prefill,500,p99_ttft,0.1,0.6,0,157,113,267,267,270,0.0,58.15,100.0,21.04
l40s,prefill,500,p99_ttft,0.1,0.5,0,158,112,267,267,270,0.0,58.52,100.0,20.86
l40s,prefill,500,p99_ttft,0.1,0.4,0,167,103,267,267,270,0.0,61.85,100.0,19.18
l40s,prefill,500,p99_ttft,0.1,0.3,0,173,97,267,267,270,0.0,64.07,100.0,18.06
l40s,prefill,500,p99_ttft,0.1,0.2,0,191,79,267,267,270,0.0,70.74,100.0,14.71
l40s,prefill,500,p99_ttft,0.1,0.1,0,222,48,267,267,270,0.0,82.22,100.0,8.94
l40s,prefill,500,p99_ttft,0.05,1.0,0,164,106,267,267,270,0.0,60.74,100.0,19.74
l40s,prefill,500,p99_ttft,0.05,0.9,0,164,106,267,267,270,0.0,60.74,100.0,19.74
l40s,prefill,500,p99_ttft,0.05,0.8,0,165,105,267,267,270,0.0,61.11,100.0,19.55
l40s,prefill,500,p99_ttft,0.05,0.7,0,169,101,267,267,270,0.0,62.59,100.0,18.81
l40s,prefill,500,p99_ttft,0.05,0.6,0,171,99,267,267,270,0.0,63.33,100.0,18.44
l40s,prefill,500,p99_ttft,0.05,0.5,0,172,98,267,267,270,0.0,63.7,100.0,18.25
l40s,prefill,500,p99_ttft,0.05,0.4,0,178,92,267,267,270,0.0,65.93,100.0,17.13
l40s,prefill,500,p99_ttft,0.05,0.3,0,183,87,267,267,270,0.0,67.78,100.0,16.2
l40s,prefill,500,p99_ttft,0.05,0.2,0,199,71,267,267,270,0.0,73.7,100.0,13.22
l40s,prefill,500,p99_ttft,0.05,0.1,0,226,44,267,267,270,0.0,83.7,100.0,8.19
l40s,prefill,500,p99_ttft,0.02,1.0,0,186,84,267,267,270,0.0,68.89,100.0,15.64
l40s,prefill,500,p99_ttft,0.02,0.9,0,186,84,267,267,270,0.0,68.89,100.0,15.64
l40s,prefill,500,p99_ttft,0.02,0.8,0,186,84,267,267,270,0.0,68.89,100.0,15.64
l40s,prefill,500,p99_ttft,0.02,0.7,0,188,82,267,267,270,0.0,69.63,100.0,15.27
l40s,prefill,500,p99_ttft,0.02,0.6,0,190,80,267,267,270,0.0,70.37,100.0,14.9
l40s,prefill,500,p99_ttft,0.02,0.5,0,190,80,267,267,270,0.0,70.37,100.0,14.9
l40s,prefill,500,p99_ttft,0.02,0.4,0,192,78,267,267,270,0.0,71.11,100.0,14.53
l40s,prefill,500,p99_ttft,0.02,0.3,0,197,73,267,267,270,0.0,72.96,100.0,13.59
l40s,prefill,500,p99_ttft,0.02,0.2,0,206,64,267,267,270,0.0,76.3,100.0,11.92
l40s,prefill,500,p99_ttft,0.02,0.1,0,229,41,267,267,270,0.0,84.81,100.0,7.64
l40s,prefill,500,p99_ttft,0.01,1.0,0,200,70,267,267,270,0.0,74.07,100.0,13.04
l40s,prefill,500,p99_ttft,0.01,0.9,0,200,70,267,267,270,0.0,74.07,100.0,13.04
l40s,prefill,500,p99_ttft,0.01,0.8,0,200,70,267,267,270,0.0,74.07,100.0,13.04
l40s,prefill,500,p99_ttft,0.01,0.7,0,202,68,267,267,270,0.0,74.81,100.0,12.66
l40s,prefill,500,p99_ttft,0.01,0.6,0,204,66,267,267,270,0.0,75.56,100.0,12.29
l40s,prefill,500,p99_ttft,0.01,0.5,0,204,66,267,267,270,0.0,75.56,100.0,12.29
l40s,prefill,500,p99_ttft,0.01,0.4,0,205,65,267,267,270,0.0,75.93,100.0,12.1
l40s,prefill,500,p99_ttft,0.01,0.3,0,207,63,267,267,270,0.0,76.67,100.0,11.73
l40s,prefill,500,p99_ttft,0.01,0.2,0,215,55,267,267,270,0.0,79.63,100.0,10.24
l40s,prefill,500,p99_ttft,0.01,0.1,0,233,37,267,267,270,0.0,86.3,100.0,6.89
l40s,prefill,1000,p99_ttft,0.5,1.0,4,125,170,238,242,295,1.65,42.37,97.7,32.4
l40s,prefill,1000,p99_ttft,0.5,0.9,4,127,168,238,242,295,1.65,43.05,97.67,32.03
l40s,prefill,1000,p99_ttft,0.5,0.8,3,130,165,239,242,295,1.24,44.07,98.21,31.28
l40s,prefill,1000,p99_ttft,0.5,0.7,3,145,150,239,242,295,1.24,49.15,98.04,28.49
l40s,prefill,1000,p99_ttft,0.5,0.6,2,149,146,240,242,295,0.83,50.51,98.65,27.56
l40s,prefill,1000,p99_ttft,0.5,0.5,1,157,138,241,242,295,0.41,53.22,99.28,25.88
l40s,prefill,1000,p99_ttft,0.5,0.4,1,171,124,241,242,295,0.41,57.97,99.2,23.28
l40s,prefill,1000,p99_ttft,0.5,0.3,0,183,112,242,242,295,0.0,62.03,100.0,20.86
l40s,prefill,1000,p99_ttft,0.5,0.2,0,207,88,242,242,295,0.0,70.17,100.0,16.39
l40s,prefill,1000,p99_ttft,0.5,0.1,0,247,48,242,242,295,0.0,83.73,100.0,8.94
l40s,prefill,1000,p99_ttft,0.4,1.0,3,128,167,239,242,295,1.24,43.39,98.24,31.66
l40s,prefill,1000,p99_ttft,0.4,0.9,3,130,165,239,242,295,1.24,44.07,98.21,31.28
l40s,prefill,1000,p99_ttft,0.4,0.8,2,133,162,240,242,295,0.83,45.08,98.78,30.54
l40s,prefill,1000,p99_ttft,0.4,0.7,2,148,147,240,242,295,0.83,50.17,98.66,27.75
l40s,prefill,1000,p99_ttft,0.4,0.6,2,152,143,240,242,295,0.83,51.53,98.62,27.0
l40s,prefill,1000,p99_ttft,0.4,0.5,1,160,135,241,242,295,0.41,54.24,99.26,25.33
l40s,prefill,1000,p99_ttft,0.4,0.4,1,174,121,241,242,295,0.41,58.98,99.18,22.72
l40s,prefill,1000,p99_ttft,0.4,0.3,0,186,109,242,242,295,0.0,63.05,100.0,20.3
l40s,prefill,1000,p99_ttft,0.4,0.2,0,208,87,242,242,295,0.0,70.51,100.0,16.2
l40s,prefill,1000,p99_ttft,0.4,0.1,0,247,48,242,242,295,0.0,83.73,100.0,8.94
l40s,prefill,1000,p99_ttft,0.3,1.0,2,132,163,240,242,295,0.83,44.75,98.79,30.73
l40s,prefill,1000,p99_ttft,0.3,0.9,2,134,161,240,242,295,0.83,45.42,98.77,30.35
l40s,prefill,1000,p99_ttft,0.3,0.8,1,137,158,241,242,295,0.41,46.44,99.37,29.61
l40s,prefill,1000,p99_ttft,0.3,0.7,1,152,143,241,242,295,0.41,51.53,99.31,26.82
l40s,prefill,1000,p99_ttft,0.3,0.6,1,156,139,241,242,295,0.41,52.88,99.29,26.07
l40s,prefill,1000,p99_ttft,0.3,0.5,0,162,133,242,242,295,0.0,54.92,100.0,24.77
l40s,prefill,1000,p99_ttft,0.3,0.4,0,175,120,242,242,295,0.0,59.32,100.0,22.35
l40s,prefill,1000,p99_ttft,0.3,0.3,0,186,109,242,242,295,0.0,63.05,100.0,20.3
l40s,prefill,1000,p99_ttft,0.3,0.2,0,208,87,242,242,295,0.0,70.51,100.0,16.2
l40s,prefill,1000,p99_ttft,0.3,0.1,0,247,48,242,242,295,0.0,83.73,100.0,8.94
l40s,prefill,1000,p99_ttft,0.2,1.0,2,134,161,240,242,295,0.83,45.42,98.77,30.35
l40s,prefill,1000,p99_ttft,0.2,0.9,2,136,159,240,242,295,0.83,46.1,98.76,29.98
l40s,prefill,1000,p99_ttft,0.2,0.8,1,138,157,241,242,295,0.41,46.78,99.37,29.42
l40s,prefill,1000,p99_ttft,0.2,0.7,1,153,142,241,242,295,0.41,51.86,99.3,26.63
l40s,prefill,1000,p99_ttft,0.2,0.6,1,157,138,241,242,295,0.41,53.22,99.28,25.88
l40s,prefill,1000,p99_ttft,0.2,0.5,0,162,133,242,242,295,0.0,54.92,100.0,24.77
l40s,prefill,1000,p99_ttft,0.2,0.4,0,175,120,242,242,295,0.0,59.32,100.0,22.35
l40s,prefill,1000,p99_ttft,0.2,0.3,0,186,109,242,242,295,0.0,63.05,100.0,20.3
l40s,prefill,1000,p99_ttft,0.2,0.2,0,208,87,242,242,295,0.0,70.51,100.0,16.2
l40s,prefill,1000,p99_ttft,0.2,0.1,0,247,48,242,242,295,0.0,83.73,100.0,8.94
l40s,prefill,1000,p99_ttft,0.15,1.0,2,138,157,240,242,295,0.83,46.78,98.74,29.61
l40s,prefill,1000,p99_ttft,0.15,0.9,2,140,155,240,242,295,0.83,47.46,98.73,29.24
l40s,prefill,1000,p99_ttft,0.15,0.8,1,142,153,241,242,295,0.41,48.14,99.35,28.68
l40s,prefill,1000,p99_ttft,0.15,0.7,1,156,139,241,242,295,0.41,52.88,99.29,26.07
l40s,prefill,1000,p99_ttft,0.15,0.6,1,159,136,241,242,295,0.41,53.9,99.27,25.51
l40s,prefill,1000,p99_ttft,0.15,0.5,0,163,132,242,242,295,0.0,55.25,100.0,24.58
l40s,prefill,1000,p99_ttft,0.15,0.4,0,176,119,242,242,295,0.0,59.66,100.0,22.16
l40s,prefill,1000,p99_ttft,0.15,0.3,0,187,108,242,242,295,0.0,63.39,100.0,20.11
l40s,prefill,1000,p99_ttft,0.15,0.2,0,209,86,242,242,295,0.0,70.85,100.0,16.01
l40s,prefill,1000,p99_ttft,0.15,0.1,0,248,47,242,242,295,0.0,84.07,100.0,8.75
l40s,prefill,1000,p99_ttft,0.1,1.0,2,143,152,240,242,295,0.83,48.47,98.7,28.68
l40s,prefill,1000,p99_ttft,0.1,0.9,2,145,150,240,242,295,0.83,49.15,98.68,28.31
l40s,prefill,1000,p99_ttft,0.1,0.8,1,147,148,241,242,295,0.41,49.83,99.33,27.75
l40s,prefill,1000,p99_ttft,0.1,0.7,1,161,134,241,242,295,0.41,54.58,99.26,25.14
l40s,prefill,1000,p99_ttft,0.1,0.6,1,164,131,241,242,295,0.41,55.59,99.24,24.58
l40s,prefill,1000,p99_ttft,0.1,0.5,0,167,128,242,242,295,0.0,56.61,100.0,23.84
l40s,prefill,1000,p99_ttft,0.1,0.4,0,178,117,242,242,295,0.0,60.34,100.0,21.79
l40s,prefill,1000,p99_ttft,0.1,0.3,0,188,107,242,242,295,0.0,63.73,100.0,19.93
l40s,prefill,1000,p99_ttft,0.1,0.2,0,210,85,242,242,295,0.0,71.19,100.0,15.83
l40s,prefill,1000,p99_ttft,0.1,0.1,0,248,47,242,242,295,0.0,84.07,100.0,8.75
l40s,prefill,1000,p99_ttft,0.05,1.0,1,164,131,241,242,295,0.41,55.59,99.24,24.58
l40s,prefill,1000,p99_ttft,0.05,0.9,1,166,129,241,242,295,0.41,56.27,99.23,24.21
l40s,prefill,1000,p99_ttft,0.05,0.8,0,167,128,242,242,295,0.0,56.61,100.0,23.84
l40s,prefill,1000,p99_ttft,0.05,0.7,0,178,117,242,242,295,0.0,60.34,100.0,21.79
l40s,prefill,1000,p99_ttft,0.05,0.6,0,181,114,242,242,295,0.0,61.36,100.0,21.23
l40s,prefill,1000,p99_ttft,0.05,0.5,0,182,113,242,242,295,0.0,61.69,100.0,21.04
l40s,prefill,1000,p99_ttft,0.05,0.4,0,191,104,242,242,295,0.0,64.75,100.0,19.37
l40s,prefill,1000,p99_ttft,0.05,0.3,0,199,96,242,242,295,0.0,67.46,100.0,17.88
l40s,prefill,1000,p99_ttft,0.05,0.2,0,220,75,242,242,295,0.0,74.58,100.0,13.97
l40s,prefill,1000,p99_ttft,0.05,0.1,0,250,45,242,242,295,0.0,84.75,100.0,8.38
l40s,prefill,1000,p99_ttft,0.02,1.0,1,188,107,241,242,295,0.41,63.73,99.07,20.11
l40s,prefill,1000,p99_ttft,0.02,0.9,1,190,105,241,242,295,0.41,64.41,99.06,19.74
l40s,prefill,1000,p99_ttft,0.02,0.8,0,191,104,242,242,295,0.0,64.75,100.0,19.37
l40s,prefill,1000,p99_ttft,0.02,0.7,0,202,93,242,242,295,0.0,68.47,100.0,17.32
l40s,prefill,1000,p99_ttft,0.02,0.6,0,205,90,242,242,295,0.0,69.49,100.0,16.76
l40s,prefill,1000,p99_ttft,0.02,0.5,0,205,90,242,242,295,0.0,69.49,100.0,16.76
l40s,prefill,1000,p99_ttft,0.02,0.4,0,210,85,242,242,295,0.0,71.19,100.0,15.83
l40s,prefill,1000,p99_ttft,0.02,0.3,0,216,79,242,242,295,0.0,73.22,100.0,14.71
