window_id,policy,workload,repeat,request_id,prefill_endpoint_id,decode_endpoint_id,ttft_ms,tpot_ms,mean_itl_ms,e2e_latency_ms
b14-r05-static-both_heavy,STATIC,both_heavy,5,phase3c-b14-r05-static-both_heavy-0000,P0,D0,251.95392200839706,56.382216212493695,56.37976595275764,7412.495380995097
b14-r05-static-both_heavy,STATIC,both_heavy,5,phase3c-b14-r05-static-both_heavy-0001,P0,D1,211.6591609956231,56.39985290550312,56.39766931499897,7374.440479994519
b14-r05-static-both_heavy,STATIC,both_heavy,5,phase3c-b14-r05-static-both_heavy-0002,P1,D0,211.16187699954025,56.396295464557305,56.3943006536432,7373.491400998319
b14-r05-static-both_heavy,STATIC,both_heavy,5,phase3c-b14-r05-static-both_heavy-0003,P1,D1,210.41466898168437,56.40120655124068,56.39897691343515,7373.367900989251
b15-r01-feedback_routing_only-prefill_heavy,FEEDBACK_ROUTING_ONLY,prefill_heavy,1,phase3c-b15-r01-feedback_routing_only-prefill_heavy-0000,P0,D0,473.4177799837198,58.05162787308089,58.04631784133288,4130.670335987816
b15-r01-feedback_routing_only-prefill_heavy,FEEDBACK_ROUTING_ONLY,prefill_heavy,1,phase3c-b15-r01-feedback_routing_only-prefill_heavy-0001,P0,D0,466.3395899988245,58.07939141301349,58.07548558749702,4125.341249018675
b15-r01-feedback_routing_only-prefill_heavy,FEEDBACK_ROUTING_ONLY,prefill_heavy,1,phase3c-b15-r01-feedback_routing_only-prefill_heavy-0002,P0,D0,467.955861997325,58.06409534933562,58.05919512677642,4125.99386900547
b15-r01-feedback_routing_only-prefill_heavy,FEEDBACK_ROUTING_ONLY,prefill_heavy,1,phase3c-b15-r01-feedback_routing_only-prefill_heavy-0003,P0,D0,469.37594798509963,58.07852422234617,58.07468677789623,4128.322973992908
b15-r02-feedback_routing_only-prefill_heavy,FEEDBACK_ROUTING_ONLY,prefill_heavy,2,phase3c-b15-r02-feedback_routing_only-prefill_heavy-0000,P0,D0,491.3518690154888,58.05797622232358,58.05246544436419,4149.004371021874
b15-r02-feedback_routing_only-prefill_heavy,FEEDBACK_ROUTING_ONLY,prefill_heavy,2,phase3c-b15-r02-feedback_routing_only-prefill_heavy-0001,P0,D0,471.4663510094397,58.07243901561753,58.068465682611404,4130.030008993344
b15-r02-feedback_routing_only-prefill_heavy,FEEDBACK_ROUTING_ONLY,prefill_heavy,2,phase3c-b15-r02-feedback_routing_only-prefill_heavy-0002,P0,D0,477.2685820062179,58.07066993651143,58.066111618822944,4135.720788006438
b15-r02-feedback_routing_only-prefill_heavy,FEEDBACK_ROUTING_ONLY,prefill_heavy,2,phase3c-b15-r02-feedback_routing_only-prefill_heavy-0003,P0,D0,491.34683798183687,58.08555536546803,58.080829016121456,4150.736826006323
b15-r03-feedback_routing_only-prefill_heavy,FEEDBACK_ROUTING_ONLY,prefill_heavy,3,phase3c-b15-r03-feedback_routing_only-prefill_heavy-0000,P0,D0,488.47976498655044,58.06647811134878,58.061323587372456,4146.667886001524
b15-r03-feedback_routing_only-prefill_heavy,FEEDBACK_ROUTING_ONLY,prefill_heavy,3,phase3c-b15-r03-feedback_routing_only-prefill_heavy-0001,P0,D0,480.51725601544604,58.06512276167123,58.06031279332404,4138.619990000734
b15-r03-feedback_routing_only-prefill_heavy,FEEDBACK_ROUTING_ONLY,prefill_heavy,3,phase3c-b15-r03-feedback_routing_only-prefill_heavy-0002,P0,D0,472.843108989764,58.07626831746246,58.07142606372797,4131.648012989899
b15-r03-feedback_routing_only-prefill_heavy,FEEDBACK_ROUTING_ONLY,prefill_heavy,3,phase3c-b15-r03-feedback_routing_only-prefill_heavy-0003,P0,D0,473.93880601157434,58.08030350811942,58.07644584112697,4132.997927023098
b15-r04-feedback_routing_only-prefill_heavy,FEEDBACK_ROUTING_ONLY,prefill_heavy,4,phase3c-b15-r04-feedback_routing_only-prefill_heavy-0000,P0,D0,488.92147399601527,58.057698126908186,58.048963507947825,4146.556455991231
b15-r04-feedback_routing_only-prefill_heavy,FEEDBACK_ROUTING_ONLY,prefill_heavy,4,phase3c-b15-r04-feedback_routing_only-prefill_heavy-0001,P0,D0,476.9418060022872,58.080338920551604,58.07613987301934,4136.003157997038
b15-r04-feedback_routing_only-prefill_heavy,FEEDBACK_ROUTING_ONLY,prefill_heavy,4,phase3c-b15-r04-feedback_routing_only-prefill_heavy-0002,P0,D0,474.3377630074974,58.07920223811552,58.075487269975596,4133.327504008776
b15-r04-feedback_routing_only-prefill_heavy,FEEDBACK_ROUTING_ONLY,prefill_heavy,4,phase3c-b15-r04-feedback_routing_only-prefill_heavy-0003,P0,D0,472.99249400384724,58.07671611084573,58.07262353944622,4131.825608987128
b15-r05-feedback_routing_only-prefill_heavy,FEEDBACK_ROUTING_ONLY,prefill_heavy,5,phase3c-b15-r05-feedback_routing_only-prefill_heavy-0000,P0,D0,487.5879760074895,58.05097860311868,58.042116015539726,4144.799628003966
b15-r05-feedback_routing_only-prefill_heavy,FEEDBACK_ROUTING_ONLY,prefill_heavy,5,phase3c-b15-r05-feedback_routing_only-prefill_heavy-0001,P0,D0,473.0821209959686,58.07214706354508,58.0678460953225,4131.627385999309
b15-r05-feedback_routing_only-prefill_heavy,FEEDBACK_ROUTING_ONLY,prefill_heavy,5,phase3c-b15-r05-feedback_routing_only-prefill_heavy-0002,P0,D0,473.29356300178915,58.07729793660757,58.07239442854927,4132.163333008066
b15-r05-feedback_routing_only-prefill_heavy,FEEDBACK_ROUTING_ONLY,prefill_heavy,5,phase3c-b15-r05-feedback_routing_only-prefill_heavy-0003,P0,D0,474.9220920202788,58.08459128537732,58.08033355528356,4134.25134299905
b16-r01-full_feedback-small_light,FULL_FEEDBACK,small_light,1,phase3c-b16-r01-full_feedback-small_light-0000,P0,D1,205.96247501089238,56.39220033319563,56.386764015769586,3758.6710960022174
b16-r01-full_feedback-small_light,FULL_FEEDBACK,small_light,1,phase3c-b16-r01-full_feedback-small_light-0001,P0,D1,204.15150301414542,56.394364190517024,56.390542412705216,3756.996447016718
b16-r01-full_feedback-small_light,FULL_FEEDBACK,small_light,1,phase3c-b16-r01-full_feedback-small_light-0002,P0,D1,188.326336996397,56.40072438086102,56.39697199997803,3741.5719729906414
b16-r01-full_feedback-small_light,FULL_FEEDBACK,small_light,1,phase3c-b16-r01-full_feedback-small_light-0003,P0,D1,194.1727899829857,56.40191838121234,56.39768107969772,3747.493647999363
b16-r02-full_feedback-small_light,FULL_FEEDBACK,small_light,2,phase3c-b16-r02-full_feedback-small_light-0000,P0,D1,216.33189599378966,57.200398206496466,57.19237230184104,3819.956983003067
b16-r02-full_feedback-small_light,FULL_FEEDBACK,small_light,2,phase3c-b16-r02-full_feedback-small_light-0001,P0,D1,201.97180699324235,57.214145428530635,57.20986071410441,3806.4629689906724
b16-r02-full_feedback-small_light,FULL_FEEDBACK,small_light,2,phase3c-b16-r02-full_feedback-small_light-0002,P0,D1,200.76713399612345,57.20725609543955,57.2024596349654,3804.824268008815
b16-r02-full_feedback-small_light,FULL_FEEDBACK,small_light,2,phase3c-b16-r02-full_feedback-small_light-0003,P0,D1,197.9265599802602,57.219775603337595,57.21572861916179,3802.772422990529
b16-r03-full_feedback-small_light,FULL_FEEDBACK,small_light,3,phase3c-b16-r03-full_feedback-small_light-0000,P0,D1,219.3336670170538,57.19648060316797,57.190997682193974,3822.7119450166356
b16-r03-full_feedback-small_light,FULL_FEEDBACK,small_light,3,phase3c-b16-r03-full_feedback-small_light-0001,P0,D1,215.4522330092732,57.1966659525291,57.191710031705924,3818.842188018607
b16-r03-full_feedback-small_light,FULL_FEEDBACK,small_light,3,phase3c-b16-r03-full_feedback-small_light-0002,P0,D1,209.83635901939124,57.207842952468326,57.20335090466376,3813.930465024896
b16-r03-full_feedback-small_light,FULL_FEEDBACK,small_light,3,phase3c-b16-r03-full_feedback-small_light-0003,P0,D1,204.57421499304473,57.12778663488164,57.123277031461754,3803.624772990588
b16-r04-full_feedback-small_light,FULL_FEEDBACK,small_light,4,phase3c-b16-r04-full_feedback-small_light-0000,P0,D1,220.2391489990987,57.20419057142285,57.199331095150214,3824.1031549987383
b16-r04-full_feedback-small_light,FULL_FEEDBACK,small_light,4,phase3c-b16-r04-full_feedback-small_light-0001,P0,D1,221.15049097919837,57.19855165114582,57.19372611132539,3824.659245001385
b16-r04-full_feedback-small_light,FULL_FEEDBACK,small_light,4,phase3c-b16-r04-full_feedback-small_light-0002,P0,D1,196.8044069944881,57.21225765106889,57.20673796826131,3801.1766390118282
b16-r04-full_feedback-small_light,FULL_FEEDBACK,small_light,4,phase3c-b16-r04-full_feedback-small_light-0003,P0,D1,198.79504799610004,57.2067834603201,57.20304715861049,3802.8224059962668
b16-r05-full_feedback-small_light,FULL_FEEDBACK,small_light,5,phase3c-b16-r05-full_feedback-small_light-0000,P0,D1,195.5145229876507,57.20831787293141,57.203974619153,3799.6385489823297
b16-r05-full_feedback-small_light,FULL_FEEDBACK,small_light,5,phase3c-b16-r05-full_feedback-small_light-0001,P0,D1,203.4479810099583,57.21082460294138,57.206838507674604,3807.729930995265
b16-r05-full_feedback-small_light,FULL_FEEDBACK,small_light,5,phase3c-b16-r05-full_feedback-small_light-0002,P0,D1,201.10635200398974,57.20461298395613,57.20016814302653,3804.9969699932262
b16-r05-full_feedback-small_light,FULL_FEEDBACK,small_light,5,phase3c-b16-r05-full_feedback-small_light-0003,P0,D1,199.28086097934283,57.20936819044356,57.20539831755949,3803.471056977287
