window_id,endpoint_id,timestamp_s,health,queue,kv_cache_usage_frac,ttft_ms,tpot_ms,power_w,energy_j,observed_frequency_mhz,telemetry_age_s_at_observation,measurement_valid
b03-r05-feedback_dvfs_only-both_heavy,P1,1788005178.7568269,True,0,0.0,,,81.46102614379078,2424.693,2520,,True
warm-05-feedback_routing_only-both_heavy,D0,1788005517.1394665,True,0,0.007638455673390165,,56.39771966141737,45.979959459459444,1341.989,1500,,True
warm-05-feedback_routing_only-both_heavy,D1,1788005517.1394665,True,0,0.00695935843414435,,56.39989643303153,44.04689864864863,1318.326,1500,,True
warm-05-feedback_routing_only-both_heavy,P0,1788005517.1394665,True,0,0.0,218.67075699265115,,81.06639189189204,2343.689,2520,,True
warm-05-feedback_routing_only-both_heavy,P1,1788005517.1394665,True,0,0.0,217.08590800699312,,81.79909459459464,2372.123,2520,,True
b05-r01-feedback_routing_only-both_heavy,D0,1788005587.4618604,True,0,0.0,,,23.80029729729723,695.38,1500,,True
b05-r01-feedback_routing_only-both_heavy,D1,1788005587.4618604,True,0,0.012491156163848834,,56.39880374999805,66.27820270270271,1971.352,1500,,True
b05-r01-feedback_routing_only-both_heavy,P0,1788005587.4618604,True,0,0.0,224.30117899784818,,82.149544217687,2343.811,2520,,True
b05-r01-feedback_routing_only-both_heavy,P1,1788005587.4618604,True,0,0.0,,,79.97079591836743,2327.183,2520,,True
b05-r02-feedback_routing_only-both_heavy,D0,1788005657.8358147,True,0,0.0,,,23.614554054054054,689.948,1500,,True
b05-r02-feedback_routing_only-both_heavy,D1,1788005657.8358147,True,0,0.012442362585083805,,56.39951577750181,66.30992567567569,1980.591,1500,,True
b05-r02-feedback_routing_only-both_heavy,P0,1788005657.8358147,True,0,0.0,223.68838650436373,,81.77185135135137,2375.195,2520,,True
b05-r02-feedback_routing_only-both_heavy,P1,1788005657.8358147,True,0,0.0,,,82.47507432432425,2346.476,2520,,True
b05-r03-feedback_routing_only-both_heavy,D0,1788005728.9173288,True,0,0.0,,,23.525999999999975,686.083,1500,,True
b05-r03-feedback_routing_only-both_heavy,D1,1788005728.9173288,True,0,0.012503354558540097,,56.39954114767748,66.82159863945583,1977.64,1500,,True
b05-r03-feedback_routing_only-both_heavy,P0,1788005728.9173288,True,0,0.0,221.29207674151985,,82.23049659863952,2340.976,2520,,True
b05-r03-feedback_routing_only-both_heavy,P1,1788005728.9173288,True,0,0.0,,,80.25168027210894,2323.417,2520,,True
b05-r04-feedback_routing_only-both_heavy,D0,1788005799.6538095,True,0,0.0,,,23.452763513513474,688.318,1500,,True
b05-r04-feedback_routing_only-both_heavy,D1,1788005799.6538095,True,0,0.012918099978042887,,56.398945466574474,66.29039189189193,1983.813,1500,,True
b05-r04-feedback_routing_only-both_heavy,P0,1788005799.6538095,True,0,0.0,230.00127149862237,,81.85859459459475,2350.331,2520,,True
b05-r04-feedback_routing_only-both_heavy,P1,1788005799.6538095,True,0,0.0,,,79.94780405405407,2330.998,2520,,True
b05-r05-feedback_routing_only-both_heavy,D0,1788005869.6975172,True,0,0.0,,,23.44447972972971,685.181,1500,,True
b05-r05-feedback_routing_only-both_heavy,D1,1788005869.6975172,True,0,0.012979091951499181,,56.39983516723407,66.42421621621624,1987.766,1500,,True
b05-r05-feedback_routing_only-both_heavy,P0,1788005869.6975172,True,0,0.0,226.03963225265034,,82.62370945945945,2350.959,2520,,True
b05-r05-feedback_routing_only-both_heavy,P1,1788005869.6975172,True,0,0.0,,,79.98981081081087,2329.608,2520,,True
warm-06-full_feedback-decode_heavy,D0,1788005968.4850907,True,0,0.003432618566555866,,56.02814051563459,45.678558620689664,2638.698,1500,,True
warm-06-full_feedback-decode_heavy,D1,1788005968.4850907,True,0,0.003230753937259474,,56.02787811373013,45.429806896551746,2648.689,1500,,True
warm-06-full_feedback-decode_heavy,P0,1788005968.4850907,True,0,0.0,194.34221299889032,,79.48310689655159,4554.798,2520,,True
warm-06-full_feedback-decode_heavy,P1,1788005968.4850907,True,0,0.0,203.54038799996488,,81.79231724137921,4627.761,2520,,True
b06-r01-full_feedback-decode_heavy,D0,1788006070.368704,True,0,0.006742871821217571,,56.49565082159254,59.43465410958898,3481.767,1125,,True
b06-r01-full_feedback-decode_heavy,D1,1788006070.368704,True,0,0.0,,,23.746280821917832,1371.485,1500,,True
b06-r01-full_feedback-decode_heavy,P0,1788006070.368704,True,0,0.0,191.28584399732063,,65.05852577319585,3728.198,1890,,True
b06-r01-full_feedback-decode_heavy,P1,1788006070.368704,True,0,0.0,,,80.00441237113415,4618.691,2520,,True
b06-r02-full_feedback-decode_heavy,D0,1788006174.7861512,True,0,0.006619532820406184,,57.34366955787432,58.3251216216216,3463.622,750,,True
b06-r02-full_feedback-decode_heavy,D1,1788006174.7861512,True,0,0.0,,,23.39651178451182,1370.698,1500,,True
b06-r02-full_feedback-decode_heavy,P0,1788006174.7861512,True,0,0.0,200.26687549398048,,62.595770270270336,3651.54,1260,,True
b06-r02-full_feedback-decode_heavy,P1,1788006174.7861512,True,0,0.0,,,82.01543243243266,4703.003,2520,,True
b06-r03-full_feedback-decode_heavy,D0,1788006275.1839862,True,0,0.006694372367431033,,57.34003598233411,58.52579124579127,3483.579,750,,True
b06-r03-full_feedback-decode_heavy,D1,1788006275.1839862,True,0,0.0,,,23.41371380471381,1364.954,1500,,True
b06-r03-full_feedback-decode_heavy,P0,1788006275.1839862,True,0,0.0,190.13994875422213,,62.68806060606057,3658.166,1260,,True
b06-r03-full_feedback-decode_heavy,P1,1788006275.1839862,True,0,0.0,,,80.04599663299678,4690.548,2520,,True
b06-r04-full_feedback-decode_heavy,D0,1788006375.4022202,True,0,0.006849901532665468,,57.341551843131256,58.6398547297297,3483.938,750,,True
b06-r04-full_feedback-decode_heavy,D1,1788006375.4022202,True,0,0.0,,,23.01237499999986,1349.996,1500,,True
b06-r04-full_feedback-decode_heavy,P0,1788006375.4022202,True,0,0.0,200.18846850143746,,62.66885858585848,3659.026,1260,,True
b06-r04-full_feedback-decode_heavy,P1,1788006375.4022202,True,0,0.0,,,80.51191245791269,4713.813,2520,,True
b06-r05-full_feedback-decode_heavy,D0,1788006476.8601398,True,0,0.00668191585222153,,57.34195081173561,58.618692567567535,3481.39,750,,True
b06-r05-full_feedback-decode_heavy,D1,1788006476.8601398,True,0,0.0,,,22.967489864864774,1351.997,1500,,True
b06-r05-full_feedback-decode_heavy,P0,1788006476.8601398,True,0,0.0,200.32765251380624,,62.42522297297288,3647.08,1260,,True
b06-r05-full_feedback-decode_heavy,P1,1788006476.8601398,True,0,0.0,,,79.9903581081082,4672.628,2520,,True
warm-07-full_feedback-prefill_heavy,D0,1788006537.6360924,True,0,0.01703803232187512,,58.06934367472654,45.010385542168684,734.174,1500,,True
warm-07-full_feedback-prefill_heavy,D1,1788006537.6360924,True,0,0.016742296713752467,,58.084447849227764,41.27173493975903,697.346,1500,,True
warm-07-full_feedback-prefill_heavy,P0,1788006537.6360924,True,0,0.0,474.04806248960085,,85.03748780487798,1340.6,2520,,True
warm-07-full_feedback-prefill_heavy,P1,1788006537.6360924,True,0,0.0,470.9670419979375,,86.043012195122,1380.457,2520,,True
b07-r01-full_feedback-prefill_heavy,D0,1788006591.7897735,True,0,0.04024965815358829,,58.078009059600944,62.578578313253,1054.035,1500,,True
b07-r01-full_feedback-prefill_heavy,D1,1788006591.7897735,True,0,0.0,,,23.22139759036147,378.336,1500,,True
b07-r01-full_feedback-prefill_heavy,P0,1788006591.7897735,True,0,0.0,479.11344999738503,,91.38257831325295,1470.748,2520,,True
b07-r01-full_feedback-prefill_heavy,P1,1788006591.7897735,True,0,0.0,,,79.96802409638552,1306.027,2520,,True
b07-r02-full_feedback-prefill_heavy,D0,1788006648.7683547,True,0,0.03798156234837458,,58.070160087409604,62.4750481927711,1053.449,1500,,True
b07-r02-full_feedback-prefill_heavy,D1,1788006648.7683547,True,0,0.0,,,23.051180722891566,376.589,1500,,True
b07-r02-full_feedback-prefill_heavy,P0,1788006648.7683547,True,0,0.0,472.22708324261475,,91.6477469879518,1466.356,2520,,True
b07-r02-full_feedback-prefill_heavy,P1,1788006648.7683547,True,0,0.0,,,79.97507228915659,1299.657,2520,,True
b07-r03-full_feedback-prefill_heavy,D0,1788006708.8351545,True,0,0.037962154294032026,,58.07184653565942,62.581036144578334,1052.883,1500,,True
b07-r03-full_feedback-prefill_heavy,D1,1788006708.8351545,True,0,0.0,,,23.031650602409645,376.704,1500,,True
b07-r03-full_feedback-prefill_heavy,P0,1788006708.8351545,True,0,0.0,473.6911924992455,,91.65324390243904,1452.752,2520,,True
b07-r03-full_feedback-prefill_heavy,P1,1788006708.8351545,True,0,0.0,,,79.98340243902443,1279.866,2520,,True
b07-r04-full_feedback-prefill_heavy,D0,1788006775.543973,True,0,0.034113387825178226,,58.06865002384819,62.64793975903613,1053.44,1500,,True
b07-r04-full_feedback-prefill_heavy,D1,1788006775.543973,True,0,0.0,,,23.015614457831308,375.099,1500,,True
b07-r04-full_feedback-prefill_heavy,P0,1788006775.543973,True,0,0.0,477.6073117463966,,91.4631927710843,1467.38,2520,,True
b07-r04-full_feedback-prefill_heavy,P1,1788006775.543973,True,0,0.0,,,80.1638915662651,1302.84,2520,,True
b07-r05-full_feedback-prefill_heavy,D0,1788006830.049944,True,0,0.04132649832289097,,58.07185121040444,62.62175609756099,1044.132,1500,,True
b07-r05-full_feedback-prefill_heavy,D1,1788006830.049944,True,0,0.0,,,22.997609756097567,370.656,1500,,True
b07-r05-full_feedback-prefill_heavy,P0,1788006830.049944,True,0,0.0,468.6958294987562,,94.39363855421693,1478.864,2520,,True
b07-r05-full_feedback-prefill_heavy,P1,1788006830.049944,True,0,0.0,,,79.93265060240964,1297.063,2520,,True
warm-08-feedback_dvfs_only-decode_heavy,D0,1788006925.0475736,True,0,0.007231810725260505,,56.02436938531943,68.78770242214529,3987.113,1500,,True
warm-08-feedback_dvfs_only-decode_heavy,D1,1788006925.0475736,True,0,0.0,,,22.950524137930955,1321.657,1500,,True
warm-08-feedback_dvfs_only-decode_heavy,P0,1788006925.0475736,True,0,0.0,181.90812699322123,,80.33589273356404,4562.95,2520,,True
warm-08-feedback_dvfs_only-decode_heavy,P1,1788006925.0475736,True,0,0.0,,,79.94892041522507,4553.4,2520,,True
b08-r01-feedback_dvfs_only-decode_heavy,D0,1788007028.1643612,True,0,0.006828495590375888,,56.49264733724789,59.80892123287669,3501.249,1125,,True
b08-r01-feedback_dvfs_only-decode_heavy,D1,1788007028.1643612,True,0,0.0,,,23.059154109588867,1333.319,1500,,True
b08-r01-feedback_dvfs_only-decode_heavy,P0,1788007028.1643612,True,0,0.0,192.43450399517315,,64.59676027397238,3738.149,1890,,True
b08-r01-feedback_dvfs_only-decode_heavy,P1,1788007028.1643612,True,0,0.0,,,80.76036643835629,4637.378,2520,,True
b08-r02-feedback_dvfs_only-decode_heavy,D0,1788007132.1915991,True,0,0.0068912656723554774,,57.3386905793621,58.16772972972971,3459.993,750,,True
b08-r02-feedback_dvfs_only-decode_heavy,D1,1788007132.1915991,True,0,0.0,,,22.943679054054115,1348.851,1500,,True
b08-r02-feedback_dvfs_only-decode_heavy,P0,1788007132.1915991,True,0,0.0,190.73984675196698,,62.88545454545453,3670.275,1260,,True
b08-r02-feedback_dvfs_only-decode_heavy,P1,1788007132.1915991,True,0,0.0,,,79.99932323232318,4692.297,2520,,True
b08-r03-feedback_dvfs_only-decode_heavy,D0,1788007232.2242517,True,0,0.006864172160858521,,57.33925491470419,58.3350033783784,3464.478,750,,True
b08-r03-feedback_dvfs_only-decode_heavy,D1,1788007232.2242517,True,0,0.0,,,22.95169256756752,1347.029,1500,,True
b08-r03-feedback_dvfs_only-decode_heavy,P0,1788007232.2242517,True,0,0.0,195.14354150305735,,62.47884121621622,3634.835,1260,,True
b08-r03-feedback_dvfs_only-decode_heavy,P1,1788007232.2242517,True,0,0.0,,,79.95430405405438,4674.026,2520,,True
b08-r04-feedback_dvfs_only-decode_heavy,D0,1788007332.7894433,True,0,0.006778755212398653,,57.34106265884418,58.34205405405405,3464.757,750,,True
b08-r04-feedback_dvfs_only-decode_heavy,D1,1788007332.7894433,True,0,0.0,,,22.961479729729646,1350.084,1500,,True
b08-r04-feedback_dvfs_only-decode_heavy,P0,1788007332.7894433,True,0,0.0,195.76198999857297,,62.455696969696895,3656.992,1260,,True
b08-r04-feedback_dvfs_only-decode_heavy,P1,1788007332.7894433,True,0,0.0,,,80.37997643097664,4711.602,2520,,True
b08-r05-feedback_dvfs_only-decode_heavy,D0,1788007442.2462811,True,0,0.006757659501156749,,57.34007675491739,58.27228619528623,3470.815,750,,True
b08-r05-feedback_dvfs_only-decode_heavy,D1,1788007442.2462811,True,0,0.0,,,22.95921885521875,1353.257,1500,,True
b08-r05-feedback_dvfs_only-decode_heavy,P0,1788007442.2462811,True,0,0.0,206.36139599810122,,62.40413804713807,3650.271,1260,,True
b08-r05-feedback_dvfs_only-decode_heavy,P1,1788007442.2462811,True,0,0.0,,,79.93939730639755,4692.443,2520,,True
warm-09-feedback_dvfs_only-small_light,D0,1788007510.209099,True,0,0.0029516415979298077,,55.95115701183363,65.27022666666666,994.278,1500,,True
warm-09-feedback_dvfs_only-small_light,D1,1788007510.209099,True,0,0.0,,,22.965746666666664,339.083,1500,,True
warm-09-feedback_dvfs_only-small_light,P0,1788007510.209099,True,0,0.0,201.25229124823818,,83.65822666666661,1192.348,2520,,True
warm-09-feedback_dvfs_only-small_light,P1,1788007510.209099,True,0,0.0,,,79.96349333333339,1172.481,2520,,True
b09-r01-feedback_dvfs_only-small_light,D0,1788007578.958885,True,0,0.002872392042697722,,56.371870007766006,56.68273333333332,867.092,1125,,True
b09-r01-feedback_dvfs_only-small_light,D1,1788007578.958885,True,0,0.0,,,23.139386666666677,339.907,1500,,True
b09-r01-feedback_dvfs_only-small_light,P0,1788007578.958885,True,0,0.0,210.49323451006785,,67.69530666666664,971.172,1890,,True
b09-r01-feedback_dvfs_only-small_light,P1,1788007578.958885,True,0,0.0,,,79.92555999999995,1175.962,2520,,True
b09-r02-feedback_dvfs_only-small_light,D0,1788007640.8193512,True,0,0.003174025553938221,,57.16567495648402,55.080631578947376,853.516,750,,True
b09-r02-feedback_dvfs_only-small_light,D1,1788007640.8193512,True,0,0.0,,,22.95340789473683,344.465,1500,,True
b09-r02-feedback_dvfs_only-small_light,P0,1788007640.8193512,True,0,0.0,208.97708099073498,,65.68690909090915,959.204,1260,,True
b09-r02-feedback_dvfs_only-small_light,P1,1788007640.8193512,True,0,0.0,,,80.01967532467528,1204.475,2520,,True
b09-r03-feedback_dvfs_only-small_light,D0,1788007706.4621434,True,0,0.0028335759340126156,,57.19577094044773,55.214012987012964,860.7,750,,True
b09-r03-feedback_dvfs_only-small_light,D1,1788007706.4621434,True,0,0.0,,,22.95314285714289,347.653,1500,,True
b09-r03-feedback_dvfs_only-small_light,P0,1788007706.4621434,True,0,0.0,209.83999776217388,,64.84547368421057,947.387,1260,,True
b09-r03-feedback_dvfs_only-small_light,P1,1788007706.4621434,True,0,0.0,,,79.99060526315792,1194.646,2520,,True
b09-r04-feedback_dvfs_only-small_light,D0,1788007772.0687664,True,0,0.0028529839883551667,,57.19354455158325,55.0082894736842,850.833,750,,True
b09-r04-feedback_dvfs_only-small_light,D1,1788007772.0687664,True,0,0.0,,,23.010750000000016,343.805,1500,,True
b09-r04-feedback_dvfs_only-small_light,P0,1788007772.0687664,True,0,0.0,201.71019975532545,,65.39830263157897,943.731,1260,,True
b09-r04-feedback_dvfs_only-small_light,P1,1788007772.0687664,True,0,0.0,,,80.02888157894736,1191.044,2520,,True
b09-r05-feedback_dvfs_only-small_light,D0,1788007837.2557225,True,0,0.0029516415979298077,,57.1889537577157,54.6723947368421,849.494,750,,True
b09-r05-feedback_dvfs_only-small_light,D1,1788007837.2557225,True,0,0.0,,,22.956381578947358,343.183,1500,,True
b09-r05-feedback_dvfs_only-small_light,P0,1788007837.2557225,True,0,0.0,200.02504951844458,,65.3396052631579,949.494,1260,,True
b09-r05-feedback_dvfs_only-small_light,P1,1788007837.2557225,True,0,0.0,,,79.98023684210527,1195.318,2520,,True
warm-10-feedback_routing_only-small_light,D0,1788007905.8349547,True,0,0.00141678796700631,,55.94120440461362,44.94654666666666,667.65,1500,,True
warm-10-feedback_routing_only-small_light,D1,1788007905.8349547,True,0,0.001427212178877264,,55.94772545229053,42.29541333333332,656.628,1500,,True
warm-10-feedback_routing_only-small_light,P0,1788007905.8349547,True,0,0.0,204.85346799250692,,80.2793918918919,1151.449,2520,,True
warm-10-feedback_routing_only-small_light,P1,1788007905.8349547,True,0,0.0,190.84786550956778,,82.05004054054056,1174.607,2520,,True
b10-r01-feedback_routing_only-small_light,D0,1788007958.3452432,True,0,0.0,,,23.75286486486489,345.753,1500,,True
b10-r01-feedback_routing_only-small_light,D1,1788007958.3452432,True,0,0.0033754700738525796,,55.94740059914618,64.06275675675674,960.354,1500,,True
b10-r01-feedback_routing_only-small_light,P0,1788007958.3452432,True,0,0.0,183.75150874635438,,83.57859459459466,1163.198,2520,,True
b10-r01-feedback_routing_only-small_light,P1,1788007958.3452432,True,0,0.0,,,79.96095945945943,1156.395,2520,,True
b10-r02-feedback_routing_only-small_light,D0,1788008023.2057695,True,0,0.0,,,23.60671621621624,343.008,1500,,True
b10-r02-feedback_routing_only-small_light,D1,1788008023.2057695,True,0,0.0031319378369806666,,55.97031192860052,63.880824324324344,967.596,1500,,True
b10-r02-feedback_routing_only-small_light,P0,1788008023.2057695,True,0,0.0,190.43594450340606,,83.70078666666666,1193.243,2520,,True
b10-r02-feedback_routing_only-small_light,P1,1788008023.2057695,True,0,0.0,,,79.95206666666677,1170.031,2520,,True
b10-r03-feedback_routing_only-small_light,D0,1788008088.0899732,True,0,0.0,,,23.530240000000035,347.483,1500,,True
b10-r03-feedback_routing_only-small_light,D1,1788008088.0899732,True,0,0.0031319378369806666,,55.96716852377294,63.66270666666666,975.162,1500,,True
b10-r03-feedback_routing_only-small_light,P0,1788008088.0899732,True,0,0.0,188.6320609919494,,83.71781081081076,1167.987,2520,,True
b10-r03-feedback_routing_only-small_light,P1,1788008088.0899732,True,0,0.0,,,79.98667567567571,1162.64,2520,,True
b10-r04-feedback_routing_only-small_light,D0,1788008140.5978284,True,0,0.0,,,23.462199999999974,345.739,1500,,True
b10-r04-feedback_routing_only-small_light,D1,1788008140.5978284,True,0,0.0033754700738525796,,55.94968320644786,64.15956000000001,981.359,1500,,True
b10-r04-feedback_routing_only-small_light,P0,1788008140.5978284,True,0,0.0,197.46531575219706,,83.14820270270269,1167.335,2520,,True
b10-r04-feedback_routing_only-small_light,P1,1788008140.5978284,True,0,0.0,,,80.14045945945945,1160.542,2520,,True
b10-r05-feedback_routing_only-small_light,D0,1788008205.9759862,True,0,0.0,,,23.58366666666668,347.014,1500,,True
b10-r05-feedback_routing_only-small_light,D1,1788008205.9759862,True,0,0.002816365366317801,,55.950495329318706,64.22025333333335,981.244,1500,,True
b10-r05-feedback_routing_only-small_light,P0,1788008205.9759862,True,0,0.0,203.687104745768,,82.55390540540542,1166.606,2520,,True
b10-r05-feedback_routing_only-small_light,P1,1788008205.9759862,True,0,0.0,,,80.17136486486491,1160.049,2520,,True
warm-11-feedback_dvfs_only-prefill_heavy,D0,1788008263.260465,True,0,0.04404784507309665,,58.08058599232315,61.37630120481928,1032.117,1500,,True
warm-11-feedback_dvfs_only-prefill_heavy,D1,1788008263.260465,True,0,0.0,,,23.420289156626527,382.413,1500,,True
warm-11-feedback_dvfs_only-prefill_heavy,P0,1788008263.260465,True,0,0.0,473.11687249020906,,92.04149397590368,1471.827,2520,,True
warm-11-feedback_dvfs_only-prefill_heavy,P1,1788008263.260465,True,0,0.0,,,80.0339397590362,1300.269,2520,,True
b11-r01-feedback_dvfs_only-prefill_heavy,D0,1788008332.435153,True,0,0.03752223839560084,,59.197944944326224,54.45749999999998,925.874,1125,,True
b11-r01-feedback_dvfs_only-prefill_heavy,D1,1788008332.435153,True,0,0.0,,,23.159369047619066,384.348,1500,,True
b11-r01-feedback_dvfs_only-prefill_heavy,P0,1788008332.435153,True,0,0.0,480.53711975808255,,93.3339285714286,1497.328,2520,,True
b11-r01-feedback_dvfs_only-prefill_heavy,P1,1788008332.435153,True,0,0.0,,,79.98670238095241,1312.933,2520,,True
b11-r02-feedback_dvfs_only-prefill_heavy,D0,1788008396.2437088,True,0,0.03752223839560084,,61.417238801484004,52.01689655172412,912.716,750,,True
b11-r02-feedback_dvfs_only-prefill_heavy,D1,1788008396.2437088,True,0,0.0,,,23.62812643678158,396.87,1500,,True
b11-r02-feedback_dvfs_only-prefill_heavy,P0,1788008396.2437088,True,0,0.0,490.9730687504634,,90.78505747126442,1536.073,2520,,True
b11-r02-feedback_dvfs_only-prefill_heavy,P1,1788008396.2437088,True,0,0.0,,,79.92713793103448,1369.456,2520,,True
b11-r03-feedback_dvfs_only-prefill_heavy,D0,1788008464.149004,True,0,0.03283195859615074,,61.418603614988065,52.35520689655171,918.763,750,,True
b11-r03-feedback_dvfs_only-prefill_heavy,D1,1788008464.149004,True,0,0.0,,,23.01290804597702,395.223,1500,,True
b11-r03-feedback_dvfs_only-prefill_heavy,P0,1788008464.149004,True,0,0.0,488.43498950009234,,90.55973563218397,1532.723,2520,,True
b11-r03-feedback_dvfs_only-prefill_heavy,P1,1788008464.149004,True,0,0.0,,,79.89962068965515,1376.277,2520,,True
