phase,freq_mhz,input_len,burst_size,preemptions,send_mono_s,status,error,ttft_ms,tpot_ms,tokens,latency_ms,rank,burst_energy_j,burst_duration_ms
decode,750,128,8,0.0,2505981.213637995,ok,,465.5899740755558,63.84186369786952,256,16745.332359801978,6,987.492,16748.264071997255
decode,750,128,8,0.0,2505981.21391374,ok,,465.5112926848233,63.84251782780184,256,16745.382036082447,7,987.492,16748.264071997255
decode,750,128,16,0.0,2505999.012015787,ok,,104.14647590368986,70.3338617495462,256,18039.341274183244,0,1077.186,18114.190455991775
decode,750,128,16,0.0,2505999.012396003,ok,,837.9276427440345,67.74101505494293,256,18111.924944911152,1,1077.186,18114.190455991775
decode,750,128,16,0.0,2505999.012628173,ok,,837.8100320696831,67.74097702776392,256,18111.788536887616,2,1077.186,18114.190455991775
decode,750,128,16,0.0,2505999.012822664,ok,,837.6611801795661,67.74115393340003,256,18111.68452212587,3,1077.186,18114.190455991775
decode,750,128,16,0.0,2505999.013013414,ok,,837.8468747250736,67.74060958448578,256,18111.726501956582,4,1077.186,18114.190455991775
decode,750,128,16,0.0,2505999.01318869,ok,,837.8416569903493,67.74320865196049,256,18112.385297194123,5,1077.186,18114.190455991775
decode,750,128,16,0.0,2505999.013366133,ok,,837.786850053817,67.7435690938842,256,18112.419603858143,6,1077.186,18114.190455991775
decode,750,128,16,0.0,2505999.013545882,ok,,836.6766148246825,67.74075080951054,256,18110.637612175196,7,1077.186,18114.190455991775
decode,750,128,16,0.0,2505999.01373409,ok,,837.3389770276845,67.7433214862557,256,18111.911660060287,8,1077.186,18114.190455991775
decode,750,128,16,0.0,2505999.014215893,ok,,836.7659449577332,67.74310274414864,256,18111.2850070931,9,1077.186,18114.190455991775
decode,750,128,16,0.0,2505999.014920189,ok,,835.979166906327,67.74269220072264,256,18110.405914951116,10,1077.186,18114.190455991775
decode,750,128,16,0.0,2505999.015176577,ok,,836.0154298134148,67.74367710721552,256,18110.677851829678,11,1077.186,18114.190455991775
decode,750,128,16,0.0,2505999.01540354,ok,,835.4119309224188,67.7405060634163,256,18109.265289269388,12,1077.186,18114.190455991775
decode,750,128,16,0.0,2505999.015609539,ok,,835.3333459235728,67.74292714419026,256,18109.80966873467,13,1077.186,18114.190455991775
decode,750,128,16,0.0,2505999.015804378,ok,,834.9600932560861,67.74039160387188,256,18108.787226025015,14,1077.186,18114.190455991775
decode,750,128,16,0.0,2505999.015997341,ok,,835.1146602071822,67.74344619217456,256,18109.72017608583,15,1077.186,18114.190455991775
decode,750,128,32,0.0,2506018.192520419,ok,,114.09604176878929,85.80866592991002,256,21995.36287598312,0,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.192929042,ok,,1573.4738120809197,80.43456218004519,256,22084.32632079348,1,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.193150081,ok,,1573.3518358319998,80.43494195330376,256,22084.289627615362,2,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.193326818,ok,,1573.216263204813,80.43510957310598,256,22084.196074400097,3,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.193493055,ok,,1573.088330682367,80.43526198495837,256,22084.10618873313,4,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.193662237,ok,,1573.8419159315526,80.43861755662981,256,22085.715856868774,5,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.19382376,ok,,1572.8188632056117,80.43539176749833,256,22083.873228169978,6,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.193982054,ok,,1572.705608792603,80.43552603134337,256,22083.79054721445,7,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.194146578,ok,,1573.3945476822555,80.43878494634056,256,22085.31046193093,8,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.194304342,ok,,1573.7643991596997,80.44023683440744,256,22086.048415862024,9,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.194471949,ok,,1573.635566048324,80.44035850348426,256,22085.95162909478,10,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.194928245,ok,,1572.731541004032,80.4392372933673,256,22084.761750884354,11,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.195122865,ok,,1572.6956790313125,80.43975450244605,256,22084.858153946698,12,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.195293273,ok,,1572.0866052433848,80.43427115269736,256,22082.854146137834,13,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.19544975,ok,,1571.9723431393504,80.4382197321484,256,22083.75782519579,14,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.195606736,ok,,1572.2893001511693,80.44008020786386,256,22084.534042980522,15,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.195764018,ok,,1572.2150667570531,80.44002761553024,256,22084.44514265284,16,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.196221768,ok,,1571.1160651408136,80.43415294960141,256,22081.84924395755,17,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.196481118,ok,,1571.378342807293,80.43989862004916,256,22083.576627075672,18,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.196688322,ok,,1570.4974392428994,80.43386390907507,256,22081.156879197806,19,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.196876887,ok,,1571.1492877453566,80.44013291341709,256,22083.4077806212,20,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.197068699,ok,,1570.5100656487048,80.43894704394773,256,22082.466921769083,21,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.197415891,ok,,1569.8278667405248,80.43391321256172,256,22080.501324962825,22,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.197894659,ok,,1569.8456661775708,80.43948592545063,256,22081.938080955297,23,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.198308679,ok,,1569.47162700817,80.4396125067975,256,22081.600159406662,24,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.198564502,ok,,1567.7421181462705,80.43426583137582,256,22078.55051383376,25,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.198772373,ok,,1568.6934338882565,80.43844549387109,256,22080.526104662567,26,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.19896031,ok,,1569.186223205179,80.44046252125911,256,22081.528393086046,27,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.199149903,ok,,1568.1422483175993,80.43401348495892,256,22078.84168997407,28,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.199311325,ok,,1567.146684974432,80.43476647204336,256,22078.04259331897,29,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.19958257,ok,,1568.1186616420746,80.43936588710137,256,22080.181195866317,30,1334.932,22088.47917895764
decode,750,128,32,0.0,2506018.199757308,ok,,1567.8630494512618,80.43909240696652,256,22079.85648838803,31,1334.932,22088.47917895764
decode,750,1024,1,0.0,2506041.352742216,ok,,395.4440769739449,59.29789340817461,256,15516.49461593479,0,930.91,15516.737692989409
decode,750,1024,8,0.0,2506057.920841929,ok,,409.24625378102064,83.62650547140078,256,21734.06814876944,0,1286.689,21931.600683834404
decode,750,1024,8,0.0,2506057.921317922,ok,,1576.5199242159724,79.32586217226059,256,21804.71727484837,1,1286.689,21931.600683834404
decode,750,1024,8,0.0,2506057.921889681,ok,,1576.044550165534,79.32846282663591,256,21804.83399797231,2,1286.689,21931.600683834404
decode,750,1024,8,0.0,2506057.922263252,ok,,1575.8074899204075,79.327054933517,256,21804.251282010227,3,1286.689,21931.600683834404
decode,750,1024,8,0.0,2506057.922551808,ok,,2746.3183598592877,75.00008827477109,256,21871.376130264252,4,1286.689,21931.600683834404
decode,750,1024,8,0.0,2506057.922825072,ok,,2746.131156105548,75.00012417999552,256,21871.216068975627,5,1286.689,21931.600683834404
decode,750,1024,8,0.0,2506057.923092813,ok,,2746.0206407122314,74.9985724504964,256,21870.71220576763,6,1286.689,21931.600683834404
decode,750,1024,8,0.0,2506057.923358247,ok,,3185.0082478486,73.50495565938307,256,21928.84235084057,7,1286.689,21931.600683834404
decode,750,1024,24,0.0,2506080.917931844,ok,,423.26942877843976,136.37115213764358,256,35197.969840839505,0,2140.117,35866.422241088
decode,750,1024,24,0.0,2506080.918279337,ok,,1590.4088355600834,132.20850265603147,256,35303.615702781826,1,2140.117,35866.422241088
decode,750,1024,24,0.0,2506080.918460948,ok,,1590.3106690384448,132.2099708166777,256,35303.886394016445,2,2140.117,35866.422241088
decode,750,1024,24,0.0,2506080.918618881,ok,,1589.9686790071428,132.20535731308308,256,35302.399694919586,3,2140.117,35866.422241088
decode,750,1024,24,0.0,2506080.918766058,ok,,2761.911008041352,128.00028341840587,256,35402.022876776755,4,2140.117,35866.422241088
decode,750,1024,24,0.0,2506080.918902938,ok,,2761.8211111985147,128.00309944386575,256,35402.64957305044,5,2140.117,35866.422241088
decode,750,1024,24,0.0,2506080.919047071,ok,,2761.3853658549488,127.99956026286179,256,35401.329702697694,6,2140.117,35866.422241088
decode,750,1024,24,0.0,2506080.919193224,ok,,3938.5361010208726,123.75077198752585,256,35495.05251413211,7,2140.117,35866.422241088
decode,750,1024,24,0.0,2506080.919338913,ok,,3938.509645871818,123.75102576014459,256,35495.06131792441,8,2140.117,35866.422241088
decode,750,1024,24,0.0,2506080.919943737,ok,,3938.3637392893434,123.7508642341138,256,35494.86988922581,9,2140.117,35866.422241088
decode,750,1024,24,0.0,2506080.920222604,ok,,5120.196805801243,119.44284130289566,256,35578.16089363769,10,2140.117,35866.422241088
decode,750,1024,24,0.0,2506080.92041531,ok,,5119.710080791265,119.44175358386893,256,35577.39533483982,11,2140.117,35866.422241088
decode,750,1024,24,0.0,2506080.920599149,ok,,5119.148347061127,119.44181336382148,256,35576.8801830709,12,2140.117,35866.422241088
decode,750,1024,24,0.0,2506080.920775689,ok,,6307.020741980523,115.09659465804111,256,35656.704786699265,13,2140.117,35866.422241088
decode,750,1024,24,0.0,2506080.920946851,ok,,6307.079634163529,115.0981465135427,256,35657.14345918968,14,2140.117,35866.422241088
decode,750,1024,24,0.0,2506080.92112301,ok,,6306.758070830256,115.09678603935183,256,35656.47171577439,15,2140.117,35866.422241088
decode,750,1024,24,0.0,2506080.921295841,ok,,7497.225293889642,110.71623599193259,256,35729.91876164451,16,2140.117,35866.422241088
decode,750,1024,24,0.0,2506080.921470106,ok,,7497.584303840995,110.71467635714832,256,35729.860374704,17,2140.117,35866.422241088
decode,750,1024,24,0.0,2506080.921634711,ok,,7497.7756682783365,110.71365083403447,256,35729.78469124064,18,2140.117,35866.422241088
decode,750,1024,24,0.0,2506080.922222091,ok,,8695.089326240122,106.28118696348632,256,35796.82084498927,19,2140.117,35866.422241088
decode,750,1024,24,0.0,2506080.922445279,ok,,8694.395899772644,106.28149838862466,256,35796.245062723756,20,2140.117,35866.422241088
decode,750,1024,24,0.0,2506080.922625926,ok,,8693.950206041336,106.2831748039553,256,35796.1988481693,21,2140.117,35866.422241088
decode,750,1024,24,0.0,2506080.922802289,ok,,9529.29352177307,103.26174359366883,256,35861.10717104748,22,2140.117,35866.422241088
decode,750,1024,24,0.0,2506080.922973511,ok,,9529.265325982124,103.2619665778589,256,35861.107668373734,23,2140.117,35866.422241088
decode,1275,128,1,0.0,2506119.825353505,ok,,78.4660279750824,56.25716625511939,256,14424.117564689368,0,936.862,14424.360079225153
decode,1275,128,2,0.0,2506135.297279802,ok,,80.6798879057169,58.87269099955173,256,15093.293705023825,0,952.807,15150.048521813005
decode,1275,128,2,0.0,2506135.297758679,ok,,158.01186207681894,58.78895049111224,256,15149.301019962877,1,952.807,15150.048521813005
decode,1275,128,4,0.0,2506151.493414355,ok,,99.39413983374834,59.764533533769495,256,15339.421965181828,0,974.758,15398.100275080651
decode,1275,128,4,0.0,2506151.49392969,ok,,99.02242198586464,59.764892587839974,256,15339.128041639924,1,974.758,15398.100275080651
decode,1275,128,4,0.0,2506151.494287231,ok,,223.65274606272578,59.502989093900894,256,15396.958995144814,2,974.758,15398.100275080651
decode,1275,128,4,0.0,2506151.494957394,ok,,223.25200401246548,59.50059088713982,256,15395.984353963286,3,974.758,15398.100275080651
decode,1275,128,8,0.0,2506167.933481333,ok,,91.91406797617674,61.51426563258557,256,15778.116106055677,0,1019.586,15840.626844204962
decode,1275,128,8,0.0,2506167.933955169,ok,,365.5133871361613,60.68006184719064,256,15839.00589728728,1,1019.586,15840.626844204962
decode,1275,128,8,0.0,2506167.934252541,ok,,365.65616773441434,60.67991873030277,256,15839.061360806227,2,1019.586,15840.626844204962
decode,1275,128,8,0.0,2506167.934498166,ok,,365.5576976016164,60.68123622852213,256,15839.304129593074,3,1019.586,15840.626844204962
decode,1275,128,8,0.0,2506167.93472682,ok,,365.2249230071902,60.680071847038526,256,15838.670203927904,4,1019.586,15840.626844204962
decode,1275,128,8,0.0,2506167.935346537,ok,,364.6487193182111,60.68106334766044,256,15838.359660003334,5,1019.586,15840.626844204962
decode,1275,128,8,0.0,2506167.935760995,ok,,364.1001991927624,60.67972245133098,256,15837.462916970253,6,1019.586,15840.626844204962
decode,1275,128,8,0.0,2506167.936131705,ok,,363.4429397061467,60.68041482757704,256,15836.988321971148,7,1019.586,15840.626844204962
decode,1275,128,16,0.0,2506184.838350104,ok,,102.6892988011241,65.02235993268151,256,16683.456473983824,0,1113.874,16754.25345590338
decode,1275,128,16,0.0,2506184.838804671,ok,,628.2392228022218,63.23192487562112,256,16752.417125739157,1,1113.874,16754.25345590338
decode,1275,128,16,0.0,2506184.839067873,ok,,628.154169768095,63.23283565614153,256,16752.560241147876,2,1113.874,16754.25345590338
decode,1275,128,16,0.0,2506184.839324328,ok,,628.1443168409169,63.233000399800495,256,16752.59345304221,3,1113.874,16754.25345590338
decode,1275,128,16,0.0,2506184.839531486,ok,,627.9921638779342,63.23317244064574,256,16752.494419924915,4,1113.874,16754.25345590338
decode,1275,128,16,0.0,2506184.839717886,ok,,627.8514210134745,63.23341046660846,256,16752.40185391158,5,1113.874,16754.25345590338
decode,1275,128,16,0.0,2506184.839872763,ok,,627.2171889431775,63.23216764402448,256,16751.452782191336,6,1113.874,16754.25345590338
decode,1275,128,16,0.0,2506184.840039518,ok,,626.8304237164557,63.23157299273446,256,16750.932493712753,7,1113.874,16754.25345590338
decode,1275,128,16,0.0,2506184.840207438,ok,,626.9278340041637,63.232384364613715,256,16751.217956189066,8,1113.874,16754.25345590338
decode,1275,128,16,0.0,2506184.840699993,ok,,626.285363920033,63.23171278790516,256,16750.409967731684,9,1113.874,16754.25345590338
decode,1275,128,16,0.0,2506184.841411084,ok,,625.8550849743187,63.2330557422749,256,16750.315547920763,10,1113.874,16754.25345590338
decode,1275,128,16,0.0,2506184.841728413,ok,,625.8847680874169,63.233598920644496,256,16750.48442184925,11,1113.874,16754.25345590338
decode,1275,128,16,0.0,2506184.841986046,ok,,625.3203619271517,63.23326518028682,256,16749.835822731256,12,1113.874,16754.25345590338
decode,1275,128,16,0.0,2506184.842237773,ok,,624.9378928914666,63.23262438470242,256,16749.290101230145,13,1113.874,16754.25345590338
decode,1275,128,16,0.0,2506184.84246249,ok,,623.9197882823646,63.22800131405101,256,16747.152687981725,14,1113.874,16754.25345590338
decode,1275,128,16,0.0,2506184.842690979,ok,,624.1085059009492,63.22725714166083,256,16747.112976852804,15,1113.874,16754.25345590338
decode,1275,128,32,0.0,2506202.670761627,ok,,111.46192392334342,77.21989216356009,256,19802.58152075112,0,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.671355048,ok,,1183.0838457681239,73.34083674986864,256,19885.024688672274,1,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.671683763,ok,,1182.621409650892,73.33996603265405,256,19884.35118785128,2,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.671950526,ok,,1182.133723050356,73.33880911636003,256,19883.558284956962,3,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.672210899,ok,,1180.965926963836,73.33868001861607,256,19882.383176591247,4,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.672457267,ok,,1180.8411250822246,73.33912211379,256,19882.34582077712,5,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.672695277,ok,,1180.653793271631,73.33927708586641,256,19882.19635700807,6,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.672939087,ok,,1181.5658253617585,73.34124262755115,256,19883.608002215624,7,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.673178059,ok,,1181.360763963312,73.34139903130777,256,19883.44273902476,8,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.673417829,ok,,1181.1549738049507,73.3432979651672,256,19883.731816895306,9,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.673663568,ok,,1180.9423468075693,73.34353955206917,256,19883.57140496373,10,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.67427944,ok,,1180.5512756109238,73.34385970972625,256,19883.258936926723,11,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.674492459,ok,,1179.8798320814967,73.34042131425996,256,19881.71614939347,12,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.674696168,ok,,1178.8616329431534,73.33989630215892,256,19880.56335411966,13,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.67488251,ok,,1179.1444439440966,73.33870830160438,256,19880.542476661503,14,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.675084152,ok,,1179.3215521611273,73.34062737577102,256,19881.209779996425,15,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.675274252,ok,,1178.1201772391796,73.33942094781236,256,19879.70182625577,16,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.675869355,ok,,1178.6021459847689,73.34104742051339,256,19880.60034904629,17,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.676244273,ok,,1177.2703039459884,73.33974263941248,256,19878.93274007365,18,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.676576651,ok,,1177.656527608633,73.33956829034814,256,19879.276990890503,19,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.676878049,ok,,1176.5870479866862,73.33959541922691,256,19878.213020972908,20,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.677189741,ok,,1177.4832559749484,73.34389326838301,256,19880.200459156185,21,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.677657324,ok,,1174.918265081942,73.33508240351198,256,19875.443693250418,22,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.677894652,ok,,1176.304945256561,73.33936648187684,256,19877.872907090932,23,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.678129243,ok,,1175.118438899517,73.33891747482852,256,19876.576607581228,24,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.678355505,ok,,1176.389823667705,73.34389990268677,256,19879.109498579055,25,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.678592342,ok,,1175.5347298458219,73.33896913401344,256,19876.999534200877,26,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.678819215,ok,,1174.7833881527185,73.3400486628799,256,19876.523551996797,27,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.679043704,ok,,1175.5957170389593,73.3437249400452,256,19878.270751796663,28,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.679261791,ok,,1175.006696023047,73.33976838774248,256,19876.676574815065,29,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.679625029,ok,,1174.7140386141837,73.34020567473536,256,19876.49658275768,30,1360.232,19887.444509658962
decode,1275,128,32,0.0,2506202.679855528,ok,,1174.30899431929,73.33916059567356,256,19875.825186260045,31,1360.232,19887.444509658962
decode,1275,1024,1,0.0,2506223.631993483,ok,,303.98533307015896,57.42931118892396,256,14948.539617005736,0,982.748,14948.83487187326
decode,1275,1024,8,0.0,2506239.635700372,ok,,315.0298078544438,73.9410518832943,256,19170.064034871757,0,1290.392,19353.694133926183
decode,1275,1024,8,0.0,2506239.63622515,ok,,1187.1422929689288,70.77137635765122,256,19233.93739387393,1,1290.392,19353.694133926183
decode,1275,1024,8,0.0,2506239.63680903,ok,,1186.2195180729032,70.77704160382935,256,19234.424836933613,2,1290.392,19353.694133926183
decode,1275,1024,8,0.0,2506239.637210139,ok,,1186.1012331210077,70.77425561443556,256,19233.613746706396,3,1290.392,19353.694133926183
decode,1275,1024,8,0.0,2506239.637551251,ok,,2063.119828235358,67.57570902689123,256,19295.028971973807,4,1290.392,19353.694133926183
decode,1275,1024,8,0.0,2506239.637876424,ok,,2062.842314131558,67.57891198035841,256,19295.53469410166,5,1290.392,19353.694133926183
decode,1275,1024,8,0.0,2506239.638208814,ok,,2062.598394230008,67.57628597940008,256,19294.623638968915,6,1290.392,19353.694133926183
decode,1275,1024,8,0.0,2506239.638536856,ok,,2398.070791736245,66.47972402108066,256,19350.52253305912,7,1290.392,19353.694133926183
decode,1275,1024,24,0.0,2506260.059517653,ok,,330.7545776478946,111.1049456868832,256,28662.573407869786,0,2073.322,29244.569210801274
decode,1275,1024,24,0.0,2506260.059985654,ok,,1196.1512952111661,108.04741027418012,256,28748.275483958423,1,2073.322,29244.569210801274
decode,1275,1024,24,0.0,2506260.060189701,ok,,1195.580076891929,108.04677970123058,256,28747.56131786853,2,2073.322,29244.569210801274
decode,1275,1024,24,0.0,2506260.06036024,ok,,1195.7196691073477,108.0488028443035,256,28748.193501960486,3,2073.322,29244.569210801274
decode,1275,1024,24,0.0,2506260.060518067,ok,,2070.4140602611005,104.95173196837891,256,28833.148316014558,4,2073.322,29244.569210801274
decode,1275,1024,24,0.0,2506260.06068349,ok,,2069.795200135559,104.94648273303812,256,28831.23245742172,5,2073.322,29244.569210801274
decode,1275,1024,24,0.0,2506260.06083949,ok,,2069.985373876989,104.94947589057334,256,28832.157026976347,6,2073.322,29244.569210801274
decode,1275,1024,24,0.0,2506260.06099095,ok,,2945.2106091193855,101.82873594812027,256,28911.572800017893,7,2073.322,29244.569210801274
decode,1275,1024,24,0.0,2506260.061175417,ok,,2945.2676796354353,101.82884710603484,256,28911.65487561375,8,2073.322,29244.569210801274
decode,1275,1024,24,0.0,2506260.061963396,ok,,2944.3170786835253,101.82778846801205,256,28910.46190308407,9,2073.322,29244.569210801274
decode,1275,1024,24,0.0,2506260.062297194,ok,,3830.6262539699674,98.63158334959664,256,28981.749488040805,10,2073.322,29244.569210801274
decode,1275,1024,24,0.0,2506260.062516555,ok,,3831.523115746677,98.63019488642321,256,28982.252524700016,11,2073.322,29244.569210801274
decode,1275,1024,24,0.0,2506260.062713585,ok,,3830.6004982441664,98.63076854460672,256,28981.48736404255,12,2073.322,29244.569210801274
decode,1275,1024,24,0.0,2506260.062899473,ok,,4721.055022906512,95.41708568257152,256,29052.448112983257,13,2073.322,29244.569210801274
decode,1275,1024,24,0.0,2506260.063094661,ok,,4721.101426053792,95.41676226528544,256,29052.404050715268,14,2073.322,29244.569210801274
decode,1275,1024,24,0.0,2506260.063317262,ok,,4720.314513891935,95.41700348148451,256,29051.71712907031,15,2073.322,29244.569210801274
decode,1275,1024,24,0.0,2506260.063516197,ok,,5616.239665076137,92.16343495702627,256,29117.947235237807,16,2073.322,29244.569210801274
decode,1275,1024,24,0.0,2506260.063702109,ok,,5616.865194402635,92.15942001445036,256,29117.57975630462,17,2073.322,29244.569210801274
decode,1275,1024,24,0.0,2506260.063893566,ok,,5615.921886172146,92.16355864762092,256,29117.658569011837,18,2073.322,29244.569210801274
decode,1275,1024,24,0.0,2506260.064210077,ok,,6513.86645110324,88.88201556880685,256,29178.829872980714,19,2073.322,29244.569210801274
decode,1275,1024,24,0.0,2506260.064435666,ok,,6513.837307225913,88.88171860290801,256,29178.70754096657,20,2073.322,29244.569210801274
decode,1275,1024,24,0.0,2506260.06461988,ok,,6513.080475851893,88.88281923992669,256,29178.269458003342,21,2073.322,29244.569210801274
decode,1275,1024,24,0.0,2506260.06480698,ok,,7167.878192849457,86.55189480084707,256,29238.676115870476,22,2073.322,29244.569210801274
decode,1275,1024,24,0.0,2506260.064988837,ok,,7168.208200018853,86.5511096904383,256,29238.782399799675,23,2073.322,29244.569210801274
