mono_s,power_w,sm_mhz,energy_mj
2505784.978,59.33,1050,56353669465
2505785.098,59.35,1050,56353675394
2505785.219,59.37,1050,56353687220
2505785.338,59.36,1050,56353693140
2505785.459,59.38,1050,56353699053
2505785.578,59.29,1050,56353704965
2505785.699,59.32,1050,56353710889
2505785.819,59.33,1050,56353722708
2505785.938,59.30,1050,56353728636
2505786.059,59.35,1050,56353734549
2505786.178,59.34,1050,56353740457
2505786.298,59.29,1050,56353746380
2505786.419,59.31,1050,56353758199
2505786.538,59.27,1050,56353764178
2505786.644,59.50,1050,56353767591
2505786.750,56.29,1050,56353769932
2505786.856,53.00,1050,56353772266
2505786.961,49.72,1050,56353774601
2505787.069,46.48,1050,56353776933
2505787.174,43.19,1050,56353779262
2505787.280,39.94,1050,56353781595
2505787.389,33.42,1050,56353783930
2505787.494,30.13,1050,56353786257
2505787.600,26.91,1050,56353788583
2505787.705,25.83,1050,56353791221
2505787.813,30.64,930,56353805684
2505787.921,36.34,1050,56353811787
2505788.040,38.44,1050,56353817727
2505788.160,41.71,1050,56353823685
2505788.279,44.99,1050,56353829624
2505788.398,48.29,1050,56353835565
2505788.517,54.89,1050,56353847466
2505788.637,58.18,1050,56353853396
2505788.756,61.45,1050,56353859361
2505788.877,62.32,1050,56353865300
2505788.997,60.79,1050,56353871252
2505789.117,59.59,1050,56353883145
2505789.236,59.61,1050,56353889094
2505789.357,59.62,1050,56353895051
2505789.477,59.61,1050,56353901004
2505789.597,59.58,1050,56353906939
2505789.717,59.59,1050,56353918834
2505789.837,59.62,1050,56353924777
2505789.957,59.58,1050,56353930741
2505790.077,59.58,1050,56353936695
2505790.197,59.58,1050,56353942647
2505790.317,59.56,1050,56353954542
2505790.436,59.57,1050,56353960486
2505790.556,59.53,1050,56353966438
2505790.677,59.56,1050,56353972394
2505790.797,59.54,1050,56353978326
2505790.916,59.53,1050,56353990225
2505791.036,59.56,1050,56353996168
2505791.155,59.55,1050,56354002113
2505791.276,59.57,1050,56354008073
2505791.397,59.56,1050,56354014020
2505791.516,59.55,1050,56354025917
2505791.637,59.55,1050,56354031867
2505791.757,59.61,1050,56354037830
2505791.876,59.56,1050,56354043797
2505791.997,59.56,1050,56354049752
2505792.117,59.54,1050,56354061665
2505792.236,59.56,1050,56354067614
2505792.356,59.61,1050,56354073574
2505792.476,59.59,1050,56354079538
2505792.596,59.61,1050,56354085488
2505792.716,59.60,1050,56354097403
2505792.836,59.61,1050,56354103354
2505792.956,59.66,1050,56354109318
2505793.076,59.61,1050,56354115277
2505793.195,59.66,1050,56354121227
2505793.316,59.63,1050,56354133132
2505793.436,59.64,1050,56354139085
2505793.556,59.68,1050,56354145044
2505793.676,59.62,1050,56354151008
2505793.795,59.66,1050,56354156960
2505793.916,59.64,1050,56354168876
2505794.036,59.64,1050,56354174828
2505794.156,59.67,1050,56354180787
2505794.275,59.62,1050,56354186744
2505794.396,59.63,1050,56354192700
2505794.515,59.63,1050,56354204611
2505794.635,59.64,1050,56354210569
2505794.755,59.69,1050,56354216525
2505794.876,59.62,1050,56354222493
2505794.996,59.64,1050,56354228454
2505795.116,59.65,1050,56354240375
2505795.235,59.67,1050,56354246325
2505795.355,59.71,1050,56354252295
2505795.475,59.66,1050,56354258258
2505795.595,59.66,1050,56354264204
2505795.715,59.67,1050,56354276087
2505795.834,59.66,1050,56354282019
2505795.955,59.61,1050,56354287971
2505796.075,59.59,1050,56354293912
2505796.194,59.56,1050,56354299842
2505796.313,59.55,1050,56354311733
2505796.435,59.55,1050,56354317668
2505796.554,59.52,1050,56354323626
2505796.675,59.53,1050,56354329578
2505796.795,59.51,1050,56354335528
2505796.914,59.54,1050,56354347420
2505797.035,59.55,1050,56354353369
2505797.155,59.55,1050,56354359329
2505797.274,59.56,1050,56354365275
2505797.394,59.46,1050,56354371234
2505797.514,59.50,1050,56354383111
2505797.635,59.54,1050,56354389049
2505797.753,59.48,1050,56354394998
2505797.874,59.47,1050,56354400932
2505797.993,59.44,1050,56354406880
2505798.114,59.47,1050,56354418753
2505798.234,59.50,1050,56354424701
2505798.354,59.48,1050,56354430654
2505798.474,59.50,1050,56354436596
2505798.592,59.53,1050,56354442552
2505798.714,59.58,1050,56354454437
2505798.833,59.61,1050,56354460400
2505798.954,59.61,1050,56354466350
2505799.074,59.60,1050,56354472294
2505799.194,59.59,1050,56354478257
2505799.312,59.59,1050,56354490135
2505799.433,59.57,1050,56354496082
2505799.554,59.56,1050,56354502017
2505799.674,59.56,1050,56354507966
2505799.793,59.52,1050,56354513916
2505799.912,59.49,1050,56354525787
2505800.031,59.51,1050,56354531735
2505800.154,59.54,1050,56354537683
2505800.274,59.56,1050,56354543636
2505800.393,59.55,1050,56354549576
2505800.513,59.55,1050,56354561481
2505800.632,59.61,1050,56354567425
2505800.753,59.61,1050,56354573374
2505800.872,59.61,1050,56354579342
2505800.994,59.59,1050,56354585302
2505801.114,59.61,1050,56354597205
2505801.233,59.62,1050,56354603150
2505801.352,59.57,1050,56354609107
2505801.473,59.56,1050,56354615062
2505801.592,59.55,1050,56354620994
2505801.713,59.55,1050,56354632889
2505801.833,59.59,1050,56354638832
2505801.952,59.56,1050,56354644786
2505802.073,59.57,1050,56354650744
2505802.193,59.59,1050,56354656694
2505802.313,59.63,1050,56354668603
2505802.433,59.64,1050,56354674549
2505802.553,59.68,1050,56354680516
2505802.673,59.69,1050,56354686479
2505802.793,59.65,1050,56354692438
2505802.913,59.68,1050,56354704338
2505803.032,59.69,1050,56354710296
2505803.153,59.67,1050,56354716253
2505803.272,57.19,1050,56354721723
2505803.378,53.85,1050,56354724146
2505803.485,50.56,1050,56354726482
2505803.590,47.31,1050,56354728817
2505803.696,44.00,1050,56354731149
2505803.804,40.72,1050,56354733471
2505803.909,37.48,1050,56354738119
2505804.015,31.62,1050,56354740442
2505804.123,30.86,1050,56354742767
2505804.229,27.60,1050,56354745087
2505804.334,27.60,1050,56354748976
2505804.446,26.36,1050,56354756088
2505804.553,30.79,1020,56354763409
2505804.660,35.36,1035,56354770749
2505804.778,42.92,1050,56354776871
2505804.896,46.28,1050,56354782900
2505805.015,49.61,1050,56354794964
2505805.133,53.00,1050,56354800991
2505805.252,56.34,1050,56354807029
2505805.372,59.71,1050,56354813068
2505805.491,63.56,1050,56354819107
2505805.612,62.53,1050,56354831192
2505805.732,61.33,1050,56354837228
2505805.851,60.48,1050,56354843275
2505805.971,60.47,1050,56354849321
2505806.091,60.45,1050,56354855362
2505806.211,60.46,1050,56354867418
2505806.331,60.47,1050,56354873463
2505806.452,60.47,1050,56354879506
2505806.572,60.47,1050,56354885540
2505806.692,60.49,1050,56354891598
2505806.811,60.53,1050,56354903672
2505806.929,60.53,1050,56354909723
2505807.050,60.53,1050,56354915760
2505807.169,60.54,1050,56354921813
2505807.291,60.55,1050,56354927858
2505807.411,60.59,1050,56354939943
2505807.529,60.61,1050,56354945981
2505807.650,60.58,1050,56354952019
2505807.769,60.59,1050,56354958074
2505807.890,60.56,1050,56354964129
2505808.010,60.59,1050,56354976241
2505808.129,60.59,1050,56354982295
2505808.250,60.60,1050,56354988347
2505808.369,60.59,1050,56354994404
2505808.491,60.56,1050,56355000453
2505808.611,60.61,1050,56355012546
2505808.730,60.61,1050,56355018591
2505808.850,60.61,1050,56355024652
2505808.969,60.61,1050,56355030711
2505809.089,60.59,1050,56355036773
2505809.210,60.63,1050,56355048880
2505809.330,60.63,1050,56355054936
2505809.450,60.63,1050,56355060995
2505809.571,60.61,1050,56355067035
2505809.691,60.59,1050,56355073100
2505809.811,60.62,1050,56355085193
2505809.930,60.64,1050,56355091255
2505810.051,60.62,1050,56355097319
2505810.170,60.66,1050,56355103386
2505810.290,60.62,1050,56355109463
2505810.409,60.66,1050,56355121567
2505810.530,60.67,1050,56355127616
2505810.649,60.67,1050,56355133665
2505810.770,60.67,1050,56355139720
2505810.888,60.63,1050,56355145776
2505811.008,60.65,1050,56355157894
2505811.130,60.67,1050,56355163955
2505811.249,60.65,1050,56355170016
2505811.370,60.64,1050,56355176090
2505811.490,60.63,1050,56355182146
2505811.610,60.67,1050,56355194273
2505811.729,60.69,1050,56355200324
2505811.849,60.69,1050,56355206399
2505811.969,60.71,1050,56355212465
2505812.088,60.70,1050,56355218526
2505812.208,60.69,1050,56355230667
2505812.328,60.71,1050,56355236733
2505812.450,60.71,1050,56355242803
2505812.568,60.70,1050,56355248841
2505812.689,60.70,1050,56355254886
2505812.808,60.70,1050,56355266968
2505812.927,60.66,1050,56355273015
2505813.047,60.64,1050,56355279046
2505813.167,60.63,1050,56355285085
2505813.288,60.63,1050,56355291124
2505813.408,60.57,1050,56355303220
2505813.526,60.59,1050,56355309261
2505813.649,60.55,1050,56355315323
2505813.768,60.51,1050,56355321376
2505813.888,60.53,1050,56355327420
2505814.009,60.47,1050,56355339515
2505814.128,60.56,1050,56355345566
2505814.249,60.52,1050,56355351613
2505814.368,60.57,1050,56355357657
2505814.489,60.55,1050,56355363715
2505814.609,60.56,1050,56355375824
2505814.728,60.53,1050,56355381881
2505814.848,60.57,1050,56355387919
2505814.967,60.58,1050,56355393964
2505815.087,60.56,1050,56355400015
2505815.208,60.56,1050,56355412133
2505815.328,60.65,1050,56355418181
2505815.447,60.64,1050,56355424237
2505815.568,60.66,1050,56355430294
2505815.688,60.61,1050,56355436341
2505815.808,60.71,1050,56355448464
2505815.928,60.69,1050,56355454514
2505816.048,60.67,1050,56355460574
2505816.166,60.62,1050,56355466616
2505816.288,60.64,1050,56355472684
2505816.408,60.65,1050,56355484799
2505816.528,60.57,1050,56355490853
2505816.648,60.61,1050,56355496892
2505816.767,60.65,1050,56355502956
2505816.888,60.61,1050,56355509020
2505817.008,60.62,1050,56355521146
2505817.127,60.69,1050,56355527192
2505817.248,60.68,1050,56355533264
2505817.367,60.71,1050,56355539324
2505817.487,60.64,1050,56355545390
2505817.607,60.76,1050,56355557506
2505817.727,60.74,1050,56355563567
2505817.848,60.72,1050,56355569636
2505817.968,60.71,1050,56355575704
2505818.087,60.69,1050,56355581788
2505818.208,60.70,1050,56355593887
2505818.326,60.68,1050,56355599937
2505818.447,60.70,1050,56355606001
2505818.568,60.68,1050,56355612072
2505818.687,60.70,1050,56355618145
2505818.807,60.70,1050,56355630283
2505818.927,60.74,1050,56355636346
2505819.047,60.70,1050,56355642420
2505819.167,60.76,1050,56355648492
2505819.287,60.74,1050,56355654552
2505819.406,60.76,1050,56355666667
2505819.527,60.73,1050,56355672736
2505819.649,60.77,1050,56355678809
2505819.768,60.76,1050,56355684875
2505819.887,60.68,1050,56355690950
2505820.007,60.72,1050,56355703074
2505820.126,60.76,1050,56355709146
2505820.246,60.76,1050,56355715225
2505820.367,60.73,1050,56355721310
2505820.473,60.79,1050,56355724741
2505820.579,57.39,1050,56355727089
2505820.685,54.02,1050,56355729431
2505820.791,47.25,1050,56355731771
2505820.898,43.94,1050,56355734102
2505821.004,40.57,1050,56355738771
2505821.110,34.80,1050,56355741097
2505821.218,33.77,1050,56355743426
2505821.323,30.34,1050,56355745757
2505821.429,26.98,1050,56355748090
2505821.546,23.99,1050,56355753988
2505821.653,27.63,1050,56355761169
2505821.761,32.05,1050,56355768376
2505821.868,36.45,1050,56355775611
2505821.980,40.83,1050,56355782848
2505822.087,45.25,1050,56355790088
2505822.205,49.60,1050,56355802535
2505822.324,56.51,1050,56355808658
2505822.445,59.98,1050,56355814792
2505822.565,63.38,1050,56355820931
2505822.685,67.03,1050,56355827042
2505822.805,66.20,1050,56355839322
2505822.925,63.35,1050,56355845452
2505823.046,62.38,1050,56355851588
2505823.165,61.43,1050,56355857713
2505823.285,61.40,1050,56355863859
2505823.405,61.45,1050,56355876115
2505823.525,61.47,1050,56355882252
2505823.645,61.48,1050,56355888398
2505823.764,61.51,1050,56355894536
2505823.884,61.42,1050,56355900688
2505824.005,61.47,1050,56355912960
2505824.124,61.49,1050,56355919115
2505824.244,61.53,1050,56355925267
2505824.365,61.50,1050,56355931411
2505824.483,61.50,1050,56355937563
2505824.604,61.48,1050,56355949864
2505824.723,61.53,1050,56355955998
2505824.845,61.54,1050,56355962169
2505824.964,61.62,1050,56355968325
2505825.084,61.56,1050,56355974482
2505825.205,61.63,1050,56355986785
2505825.324,61.58,1050,56355992942
2505825.443,61.58,1050,56355999089
2505825.563,61.62,1050,56356005238
2505825.683,61.67,1050,56356011400
2505825.803,61.64,1050,56356023715
2505825.923,61.66,1050,56356029877
2505826.043,61.62,1050,56356036052
2505826.164,61.65,1050,56356042191
2505826.282,61.63,1050,56356048368
2505826.404,61.73,1050,56356060691
2505826.522,61.70,1050,56356066842
2505826.643,61.74,1050,56356073009
2505826.765,61.69,1050,56356079185
2505826.883,61.71,1050,56356085347
2505827.003,61.75,1050,56356097690
2505827.123,61.76,1050,56356103859
2505827.244,61.72,1050,56356110030
2505827.364,61.76,1050,56356116197
2505827.484,61.71,1050,56356122365
2505827.601,61.74,1050,56356134684
2505827.718,61.75,1050,56356140850
2505827.835,61.78,1050,56356147020
2505827.951,61.75,1050,56356153181
2505828.069,61.79,1050,56356159349
2505828.186,61.73,1050,56356165519
2505828.303,61.82,1050,56356177855
2505828.424,61.83,1050,56356184022
2505828.543,61.88,1050,56356190210
2505828.663,61.85,1050,56356196387
2505828.783,61.86,1050,56356202560
2505828.903,61.81,1050,56356214911
2505829.022,61.86,1050,56356221100
2505829.143,61.87,1050,56356227278
2505829.263,61.90,1050,56356233461
2505829.383,61.89,1050,56356239643
2505829.503,61.89,1050,56356252019
2505829.622,61.91,1050,56356258197
2505829.743,61.90,1050,56356264398
2505829.863,61.92,1050,56356270579
2505829.983,61.90,1050,56356276767
2505830.103,61.97,1050,56356289141
2505830.222,61.95,1050,56356295314
2505830.342,61.83,1050,56356301476
2505830.461,61.77,1050,56356307615
2505830.576,61.71,1050,56356313767
2505830.692,61.67,1050,56356319917
2505830.809,61.67,1050,56356332207
2505830.925,61.65,1050,56356338345
2505831.042,61.58,1050,56356344504
2505831.163,61.50,1050,56356350652
2505831.282,61.51,1050,56356356810
2505831.401,61.52,1050,56356369117
2505831.522,61.61,1050,56356375269
2505831.641,61.64,1050,56356381438
2505831.762,61.65,1050,56356387600
2505831.881,61.65,1050,56356393770
2505832.002,61.68,1050,56356406085
2505832.121,61.67,1050,56356412243
2505832.242,61.70,1050,56356418411
2505832.361,61.64,1050,56356424573
2505832.481,61.60,1050,56356430731
2505832.602,61.66,1050,56356443060
2505832.721,61.65,1050,56356449237
2505832.842,61.69,1050,56356455401
2505832.962,61.72,1050,56356461578
2505833.081,61.67,1050,56356467748
2505833.202,61.78,1050,56356480105
2505833.321,61.77,1050,56356486280
2505833.442,61.85,1050,56356492452
2505833.561,61.86,1050,56356498632
2505833.681,61.86,1050,56356504824
2505833.800,61.90,1050,56356517179
2505833.915,61.89,1050,56356523362
2505834.031,61.90,1050,56356529535
2505834.149,61.90,1050,56356535710
2505834.265,61.87,1050,56356541898
2505834.382,61.81,1050,56356548075
2505834.501,61.84,1050,56356560426
2505834.620,61.84,1050,56356566629
2505834.741,61.87,1050,56356572805
2505834.860,61.82,1050,56356579002
2505834.980,61.84,1050,56356585178
2505835.101,61.93,1050,56356597550
2505835.220,61.93,1050,56356603743
2505835.340,62.00,1050,56356609932
2505835.459,61.98,1050,56356616123
2505835.579,62.04,1050,56356622316
2505835.694,61.99,1050,56356634708
2505835.810,62.07,1050,56356640895
2505835.926,62.04,1050,56356647092
2505836.043,62.04,1050,56356653289
2505836.160,62.03,1050,56356659490
2505836.281,61.99,1050,56356665682
2505836.400,61.97,1050,56356678063
2505836.519,61.97,1050,56356684267
2505836.639,61.97,1050,56356690451
2505836.759,61.97,1050,56356696653
2505836.879,61.98,1050,56356702844
2505836.994,61.97,1050,56356715247
2505837.111,62.05,1050,56356721444
2505837.228,62.05,1050,56356727638
2505837.344,62.10,1050,56356733847
2505837.461,62.06,1050,56356740041
2505837.579,62.14,1050,56356746249
2505837.698,62.16,1050,56356758660
2505837.818,62.22,1050,56356764860
2505837.934,62.23,1050,56356771056
2505838.050,62.21,1050,56356777265
2505838.165,62.21,1050,56356783473
2505838.283,62.20,1050,56356789679
2505838.399,62.23,1050,56356802098
2505838.518,62.23,1050,56356808297
2505838.628,58.67,1050,56356811110
2505838.734,55.12,1050,56356813465
2505838.839,51.58,1050,56356815815
2505838.945,48.08,1050,56356818162
2505839.052,44.56,1050,56356820506
2505839.158,41.05,1050,56356822847
2505839.264,37.55,1050,56356825188
2505839.372,34.03,1050,56356827528
2505839.478,30.51,1050,56356829866
2505839.585,26.99,1050,56356832207
2505839.691,24.47,1050,56356834556
2505839.798,27.79,1050,56356847391
2505839.905,32.10,1050,56356854506
2505840.014,36.47,1050,56356861632
2505840.121,40.81,1050,56356868791
2505840.229,49.59,1050,56356875962
2505840.336,53.97,1050,56356883100
2505840.444,58.43,1050,56356890296
2505840.554,62.85,1050,56356897500
2505840.668,67.25,1050,56356904669
2505840.776,71.66,1050,56356911866
2505840.892,71.09,1050,56356918634
2505841.007,70.26,1050,56356931198
2505841.122,69.63,1050,56356937493
2505841.238,68.89,1050,56356943787
2505841.356,67.23,1050,56356950086
2505841.471,66.41,1050,56356956382
2505841.587,65.56,1050,56356962669
2505841.701,64.79,1050,56356975276
2505841.818,63.93,1050,56356981569
2505841.938,63.06,1050,56356987869
2505842.057,62.96,1050,56356994175
2505842.172,62.96,1050,56357000484
2505842.287,62.97,1050,56357006800
2505842.402,63.07,1050,56357019406
2505842.517,63.10,1050,56357025714
2505842.637,63.10,1050,56357032026
2505842.751,63.09,1050,56357038336
2505842.866,63.04,1050,56357044623
2505842.981,63.13,1050,56357050928
2505843.097,63.22,1050,56357063564
2505843.212,63.25,1050,56357069884
2505843.327,63.24,1050,56357076201
2505843.441,63.22,1050,56357082515
2505843.557,63.18,1050,56357088828
2505843.672,63.20,1050,56357095149
2505843.787,63.27,1050,56357101476
2505843.902,63.36,1050,56357114121
2505844.017,63.37,1050,56357120445
2505844.136,63.39,1050,56357126782
2505844.251,63.34,1050,56357133106
2505844.366,63.31,1050,56357139428
2505844.480,63.29,1050,56357145743
2505844.596,63.32,1050,56357158406
2505844.711,63.34,1050,56357164720
2505844.826,63.37,1050,56357171048
2505844.941,63.34,1050,56357177390
2505845.057,63.31,1050,56357183728
2505845.175,63.35,1050,56357190063
2505845.290,63.34,1050,56357196400
2505845.404,63.40,1050,56357209057
2505845.518,63.42,1050,56357215390
2505845.635,63.46,1050,56357221723
2505845.751,63.45,1050,56357228071
2505845.866,63.46,1050,56357234411
2505845.980,63.46,1050,56357240762
2505846.096,63.51,1050,56357253457
2505846.216,63.53,1050,56357259809
2505846.331,63.56,1050,56357266154
2505846.446,63.54,1050,56357272510
2505846.561,63.56,1050,56357278860
2505846.676,63.59,1050,56357285211
2505846.795,63.59,1050,56357297911
2505846.910,63.63,1050,56357304263
2505847.025,63.64,1050,56357310614
2505847.140,63.63,1050,56357316973
2505847.256,63.62,1050,56357323320
2505847.375,63.62,1050,56357329665
2505847.490,63.65,1050,56357336021
2505847.605,63.68,1050,56357348737
2505847.720,63.70,1050,56357355097
2505847.835,63.68,1050,56357361463
2505847.950,63.68,1050,56357367833
2505848.065,63.65,1050,56357374181
2505848.180,63.64,1050,56357380529
2505848.296,63.67,1050,56357393243
2505848.415,63.68,1050,56357399604
2505848.530,63.66,1050,56357405981
2505848.644,63.63,1050,56357412332
2505848.759,63.62,1050,56357418708
2505848.876,63.63,1050,56357425083
2505848.990,63.63,1050,56357437825
2505849.106,63.66,1050,56357444183
2505849.221,63.63,1050,56357450530
2505849.336,63.65,1050,56357456886
2505849.455,63.61,1050,56357463241
2505849.570,63.62,1050,56357469604
2505849.685,63.64,1050,56357475962
2505849.801,63.64,1050,56357488659
2505849.916,63.64,1050,56357495022
2505850.034,63.70,1050,56357501376
2505850.149,63.68,1050,56357507735
2505850.262,63.64,1050,56357514075
2505850.377,63.54,1050,56357520359
2505850.495,63.49,1050,56357532964
2505850.609,63.48,1050,56357539263
2505850.723,63.41,1050,56357545567
2505850.837,63.33,1050,56357551876
2505850.955,63.26,1050,56357558180
2505851.074,63.08,1050,56357564497
2505851.189,63.10,1050,56357570819
2505851.303,63.11,1050,56357583439
2505851.418,63.11,1050,56357589744
2505851.533,63.19,1050,56357596066
2505851.647,63.21,1050,56357602389
2505851.761,63.18,1050,56357608704
2505851.875,63.21,1050,56357615023
2505851.994,63.27,1050,56357627659
2505852.109,63.29,1050,56357633970
2505852.223,63.34,1050,56357640300
2505852.338,63.34,1050,56357646623
2505852.453,63.24,1050,56357652950
2505852.567,63.25,1050,56357659260
2505852.681,63.21,1050,56357665582
2505852.796,63.28,1050,56357678239
2505852.913,63.33,1050,56357684572
2505853.027,63.39,1050,56357690898
2505853.142,63.36,1050,56357697230
2505853.256,63.41,1050,56357703562
2505853.372,63.43,1050,56357709890
2505853.486,63.44,1050,56357716215
2505853.600,63.53,1050,56357728886
2505853.715,63.51,1050,56357735219
2505853.832,63.53,1050,56357741568
2505853.947,63.52,1050,56357747908
2505854.062,63.52,1050,56357754253
2505854.176,63.47,1050,56357760580
2505854.294,63.51,1050,56357773258
2505854.413,63.47,1050,56357779601
2505854.527,63.55,1050,56357785966
2505854.642,63.54,1050,56357792325
2505854.757,63.50,1050,56357798675
2505854.874,63.49,1050,56357805030
2505854.994,63.55,1050,56357817719
2505855.113,63.53,1050,56357824064
2505855.227,63.55,1050,56357830426
2505855.341,63.55,1050,56357836773
2505855.455,63.54,1050,56357843120
2505855.574,63.56,1050,56357849465
2505855.693,63.57,1050,56357862168
2505855.813,63.58,1050,56357868524
2505855.927,63.64,1050,56357874886
2505856.041,63.64,1050,56357881231
2505856.155,63.58,1050,56357887599
2505856.273,63.65,1050,56357893950
2505856.393,63.68,1050,56357906674
2505856.513,63.72,1050,56357913029
2505856.627,63.78,1050,56357919399
2505856.742,63.70,1050,56357925765
2505856.856,63.70,1050,56357932127
2505856.971,63.73,1050,56357938502
2505857.086,63.74,1050,56357944886
2505857.201,63.78,1050,56357957610
2505857.314,63.77,1050,56357963969
2505857.432,63.67,1050,56357970306
2505857.546,63.73,1050,56357976689
2505857.662,63.71,1050,56357983066
2505857.775,63.69,1050,56357989430
2505857.892,63.72,1050,56358002164
2505858.006,63.78,1050,56358008539
2505858.120,63.74,1050,56358014903
2505858.234,63.61,1050,56358021266
2505858.353,63.61,1050,56358027634
2505858.471,63.62,1050,56358034009
2505858.585,63.64,1050,56358040380
2505858.699,63.66,1050,56358053118
2505858.813,63.71,1050,56358059485
2505858.927,63.67,1050,56358065859
2505859.041,63.70,1050,56358072236
2505859.156,63.68,1050,56358078611
2505859.271,63.72,1050,56358084965
2505859.385,63.77,1050,56358091341
2505859.500,63.83,1050,56358104089
2505859.614,63.76,1050,56358110455
2505859.732,63.79,1050,56358116830
2505859.846,63.75,1050,56358123205
2505859.961,63.79,1050,56358129583
2505860.070,60.55,1050,56358135097
2505860.175,56.89,1050,56358137508
2505860.281,53.28,1050,56358139867
2505860.401,48.15,1050,56358144595
2505860.506,46.07,1050,56358146940
2505860.611,42.35,1050,56358149286
2505860.717,38.74,1050,56358151633
2505860.825,35.09,1050,56358153978
2505860.931,31.41,1050,56358156322
2505861.036,27.75,1050,56358158666
2505861.141,27.08,1035,56358162194
2505861.249,31.65,990,56358169610
2505861.357,36.20,1005,56358176938
2505861.469,39.72,1050,56358183823
2505861.580,43.09,1050,56358189956
2505861.691,46.55,1050,56358202246
2505861.803,50.01,1050,56358208388
2505861.913,53.48,1050,56358214532
2505862.030,56.95,1050,56358220686
2505862.141,60.34,1050,56358226834
2505862.251,63.87,1050,56358232989
2505862.362,62.73,1050,56358239124
2505862.473,61.56,1050,56358245263
2505862.590,61.55,1050,56358257563
2505862.701,61.56,1050,56358263692
2505862.811,61.51,1050,56358269847
2505862.922,61.51,1050,56358275994
2505863.032,61.52,1050,56358282123
2505863.143,61.51,1050,56358288264
2505863.253,61.55,1050,56358294421
2505863.367,61.54,1050,56358300563
2505863.478,61.54,1050,56358306711
2505863.589,61.58,1050,56358319013
2505863.700,61.56,1050,56358325148
2505863.810,61.53,1050,56358331296
2505863.922,61.54,1050,56358337440
2505864.033,61.54,1050,56358343584
2505864.149,61.53,1050,56358349731
2505864.259,61.52,1050,56358355869
2505864.369,61.51,1050,56358362016
2505864.480,61.52,1050,56358368164
2505864.591,61.54,1050,56358380444
2505864.702,61.51,1050,56358386590
2505864.814,61.52,1050,56358392735
2505864.927,61.54,1050,56358398889
2505865.038,61.55,1050,56358405058
2505865.149,61.55,1050,56358411201
2505865.260,61.56,1050,56358417344
2505865.370,61.56,1050,56358423486
2505865.481,61.57,1050,56358429642
2505865.592,61.60,1050,56358441931
2505865.706,61.56,1050,56358448075
2505865.817,61.57,1050,56358454226
2505865.928,61.56,1050,56358460368
2505866.039,61.55,1050,56358466508
2505866.149,61.53,1050,56358472668
2505866.259,61.55,1050,56358478829
2505866.370,61.55,1050,56358484963
2505866.480,61.59,1050,56358491109
2505866.592,61.60,1050,56358503408
2505866.706,61.58,1050,56358509559
2505866.817,61.58,1050,56358515708
2505866.928,61.60,1050,56358521845
2505867.039,61.60,1050,56358527992
2505867.149,61.60,1050,56358534131
2505867.260,61.59,1050,56358540294
2505867.371,61.60,1050,56358546448
2505867.481,61.61,1050,56358552581
2505867.592,61.63,1050,56358564882
2505867.706,61.61,1050,56358571033
2505867.817,61.62,1050,56358577183
2505867.927,61.60,1050,56358583336
2505868.038,61.60,1050,56358589497
2505868.148,61.60,1050,56358595636
2505868.259,61.61,1050,56358601784
2505868.369,61.62,1050,56358607944
2505868.480,61.60,1050,56358614095
2505868.590,61.63,1050,56358626378
2505868.701,61.60,1050,56358632528
2505868.812,61.58,1050,56358638683
2505868.926,61.56,1050,56358644828
2505869.037,61.59,1050,56358650982
2505869.148,61.60,1050,56358657135
2505869.259,61.58,1050,56358663275
2505869.370,61.57,1050,56358669411
2505869.481,61.55,1050,56358675568
2505869.591,61.56,1050,56358687845
2505869.705,61.50,1050,56358693989
2505869.816,61.51,1050,56358700127
2505869.927,61.50,1050,56358706255
2505870.039,61.50,1050,56358712402
2505870.149,61.48,1050,56358718550
2505870.260,61.49,1050,56358724694
2505870.372,61.49,1050,56358730843
2505870.485,61.50,1050,56358743137
2505870.596,61.52,1050,56358749282
2505870.707,61.53,1050,56358755423
2505870.817,61.50,1050,56358761583
2505870.928,61.56,1050,56358767732
2505871.039,61.56,1050,56358773865
2505871.150,61.53,1050,56358780000
2505871.265,61.53,1050,56358786153
2505871.376,61.52,1050,56358792292
2505871.487,61.52,1050,56358804572
2505871.598,61.52,1050,56358810717
2505871.709,61.50,1050,56358816853
2505871.820,61.50,1050,56358823001
2505871.931,61.51,1050,56358829158
2505872.047,61.52,1050,56358835309
2505872.158,61.53,1050,56358841455
2505872.270,61.53,1050,56358847601
2505872.381,61.57,1050,56358853751
2505872.492,61.59,1050,56358866029
2505872.604,61.56,1050,56358872183
2505872.715,61.55,1050,56358878333
2505872.826,61.55,1050,56358884460
2505872.937,61.55,1050,56358890603
2505873.047,61.55,1050,56358896753
2505873.159,61.55,1050,56358902906
2505873.269,61.56,1050,56358909064
2505873.385,61.61,1050,56358921365
2505873.495,61.61,1050,56358927489
2505873.605,61.60,1050,56358933624
2505873.716,61.59,1050,56358939777
2505873.828,61.58,1050,56358945922
2505873.939,61.56,1050,56358952070
2505874.049,61.58,1050,56358958220
2505874.165,61.59,1050,56358964361
2505874.275,61.59,1050,56358970504
2505874.386,61.57,1050,56358982820
2505874.496,61.57,1050,56358988969
2505874.607,61.53,1050,56358995119
2505874.718,61.55,1050,56359001259
2505874.828,61.56,1050,56359007412
2505874.939,61.56,1050,56359013558
2505875.050,61.57,1050,56359019708
