kind,mode,from_mhz,to_mhz,value,unit,sm_mhz_median
idle_power,unlocked,,,31.59219744966868,W,2040
idle_power,1500,,,25.552118077421955,W,1500
idle_power,1050,,,22.44916217247341,W,1050
switch_latency,rep0,1050,1500,807.9143310897052,ms,1500
switch_latency,rep0,1500,1050,502.5734701193869,ms,1050
switch_latency,rep1,1050,1500,496.40908371657133,ms,1500
switch_latency,rep1,1500,1050,495.9382601082325,ms,1050
switch_latency,rep2,1050,1500,496.77474005147815,ms,1500
switch_latency,rep2,1500,1050,500.96034398302436,ms,1050
