unix_ns,monotonic_ns,elapsed_s,role,running,waiting,kv_cache_usage,scrape_ok,error
1785511329243333972,1136699311482990,0.024683443130925298,combined,0.0,0.0,0.0,True,
1785511329772914077,1136699840099322,0.5532996121328324,combined,0.0,0.0,0.0,True,
1785511330299753256,1136700367085330,1.0802856720983982,combined,0.0,0.0,0.0,True,
