scope,role,gross_energy_j,logical_requests,output_tokens,joules_per_request,joules_per_output_token,valid
D0,decode,2678.836,4,1024,669.709,2.61605078125,True
D1,decode,2642.323,4,1024,660.58075,2.5803935546875,True
P0,prefill,4557.425,4,1024,1139.35625,4.4506103515625,True
P1,prefill,4588.8,4,1024,1147.2,4.48125,True
P_pool,prefill,9146.225,4,1024,2286.55625,8.9318603515625,True
D_pool,decode,5321.159,4,1024,1330.28975,5.1964443359375,True
all_GPU_boards,all,14467.384,4,1024,3616.846,14.1283046875,True
