window_id,window_start_unix_ns,sending_stopped_unix_ns,window_end_unix_ns,client_observed_drain_s,planned_requests,completed_requests,failed_requests,timeout_requests,cancelled_requests,retry_attempts,actual_send_rps,completion_output_tps,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_tpot_ms,p99_tpot_ms,mean_e2e_ms,p99_e2e_ms
phase2-full-grid-rerun-20260731-l40s-l40s-tp1-f2520-i128-o32-r10-rep3-seg1-attempt2,1785511694647002883,1785511744648294992,1785511745255978576,0.607683584,500,500,0,0,0,0,10.02194046581735,316.2517519653776,68.125488914,67.9522455,77.6578646,80.03020252999998,21.773325799612902,21.939102374838708,743.098588702,759.6009303
