scope,role,gross_energy_j,logical_requests,output_tokens,joules_per_request,joules_per_output_token,valid
D0,decode,1042.434,4,256,260.6085,4.0720078125,True
D1,decode,376.273,4,256,94.06825,1.46981640625,True
P0,prefill,1457.753,4,256,364.43825,5.69434765625,True
P1,prefill,1298.155,4,256,324.53875,5.07091796875,True
P_pool,prefill,2755.908,4,256,688.977,10.765265625,True
D_pool,decode,1418.7069999999999,4,256,354.67674999999997,5.5418242187499995,True
all_GPU_boards,all,4174.615,4,256,1043.65375,16.30708984375,True
