request_id,selected_prefill_endpoint_id,selected_decode_endpoint_id,route_timestamp_wall_s,prefill_completion_wall_s,kv_handoff_completion_wall_s,decode_start_wall_s,decode_completion_wall_s,outcome
phase3c-b05-r04-feedback_routing_only-both_heavy-0000,P0,D1,1788005770.0865579,1788005770.2361765,1788005770.2361784,1788005770.2363005,1788005777.478809,completed
phase3c-b05-r04-feedback_routing_only-both_heavy-0001,P0,D1,1788005777.48476,1788005777.6267612,1788005777.6267648,1788005777.6268888,1788005784.866928,completed
phase3c-b05-r04-feedback_routing_only-both_heavy-0002,P0,D1,1788005784.872423,1788005785.0201666,1788005785.0201688,1788005785.020264,1788005792.2603085,completed
phase3c-b05-r04-feedback_routing_only-both_heavy-0003,P0,D1,1788005792.2670934,1788005792.4127274,1788005792.4127288,1788005792.4128194,1788005799.6530683,completed
