request_id,selected_prefill_endpoint_id,selected_decode_endpoint_id,route_timestamp_wall_s,prefill_completion_wall_s,kv_handoff_completion_wall_s,decode_start_wall_s,decode_completion_wall_s,outcome
phase3c-warm-02-full_feedback-both_heavy-0000,P0,D0,1788004337.369396,1788004337.508201,1788004337.5082035,1788004337.5083106,1788004344.7510972,completed
phase3c-warm-02-full_feedback-both_heavy-0001,P0,D1,1788004344.7573154,1788004344.8875802,1788004344.8875823,1788004344.8877301,1788004352.128428,completed
phase3c-warm-02-full_feedback-both_heavy-0002,P1,D0,1788004352.1330397,1788004352.261434,1788004352.2614362,1788004352.26153,1788004359.4990833,completed
phase3c-warm-02-full_feedback-both_heavy-0003,P1,D1,1788004359.5053508,1788004359.6352522,1788004359.6352544,1788004359.6353507,1788004366.8750026,completed
