request_id,input_len,requested_output_len,observed_output_tokens,prefill_endpoint_id,decode_endpoint_id,ttft_ms,tpot_ms,mean_itl_ms,e2e_latency_ms,prefill_latency_ms,decode_stream_latency_ms,real_sse,logical_request_id_propagated
phase3c-b07-r05-full_feedback-prefill_heavy-0000,2048,64,64,P0,D0,480.48553499393165,58.06026204779286,58.05510057169678,4138.282044004882,382.7030749816913,3750.054623989854,True,True
phase3c-b07-r05-full_feedback-prefill_heavy-0001,2048,64,64,P0,D0,469.78890598984435,58.08495287321478,58.06933580953184,4129.140937002376,376.38458600849845,3746.7845689971,True,True
phase3c-b07-r05-full_feedback-prefill_heavy-0002,2048,64,64,P0,D0,465.0763600075152,58.0725154921686,58.06812906355065,4123.644836014137,371.6320829989854,3746.5300929907244,True,True
phase3c-b07-r05-full_feedback-prefill_heavy-0003,2048,64,64,P0,D0,459.43251700373366,58.06967442844152,58.06497465089215,4117.822005995549,367.8768909885548,3745.822513999883,True,True
