scope,role,gross_energy_j,logical_requests,output_tokens,joules_per_request,joules_per_output_token,valid
D0,decode,712.006,4,256,178.0015,2.7812734375,True
D1,decode,703.444,4,256,175.861,2.747828125,True
P0,prefill,1349.548,4,256,337.387,5.271671875,True
P1,prefill,1378.618,4,256,344.6545,5.3852265625,True
P_pool,prefill,2728.166,4,256,682.0415,10.6568984375,True
D_pool,decode,1415.4499999999998,4,256,353.86249999999995,5.529101562499999,True
all_GPU_boards,all,4143.616,4,256,1035.904,16.186,True
