arrival_time_s,input_len,output_len
155.6274,353,46
155.6462,1533,3
155.7561,259,19
155.7919,1649,13
155.8742,3371,18
155.8752,1472,6
156.0014,52,33
156.0142,855,5
156.1250,557,34
156.1260,1472,8
156.1296,354,67
156.1476,1533,1
156.2642,856,16
156.2709,814,159
156.2953,1946,22
156.3751,559,1
156.5011,955,11
156.5109,694,1
156.5775,3609,2
156.6240,1472,11
156.6489,320,21
156.7510,747,14
156.7622,695,16
156.7949,1651,23
156.8760,354,39
156.9986,747,5
157.0433,407,5
157.0801,3609,1
157.0823,585,13
157.2708,818,1
157.3311,3214,4
157.3751,3066,2
157.3996,320,14
157.5410,4340,1
157.6538,257,9
157.7530,3501,10
157.7675,856,13
157.7729,818,76
157.7802,2171,1500
157.8771,887,4
157.9041,1535,7
157.9070,7686,20
158.0028,749,1
158.0040,53,14
158.0342,615,3
158.0822,2955,162
158.0845,589,19
158.1255,2486,11
158.1574,320,64
158.2498,7685,1
158.2511,749,7
158.2685,856,19
158.2691,3322,7
158.2879,412,48
158.2884,2661,4
158.3753,1441,8
158.3971,1408,1
158.5051,749,17
158.5181,696,10
158.5348,1909,1
158.5353,1183,2
158.6249,3066,4
158.7504,7685,1
158.7512,7678,17
158.7519,7685,3
158.7674,698,10
158.7841,616,1
158.7847,1909,2
158.8741,449,3
158.8966,1536,6
158.8968,320,10
158.8971,1408,8
159.0337,127,2
159.0346,616,2
159.0806,588,19
159.2821,1910,4
159.3753,356,3
159.5030,7686,4
159.5172,564,2
159.5320,616,2
159.5781,4458,81
159.5818,588,19
159.6240,189,1
159.6250,189,1
159.6252,356,3
159.7505,1598,35
159.7510,747,1
159.8258,1395,3
159.8750,189,15
159.8971,320,38
159.8972,1536,6
160.0009,202,2
160.0014,747,15
160.1244,190,14
160.1542,320,31
160.2672,3324,6
160.2717,821,349
160.2856,2662,5
160.3268,1794,61
160.3302,361,2
160.3760,191,29
160.3766,3066,7
160.5369,2579,101
160.6505,1409,7
160.6514,2471,14
160.7466,748,8
160.7859,2663,5
161.0228,1016,50
161.0324,1206,40
161.0331,823,2
161.0367,3494,70
161.0386,2663,1
161.1544,2020,10
161.1568,321,108
161.2461,673,4
161.2673,860,17
161.2883,3496,1
161.2899,618,5
161.3751,3240,69
161.3765,191,6
161.5142,1016,21
161.5175,823,15
161.5362,3496,5
161.5375,2662,1
161.5381,1910,2
161.5812,1397,3
161.7675,828,19
161.9005,2020,40
162.0148,2556,3
162.0186,4651,3
162.0386,2663,4
162.0765,6513,17
162.1246,3662,3
162.1618,3593,16
162.2898,1942,84
162.3296,7679,3
162.3754,360,2
162.4963,2294,3
162.4985,751,16
162.5767,4458,339
162.6485,158,5
162.7472,674,3
162.7661,831,16
162.7923,1910,9
162.8985,7685,14
163.0127,3326,6
163.2465,2296,7
163.2496,1621,26
163.2645,360,3
163.3265,7680,22
163.4959,2296,1
163.4977,750,10
163.4991,730,13
163.5114,1539,17
163.5339,1910,9
163.5771,4458,11
163.6241,584,2
163.6490,2020,9
163.7640,1206,8
163.8264,2332,3
163.9958,749,11
164.0785,5157,19
164.2510,2298,1
164.2536,748,9
164.3749,1094,3
164.5346,3226,8
164.5353,1911,2
164.5357,7681,20
164.6249,1538,6
164.6520,322,79
164.7462,2298,7
164.7474,55,8
164.7680,5171,8
164.7838,1943,27
164.7848,1911,8
164.9962,1941,9
164.9981,56,6
165.2480,674,2
165.2775,3328,5
165.2783,4411,9
165.2861,5171,9
165.2874,1214,43
165.2881,1617,1
165.3758,885,6
165.4022,323,13
165.4965,2296,7
165.4970,1942,1
165.4988,1949,202
165.5790,5157,35
165.7464,673,1
165.7473,672,3
165.7690,2558,6
165.7703,1365,27
165.7776,5453,9
165.8742,3375,7
165.9096,404,13
165.9960,1942,4
165.9975,672,1
165.9982,672,3
166.0320,2174,1500
166.0349,2661,79
166.0358,1914,15
166.2472,672,3
166.2720,872,42
166.2780,1618,12
166.2812,186,18
166.4005,7682,9
166.4030,158,109
166.4961,672,3
166.5264,1618,1
166.5301,1949,12
166.5781,3611,2
166.6576,323,125
166.6576,1412,26
166.6621,3597,11
166.7562,1945,6
166.7581,957,16
166.7592,754,9
166.7599,672,6
166.7789,325,49
166.7809,1219,63
167.0210,1300,39
167.0287,698,7
167.0291,1619,1
167.0314,1944,16
167.0784,3611,2
167.1504,324,25
167.2520,1945,1
167.2532,756,17
167.2666,864,8
167.2677,3326,226
167.4994,756,14
167.5168,1619,12
167.5298,4013,14
167.6276,294,1
167.7532,1945,6
167.7557,959,15
167.8791,356,57
167.9101,1540,4
167.9989,874,9
168.0311,2665,9
168.0317,1944,26
168.1744,3597,24
168.2477,960,14
168.4978,874,9
168.5179,5455,91
168.6311,5281,4
168.6332,1541,3
168.6508,324,188
168.7523,637,17
168.7525,675,5
168.8888,1803,21
168.8964,2020,9
169.0010,1031,9
169.0026,202,21
169.1338,294,32
169.3255,345,3
169.3272,7680,12
169.3841,3385,15
169.3867,886,1
169.3958,320,1
169.4976,675,3
169.5194,5454,226
169.5209,1265,36
169.5771,345,6
169.6425,10,20
169.6432,886,4
169.7482,674,4
169.7821,426,8
169.8257,345,6
169.8898,1801,25
169.9957,1958,3
170.0312,2008,1
170.0320,1869,2
170.2632,5455,1
170.2797,1856,22
170.2804,1869,2
170.2821,4314,4
170.3255,346,6
170.3266,7679,15
170.3267,2332,15
170.3895,1802,31
170.4964,209,19
170.4966,3144,14
170.5310,4314,14
170.5328,1946,15
170.5754,346,1
170.6313,1522,5
170.6319,3385,12
170.7468,3146,11
170.7638,806,3
170.7679,5455,7
170.7801,89,29
170.7809,4397,5
170.8253,346,1
170.9096,2656,2
170.9103,2098,4
170.9146,159,8
171.0307,2009,14
171.0327,1944,5
171.0754,347,4
171.1325,1074,720
171.2455,7686,5
171.2840,4397,5
171.3281,670,13
171.5135,5456,7
171.5830,786,15
171.9025,385,17
172.0142,5456,7
172.0331,4398,2
172.0435,3229,2
172.1294,1806,15
172.1506,1423,19
172.2799,1869,10
172.2810,7502,19
172.3780,885,6
172.5308,1870,11
172.5323,4398,3
172.6334,7670,12
172.6347,1194,13
172.6379,886,4
172.7482,206,37
172.7651,899,55
172.7707,1575,4
172.7713,7643,6
172.7798,1203,2
172.9962,904,9
173.0796,7682,1
173.1296,887,3
173.2799,4314,2
173.2804,4398,4
173.4974,208,19
173.5302,4314,4
173.6256,3372,17
173.7476,904,9
173.7485,759,8
173.7487,210,8
173.9957,7682,6
174.0825,690,37
174.1305,3692,22
174.2516,760,20
174.2532,3856,49
174.4959,3148,4
174.5809,705,25
174.7471,3148,10
174.7814,2335,13
174.7831,1947,17
174.8266,3602,14
174.9959,7683,2
175.0797,369,176
175.2466,3148,10
175.3279,7646,3
175.3752,4432,1
175.4958,7684,4
175.5180,3396,9
175.5328,3296,3
175.5774,7678,886
175.6243,888,2
175.7681,5462,458
175.7804,4432,2
175.8256,7680,5
175.8747,1808,16
175.8755,2958,3
176.0364,1947,15
176.0764,795,50
176.2469,208,23
176.2849,90,23
176.3280,7682,6
176.4985,762,16
176.7484,208,26
176.7886,270,1
176.8266,7660,22
176.8270,353,1
176.8293,7682,16
176.8749,2593,5
176.8765,1809,19
176.9982,761,19
177.0434,1947,16
177.1241,2594,1
177.2467,57,7
177.2482,3152,6
177.2897,7513,46
177.2924,1132,3
177.3273,353,1
177.3756,11,20
177.4966,762,18
177.5347,568,150
177.5778,3604,7
177.5806,7682,13
177.5816,3283,5
177.7471,58,35
177.7644,254,14
177.8268,7682,8
177.8746,2594,3
177.8749,1195,1
178.0361,3420,156
178.1244,2799,1
178.2472,3283,17
178.2629,2562,65
178.3251,354,76
178.3771,2608,2
178.5351,1956,4
178.5807,1540,3
178.7505,3862,5
178.7673,3332,48
178.7835,1956,10
178.8265,797,2
178.8746,3064,4
178.9972,588,15
178.9998,3006,3
179.0130,2800,16
179.1279,1196,13
179.1287,2609,2
179.2498,59,31
179.2872,4332,7
179.2904,1949,15
179.3266,3608,44
179.5374,2327,3
179.6276,11,18
179.7886,185,66
179.7896,1858,15
180.0327,2327,3
180.0771,7665,43
180.1347,3382,45
180.1377,1540,32
180.2466,1728,13
180.2901,187,24
180.3259,795,64
180.5383,1858,25
180.6298,10,20
180.7505,768,1
181.0130,3007,1
181.0402,1683,3
181.2659,3007,13
181.2877,96,24
181.2879,4338,61
181.2892,1685,1
181.5129,269,3
181.5344,1133,4
181.7614,2752,2
181.7819,94,19
181.8262,3608,92
181.8762,269,2
182.0044,3155,4
182.0364,4406,3
182.0759,270,3
182.2477,1806,40
182.2881,193,27
182.2892,97,22
182.5128,2753,5
182.5373,96,70
182.5396,1686,7
182.7474,769,10
182.7628,3335,3
182.7810,95,13
182.8772,4609,19
182.8772,13,17
182.9971,93,12
183.0146,2753,36
183.0400,4406,9
183.0413,1858,33
183.2475,769,12
183.2475,4030,17
183.3798,13,17
183.5777,285,22
183.8274,122,5
183.8808,3382,42
184.1262,1278,1
184.2660,1579,9
184.2668,1219,1
184.2930,4374,73
184.2978,373,18
184.5177,1579,1
184.5180,5173,9
184.5380,195,4
184.5381,1858,24
184.5786,122,5
184.7483,7673,58
184.7522,60,34
184.7631,3336,9
184.7865,195,4
184.9956,3157,1
185.0195,1580,1
185.0199,2802,1
185.2712,1580,16
185.2722,2753,70
185.2729,5173,9
185.2856,4377,5
185.2858,195,4
185.4960,770,1
185.5194,1220,1
185.5359,77,35
185.7710,5173,9
185.7712,2802,5
185.7717,2753,88
185.7946,1661,24
185.9962,1130,33
186.0196,2803,1
186.0376,77,32
186.0756,2332,3
186.2480,3158,1
186.2881,2173,850
186.3773,389,5
186.4973,3158,16
186.5179,5173,9
186.5189,3339,14
186.5389,79,30
186.5394,1969,15
186.7701,5173,9
186.8252,292,9
186.8765,2628,4
187.2675,7661,11
187.2680,1582,6
187.3259,1012,13
187.4963,1131,6
187.4987,63,33
187.5175,1221,217
187.6246,3387,27
187.6253,2628,4
187.7666,3341,14
187.7703,1581,1
187.7847,80,34
187.8274,804,27
187.9960,3641,5
188.2487,773,16
188.2701,2753,21
188.2709,1582,12
188.2717,2805,3
188.2852,333,1
188.3793,885,2
188.5002,3158,11
188.5150,5175,68
188.6245,583,3
188.6253,3765,3
188.7457,2967,43
188.7913,80,29
188.7921,334,17
188.7964,7174,13
188.7965,271,7
188.8263,294,5
188.8265,7672,2
188.8760,1810,26
188.9979,3285,1
189.0270,5176,2
189.0277,1582,1
189.0753,1539,16
189.1268,1284,1
189.1276,2629,3
189.1300,585,13
189.1310,300,103
189.2457,1727,13
189.2801,1989,14
189.2805,5176,41
189.3264,273,3
189.3757,1285,12
189.4975,2967,41
189.5249,1582,7
189.5256,273,2
189.5373,333,3
189.7525,3160,1
189.7686,3344,15
189.7695,1247,1
189.7757,1583,1
189.7848,334,1
189.8744,2628,6
189.8757,589,17
189.8771,300,215
190.0035,539,19
190.0252,1247,1
190.0261,3343,11
190.0366,1583,6
190.0369,81,24
190.0379,334,1
190.0383,5175,52
190.1244,2628,6
190.2695,1245,227
190.2736,1583,1
190.2879,334,1
190.2884,80,14
190.3751,1810,26
190.3754,302,40
190.4997,1131,6
190.5135,1583,6
190.5348,1861,33
190.5354,201,32
190.5764,3614,21
190.5777,815,80
190.7490,1626,4
190.7628,5175,12
190.7882,335,15
190.7917,4102,1
191.0379,335,10
191.0380,81,31
191.0758,1180,7
191.2505,874,9
191.2653,3343,10
191.2705,5175,12
191.3764,394,5
191.5179,1586,3
191.5183,1233,31
191.5353,335,21
191.6264,3404,11
191.7663,2573,1
191.7859,336,13
191.8768,1810,35
192.0221,1304,30
192.0276,1990,10
192.0321,1969,13
192.0327,1138,10
192.0759,2314,3
192.1279,1622,4
192.2539,2968,1
192.2576,7400,3
192.2676,1586,3
192.2812,2173,1500
192.2816,81,15
192.2845,4425,1
192.3763,2633,163
192.3799,1811,29
192.4994,2969,31
192.5128,2807,133
192.5298,1971,21
192.5760,316,3
192.7814,230,3
192.8257,3616,3
192.8758,1305,28
193.0162,2572,4
193.0207,1990,10
193.0351,4106,1
193.0359,7144,13
193.0362,1686,1
193.1246,3114,1
193.1254,1083,2
193.2805,337,100
193.3794,1813,32
193.3800,1083,2
193.5315,1686,9
193.5328,2582,25
193.6247,3405,22
193.6261,394,41
193.7615,2303,3
193.7795,338,1
193.7824,1686,9
194.0316,82,1
194.0328,338,39
194.0757,299,1
194.1243,2633,1
194.2549,2006,8
194.2644,3340,17
194.3252,368,43
194.4972,7682,241
194.5303,82,1
194.5315,338,42
194.7478,7682,61
194.7486,460,3
194.7795,83,5
194.7826,1671,27
194.7830,2582,22
195.0309,338,8
195.0318,85,17
195.0801,3209,20
195.0804,2563,201
195.1333,3152,9
195.1346,1815,25
195.1361,148,24
195.2648,615,19
195.2693,5852,2
195.2700,1588,6
195.2813,2673,6
195.2822,1308,18
195.2873,1671,34
195.3810,3152,9
195.3833,375,60
195.5296,1623,3
195.5306,82,10
195.5312,339,1
195.5337,1687,7
195.5776,3209,12
195.8266,370,43
196.0306,83,15
196.0328,82,3
196.0359,1686,7
196.0365,1641,8
196.0782,5066,13
196.1300,4275,6
196.1319,1816,37
196.2652,2344,5
196.2660,3308,17
196.2818,3014,1
196.3258,7682,10
196.5357,1641,12
196.5358,7133,12
196.7626,7211,76
196.7807,1858,22
196.7812,82,35
196.7851,431,3
196.7852,1686,7
196.8272,1307,19
197.1294,7679,49
197.2602,2571,3
197.2655,1622,4
197.2846,1687,5
197.3260,299,4
197.3287,7682,15
197.3819,2635,171
197.4959,3014,1
197.5101,3355,3
197.5116,3323,19
197.5176,2040,2
197.5358,1644,9
197.7803,1989,9
197.9959,7684,1
197.9966,873,6
197.9983,3360,1
198.0327,340,325
198.0336,1991,7
198.0771,2317,8
198.4962,873,1
198.5098,926,3
198.5130,5175,12
198.5365,1991,7
198.6306,3406,44
198.7475,873,1
198.7657,1591,2
198.8257,368,15
198.8278,6108,13
198.9964,873,6
198.9994,67,27
199.0331,342,1
199.1416,150,9
199.1423,380,8
199.2468,1588,16
199.2503,3360,20
199.2842,342,1
199.3810,1496,2
199.3815,3406,11
199.3822,7679,64
199.4980,1563,10
199.5351,128,5
199.5352,1996,17
199.5358,343,1
199.5377,1686,1
199.7892,1996,17
199.7896,343,1
199.7926,1687,9
199.8788,381,60
199.8790,3765,4
200.0362,1996,10
200.1268,5271,7
200.2471,3015,3
200.2597,926,3
200.2870,130,14
200.2891,1645,13
200.3253,2318,28
200.4974,3564,77
200.5098,2571,48
200.5107,926,3
200.5180,5176,9
200.6266,3685,3
200.7476,1563,8
200.7620,1234,46
200.8272,2319,58
201.0378,130,10
201.1268,382,10
201.3001,4400,3
201.3006,1687,9
201.3254,366,13
201.5110,1256,13
201.5426,131,1
201.5474,1649,19
201.6302,382,42
201.7472,69,25
201.8264,368,11
202.0153,928,12
202.0379,131,13
202.2485,5015,19
202.2639,1254,1
202.2646,928,2
202.3781,383,53
202.5155,1255,12
202.5164,928,12
202.5769,368,27
202.8276,1331,1
202.9958,67,28
203.0508,1623,23
203.0825,6109,14
203.2457,7402,5
203.5198,2578,70
203.5451,1989,13
203.7474,5022,3
203.7870,344,500
203.9966,1563,5
204.0176,1241,19
204.0403,1992,16
204.0405,2582,31
204.1268,7681,9
204.4964,3016,1
204.4972,68,25
204.5370,1990,24
204.7456,1563,9
204.9959,3016,1
205.0204,2587,50
205.2460,229,3
205.2841,2583,72
205.2846,1989,1
205.3257,2237,1
205.6264,447,9
205.7487,7405,12
205.7689,1241,9
205.7877,1990,20
205.8306,5248,6
205.8775,2237,6
205.9956,2971,8
205.9966,3016,1
205.9968,70,19
206.0228,3402,24
206.0801,312,39
206.2866,1327,5
206.2885,7126,10
206.3282,1743,40
206.3784,2238,1
206.4968,1535,10
206.5146,2594,67
206.5174,7609,71
206.5314,2585,84
206.6275,449,5
206.6280,2238,1
206.7650,3419,12
206.8803,2238,8
206.8808,449,5
206.9961,231,4
206.9977,7405,15
206.9981,71,2
207.1254,1633,61
207.2465,1021,2
207.2811,1989,4
207.3749,450,13
207.4960,3016,2
207.4963,72,1
207.5101,1258,2
207.5795,1745,9
207.6249,450,2
207.7810,2514,8
207.8822,1305,14
207.8832,450,10
208.0005,72,1
208.0115,1250,252
208.0373,1535,15
208.0375,1653,8
208.0810,369,43
208.1270,5279,5
208.3288,1745,9
208.4961,2972,21
208.5021,73,17
208.5348,1328,1
208.6266,382,42
208.7488,1018,9
208.7492,231,142
208.9972,3017,4
209.0308,1328,31
209.2460,6553,1
209.2622,1258,175
209.3834,3412,21
209.4959,232,10
209.5821,370,40
209.6290,378,50
209.8789,378,50
210.0114,2603,46
210.0307,98,24
210.1304,3412,1
210.1334,883,9
210.1335,378,51
210.2815,817,24
210.3342,2337,51
210.3360,1753,106
210.3385,1178,3
210.4964,232,49
210.6326,1361,32
210.7474,3166,37
210.7604,1627,287
210.7811,1655,24
210.8791,380,60
210.9958,911,1
211.0801,322,9
211.1285,379,16
211.1291,378,1
211.2664,1642,9
211.3802,1679,9
211.4986,80,35
211.5099,1237,58
211.6285,5284,1
211.6297,378,60
211.8272,788,114
211.8798,3410,22
211.9999,234,1
212.0033,80,35
212.2467,2975,8
212.2484,3171,9
212.3795,2688,2
212.5303,1987,8
212.5310,131,6
212.6271,1090,3
212.7606,2610,70
212.8251,1332,5
212.9956,3171,4
212.9970,7680,16
213.0134,1308,58
213.0311,1257,4
213.0773,1178,3
213.2462,1018,3
213.2467,912,4
213.2472,1094,3
213.2501,81,13
213.2609,3683,3
213.4968,235,15
213.4988,3173,4
213.5301,2519,3
213.5768,384,13
213.9956,3151,4
214.0130,2619,52
214.2513,3152,3
214.2514,82,12
214.2621,3685,20
214.2822,1988,18
214.3792,1246,305
214.4963,914,2
214.4981,2436,34
214.6309,1526,3
214.6321,3412,19
214.7645,3686,1
214.7655,3686,6
214.7805,3404,34
215.0312,819,3
215.2662,1320,34
215.3801,3771,14
215.4968,915,15
215.4985,126,15
215.4989,3574,1
215.5106,2628,70
215.5165,3687,16
215.6534,163,25
215.7600,4506,1
215.7800,820,2
215.8779,1526,2
215.9959,3574,1
216.0325,1574,6
216.1338,451,51
216.1363,1539,4
216.2635,1320,42
216.3810,1364,24
216.4034,2313,17
216.4957,915,1
216.6503,3527,8
216.7481,915,13
216.7617,2639,46
216.7809,2002,15
216.8289,2322,10
216.8758,452,33
216.9961,7686,3
216.9974,126,14
217.0120,5049,3
217.0759,5251,15
217.1284,6620,1
217.1292,3774,5
217.2542,240,14
217.3271,384,19
217.3756,6620,4
217.4023,1539,34
217.6261,6620,4
217.7475,915,15
217.7490,234,22
217.7609,937,22
217.7808,1954,12
217.8270,794,99
218.0308,4423,37
218.2620,2646,57
218.2689,1531,10
218.2805,820,6
218.2807,1955,32
218.3780,1249,4
218.4958,7686,2
218.5776,7679,1
218.6289,453,8
218.7470,1016,9
218.7485,2294,73
218.7500,234,12
218.7503,126,36
218.7810,1960,29
218.7817,821,3
218.8269,2322,12
219.0320,1562,23
219.1326,455,39
219.1340,1678,5
219.2470,2294,128
219.2611,5570,60
219.3259,626,14
219.4968,242,9
219.4975,916,16
219.5118,2655,30
219.5302,1562,19
219.5310,943,10
219.5316,2979,2
219.5341,7112,13
219.5349,3407,9
219.5792,2474,1
219.6262,453,12
219.6552,6208,1
219.6554,6208,1
219.7851,1956,15
219.7860,105,19
219.8762,454,39
219.9050,4250,1
219.9066,6208,2
220.0338,1562,66
220.0771,7679,62
220.1285,454,11
220.1298,6622,3
220.1479,3726,16
220.2499,918,19
220.2597,4251,5
220.2850,943,9
220.3254,2385,3
220.3259,1924,2
220.3273,2322,12
220.3768,3408,2
220.5003,243,11
220.5351,2743,55
220.5792,2474,1
220.7549,2440,67
220.7622,4252,37
220.7624,2662,9
220.7836,3298,7
221.0062,237,28
221.0321,2021,1
221.0758,1926,4
221.1309,3420,25
221.2542,918,18
221.2868,2004,5
221.3788,7679,1
221.5063,243,28
221.5116,3690,15
221.5377,2004,8
221.5803,614,19
221.6289,6623,4
221.7568,7685,232
221.7595,237,48
221.7601,431,4
221.7871,944,9
221.7882,76,52
221.7884,3680,6
221.7895,2745,5
221.8775,2660,3
221.8784,6623,4
222.0106,3018,2
222.0373,943,9
222.0388,612,16
222.1480,1526,8
222.2482,2299,4
222.2835,2746,13
222.3259,387,20
222.5104,7680,9
222.5108,1345,12
222.5378,1493,22
222.6464,3534,15
222.7599,3018,4
222.7811,945,2
222.8292,2368,9
222.8757,366,2
222.9969,7666,1
222.9970,2299,142
223.1292,2980,2
223.2482,7666,5
223.2642,7375,12
223.3256,2980,3
223.3759,3412,17
223.5038,1705,7
223.5372,2009,15
223.5404,76,5
223.5406,104,26
223.5410,3409,2
223.6239,2679,2
223.6254,3802,1
223.6264,3778,12
223.7507,926,29
223.7837,608,14
223.8740,1297,1
224.0371,1552,30
224.1251,1300,16
224.1287,3073,5
224.2573,1706,1
224.2574,7667,4
224.2576,2444,78
224.2827,2615,1
224.3949,3849,18
224.5098,7680,1
224.5130,7685,19
224.5766,2873,4
224.7483,1720,2
224.8753,1345,9
224.9982,2372,1
225.0389,2152,3
225.1248,2983,2
225.1270,1375,14
225.1289,3074,4
225.2543,7685,37
225.2572,1706,1
225.2602,7680,6
225.2885,67,17
225.2903,2618,18
225.3760,1495,16
225.3785,3779,12
225.4972,206,35
225.5121,7685,15
225.5385,7101,3
225.7503,2374,7
225.7597,3018,4
225.7882,7680,16
225.7909,3410,261
225.7916,2750,11
225.8263,1622,21
225.8772,1374,15
226.0016,245,4
226.0029,115,1
226.0133,211,1
226.0142,2664,8
226.0207,7027,9
226.0348,107,13
226.0354,1612,2
226.1247,3409,32
226.1272,306,20
226.2586,116,3
226.2825,2151,2
226.3264,388,19
226.5083,1495,17
226.5097,245,24
226.5135,244,76
226.5142,116,3
226.5385,1634,26
226.5393,1755,9
226.7807,945,1
226.8255,798,3
227.0040,538,8
227.0047,130,1
227.0124,7681,63
227.1489,2983,2
227.2560,244,74
227.2567,130,2
227.2811,1082,2
227.3761,7660,34
227.5004,1541,1
227.5021,2375,1
227.5113,7021,3
227.5353,7101,3
227.5358,1496,13
227.6247,1298,11
227.6267,172,5
227.6277,172,9
227.6281,6627,1055
227.7607,2984,2
227.7659,539,34
227.7870,5747,5
227.7890,1755,9
227.7894,2751,10
227.7896,4147,34
227.8748,173,13
228.0360,565,6
228.1241,363,3
228.2624,2558,3
228.2626,2375,3
228.2643,3513,64
228.2826,5748,9
228.5144,1854,17
228.5766,1929,6
228.6241,173,15
228.6254,1687,9
228.6256,173,19
228.6267,173,11
228.7622,3519,7
228.7630,1710,7
228.8262,1565,37
228.8778,3077,5
228.8787,1376,12
229.0201,1854,17
229.0344,344,22
229.0347,5749,1
229.0778,2321,11
229.1465,1528,8
229.2512,1710,10
229.2638,5570,67
229.2900,5749,3
229.2923,1182,1
229.3300,2275,6
229.5389,4346,2
229.5394,67,1
229.5422,107,23
229.5429,619,2
229.5508,7686,5
229.6244,912,234
229.6272,1377,16
229.6507,1529,1
229.7461,2375,1
229.7904,67,1
229.7960,7655,3
229.8743,1299,12
229.8754,916,9
229.9059,6099,2
230.0402,1601,2
230.0414,67,16
230.0422,4346,6
230.0450,107,13
230.0457,619,2
230.0811,2321,11
230.1457,261,157
230.1464,6099,2
230.2965,107,3
230.2967,619,1
230.2970,1182,2
230.4964,1710,30
230.5442,619,2
230.5447,107,1
230.5784,7676,454
230.5827,2275,3
230.6488,1096,10
230.6501,1532,1
230.7623,7681,12
230.8260,392,16
230.9033,365,69
230.9960,518,12
231.0460,79,45
231.0467,107,17
231.0473,1954,31
231.1254,917,2
231.1296,1348,21
231.1297,6629,1
231.2467,1948,37
231.2625,1721,45
231.2969,1755,1
231.3258,2275,3
231.3263,2275,1
231.3766,2338,376
231.3771,917,6
231.4964,2377,5
231.5350,344,332
231.6263,6629,43
231.6266,3776,21
231.7476,132,6
231.7870,107,11
231.8748,917,8
231.8761,6629,1
231.8772,3078,3
232.0175,2564,4
232.0350,621,6
232.1244,591,15
232.1468,1534,28
232.1473,2510,34
232.2596,1345,17
232.2878,610,9
232.2894,108,12
232.2906,1958,4
232.3269,2276,4
232.3760,917,8
232.3779,6629,17
232.3787,3079,1
232.3788,592,15
232.4958,2377,12
232.5358,1646,20
232.5361,109,4
232.6242,5958,15
232.6245,1303,11
232.6283,3079,4
232.6465,263,3
232.7959,7675,1
232.7966,610,18
232.8035,107,12
232.8744,6629,30
232.8749,1349,21
233.0156,942,24
233.0780,2278,8
233.1269,3079,4
233.1488,263,3
233.1501,3726,41
233.2466,1563,22
233.2825,108,13
233.3744,1293,13
233.3753,918,6
233.5145,2562,7
233.5361,1956,24
233.7471,2278,3
233.8265,586,5
233.8743,918,6
233.9008,2510,29
234.0137,7680,6
234.0395,338,12
234.0426,2619,15
234.0764,1630,13
234.1243,918,1
234.4976,1476,27
234.5141,7682,3
234.5344,7666,157
234.6275,919,5
234.6284,1335,1
234.6445,1536,2
234.6451,2511,90
234.7850,2619,15
234.8765,3080,4
234.8942,1362,27
234.9962,2280,6
235.1466,1362,39
235.2460,2281,5
235.2470,1563,37
235.2801,294,16
235.2833,2620,14
235.3278,2281,5
235.3952,2512,90
235.3957,1537,4
235.3990,1363,26
235.4961,1563,11
235.5301,4349,3
235.5321,111,17
235.6255,12,17
235.7459,2281,1
235.8362,2281,59
235.9968,1475,35
235.9971,2281,5
236.0001,2386,1
236.0013,7409,7
236.1301,917,5
236.1303,1291,12
236.2461,929,2
236.2466,7674,49
236.3832,918,4
236.3844,3081,1
236.3852,1335,21
236.3938,2447,18
236.3947,1537,5
236.3965,1364,25
236.4966,929,7
236.4992,1564,12
236.6285,5962,16
236.6297,392,67
236.7811,627,2
236.7820,1998,5
236.7824,1184,138
236.8875,13,30
236.9961,2282,1
236.9986,725,33
237.1344,1285,12
237.1380,18,12
237.1450,1537,1
237.3821,1334,48
237.3937,1537,1
237.5309,1499,15
237.5349,2620,12
237.6260,920,4
237.6437,1537,1
237.7647,3397,4
237.7812,338,20
237.8259,895,4
237.9971,7674,155
238.0173,5596,38
238.0309,1998,3
238.0313,108,1
238.1273,921,2
238.1286,2987,2
238.1465,1537,1
238.3299,601,15
238.3778,7676,1
238.4960,1480,36
238.4979,1563,7
238.5352,2988,1
238.5374,108,18
238.7610,2988,1
238.8330,603,42
238.8801,3393,12
238.8822,1336,10
238.9968,932,16
239.1503,338,23
239.2743,2103,3
239.2814,996,19
239.2816,1742,2
239.3822,5971,7
239.3944,1538,1
239.4956,1477,10
239.4966,2926,3
239.4983,2988,1
239.5246,1322,29
239.5299,1922,4
239.5315,1657,26
239.6378,1286,11
239.6410,13,81
239.6463,1538,1
239.6473,176,3
239.7625,3022,2
239.7797,1742,1
239.7814,114,21
239.8813,590,18
239.8820,399,10
239.9958,430,1
240.0359,996,3
240.0363,84,30
240.0368,2632,1
240.1302,1093,5
240.1328,13,25
240.2473,333,43
240.2811,114,1
240.3389,2326,1
240.3799,7680,15
240.3816,401,3
240.3980,178,10
240.4960,7680,4
240.5907,2326,29
240.6304,1094,3
240.6324,1336,31
240.6551,1364,11
240.7466,936,1
240.7884,127,6
240.7913,7672,10
240.8350,604,74
240.8351,605,9
240.8831,402,28
240.9069,1539,106
240.9070,2042,65
240.9090,179,9
240.9092,1364,14
241.0400,668,25
241.0405,3458,3
241.0428,7055,13
241.0443,113,27
241.0445,2000,3
241.1276,7680,26
241.1481,4514,9
241.2476,1478,35
241.2953,350,16
241.2987,7673,10
241.3313,2957,7
241.3980,1364,33
241.4968,936,18
241.4986,1752,3
241.5330,89,5
241.5904,387,13
241.7857,2631,1
241.8354,7668,24
241.8754,1281,14
241.9058,3726,9
241.9061,1364,17
242.0838,2957,7
242.0860,7668,1
242.2631,3022,3
242.2667,3397,3
