seq,workload_id,duration_s,successful_requests,neptune_energy_j,ganymede_energy_j,combined_energy_j,combined_energy_wh,combined_avg_power_w,energy_per_request_j
1,input_4032_burst,55.656399,32,6503.243346,2820.601463,9323.844808,2.589956891,167.525118,291.37015
2,input_4095_limit,47.989914,32,3326.557641,1423.672192,4750.229833,1.319508287,98.983921,148.444682
3,input_4095_burst,36.658728,32,2444.697058,1045.407635,3490.104693,0.969473526,95.205287,109.065772
