unix_ns,monotonic_ns,elapsed_s,role,running,waiting,kv_cache_usage,scrape_ok,error
1785511761194233729,1137131262943103,0.025231956969946623,combined,0.0,0.0,0.0,True,
1785511761722988887,1137131790512086,0.5528012230060995,combined,0.0,0.0,0.0,True,
1785511762249909626,1137132317282917,1.0795718389563262,combined,0.0,0.0,0.0,True,
