seq,workload_id,duration_s,successful_requests,gpu_stream_count,covered_gpu_stream_count,min_gpu_coverage_ratio,neptune_energy_j,ganymede_energy_j,combined_energy_j,combined_energy_wh,combined_avg_power_w,energy_per_request_j
1,baseline_short,36.667297,10,8,8,1.0,5739.405094,2952.923925,8692.32902,2.414535839,237.059444,869.232902
2,decode_scale_to_2,25.866338,80,8,8,1.0,4266.901429,2695.615185,6962.516614,1.934032393,269.172879,87.031458
