scope,role,gross_energy_j,logical_requests,output_tokens,joules_per_request,joules_per_output_token,valid
D0,decode,1052.883,4,256,263.22075,4.11282421875,True
D1,decode,376.704,4,256,94.176,1.4715,True
P0,prefill,1452.752,4,256,363.188,5.6748125,True
P1,prefill,1279.866,4,256,319.9665,4.9994765625,True
P_pool,prefill,2732.618,4,256,683.1545,10.6742890625,True
D_pool,decode,1429.587,4,256,357.39675,5.58432421875,True
all_GPU_boards,all,4162.205,4,256,1040.55125,16.25861328125,True
