scope,role,gross_energy_j,logical_requests,output_tokens,joules_per_request,joules_per_output_token,valid
D0,decode,1050.501,4,256,262.62525,4.10351953125,True
D1,decode,376.543,4,256,94.13575,1.47087109375,True
P0,prefill,1480.347,4,256,370.08675,5.78260546875,True
P1,prefill,1306.061,4,256,326.51525,5.10180078125,True
P_pool,prefill,2786.408,4,256,696.602,10.88440625,True
D_pool,decode,1427.0439999999999,4,256,356.76099999999997,5.5743906249999995,True
all_GPU_boards,all,4213.451999999999,4,256,1053.3629999999998,16.458796874999997,True
