workload_id,purpose,input_len,output_len,planned_requests,completed_requests,mean_ttft_ms,mean_tpot_ms,mean_e2e_latency_ms
small_light,,128,64,48,48,182.83194503116343,55.94952825757752,3855.5993499952215
prefill_medium,,1024,64,48,48,294.0183996203511,56.958844984514165,3889.215829241342
prefill_heavy,,2048,64,48,48,462.271040691121,58.08100716732769,4128.896146765328
decode_medium,,128,128,48,48,187.5949539874758,55.95146126954558,7301.14606221711
decode_heavy,,128,256,48,48,190.8717632953388,56.02523134992796,14485.517766147192
balanced_medium,,512,128,48,48,217.95975295147704,56.3966300176335,7388.238543297727
both_heavy,,2048,256,48,48,468.493667722214,58.141510846915814,15302.238283977204
