request_id,selected_prefill_endpoint_id,selected_decode_endpoint_id,route_timestamp_wall_s,prefill_completion_wall_s,kv_handoff_completion_wall_s,decode_start_wall_s,decode_completion_wall_s,outcome
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0000,P1,D1,1788508272.585869,1788508272.7186384,1788508272.7186415,1788508272.718792,1788508276.320079,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0001,P1,D1,1788508276.3301451,1788508276.4541826,1788508276.454185,1788508276.4542804,1788508280.0533314,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0002,P1,D1,1788508280.0627863,1788508280.184532,1788508280.1845345,1788508280.184631,1788508283.7863848,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0003,P1,D1,1788508283.7970552,1788508283.9185736,1788508283.918577,1788508283.918714,1788508287.521888,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0004,P1,D1,1788508287.5339277,1788508287.6511915,1788508287.6511934,1788508287.6512804,1788508291.249696,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0005,P1,D1,1788508291.2580283,1788508291.372141,1788508291.3721428,1788508291.372228,1788508294.9703944,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0006,P1,D1,1788508295.8337052,1788508295.9535265,1788508295.953529,1788508295.9536133,1788508299.55272,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0007,P1,D1,1788508300.8362973,1788508300.9572902,1788508300.9572937,1788508300.9574034,1788508304.5597,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0008,P1,D1,1788508305.8354025,1788508305.9623349,1788508305.9623373,1788508305.9624252,1788508309.5611217,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0009,P1,D1,1788508310.8342175,1788508310.9413788,1788508310.9413815,1788508310.9414835,1788508314.5412252,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0010,P1,D1,1788508315.8325913,1788508315.9341164,1788508315.9341187,1788508315.9342084,1788508319.5330791,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0011,P1,D1,1788508320.8337717,1788508320.9234111,1788508320.9234133,1788508320.9234989,1788508324.5216417,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0012,P1,D1,1788508325.8332434,1788508325.9207697,1788508325.920772,1788508325.9208565,1788508329.519337,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0013,P1,D1,1788508330.8336487,1788508330.9338782,1788508330.9338806,1788508330.9339676,1788508334.5321484,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0014,P1,D1,1788508335.8337867,1788508335.9347456,1788508335.9347482,1788508335.9348335,1788508339.533266,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0015,P1,D1,1788508340.8336778,1788508340.9429266,1788508340.9429288,1788508340.9430249,1788508344.5421631,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0016,P1,D1,1788508345.834542,1788508345.9414062,1788508345.9414084,1788508345.9414995,1788508349.5424552,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0017,P1,D1,1788508350.835172,1788508350.9426472,1788508350.9426498,1788508350.9428122,1788508354.5423665,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0018,P1,D1,1788508355.8373692,1788508355.9468372,1788508355.9468396,1788508355.9469268,1788508359.5439794,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0019,P1,D1,1788508360.832587,1788508360.9343574,1788508360.9343598,1788508360.934449,1788508364.5320125,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0020,P1,D1,1788508365.834705,1788508365.9403703,1788508365.9403727,1788508365.9404578,1788508369.538567,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0021,P1,D1,1788508370.834563,1788508370.944593,1788508370.9445949,1788508370.9447224,1788508374.5434425,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0022,P1,D1,1788508375.8339858,1788508375.9360723,1788508375.9360745,1788508375.9361625,1788508379.5345361,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0023,P1,D1,1788508380.8341749,1788508380.94835,1788508380.9483523,1788508380.948447,1788508384.5473526,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0024,P1,D1,1788508385.8344924,1788508385.9396365,1788508385.9396396,1788508385.9397588,1788508389.5392962,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0025,P1,D1,1788508390.8335776,1788508390.948408,1788508390.9484096,1788508390.9484942,1788508394.545724,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0026,P1,D1,1788508395.8331735,1788508395.9445179,1788508395.9445202,1788508395.9446042,1788508399.5421028,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0027,P1,D1,1788508400.83345,1788508400.9515378,1788508400.95154,1788508400.951624,1788508404.549252,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0028,P1,D1,1788508405.836779,1788508405.9559634,1788508405.9559655,1788508405.9560554,1788508409.553881,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0029,P1,D1,1788508410.8356214,1788508410.9591153,1788508410.9591177,1788508410.959205,1788508414.5572412,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0030,P1,D1,1788508415.8331234,1788508415.9473584,1788508415.9473608,1788508415.9474406,1788508419.5457904,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0031,P1,D1,1788508420.8340638,1788508420.9451363,1788508420.9451387,1788508420.9452224,1788508424.54271,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0032,P1,D1,1788508425.8345757,1788508425.944199,1788508425.9442015,1788508425.944288,1788508429.541811,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0033,P1,D1,1788508430.8341553,1788508430.9458363,1788508430.9458387,1788508430.9459221,1788508434.5441928,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0034,P1,D1,1788508435.8330312,1788508435.9365904,1788508435.9365926,1788508435.9367168,1788508439.5343204,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0035,P1,D1,1788508440.8347726,1788508440.9403174,1788508440.9403195,1788508440.940409,1788508444.5377088,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0036,P1,D1,1788508445.8340242,1788508445.939426,1788508445.9394283,1788508445.9395194,1788508449.5387158,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0037,P1,D1,1788508450.834543,1788508450.9337268,1788508450.9337292,1788508450.9338126,1788508454.5341718,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0038,P1,D1,1788508455.8341808,1788508455.938126,1788508455.9381285,1788508455.9382122,1788508459.5359237,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0039,P1,D1,1788508460.8354628,1788508460.9412754,1788508460.9412777,1788508460.9413655,1788508464.5387356,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0040,P1,D1,1788508465.8345292,1788508465.9379652,1788508465.937967,1788508465.9380505,1788508469.535277,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0041,P1,D1,1788508470.8333154,1788508470.9353185,1788508470.9353206,1788508470.9354036,1788508474.5336244,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0042,P1,D1,1788508475.8341053,1788508475.9361658,1788508475.9361684,1788508475.936259,1788508479.5333931,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0043,P1,D1,1788508480.8343651,1788508480.9351468,1788508480.9351492,1788508480.9352305,1788508484.5322187,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0044,P1,D1,1788508485.8332589,1788508485.9382637,1788508485.9382658,1788508485.9383485,1788508489.5357497,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0045,P1,D1,1788508490.8344028,1788508490.9399009,1788508490.9399033,1788508490.9399889,1788508494.5378742,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0046,P1,D1,1788508495.8335595,1788508495.9343145,1788508495.9343169,1788508495.934391,1788508499.5319524,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0047,P1,D1,1788508500.8326364,1788508500.931802,1788508500.9318044,1788508500.9318893,1788508504.5290644,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0048,P1,D1,1788508505.8350549,1788508506.0500262,1788508506.0500286,1788508506.0501122,1788508509.7189348,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0049,P1,D1,1788508510.834216,1788508511.0487902,1788508511.0487928,1788508511.048881,1788508514.717658,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0050,P1,D1,1788508515.8345377,1788508516.0459192,1788508516.0459218,1788508516.0460176,1788508519.7149827,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0051,P1,D1,1788508520.8338015,1788508521.037787,1788508521.037789,1788508521.0378826,1788508524.707186,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0052,P1,D1,1788508525.8334336,1788508526.0414944,1788508526.0414965,1788508526.0415804,1788508529.7092693,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0053,P1,D1,1788508530.8339694,1788508531.054526,1788508531.0545285,1788508531.0546138,1788508534.7222614,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0054,P1,D1,1788508535.8347373,1788508536.0559819,1788508536.0559838,1788508536.056067,1788508539.7249274,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0055,P1,D1,1788508540.8327498,1788508541.0549767,1788508541.0549788,1788508541.055065,1788508544.7234697,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0056,P1,D1,1788508545.833948,1788508546.0583494,1788508546.0583518,1788508546.0584424,1788508549.7266605,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0057,P1,D1,1788508550.8336606,1788508551.053031,1788508551.053033,1788508551.0531213,1788508554.7213867,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0058,P1,D1,1788508555.8336792,1788508556.0558603,1788508556.0558624,1788508556.055949,1788508559.7240372,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0059,P1,D1,1788508560.8332946,1788508561.0531592,1788508561.0531611,1788508561.0532475,1788508564.7218869,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0060,P1,D1,1788508565.8322213,1788508566.0524588,1788508566.0524611,1788508566.0525472,1788508569.7212534,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0061,P1,D1,1788508570.8323984,1788508571.0557995,1788508571.0558019,1788508571.0558875,1788508574.7239227,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0062,P1,D1,1788508575.833438,1788508576.0517964,1788508576.051799,1788508576.0518873,1788508579.7208717,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0063,P1,D1,1788508580.8333924,1788508581.0460858,1788508581.0460882,1788508581.04618,1788508584.7157989,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0064,P1,D1,1788508585.8317275,1788508586.0428078,1788508586.0428104,1788508586.042899,1788508589.7112858,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0065,P1,D1,1788508590.8334553,1788508591.045414,1788508591.0454159,1788508591.045501,1788508594.714827,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0066,P1,D1,1788508595.832654,1788508596.042408,1788508596.0424101,1788508596.042499,1788508599.7109017,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0067,P1,D1,1788508600.8320053,1788508601.0443282,1788508601.044331,1788508601.044416,1788508604.713356,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0068,P1,D1,1788508605.8351638,1788508606.0469742,1788508606.0469768,1788508606.0470734,1788508609.716316,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0069,P1,D1,1788508610.8346221,1788508611.0453832,1788508611.0453854,1788508611.045474,1788508614.7128332,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0070,P1,D1,1788508615.8331707,1788508616.0480247,1788508616.0480266,1788508616.0481167,1788508619.716204,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0071,P1,D1,1788508620.8324876,1788508621.0422487,1788508621.0422506,1788508621.0423367,1788508624.7100654,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0072,P1,D1,1788508625.8318095,1788508626.0438814,1788508626.0438833,1788508626.0439672,1788508629.7119253,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0073,P1,D1,1788508630.832823,1788508631.0424378,1788508631.0424402,1788508631.0425248,1788508634.7104151,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0074,P1,D1,1788508635.834451,1788508636.0459464,1788508636.045949,1788508636.0460405,1788508639.7146478,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0075,P1,D1,1788508640.8313634,1788508641.041164,1788508641.0411665,1788508641.0412524,1788508644.7102094,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0076,P1,D1,1788508645.8332424,1788508646.044269,1788508646.044271,1788508646.0443587,1788508649.7123604,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0077,P1,D1,1788508650.832217,1788508651.0435243,1788508651.0435266,1788508651.0436127,1788508654.7120395,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0078,P1,D1,1788508655.8352551,1788508656.0544653,1788508656.054468,1788508656.0545688,1788508659.7245839,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0079,P1,D1,1788508660.8363042,1788508661.0470219,1788508661.0470247,1788508661.0471292,1788508664.7172468,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0080,P1,D1,1788508665.8341324,1788508666.0456347,1788508666.0456371,1788508666.0457473,1788508669.7145565,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0081,P1,D1,1788508670.8341951,1788508671.0433013,1788508671.0433035,1788508671.0433915,1788508674.711931,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0082,P1,D1,1788508675.834056,1788508676.0442443,1788508676.0442467,1788508676.0443468,1788508679.7145016,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0083,P1,D1,1788508680.8350646,1788508681.0469701,1788508681.0469725,1788508681.047301,1788508684.7179615,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0084,P1,D1,1788508685.836296,1788508686.0456238,1788508686.045626,1788508686.0457678,1788508689.7161763,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0085,P1,D1,1788508690.8341515,1788508691.0475502,1788508691.047553,1788508691.0476894,1788508694.7185133,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0086,P1,D1,1788508695.83492,1788508696.0531316,1788508696.0531337,1788508696.0532322,1788508699.7243848,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0087,P1,D1,1788508700.8346992,1788508701.0434391,1788508701.0434418,1788508701.0435414,1788508704.714224,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0088,P1,D1,1788508705.8347576,1788508706.044958,1788508706.0449605,1788508706.045063,1788508709.7159123,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0089,P1,D1,1788508710.832801,1788508711.043028,1788508711.0430303,1788508711.0431287,1788508714.7141056,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0090,P1,D1,1788508715.8342214,1788508716.0440845,1788508716.044087,1788508716.0441973,1788508719.7159922,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0091,P1,D1,1788508720.8331087,1788508721.0426319,1788508721.0426347,1788508721.042785,1788508724.715537,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0092,P1,D1,1788508725.8348463,1788508726.0451746,1788508726.045177,1788508726.0452912,1788508729.7166352,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0093,P1,D1,1788508730.8345292,1788508731.0410411,1788508731.0410433,1788508731.0411384,1788508734.7113414,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0094,P1,D1,1788508735.8335698,1788508736.0403857,1788508736.0403879,1788508736.0404892,1788508739.710351,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0095,P1,D1,1788508740.8343318,1788508741.043885,1788508741.0438871,1788508741.0439932,1788508744.7133186,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0096,P1,D1,1788508745.8380256,1788508746.220296,1788508746.220299,1788508746.2204258,1788508749.9697337,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0097,P1,D1,1788508750.8350582,1788508751.2094543,1788508751.2094574,1788508751.2095501,1788508754.9570413,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0098,P1,D1,1788508755.8358166,1788508756.2097547,1788508756.209757,1788508756.2098498,1788508759.956488,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0099,P1,D1,1788508760.835585,1788508761.2105966,1788508761.2105992,1788508761.2107344,1788508764.957243,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0100,P1,D1,1788508765.8345633,1788508766.2052174,1788508766.2052195,1788508766.2053158,1788508769.9518354,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0101,P1,D1,1788508770.8346765,1788508771.2039583,1788508771.2039604,1788508771.2040498,1788508774.9503303,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0102,P1,D1,1788508775.8346548,1788508776.205651,1788508776.2056532,1788508776.2057698,1788508779.9537804,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0103,P1,D1,1788508780.8346179,1788508781.2061157,1788508781.2061186,1788508781.2062426,1788508784.955462,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0104,P1,D1,1788508785.8345146,1788508786.2000911,1788508786.2000942,1788508786.2001843,1788508789.9477665,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0105,P1,D1,1788508790.834214,1788508791.2028148,1788508791.202817,1788508791.2029164,1788508794.9511008,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0106,P1,D1,1788508795.8328407,1788508796.2011216,1788508796.2011235,1788508796.2012186,1788508799.9492657,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0107,P1,D1,1788508800.834223,1788508801.208616,1788508801.2086182,1788508801.208764,1788508804.9564307,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0108,P1,D1,1788508805.8344553,1788508806.1997683,1788508806.1997707,1788508806.1998675,1788508809.9505053,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0109,P1,D1,1788508810.8341324,1788508811.2152832,1788508811.215287,1788508811.215456,1788508814.9651747,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0110,P1,D1,1788508815.8331816,1788508816.2109823,1788508816.2109852,1788508816.2111056,1788508819.9592257,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0111,P1,D1,1788508820.8342988,1788508821.2108746,1788508821.210877,1788508821.2109647,1788508824.9578626,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0112,P1,D1,1788508825.8351927,1788508826.2050881,1788508826.2050905,1788508826.2051845,1788508829.952415,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0113,P1,D1,1788508830.8347123,1788508831.2088642,1788508831.2088668,1788508831.2089674,1788508834.9577785,completed
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0114,P1,D1,1788508835.8338094,1788508836.208074,1788508836.2080762,1788508836.2081742,1788508839.9592135,completed
