request_id,workload_id,input_len,requested_output_len,observed_output_tokens,prefill_endpoint_id,decode_endpoint_id,ttft_ms,tpot_ms,client_observed_ttft_ms,client_observed_tpot_ms,mean_itl_ms,e2e_latency_ms,prefill_latency_ms,decode_stream_latency_ms,real_sse,logical_request_id_propagated
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0000,small_light,128,64,64,P1,D1,210.00092197209597,55.93905319082772,6970.652812044136,55.945225952503584,55.939019094073466,10495.202047051862,132.6388579327613,3601.2166580185294,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0001,small_light,128,64,64,P1,D1,198.17461899947375,55.951762079660384,207.5342530151829,55.95586457038446,55.95139379332226,3732.753720949404,123.91896394547075,3598.981517017819,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0002,small_light,128,64,64,P1,D1,198.6818399745971,55.95022695331228,207.5411679688841,55.95342625331666,55.949039269416105,3732.6070219278336,121.63556704763323,3601.683170069009,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0003,small_light,128,64,64,P1,D1,199.1647029062733,55.962158254318176,209.43186106160283,55.96710880848742,55.962397602371986,3735.35971599631,121.39787501655519,3603.1028740108013,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0004,small_light,128,64,64,P1,D1,191.05644105002284,55.94691458631248,202.2521540056914,55.9493050474437,55.945894174603005,3727.0583719946444,117.16038396116346,3598.3425619779155,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0005,small_light,128,64,64,P1,D1,186.66121794376522,55.96286622208676,194.58613800816238,55.9705931578748,55.96666458609795,3720.733506954275,114.0231309691444,3598.105444922112,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0006,small_light,128,64,64,P1,D1,194.07641200814396,55.95024637988813,200.75378206092864,55.954827380085746,55.950868617935434,3725.907907006331,119.7277168976143,3599.0156299667433,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0007,small_light,128,64,64,P1,D1,198.72088101692498,55.94655231846171,206.2955319415778,55.94999938168459,55.9460429681672,3731.1454929877073,120.8035700256005,3602.2193690296263,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0008,small_light,128,64,64,P1,D1,201.17406209465116,55.94452411039836,208.78249406814575,55.94462018999611,55.941060316630654,3733.2935660379007,126.80651503615081,3598.6357720103115,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0009,small_light,128,64,64,P1,D1,182.43480403907597,55.94521884192964,189.73326100967824,55.9506115063818,55.94660217378525,3714.6217859117314,106.96182399988174,3599.680523038842,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0010,small_light,128,64,64,P1,D1,175.88692996650934,55.94533184055416,181.8776560248807,55.94621771495671,55.942683428939844,3706.4893720671535,101.40962700825185,3598.8083980046213,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0011,small_light,128,64,64,P1,D1,162.72450203541666,55.95399153840152,168.53097989223897,55.962344603834765,55.95839382629723,3694.158689933829,89.54286901280284,3598.080369993113,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0012,small_light,128,64,64,P1,D1,160.93775792978704,55.9541583024261,166.74501996021718,55.95787503157875,55.95387260444344,3692.0911469496787,87.43123395834118,3598.418102017604,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0013,small_light,128,64,64,P1,D1,173.6040150281042,55.94999950733923,179.7328928951174,55.95611155565296,55.9514940490887,3704.967920901254,100.12446902692318,3598.1183759868145,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0014,small_light,128,64,64,P1,D1,174.40443497616798,55.95287193529426,180.81575992982835,55.9575416199449,55.95369123861135,3706.1408819863573,100.85470997728407,3598.3700999058783,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0015,small_light,128,64,64,P1,D1,183.78932308405638,55.94700561755056,189.97080402914435,55.953288539534526,55.94867768157865,3715.0279820198193,109.13329303730279,3599.073877907358,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0016,small_light,128,64,64,P1,D1,182.895026053302,55.952040746527175,190.16524706967175,55.95500991931037,55.9510085232822,3715.3308719862252,106.7569829756394,3600.8977820165455,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0017,small_light,128,64,64,P1,D1,182.20792396459728,55.951552173595815,189.78093995247036,55.95731515888243,55.95332298368689,3715.0917949620634,107.36305895261467,3599.495539907366,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0018,small_light,128,64,64,P1,D1,181.78637500386685,55.95023869832475,191.61523901857436,55.95497868304688,55.95025860349692,3716.7788960505277,108.64367499016225,3596.993351005949,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0019,small_light,128,64,64,P1,D1,174.07621594611555,55.957286428320145,180.65593193750829,55.95929033329917,55.95549428650725,3706.091222935356,101.65297100320458,3597.5049769040197,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0020,small_light,128,64,64,P1,D1,179.275511065498,55.94516374606876,186.1194190569222,55.94822598458637,55.944271904919,3710.8576560858637,105.57054600212723,3598.0504960753024,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0021,small_light,128,64,64,P1,D1,184.40421298146248,55.94343899948789,191.48288504220545,55.94666842888626,55.94275331693805,3716.1229960620403,109.90900709293783,3598.662114003673,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0022,small_light,128,64,64,P1,D1,175.6955039454624,55.94945823892005,182.19012091867626,55.95270972994585,55.94880238086695,3707.2108339052647,101.97658592369407,3598.3159960014746,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0023,small_light,128,64,64,P1,D1,188.6651620734483,55.94402450757722,195.13093295972794,55.94849111216645,55.94452738111455,3719.8858730262145,114.06565899960697,3598.8482610555366,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0024,small_light,128,64,64,P1,D1,180.14015501830727,55.94679569855096,187.21287907101214,55.95094287243214,55.94696304650002,3712.1222800342366,104.92266598157585,3599.485705024563,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0025,small_light,128,64,64,P1,D1,187.55855900235474,55.9445580316057,193.64345003850758,55.94967274431376,55.94563826970342,3718.4728329302743,114.72731595858932,3597.1313659101725,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0026,small_light,128,64,64,P1,D1,184.14963001850992,55.94822177700403,189.62506705429405,55.95328866703702,55.94842409574619,3714.6822530776262,111.24880192801356,3597.4393689539284,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0027,small_light,128,64,64,P1,D1,190.60248089954257,55.954857699809565,196.79135701153427,55.974416349763196,55.95627909577969,3723.179587046616,117.99494596198201,3597.566631040536,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0028,small_light,128,64,64,P1,D1,192.22391408402473,55.94983412551561,200.21744002588093,55.953577079529325,55.94960392068421,3725.2927960362285,119.06949698459357,3597.766757942736,True,True
phase3c-xpyd_feedback_2p2d_binary_energy_p95_r7b_257099-0029,small_light,128,64,64,P1,D1,196.82108610868454,55.94861099962145,204.33199300896376,55.95215112857875,55.94777531870123,3729.3175141094252,123.37216408923268,3597.979389014654,True,True
