seq,workload_id,duration_s,successful_requests,neptune_energy_j,ganymede_energy_j,combined_energy_j,combined_energy_wh,combined_avg_power_w,energy_per_request_j
1,sanity_min_regular,31.299239,12,1933.554633,1114.067399,3047.622031,0.846561675,97.370484,253.968503
2,sanity_min_bursty,30.25463,64,2162.510885,1361.042142,3523.553028,0.97876473,116.463268,55.055516
3,sanity_medium_idle,31.340563,12,1970.55435,1150.490295,3121.044645,0.866956846,99.584832,260.087054
4,input_0512_r4,32.399516,40,2871.026672,1475.417715,4346.444387,1.207345663,134.151521,108.66111
5,decode_0512_r4,140.977829,40,9856.134479,9508.207768,19364.342247,5.378983958,137.357359,484.108556
6,sanity_recovery,36.776925,15,2245.498208,1382.407986,3627.906194,1.007751721,98.646262,241.860413
