unix_ts,event,seq,workload_id,policy
1784994178.870342102,workload_start,1,sanity_min_regular,kv_aware_scheduler_smoke
1784994210.169580589,workload_end,1,sanity_min_regular,kv_aware_scheduler_smoke
1784994217.038961879,workload_start,2,sanity_min_bursty,kv_aware_scheduler_smoke
1784994247.293591591,workload_end,2,sanity_min_bursty,kv_aware_scheduler_smoke
1784994255.097093884,workload_start,3,sanity_medium_idle,kv_aware_scheduler_smoke
1784994286.437656307,workload_end,3,sanity_medium_idle,kv_aware_scheduler_smoke
1784994294.328537236,workload_start,4,input_0512_r4,kv_aware_scheduler_smoke
1784994326.728053645,workload_end,4,input_0512_r4,kv_aware_scheduler_smoke
1784994334.526233480,workload_start,5,decode_0512_r4,kv_aware_scheduler_smoke
1784994475.504062626,workload_end,5,decode_0512_r4,kv_aware_scheduler_smoke
1784994483.255161326,workload_start,6,sanity_recovery,kv_aware_scheduler_smoke
1784994520.032086532,workload_end,6,sanity_recovery,kv_aware_scheduler_smoke
