unix_second,endpoint,mean_sensor_power_w,mean_clock_mhz,samples
1788886044,P0,79.5185,2520,10
1788886045,P0,80.158,2520,9
1788886046,P0,80.05,2520,9
1788886047,P0,79.35766666666667,2520,9
1788886048,P0,79.262,2520,9
1788886049,P0,79.4819,2520,10
1788886050,P0,80.03566666666667,2520,9
1788886051,P0,79.98144444444445,2520,9
1788886052,P0,79.47966666666667,2520,9
1788886053,P0,79.35688888888889,2520,9
1788886054,P0,79.58244444444445,2520,9
1788886055,P0,80.85069999999999,2520,10
1788886056,P0,80.794,2520,9
1788886057,P0,79.91444444444444,2520,9
1788886058,P0,79.57477777777778,2520,9
1788886059,P0,79.35766666666667,2520,9
1788886060,P0,79.91377777777778,2520,9
1788886061,P0,81.8656,2520,10
1788886062,P0,80.825,2520,9
1788886063,P0,79.79144444444445,2520,9
1788886064,P0,79.506,2520,9
1788886065,P0,79.47888888888889,2520,9
1788886066,P0,79.6699,2520,10
1788886067,P0,80.39144444444445,2520,9
1788886068,P0,80.36999999999999,2520,9
1788886069,P0,79.60111111111111,2520,9
1788886070,P0,79.4798888888889,2520,9
1788886071,P0,79.507,2520,10
1788886072,P0,80.04944444444445,2520,9
1788886073,P0,80.10422222222222,2520,9
1788886074,P0,79.6018888888889,2520,9
1788886075,P0,79.50166666666667,2520,9
1788886076,P0,79.6738,2520,10
1788886077,P0,80.46922222222221,2520,9
1788886078,P0,80.264,2520,9
1788886079,P0,79.58766666666666,2520,9
1788886080,P0,79.50677777777778,2520,9
1788886081,P0,79.719,2520,10
1788886082,P0,80.25666666666666,2520,9
1788886083,P0,80.10166666666666,2520,9
1788886084,P0,79.58833333333334,2520,9
1788886085,P0,79.507,2520,9
1788886086,P0,79.7929,2520,10
1788886087,P0,80.50066666666666,2520,9
1788886088,P0,80.264,2520,9
1788886089,P0,79.58766666666666,2520,9
1788886090,P0,79.507,2520,10
1788886091,P0,79.71033333333334,2520,9
1788886092,P0,80.117,2520,9
1788886093,P0,79.91366666666667,2520,9
1788886094,P0,79.507,2520,9
1788886095,P0,79.50677777777778,2520,9
1788886096,P0,79.79939999999999,2520,10
1788886097,P0,80.52466666666666,2520,9
1788886098,P0,80.28033333333333,2520,9
1788886099,P0,79.6018888888889,2520,9
1788886100,P0,79.4338,2520,10
1788886101,P0,79.46633333333334,2520,9
1788886102,P0,79.873,2520,9
1788886103,P0,79.66966666666667,2520,9
1788886104,P0,79.29011111111112,2520,9
1788886105,P0,79.35766666666667,2520,9
1788886106,P0,79.5917,2520,10
1788886107,P0,80.44266666666667,2520,9
1788886108,P0,80.30733333333333,2520,9
1788886109,P0,79.23488888888889,2520,9
1788886110,P0,79.2867,2520,10
1788886111,P0,79.83233333333334,2520,9
1788886112,P0,80.117,2520,9
