achieved_throughput_rps,achieved_to_offered_ratio,arrival_stop_s,backlog_at_arrival_stop,candidate_id,drain_timed_out,early_ttft_median_ms,energy_j,failed_requests,inflight_limit_hit,issued_requests,joules_per_completed_request,late_latency_stable,late_ttft_median_ms,mean_power_w,offered_rate_rps,phase,planned_requests,stability_gates,stable,success_ratio,successful_requests,tpot_p95_ms,ttft_p95_ms,window_duration_s,window_end_s,window_start_s,workload_id
0.10214238548261836,1.0214238548261836,1788886352.7972999,1,small_light-bracket-01-rps-0.100000,False,171.73218505922705,35394.15362767503,0,False,30,1179.805120922501,True,168.95323211792856,120.50810945563326,0.1,bracket,30,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,30,55.955939371109245,175.65605953568593,293.70764994621277,1788886356.498245,1788886062.790595,small_light
0.20173812195251437,1.0086906097625719,1788886511.671779,1,small_light-bracket-02-rps-0.200000,False,173.13589702825993,20534.46060870588,0,False,30,684.4820202901959,True,170.2972165076062,138.08611728360697,0.2,bracket,30,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,30,55.954106992280614,175.57753483997658,148.70763993263245,1788886515.377619,1788886366.669979,small_light
0.3942675814579659,0.9856689536449148,1788886612.9974236,2,small_light-bracket-03-rps-0.400000,False,251.4049488818273,13833.236782960594,0,False,36,384.25657730446096,True,254.05906396918,151.49991139314574,0.4,bracket,36,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,36,57.40658086927844,273.3296847436577,91.3085470199585,1788886616.805489,1788886525.496942,small_light
0.7773850538955551,0.9717313173694438,1788886715.6770988,4,small_light-bracket-04-rps-0.800000,False,253.1217655632645,14254.792579311877,0,False,72,197.98323026822052,True,255.27613586746156,153.9092041324767,0.8,bracket,72,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,72,58.36939183876865,279.83116901014,92.61819434165955,1788886719.5432944,1788886626.9251,small_light
1.532158503447536,0.95759906465471,1788886803.9871676,7,small_light-bracket-05-rps-1.600000,False,260.12715650722384,12574.49701923877,0,False,120,104.78747516032308,True,256.18226546794176,160.55102112168646,1.6,bracket,120,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,120,59.28111624135266,282.67962869722396,78.32087850570679,1788886807.9325235,1788886729.611645,small_light
1.8919787243301749,0.9459893621650874,1788886877.553644,9,small_light-bracket-06-rps-2.000000,False,256.3268676167354,10310.459172863513,0,False,120,85.92049310719594,True,254.44313453044742,162.55974494277217,2.0,bracket,120,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",False,1.0,120,59.541723396008216,280.6037033093162,63.425660371780396,1788886881.478827,1788886818.0531666,small_light
1.7136337075183499,0.9520187263990832,1788886957.7111301,8,small_light-refine-07-rps-1.800000,False,255.0146960420534,11335.787315327674,0,False,120,94.46489429439728,True,258.9295449433848,161.87822704003702,1.8,refine,120,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,120,59.3158852007787,282.58093828335404,70.02663373947144,1788886961.6256435,1788886891.5990098,small_light
1.802864991436421,0.9488763112823269,1788887034.3786237,8,small_light-refine-08-rps-1.900000,False,259.00330452714115,10819.76206004247,0,False,120,90.16468383368725,True,255.04621746949852,162.55475194768817,1.9,refine,120,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",False,1.0,120,59.40735281430303,283.8203952764161,66.56072449684143,1788887038.3072674,1788886971.746543,small_light
1.7576993458618095,0.950107754519897,1788887112.8282044,8,small_light-refine-09-rps-1.850000,False,258.19878454785794,11087.141937546432,0,False,120,92.3928494795536,True,257.3501899605617,162.39885109252,1.85,refine,120,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,120,59.34295776070997,285.0683234864846,68.27106142044067,1788887116.773929,1788887048.5028677,small_light
1.757768250967952,0.9501450005232173,1788887191.1701453,8,small_light-confirm-rps-1.850000-repeat-1,False,253.27751657459885,11087.042459558696,0,False,120,92.39202049632246,True,257.22243054769933,162.4037602712159,1.85,confirmation,120,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,120,59.34210555010756,282.4953616363928,68.26838517189026,1788887195.113009,1788887126.8446238,small_light
