achieved_throughput_rps,achieved_to_offered_ratio,arrival_stop_s,backlog_at_arrival_stop,candidate_id,drain_timed_out,early_ttft_median_ms,energy_j,failed_requests,inflight_limit_hit,issued_requests,joules_per_completed_request,late_latency_stable,late_ttft_median_ms,mean_power_w,offered_rate_rps,phase,planned_requests,stability_gates,stable,success_ratio,successful_requests,tpot_p95_ms,ttft_p95_ms,window_duration_s,window_end_s,window_start_s,workload_id
1.7578178782678997,0.9501718260907566,1788887269.504917,8,small_light-confirm-rps-1.850000-repeat-2,False,256.3770175911486,11088.999950807542,0,False,120,92.40833292339617,True,261.15667447447777,162.43701971367798,1.85,confirmation,120,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,120,59.340788613236136,282.9263875959441,68.2664577960968,1788887273.4458706,1788887205.1794128,small_light
0.10207950482992721,1.020795048299272,1788887585.1940365,1,prefill_medium-bracket-01-rps-0.100000,False,290.4757149517536,36293.117151964456,0,False,30,1209.7705717321485,True,286.4539899164811,123.49278092023566,0.1,bracket,30,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,30,56.96184578211239,292.2046423773281,293.8885729312897,1788887589.0751638,1788887295.186591,prefill_medium
0.20150809114372553,1.0075404557186276,1788887744.206076,1,prefill_medium-bracket-02-rps-0.200000,False,283.16636697854847,21206.162672787905,0,False,30,706.8720890929302,True,281.52805904392153,142.44044535589384,0.2,bracket,30,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,30,56.962514266053894,287.0626312564127,148.87739658355713,1788887748.081283,1788887599.2038865,prefill_medium
0.39341683109609055,0.9835420777402263,1788887845.7594657,2,prefill_medium-bracket-03-rps-0.400000,False,363.236587960273,14503.263842433691,0,False,36,402.86844006760253,True,357.24476852919906,158.49522504002147,0.4,bracket,36,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,36,59.28002403945558,387.21511856419966,91.5059986114502,1788887849.7646441,1788887758.2586455,prefill_medium
0.7754029570951095,0.9692536963688869,1788887948.690279,4,prefill_medium-bracket-04-rps-0.800000,False,366.05280253570527,15619.369425542653,0,False,72,216.93568646587016,True,372.21318355295807,168.21257278509327,0.8,bracket,72,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,72,60.783704637830695,396.42842554021627,92.85494637489319,1788887952.7943852,1788887859.9394388,prefill_medium
1.5262964566245631,0.9539352853903519,1788888037.345148,8,prefill_medium-bracket-05-rps-1.600000,False,377.82240204978734,14919.166979320347,0,False,120,124.32639149433622,True,376.0130968876183,189.75893080272363,1.6,bracket,120,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,120,63.5921094775392,407.44556315476075,78.62168550491333,1788888041.5907269,1788887962.9690413,prefill_medium
1.8820114948810196,0.9410057474405098,1788888111.165229,9,prefill_medium-bracket-06-rps-2.000000,False,389.01280250865966,12713.71494763717,0,False,120,105.94762456364309,True,382.2376310126856,199.39464728411497,2.0,bracket,120,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",False,1.0,120,65.03911586903361,413.7488054228015,63.761565923690796,1788888115.4264631,1788888051.6648972,prefill_medium
1.705044887487152,0.9472471597150844,1788888191.613533,8,prefill_medium-refine-07-rps-1.800000,False,382.37815850879997,13718.02289198339,0,False,120,114.31685743319491,True,384.53490112442523,194.91537332006664,1.8,refine,120,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",False,1.0,120,64.1514721500229,405.4025244200602,70.37937879562378,1788888195.8804815,1788888125.5011027,prefill_medium
1.6158297616735238,0.9504880951020727,1788888276.0576615,8,prefill_medium-refine-08-rps-1.700000,False,378.37453291285783,14325.254310380667,0,False,120,119.37711925317222,True,383.5942024597898,192.89310215212512,1.7000000000000002,refine,120,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,120,63.61751349343519,413.482332311105,74.26524925231934,1788888280.3217363,1788888206.056487,prefill_medium
1.6610607509397557,0.9491775719655747,1788888358.4478548,8,prefill_medium-refine-09-rps-1.750000,False,393.06820649653673,14027.472953591496,0,False,120,116.8956079465958,True,385.71875146590173,194.17070631733168,1.75,refine,120,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",False,1.0,120,63.888877475567696,414.77110236883163,72.2429928779602,1788888362.6903505,1788888290.4473577,prefill_medium
1.6171395318499324,0.9512585481470189,1788888442.867881,8,prefill_medium-confirm-rps-1.700000-repeat-1,False,378.03861254360527,14312.115457683802,0,False,120,119.26762881403168,True,382.45906541123986,192.87239742517468,1.7000000000000002,confirmation,120,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,120,63.612704915696725,412.385296553839,74.20509958267212,1788888447.0722566,1788888372.867157,prefill_medium
1.6158963395569663,0.9505272585629213,1788888527.2493343,8,prefill_medium-confirm-rps-1.700000-repeat-2,False,376.24498549848795,14295.994693968445,0,False,120,119.1332891164037,True,388.31740559544414,192.50704580257855,1.7000000000000002,confirmation,120,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,120,63.6148327989282,411.4924420719035,74.26218938827515,1788888531.5110214,1788888457.248832,prefill_medium
0.10199127304430125,1.0199127304430124,1788888844.0465033,1,prefill_heavy-bracket-01-rps-0.100000,False,470.8461069967598,37133.844385288656,0,False,30,1237.7948128429553,True,470.5272855935618,126.24426872948561,0.1,bracket,30,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,30,58.08176927763732,472.9636088828556,294.1428134441376,1788888848.1823072,1788888554.0394938,prefill_heavy
0.2011562901880762,1.005781450940381,1788889003.36412,1,prefill_heavy-bracket-02-rps-0.200000,False,468.5785375768319,22042.771431528032,0,False,30,734.7590477176011,True,467.79657842125744,147.8014042209963,0.2,bracket,30,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,30,58.084061308135645,472.1188216586597,149.1377673149109,1788889007.5004134,1788888858.362646,prefill_heavy
0.39208652736804445,0.980216318420111,1788889105.1332433,2,prefill_heavy-bracket-03-rps-0.400000,False,541.1132569424808,15338.28580006957,0,False,36,426.063494446377,True,549.6704534161836,167.05375597577404,0.4,bracket,36,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",False,1.0,36,61.49429853798615,570.3288122313097,91.81646776199341,1788889109.4493911,1788889017.6329234,prefill_heavy
0.29721684815827193,0.9907228271942397,1788889216.246226,2,prefill_heavy-refine-04-rps-0.300000,False,551.3842174550518,16620.150399036705,0,False,30,554.0050133012235,True,559.3374154996127,164.65962391727118,0.30000000000000004,refine,30,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",False,1.0,30,59.19520385241846,575.2451120177284,100.93640446662903,1788889220.5150993,1788889119.5786948,prefill_heavy
0.24973217262718334,0.9989286905087333,1788889346.6963294,2,prefill_heavy-refine-05-rps-0.250000,False,463.1349720293656,19095.960008781403,0,False,30,636.5320002927134,True,462.3535054270178,158.96251937982623,0.25,refine,30,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,30,58.0906130251519,465.3698349837214,120.12869501113892,1788889350.8236861,1788889230.694991,prefill_heavy
0.2734833750895212,0.9944850003255316,1788889466.359459,2,prefill_heavy-refine-06-rps-0.275000,False,541.844961582683,17875.855808898807,0,False,30,595.8618602966269,True,550.3215095959604,162.95831264104228,0.275,refine,30,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",False,1.0,30,58.376482174923964,575.8144251536578,109.6958818435669,1788889470.6001241,1788889360.9042423,prefill_heavy
0.2617712203308342,0.997223696498416,1788889591.2104933,2,prefill_heavy-refine-07-rps-0.262500,False,463.59389706049114,18513.74040304497,0,False,30,617.1246801014989,True,461.7761359550059,161.54548060644507,0.2625,refine,30,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,30,58.113367020869475,466.97532107355073,114.60388946533203,1788889595.3375168,1788889480.7336273,prefill_heavy
0.26177802831733255,0.9972496316850763,1788889716.0012374,2,prefill_heavy-confirm-rps-0.262500-repeat-1,False,461.9338104967028,18525.809502199292,0,False,30,617.5269834066431,True,462.8608438652009,161.65499614894117,0.2625,confirmation,30,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,30,58.11142126497413,465.0659205275588,114.60090899467468,1788889720.1245368,1788889605.5236278,prefill_heavy
0.26176843918424963,0.9972131016542842,1788889840.7324448,2,prefill_heavy-confirm-rps-0.262500-repeat-2,False,461.81172283831984,18516.212420634925,0,False,30,617.2070806878309,True,462.426099460572,161.5653341651207,0.2625,confirmation,30,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,30,58.11351929673008,465.65629568649456,114.6051070690155,1788889844.8610094,1788889730.2559023,prefill_heavy
0.10091080016174263,1.0091080016174263,1788890166.8628113,1,decode_medium-bracket-01-rps-0.100000,False,168.97011152468622,41086.5184456557,0,False,30,1369.5506148551901,True,170.57918349746615,138.20244840704385,0.1,bracket,30,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,30,55.95270954741634,174.49819101020694,297.2922616004944,1788890174.1510384,1788889876.8587768,decode_medium
0.19678603386222604,0.9839301693111302,1788890329.2365448,2,decode_medium-bracket-02-rps-0.200000,False,253.4935496514663,22961.478848032653,0,False,30,765.3826282677551,True,253.54275899007916,150.61661180385804,0.2,bracket,30,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,30,57.389416156325666,275.1835086615756,152.44984316825867,1788890336.6858852,1788890184.236042,decode_medium
0.3787036643342029,0.9467591608355072,1788890434.3748841,4,decode_medium-bracket-03-rps-0.400000,False,255.83923910744488,14303.047395937145,0,False,36,397.30687210936514,True,253.06785595603287,150.46156833297707,0.4,bracket,36,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",False,1.0,36,58.352376165246135,278.71962945209816,95.06113457679749,1788890441.934796,1788890346.8736615,decode_medium
0.28804513561262346,0.960150452042078,1788890548.7872398,3,decode_medium-refine-04-rps-0.300000,False,251.42755242995918,15558.41059429571,0,False,30,518.6136864765236,True,232.82723093871027,149.38414965169284,0.30000000000000004,refine,30,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,30,58.2200148338122,276.4684583293274,104.15034413337708,1788890556.26996,1788890452.1196158,decode_medium
0.33306837215581575,0.9516239204451877,1788890654.9770038,3,decode_medium-refine-05-rps-0.350000,False,255.08771650493145,14403.860359817743,0,False,32,450.1206362443045,True,219.30064959451556,149.9209475876306,0.35000000000000003,refine,32,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,32,58.29224324561509,264.0086945379153,96.07636952400208,1788890662.4806244,1788890566.404255,decode_medium
0.35579186315361944,0.9487783017429852,1788890760.619368,3,decode_medium-refine-06-rps-0.375000,False,247.97944189049304,14376.818220451474,0,False,34,422.847594719161,True,258.91685113310814,150.44573355515686,0.375,refine,34,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",False,1.0,34,58.32100372787154,280.3347044857219,95.56148838996887,1788890768.1801128,1788890672.6186244,decode_medium
0.34432914309998897,0.949873498206866,1788890866.5928764,3,decode_medium-refine-07-rps-0.362500,False,253.7452259566635,14426.066301044077,0,False,33,437.15352427406293,True,264.2724479082972,150.5246984164283,0.36250000000000004,refine,33,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",False,1.0,33,58.30654660643144,281.30714870058,95.83853316307068,1788890874.1542456,1788890778.3157125,decode_medium
0.33299729197810435,0.9514208342231552,1788890972.8621588,3,decode_medium-confirm-rps-0.350000-repeat-1,False,272.26543391589075,14427.69375897199,0,False,32,450.86542996787466,True,238.45583805814385,150.13696722584592,0.35000000000000003,confirmation,32,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,32,58.29256117145905,277.2266812971793,96.09687757492065,1788890980.3866594,1788890884.2897818,decode_medium
0.33299114205247116,0.9514032630070604,1788891079.0950875,3,decode_medium-confirm-rps-0.350000-repeat-2,False,276.9109405344352,14427.673774369061,0,False,32,450.86480544903316,True,244.80984348338097,150.13398647773877,0.35000000000000003,confirmation,32,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,32,58.29218784805504,281.3929016934708,96.09865236282349,1788891086.6215303,1788890990.522878,decode_medium
0.09844552482502505,0.9844552482502505,1788891430.1549394,2,decode_heavy-bracket-01-rps-0.100000,False,253.82589851506054,45495.38762580231,0,False,30,1516.512920860077,True,261.1076235771179,149.29391039800197,0.1,bracket,30,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,30,57.525314021462975,276.2968687224202,304.7370619773865,1788891444.891282,1788891140.15422,decode_heavy
0.18753256124491813,0.9376628062245906,1788891600.031884,4,decode_heavy-bracket-02-rps-0.200000,False,260.24789549410343,23835.460335131735,0,False,30,794.5153445043911,True,255.06201048847288,148.99749750329696,0.2,bracket,30,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",False,1.0,30,58.55912201937434,283.30939470324665,159.9722192287445,1788891615.0030055,1788891455.0307863,decode_heavy
0.14406622796119214,0.9604415197412808,1788891818.5258608,3,decode_heavy-refine-03-rps-0.150000,False,254.898568848148,30902.961289595813,0,False,30,1030.0987096531937,True,256.0190970543772,148.4024355274269,0.15000000000000002,refine,30,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,30,58.40512000193235,280.9201097348705,208.2375614643097,1788891833.4288998,1788891625.1913383,decode_heavy
0.16607474019534954,0.9489985154019973,1788892009.3347282,3,decode_heavy-refine-04-rps-0.175000,False,249.7856665868312,26917.61728661135,0,False,30,897.2539095537117,True,242.1230865875259,149.01120991839431,0.17500000000000002,refine,30,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",False,1.0,30,58.49042257969724,278.7439093925059,180.64155912399292,1788892024.2610493,1788891843.6194901,decode_heavy
0.15513338844340738,0.9546670058055836,1788892212.866727,3,decode_heavy-refine-05-rps-0.162500,False,240.65529101062566,28791.470383562148,0,False,30,959.7156794520716,True,255.75642357580364,148.88394529566688,0.16250000000000003,refine,30,"{""late_ttft_growth_allowance_ms"": 50.0, ""late_ttft_growth_ratio"": 1.25, ""minimum_achieved_to_offered_ratio"": 0.95, ""minimum_success_ratio"": 0.99, ""tpot_p95_le_ms"": 200.0, ""ttft_p95_lt_ms"": 500.0}",True,1.0,30,58.44986661396665,274.87997186835855,193.3819682598114,1788892227.786726,1788892034.4047577,decode_heavy
