arrival_wall_s,candidate_id,client_latency_s,completion_wall_s,error,observed_output_tokens,offered_rate_rps,request_id,request_index,success,tpot_ms,ttft_ms,workload_id
1788886142.7975988,small_light-bracket-01-rps-0.100000,3.698314924025908,1788886146.495893,,64,0.1,capacity-000012,9,True,55.957153380390196,167.81911998987198,small_light
1788886152.7989807,small_light-bracket-01-rps-0.100000,3.7012476979289204,1788886156.5002072,,64,0.1,capacity-000013,10,True,55.95242400239739,171.35444283485413,small_light
1788886162.7977054,small_light-bracket-01-rps-0.100000,3.7055152931716293,1788886166.5032,,64,0.1,capacity-000014,11,True,55.94249241541894,176.01260798983276,small_light
1788886172.7980583,small_light-bracket-01-rps-0.100000,3.7020468621049076,1788886176.5000894,,64,0.1,capacity-000015,12,True,55.94422529998516,173.39460202492774,small_light
1788886182.7982252,small_light-bracket-01-rps-0.100000,3.699837618973106,1788886186.498043,,64,0.1,capacity-000016,13,True,55.94483923743523,170.15944398008287,small_light
1788886192.7976537,small_light-bracket-01-rps-0.100000,3.6989719988778234,1788886196.4966044,,64,0.1,capacity-000017,14,True,55.94370884466029,169.64549594558775,small_light
1788886202.797813,small_light-bracket-01-rps-0.100000,3.7067035811487585,1788886206.5044966,,64,0.1,capacity-000018,15,True,55.949093256559635,176.41443898901343,small_light
1788886212.797643,small_light-bracket-01-rps-0.100000,3.7022119269240648,1788886216.4998343,,64,0.1,capacity-000019,16,True,55.95630727013543,171.26665101386607,small_light
1788886222.7978733,small_light-bracket-01-rps-0.100000,3.7021639100275934,1788886226.500014,,64,0.1,capacity-000020,17,True,55.955489716743905,171.37818387709558,small_light
1788886232.7977695,small_light-bracket-01-rps-0.100000,3.6985377150122076,1788886236.4962878,,64,0.1,capacity-000021,18,True,55.94687590316411,168.0832279380411,small_light
1788886242.7974796,small_light-bracket-01-rps-0.100000,3.7052850818727165,1788886246.502747,,64,0.1,capacity-000022,19,True,55.94598925081156,175.2202780917287,small_light
1788886252.7981236,small_light-bracket-01-rps-0.100000,3.6970529810059816,1788886256.4951563,,64,0.1,capacity-000023,20,True,55.94850001516678,167.57882619276643,small_light
1788886262.7987347,small_light-bracket-01-rps-0.100000,3.702367631951347,1788886266.50108,,64,0.1,capacity-000024,21,True,55.94943311168916,172.96194285154343,small_light
1788886272.7981744,small_light-bracket-01-rps-0.100000,3.696441741893068,1788886276.4945953,,64,0.1,capacity-000025,22,True,55.94772155514904,166.04933911003172,small_light
1788886282.7990024,small_light-bracket-01-rps-0.100000,3.698255328927189,1788886286.4972374,,64,0.1,capacity-000026,23,True,55.94592936529172,169.3126221653074,small_light
1788886292.7978768,small_light-bracket-01-rps-0.100000,3.7047710199840367,1788886296.5026271,,64,0.1,capacity-000027,24,True,55.95243012621289,173.64389798603952,small_light
1788886302.7976384,small_light-bracket-01-rps-0.100000,3.6987365430686623,1788886306.496355,,64,0.1,capacity-000028,25,True,55.95024215752289,168.59384207054973,small_light
1788886312.7975376,small_light-bracket-01-rps-0.100000,3.6990997579414397,1788886316.4966192,,64,0.1,capacity-000029,26,True,55.948758808275066,168.486321112141,small_light
1788886322.7981944,small_light-bracket-01-rps-0.100000,3.703847287921235,1788886326.5020204,,64,0.1,capacity-000030,27,True,55.949468365205185,174.04828313738108,small_light
1788886332.797796,small_light-bracket-01-rps-0.100000,3.698683399008587,1788886336.496456,,64,0.1,capacity-000031,28,True,55.95191266565096,167.8352460730821,small_light
1788886342.797796,small_light-bracket-01-rps-0.100000,3.700901764910668,1788886346.4986768,,64,0.1,capacity-000032,29,True,55.94856528535722,170.96501193009317,small_light
1788886352.7976906,small_light-bracket-01-rps-0.100000,3.6983423167839646,1788886356.4960122,,64,0.1,capacity-000033,30,True,55.948683238100436,168.5392849612981,small_light
1788886366.670154,small_light-bracket-02-rps-0.200000,3.700715722050518,1788886370.3708491,,64,0.2,capacity-000034,1,True,55.94118568484509,170.68040603771806,small_light
1788886371.6720133,small_light-bracket-02-rps-0.200000,3.6997569610830396,1788886375.3717499,,64,0.2,capacity-000035,2,True,55.95350163500933,169.98930391855538,small_light
1788886376.6720521,small_light-bracket-02-rps-0.200000,3.7068272489123046,1788886380.3788593,,64,0.2,capacity-000036,3,True,55.952167478463956,176.24241788871586,small_light
1788886381.6720326,small_light-bracket-02-rps-0.200000,3.703936749137938,1788886385.3759482,,64,0.2,capacity-000037,4,True,55.94560269650722,173.5486490651965,small_light
1788886386.6720433,small_light-bracket-02-rps-0.200000,3.704757292987779,1788886390.3767796,,64,0.2,capacity-000038,5,True,55.95460228459348,174.3309840094298,small_light
1788886391.6721563,small_light-bracket-02-rps-0.200000,3.7033173309173435,1788886395.375453,,64,0.2,capacity-000039,6,True,55.948285493142315,173.1172651052475,small_light
1788886396.6721714,small_light-bracket-02-rps-0.200000,3.698543295962736,1788886400.3706925,,64,0.2,capacity-000040,7,True,55.952023951307176,167.3623260576278,small_light
1788886401.6720126,small_light-bracket-02-rps-0.200000,3.697670500027016,1788886405.3696542,,64,0.2,capacity-000041,8,True,55.94376520815468,168.53597899898887,small_light
1788886406.6719317,small_light-bracket-02-rps-0.200000,3.7033659440930933,1788886410.375277,,64,0.2,capacity-000042,9,True,55.952511284322966,173.46651200205088,small_light
1788886411.6721194,small_light-bracket-02-rps-0.200000,3.703799911076203,1788886415.3758955,,64,0.2,capacity-000043,10,True,55.952109984077865,173.15452895127237,small_light
1788886416.6719668,small_light-bracket-02-rps-0.200000,3.7029039210174233,1788886420.374849,,64,0.2,capacity-000044,11,True,55.948187301438004,172.31700289994478,small_light
1788886421.6724594,small_light-bracket-02-rps-0.200000,3.7048535691574216,1788886425.3772917,,64,0.2,capacity-000045,12,True,55.95136463405594,174.76490000262856,small_light
1788886426.672153,small_light-bracket-02-rps-0.200000,3.7017461548093706,1788886430.3738782,,64,0.2,capacity-000046,13,True,55.946909903829535,171.68296803720295,small_light
1788886431.6719818,small_light-bracket-02-rps-0.200000,3.70377553999424,1788886435.3757377,,64,0.2,capacity-000047,14,True,55.94812628502647,169.67567708343267,small_light
1788886436.6720052,small_light-bracket-02-rps-0.200000,3.695554494857788,1788886440.367539,,64,0.2,capacity-000048,15,True,55.93772504907397,166.55820491723716,small_light
1788886441.671952,small_light-bracket-02-rps-0.200000,3.6988459520507604,1788886445.3707793,,64,0.2,capacity-000049,16,True,55.955229319691185,168.4306040406227,small_light
1788886446.6721518,small_light-bracket-02-rps-0.200000,3.706284492975101,1788886450.3784153,,64,0.2,capacity-000050,17,True,55.945091984338234,176.31584592163563,small_light
1788886451.6717515,small_light-bracket-02-rps-0.200000,3.703068243106827,1788886455.374801,,64,0.2,capacity-000051,18,True,55.945044364928016,174.12864905782044,small_light
1788886456.6723819,small_light-bracket-02-rps-0.200000,3.699846026021987,1788886460.3722076,,64,0.2,capacity-000052,19,True,55.94535339771519,169.80590904131532,small_light
1788886461.6716511,small_light-bracket-02-rps-0.200000,3.7005597839597613,1788886465.372191,,64,0.2,capacity-000053,20,True,55.948804553952954,171.37606511823833,small_light
1788886466.6720665,small_light-bracket-02-rps-0.200000,3.699063538108021,1788886470.3711102,,64,0.2,capacity-000054,21,True,55.94861619026651,168.97464008070529,small_light
1788886471.6717558,small_light-bracket-02-rps-0.200000,3.7019619569182396,1788886475.3736978,,64,0.2,capacity-000055,22,True,55.95294452301921,172.07258404232562,small_light
1788886476.6717384,small_light-bracket-02-rps-0.200000,3.700447329087183,1788886480.3721654,,64,0.2,capacity-000056,23,True,55.94866430120809,170.78311904333532,small_light
1788886481.6717236,small_light-bracket-02-rps-0.200000,3.695200941991061,1788886485.3669047,,64,0.2,capacity-000057,24,True,55.94678268220926,165.73381191119552,small_light
1788886486.6722453,small_light-bracket-02-rps-0.200000,3.700019621057436,1788886490.3722448,,64,0.2,capacity-000058,25,True,55.95121552635516,169.8113139718771,small_light
1788886491.6720388,small_light-bracket-02-rps-0.200000,3.70081789791584,1788886495.3728375,,64,0.2,capacity-000059,26,True,55.94777820690993,171.432055067271,small_light
1788886496.6720932,small_light-bracket-02-rps-0.200000,3.701037807157263,1788886500.3731105,,64,0.2,capacity-000060,27,True,55.93973382317003,172.23425395786762,small_light
1788886501.6718419,small_light-bracket-02-rps-0.200000,3.6993827370461076,1788886505.371205,,64,0.2,capacity-000061,28,True,55.9382449525098,169.62174302898347,small_light
1788886506.6726065,small_light-bracket-02-rps-0.200000,3.6983580398373306,1788886510.3709447,,64,0.2,capacity-000062,29,True,55.947597016624755,168.47959998995066,small_light
1788886511.6721044,small_light-bracket-02-rps-0.200000,3.7035893779248,1788886515.3756714,,64,0.2,capacity-000063,30,True,55.95019379527204,173.73613687232137,small_light
1788886525.4971097,small_light-bracket-03-rps-0.400000,3.74481449322775,1788886529.2419057,,64,0.4,capacity-000064,1,True,56.632279477540465,172.46431205421686,small_light
1788886527.9979894,small_light-bracket-03-rps-0.400000,3.8633376660291106,1788886531.8613064,,64,0.4,capacity-000065,2,True,57.28835492054858,249.1970551200211,small_light
1788886530.498153,small_light-bracket-03-rps-0.400000,3.870195063063875,1788886534.3683257,,64,0.4,capacity-000066,3,True,57.361719557010225,251.92968896590173,small_light
1788886532.9975874,small_light-bracket-03-rps-0.400000,3.879237496992573,1788886536.876805,,64,0.4,capacity-000067,4,True,57.36917377789579,259.91075998172164,small_light
1788886535.4976351,small_light-bracket-03-rps-0.400000,3.886093058157712,1788886539.3837073,,64,0.4,capacity-000068,5,True,57.364772964594145,267.5110911950469,small_light
1788886537.9974222,small_light-bracket-03-rps-0.400000,3.896276450017467,1788886541.8936808,,64,0.4,capacity-000069,6,True,57.40904761847877,275.0271640252322,small_light
1788886540.4981844,small_light-bracket-03-rps-0.400000,3.8464192799292505,1788886544.3445845,,64,0.4,capacity-000070,7,True,57.39583382530818,226.33458697237074,small_light
1788886542.9982247,small_light-bracket-03-rps-0.400000,3.8550410280004144,1788886546.8532457,,64,0.4,capacity-000071,8,True,57.36961955618527,235.7635060325265,small_light
1788886545.4977102,small_light-bracket-03-rps-0.400000,3.863272201968357,1788886549.3609626,,64,0.4,capacity-000072,9,True,57.36735068439018,243.90317499637604,small_light
1788886547.9981942,small_light-bracket-03-rps-0.400000,3.8707522829063237,1788886551.868925,,64,0.4,capacity-000073,10,True,57.369196177682,250.88020879775286,small_light
1788886550.4978473,small_light-bracket-03-rps-0.400000,3.878506121924147,1788886554.376333,,64,0.4,capacity-000074,11,True,57.372893886788496,259.007859043777,small_light
1788886552.9975102,small_light-bracket-03-rps-0.400000,3.8860321319662035,1788886556.8835213,,64,0.4,capacity-000075,12,True,57.37528795125111,266.90984796732664,small_light
1788886555.499243,small_light-bracket-03-rps-0.400000,3.8937804580200464,1788886559.3930023,,64,0.4,capacity-000076,13,True,57.405758619545,273.2328730635345,small_light
1788886557.9977047,small_light-bracket-03-rps-0.400000,3.848730232100934,1788886561.846413,,64,0.4,capacity-000077,14,True,57.41086054135055,226.28991398960352,small_light
1788886560.4978845,small_light-bracket-03-rps-0.400000,3.854970903135836,1788886564.3528333,,64,0.4,capacity-000078,15,True,57.36804976024561,236.20385210961103,small_light
1788886562.9974048,small_light-bracket-03-rps-0.400000,3.8646746589802206,1788886566.8620613,,64,0.4,capacity-000079,16,True,57.36649027168159,243.95141704007983,small_light
1788886565.4980152,small_light-bracket-03-rps-0.400000,3.8700226151850075,1788886569.3680184,,64,0.4,capacity-000080,17,True,57.36779586027657,251.1652228422463,small_light
1788886567.997406,small_light-bracket-03-rps-0.400000,3.878451948054135,1788886571.8758378,,64,0.4,capacity-000081,18,True,57.36790124016503,259.19548282399774,small_light
1788886570.4979255,small_light-bracket-03-rps-0.400000,3.8850244858767837,1788886574.382932,,64,0.4,capacity-000082,19,True,57.36763690347,266.41296898014843,small_light
1788886572.9981627,small_light-bracket-03-rps-0.400000,3.89473112905398,1788886576.8928742,,64,0.4,capacity-000083,20,True,57.40433950938048,273.62011978402734,small_light
1788886575.4972491,small_light-bracket-03-rps-0.400000,3.846257047029212,1788886579.3434908,,64,0.4,capacity-000084,21,True,57.39951246078052,226.34800616651773,small_light
1788886577.9982169,small_light-bracket-03-rps-0.400000,3.854502899805084,1788886581.8526998,,64,0.4,capacity-000085,22,True,57.37303877766762,234.85906911082566,small_light
1788886580.497558,small_light-bracket-03-rps-0.400000,3.861463360954076,1788886584.3590002,,64,0.4,capacity-000086,23,True,57.360684968501566,243.6701520346105,small_light
1788886582.9975066,small_light-bracket-03-rps-0.400000,3.8693814650177956,1788886586.866868,,64,0.4,capacity-000087,24,True,57.362726143014335,251.0753378737718,small_light
1788886585.497961,small_light-bracket-03-rps-0.400000,3.8766208230517805,1788886589.3745673,,64,0.4,capacity-000088,25,True,57.37090039820898,258.0232198815793,small_light
1788886587.9974558,small_light-bracket-03-rps-0.400000,3.8851408169139177,1788886591.8825753,,64,0.4,capacity-000089,26,True,57.367100827543744,266.2349708843976,small_light
1788886590.4983032,small_light-bracket-03-rps-0.400000,3.894428235013038,1788886594.392713,,64,0.4,capacity-000090,27,True,57.40077504592519,273.14921002835035,small_light
1788886592.9977992,small_light-bracket-03-rps-0.400000,3.8458978550042957,1788886596.843676,,64,0.4,capacity-000091,28,True,57.401026584326274,225.02172621898353,small_light
1788886595.497748,small_light-bracket-03-rps-0.400000,3.8540596270468086,1788886599.3517878,,64,0.4,capacity-000092,29,True,57.36901488761225,234.96701708063483,small_light
1788886597.9979143,small_light-bracket-03-rps-0.400000,3.8617366820108145,1788886601.8596306,,64,0.4,capacity-000093,30,True,57.367395698314624,242.3352140467614,small_light
1788886600.497885,small_light-bracket-03-rps-0.400000,3.8686377787962556,1788886604.3665035,,64,0.4,capacity-000094,31,True,57.36564872934232,250.0949080567807,small_light
1788886602.997419,small_light-bracket-03-rps-0.400000,3.877409600885585,1788886606.8748085,,64,0.4,capacity-000095,32,True,57.365460203044,258.033141028136,small_light
1788886605.4990802,small_light-bracket-03-rps-0.400000,3.883868153905496,1788886609.3829284,,64,0.4,capacity-000096,33,True,57.36782104663906,264.2328061629087,small_light
1788886607.9977376,small_light-bracket-03-rps-0.400000,3.894366413820535,1788886611.892084,,64,0.4,capacity-000097,34,True,57.40266338005544,273.08817207813263,small_light
1788886610.4974551,small_light-bracket-03-rps-0.400000,3.8450065730139613,1788886614.3424466,,64,0.4,capacity-000098,35,True,57.40287404743925,225.21727997809649,small_light
1788886612.9979649,small_light-bracket-03-rps-0.400000,3.806322772987187,1788886616.804272,,64,0.4,capacity-000099,36,True,56.632004681945084,234.63454586453736,small_light
1788886626.9252648,small_light-bracket-04-rps-0.800000,3.799988648155704,1788886630.725236,,64,0.8,capacity-000100,1,True,57.48689925253746,173.64606400951743,small_light
1788886628.1761134,small_light-bracket-04-rps-0.800000,3.949669530848041,1788886632.1257627,,64,0.8,capacity-000101,2,True,58.354719224134605,268.79663788713515,small_light
1788886629.426036,small_light-bracket-04-rps-0.800000,3.925085644936189,1788886633.3511014,,64,0.8,capacity-000102,3,True,58.35714264743267,243.7318000011146,small_light
1788886630.675633,small_light-bracket-04-rps-0.800000,3.959158441051841,1788886634.6347704,,64,0.8,capacity-000103,4,True,58.363701556883164,277.55058207549155,small_light
1788886631.9255166,small_light-bracket-04-rps-0.800000,3.9350417170207947,1788886635.8605385,,64,0.8,capacity-000104,5,True,58.37005788889078,252.84997816197574,small_light
1788886633.1762512,small_light-bracket-04-rps-0.800000,3.909857691032812,1788886637.0860882,,64,0.8,capacity-000105,6,True,58.364657478200066,227.71973093040287,small_light
1788886634.4257057,small_light-bracket-04-rps-0.800000,3.944137977901846,1788886638.3698232,,64,0.8,capacity-000106,7,True,58.36405793559693,262.1610639616847,small_light
1788886635.6761398,small_light-bracket-04-rps-0.800000,3.918968523154035,1788886639.595089,,64,0.8,capacity-000107,8,True,58.35530508146991,237.37365286797285,small_light
1788886636.9261925,small_light-bracket-04-rps-0.800000,3.9521340928040445,1788886640.8783073,,64,0.8,capacity-000108,9,True,58.360609203754436,271.1516050621867,small_light
1788886638.175553,small_light-bracket-04-rps-0.800000,3.9290228669997305,1788886642.1045556,,64,0.8,capacity-000109,10,True,58.36226750490448,247.14558199048042,small_light
1788886639.4258735,small_light-bracket-04-rps-0.800000,3.9612099500373006,1788886643.387062,,64,0.8,capacity-000110,11,True,58.36188584373939,280.4642328992486,small_light
1788886640.6764605,small_light-bracket-04-rps-0.800000,3.936914411140606,1788886644.6133587,,64,0.8,capacity-000111,12,True,58.36873176315474,255.51132997497916,small_light
1788886641.926282,small_light-bracket-04-rps-0.800000,3.912179626058787,1788886645.838441,,64,0.8,capacity-000112,13,True,58.36307388981656,231.03309702128172,small_light
1788886643.1759505,small_light-bracket-04-rps-0.800000,3.946787696098909,1788886647.122718,,64,0.8,capacity-000113,14,True,58.35728530239846,265.2296160813421,small_light
1788886644.427301,small_light-bracket-04-rps-0.800000,3.9207899521570653,1788886648.348071,,64,0.8,capacity-000114,15,True,58.35829038054697,239.17924286797643,small_light
1788886645.677082,small_light-bracket-04-rps-0.800000,3.9548231521621346,1788886649.6318846,,64,0.8,capacity-000115,16,True,58.353699540482864,273.34645902737975,small_light
1788886646.9263515,small_light-bracket-04-rps-0.800000,3.9300790070556104,1788886650.8564153,,64,0.8,capacity-000116,17,True,58.35943441424105,249.46248205378652,small_light
1788886648.1773577,small_light-bracket-04-rps-0.800000,3.9053818290121853,1788886652.082719,,64,0.8,capacity-000117,18,True,58.366449475879705,223.45402115024626,small_light
1788886649.4257472,small_light-bracket-04-rps-0.800000,3.940512209897861,1788886653.3662376,,64,0.8,capacity-000118,19,True,58.35844820646185,259.31737408973277,small_light
1788886650.6763258,small_light-bracket-04-rps-0.800000,3.9157651669811457,1788886654.5920715,,64,0.8,capacity-000119,20,True,58.360266761617765,233.9083249680698,small_light
1788886651.9262085,small_light-bracket-04-rps-0.800000,3.94910111813806,1788886655.87529,,64,0.8,capacity-000120,21,True,58.35796995384116,267.81051396392286,small_light
1788886653.1763892,small_light-bracket-04-rps-0.800000,3.9240751748438925,1788886657.1004453,,64,0.8,capacity-000121,22,True,58.35446771529932,243.49084496498108,small_light
1788886654.4261959,small_light-bracket-04-rps-0.800000,3.9588470191229135,1788886658.3850229,,64,0.8,capacity-000122,23,True,58.35732786975328,277.2316581103951,small_light
1788886655.675503,small_light-bracket-04-rps-0.800000,3.9340701380278915,1788886659.6095524,,64,0.8,capacity-000123,24,True,58.35567231822227,253.39355296455324,small_light
1788886656.926308,small_light-bracket-04-rps-0.800000,3.9092262340709567,1788886660.8355136,,64,0.8,capacity-000124,25,True,58.361108396350154,227.931217988953,small_light
1788886658.1759648,small_light-bracket-04-rps-0.800000,3.943738275906071,1788886662.1196823,,64,0.8,capacity-000125,26,True,58.35710723869621,262.3430178500712,small_light
1788886659.426379,small_light-bracket-04-rps-0.800000,3.918742065085098,1788886663.3451014,,64,0.8,capacity-000126,27,True,58.3563062051932,237.28377418592572,small_light
1788886660.6762288,small_light-bracket-04-rps-0.800000,3.95280878408812,1788886664.6290185,,64,0.8,capacity-000127,28,True,58.36062103376857,271.1658969055861,small_light
1788886661.9254882,small_light-bracket-04-rps-0.800000,3.9292862981092185,1788886665.8547544,,64,0.8,capacity-000128,29,True,58.36244706167943,247.3953200969845,small_light
1788886663.17616,small_light-bracket-04-rps-0.800000,3.9629328979644924,1788886667.1390736,,64,0.8,capacity-000129,30,True,58.37111049405639,280.2889058366418,small_light
1788886664.426688,small_light-bracket-04-rps-0.800000,3.9371808760333806,1788886668.3638487,,64,0.8,capacity-000130,31,True,58.36440082491627,255.40587399154902,small_light
1788886665.6755862,small_light-bracket-04-rps-0.800000,3.9131544909905642,1788886669.5887258,,64,0.8,capacity-000131,32,True,58.35692277769484,232.11631504818797,small_light
1788886666.926108,small_light-bracket-04-rps-0.800000,3.9473828789778054,1788886670.8734705,,64,0.8,capacity-000132,33,True,58.36082112768458,265.31268400140107,small_light
1788886668.175696,small_light-bracket-04-rps-0.800000,3.9225360359996557,1788886672.098212,,64,0.8,capacity-000133,34,True,58.35852814128711,241.33686488494277,small_light
1788886669.4255412,small_light-bracket-04-rps-0.800000,3.9558354958426207,1788886673.3813555,,64,0.8,capacity-000134,35,True,58.36421504823698,274.9253830406815,small_light
1788886670.675565,small_light-bracket-04-rps-0.800000,3.9307189451064914,1788886674.6062627,,64,0.8,capacity-000135,36,True,58.35698230472941,250.62394491396844,small_light
1788886671.9254856,small_light-bracket-04-rps-0.800000,3.9076174010988325,1788886675.833083,,64,0.8,capacity-000136,37,True,58.358741395678074,225.9654721710831,small_light
1788886673.1758463,small_light-bracket-04-rps-0.800000,3.9404220948927104,1788886677.1162481,,64,0.8,capacity-000137,38,True,58.35518866614808,259.5611831638962,small_light
1788886674.4256544,small_light-bracket-04-rps-0.800000,3.91842116904445,1788886678.3440537,,64,0.8,capacity-000138,39,True,58.35600549517761,235.04042089916766,small_light
1788886675.676385,small_light-bracket-04-rps-0.800000,3.948953067185357,1788886679.6253226,,64,0.8,capacity-000139,40,True,58.36178598526333,267.917986959219,small_light
1788886676.9256444,small_light-bracket-04-rps-0.800000,3.9259282869752496,1788886680.8515534,,64,0.8,capacity-000140,41,True,58.3603656665969,244.08640782348812,small_light
1788886678.1764486,small_light-bracket-04-rps-0.800000,3.9585990451741964,1788886682.1350274,,64,0.8,capacity-000141,42,True,58.36185257113169,276.94042515940964,small_light
1788886679.4257438,small_light-bracket-04-rps-0.800000,3.9348309519700706,1788886683.3605542,,64,0.8,capacity-000142,43,True,58.35428050837465,253.48553899675608,small_light
1788886680.675537,small_light-bracket-04-rps-0.800000,3.910163735039532,1788886684.5856798,,64,0.8,capacity-000143,44,True,58.35337358866892,228.89911895617843,small_light
1788886681.9261642,small_light-bracket-04-rps-0.800000,3.9431517771445215,1788886685.8693001,,64,0.8,capacity-000144,45,True,58.367730635735725,262.0508580002934,small_light
1788886683.1761742,small_light-bracket-04-rps-0.800000,3.9184993971139193,1788886687.0946422,,64,0.8,capacity-000145,46,True,58.35132863712571,237.27608495391905,small_light
1788886684.4262943,small_light-bracket-04-rps-0.800000,3.9523210499901325,1788886688.3785954,,64,0.8,capacity-000146,47,True,58.35866360437302,270.8488421048969,small_light
1788886685.6755147,small_light-bracket-04-rps-0.800000,3.927129833959043,1788886689.602626,,64,0.8,capacity-000147,48,True,58.351080890537965,247.28930997662246,small_light
1788886686.926241,small_light-bracket-04-rps-0.800000,3.962604663800448,1788886690.8888273,,64,0.8,capacity-000148,49,True,58.378477285187394,279.72543612122536,small_light
1788886688.1764767,small_light-bracket-04-rps-0.800000,3.9358549430035055,1788886692.1123166,,64,0.8,capacity-000149,50,True,58.35653528837221,255.52941882051528,small_light
1788886689.4263551,small_light-bracket-04-rps-0.800000,3.9117702858056873,1788886693.3381062,,64,0.8,capacity-000150,51,True,58.35526348978636,230.91479996219277,small_light
1788886690.6759455,small_light-bracket-04-rps-0.800000,3.945691470988095,1788886694.6216152,,64,0.8,capacity-000151,52,True,58.353701791179084,265.2624691836536,small_light
1788886691.9273748,small_light-bracket-04-rps-0.800000,3.9200856280513108,1788886695.8474405,,64,0.8,capacity-000152,53,True,58.350177348724436,239.16985210962594,small_light
1788886693.1771116,small_light-bracket-04-rps-0.800000,3.9544886650983244,1788886697.1315804,,64,0.8,capacity-000153,54,True,58.35387557153664,273.2159369625151,small_light
1788886694.426432,small_light-bracket-04-rps-0.800000,3.9315909792203456,1788886698.3580024,,64,0.8,capacity-000154,55,True,58.36884688866872,249.13583416491747,small_light
1788886695.6771357,small_light-bracket-04-rps-0.800000,3.967788892099634,1788886699.6449044,,64,0.8,capacity-000155,56,True,58.371220796649894,281.9095018785447,small_light
1788886696.9255598,small_light-bracket-04-rps-0.800000,3.9409592850133777,1788886700.866498,,64,0.8,capacity-000156,57,True,58.35900030335382,259.3538109213114,small_light
1788886698.1761189,small_light-bracket-04-rps-0.800000,3.913727697916329,1788886702.0898244,,64,0.8,capacity-000157,58,True,58.349632380885026,234.2731300741434,small_light
1788886699.4258237,small_light-bracket-04-rps-0.800000,3.9490764779038727,1788886703.3748803,,64,0.8,capacity-000158,59,True,58.35899309299531,268.0915859527886,small_light
1788886700.6759555,small_light-bracket-04-rps-0.800000,3.923847759142518,1788886704.599789,,64,0.8,capacity-000159,60,True,58.35353612663254,243.70522587560117,small_light
1788886701.9260075,small_light-bracket-04-rps-0.800000,3.9582754301372916,1788886705.884262,,64,0.8,capacity-000160,61,True,58.35832081114253,277.1482369862497,small_light
1788886703.176449,small_light-bracket-04-rps-0.800000,3.9338444599416107,1788886707.1102738,,64,0.8,capacity-000161,62,True,58.36756944671155,252.24629184231162,small_light
1788886704.4260666,small_light-bracket-04-rps-0.800000,3.908179529942572,1788886708.3342266,,64,0.8,capacity-000162,63,True,58.34918436298649,228.0584319960326,small_light
1788886705.6756032,small_light-bracket-04-rps-0.800000,3.943448265083134,1788886709.619031,,64,0.8,capacity-000163,64,True,58.355110508966305,262.34288909472525,small_light
1788886706.9260013,small_light-bracket-04-rps-0.800000,3.9179966209921986,1788886710.8439786,,64,0.8,capacity-000164,65,True,58.345054158024375,237.55556112155318,small_light
1788886708.1757653,small_light-bracket-04-rps-0.800000,3.9523866961244494,1788886712.1281319,,64,0.8,capacity-000165,66,True,58.362133346409315,270.8483561873436,small_light
1788886709.4261496,small_light-bracket-04-rps-0.800000,3.927967020077631,1788886713.3540962,,64,0.8,capacity-000166,67,True,58.35654572879393,246.2808780837804,small_light
1788886710.6760125,small_light-bracket-04-rps-0.800000,3.9612990599125624,1788886714.6372905,,64,0.8,capacity-000167,68,True,58.35811485580745,279.96039809659123,small_light
1788886711.9263911,small_light-bracket-04-rps-0.800000,3.9367049359716475,1788886715.8630762,,64,0.8,capacity-000168,69,True,58.36108644374661,255.02285291440785,small_light
1788886713.1760528,small_light-bracket-04-rps-0.800000,3.911024963017553,1788886717.087058,,64,0.8,capacity-000169,70,True,58.34212170041624,230.99465598352253,small_light
