request_id,input_len,requested_output_len,observed_output_tokens,prefill_endpoint_id,decode_endpoint_id,ttft_ms,tpot_ms,mean_itl_ms,e2e_latency_ms,prefill_latency_ms,decode_stream_latency_ms,real_sse,logical_request_id_propagated
phase3c-b13-r05-static-decode_heavy-0000,128,256,256,P0,D0,218.8131839793641,56.02416550984844,56.02285129419875,14504.975388990715,133.27693298924714,14365.882005979074,True,True
phase3c-b13-r05-static-decode_heavy-0001,128,256,256,P0,D1,187.92172300163656,56.026865745091115,56.025614007832665,14474.772487999871,105.21090400288813,14362.45706101181,True,True
phase3c-b13-r05-static-decode_heavy-0002,128,256,256,P1,D0,187.44463298935443,56.026225407863514,56.02321822741799,14474.13211199455,107.88307499024086,14360.608830989804,True,True
phase3c-b13-r05-static-decode_heavy-0003,128,256,256,P1,D1,199.63250702130608,56.029128686264706,56.02810347838528,14487.060322018806,118.73283801833168,14363.050492014736,True,True
