workload_id,purpose,input_len,output_len,planned_requests,completed_requests,mean_ttft_ms,mean_tpot_ms,ttft_p90_ms,tpot_p90_ms,mean_e2e_latency_ms
small_light,,128,64,48,48,199.48334181390237,55.95591475066228,212.23396402783692,55.96368457782009,4148.575837554138
prefill_medium,,1024,64,48,48,301.23252834164305,56.964380575837346,309.20304897008464,56.975281996549,3899.1076765790544
prefill_heavy,,2048,64,48,48,471.39065753435716,58.07594636396047,476.18668123614043,58.08538833525889,4139.673441602402
decode_medium,,128,128,48,48,186.94554446847178,55.95496992441261,195.5656485632062,55.958124713084885,7302.136006803873
decode_heavy,,128,256,48,48,184.7091458742701,56.027015628505445,194.3799528060481,56.02878579929215,14480.466251288211
balanced_medium,,512,128,48,48,210.75103883291982,56.399661429893875,224.35071519576013,56.4020343941607,7382.919520663563
