request_id,selected_prefill_endpoint_id,selected_decode_endpoint_id,route_timestamp_wall_s,prefill_completion_wall_s,kv_handoff_completion_wall_s,decode_start_wall_s,decode_completion_wall_s,outcome
phase3c-xpyd_power_compare_baseline_256655-0072,P1,D1,1788354923.2150617,1788354923.4351673,1788354923.43517,1788354923.4352875,1788354927.1074317,completed
phase3c-xpyd_power_compare_baseline_256655-0073,P1,D1,1788354948.215758,1788354948.4282076,1788354948.4282093,1788354948.4282937,1788354952.0993876,completed
phase3c-xpyd_power_compare_baseline_256655-0074,P1,D1,1788354973.208359,1788354973.4185662,1788354973.4185684,1788354973.4186904,1788354977.09046,completed
phase3c-xpyd_power_compare_baseline_256655-0075,P1,D1,1788354998.2153986,1788354998.424892,1788354998.4248946,1788354998.4250097,1788355002.0969858,completed
phase3c-xpyd_power_compare_baseline_256655-0076,P1,D1,1788355023.21555,1788355023.4353302,1788355023.435332,1788355023.4354346,1788355027.1075637,completed
phase3c-xpyd_power_compare_baseline_256655-0077,P1,D1,1788355048.2147179,1788355048.4376266,1788355048.437629,1788355048.4377513,1788355052.1095428,completed
phase3c-xpyd_power_compare_baseline_256655-0078,P1,D1,1788355073.2161212,1788355073.4496112,1788355073.4496136,1788355073.4497402,1788355077.1235073,completed
phase3c-xpyd_power_compare_baseline_256655-0079,P1,D1,1788355098.2210324,1788355098.4392965,1788355098.4392986,1788355098.4394016,1788355102.1120462,completed
phase3c-xpyd_power_compare_baseline_256655-0080,P1,D1,1788355123.219094,1788355123.4371078,1788355123.4371097,1788355123.4372005,1788355127.107538,completed
phase3c-xpyd_power_compare_baseline_256655-0081,P1,D1,1788355148.214571,1788355148.4324179,1788355148.4324198,1788355148.4325082,1788355152.104265,completed
phase3c-xpyd_power_compare_baseline_256655-0082,P1,D1,1788355173.2155027,1788355173.4354331,1788355173.435435,1788355173.4355245,1788355177.105494,completed
phase3c-xpyd_power_compare_baseline_256655-0083,P1,D1,1788355198.215786,1788355198.4362,1788355198.4362018,1788355198.4362893,1788355202.1070597,completed
phase3c-xpyd_power_compare_baseline_256655-0084,P1,D1,1788355223.2145295,1788355223.43321,1788355223.4332118,1788355223.4333017,1788355227.1035004,completed
phase3c-xpyd_power_compare_baseline_256655-0085,P1,D1,1788355248.215213,1788355248.4344962,1788355248.4344983,1788355248.4345884,1788355252.1045852,completed
phase3c-xpyd_power_compare_baseline_256655-0086,P1,D1,1788355273.2141888,1788355273.4328854,1788355273.4328876,1788355273.432984,1788355277.1032424,completed
phase3c-xpyd_power_compare_baseline_256655-0087,P1,D1,1788355298.2152224,1788355298.4351013,1788355298.4351032,1788355298.4351933,1788355302.104851,completed
phase3c-xpyd_power_compare_baseline_256655-0088,P1,D1,1788355323.215769,1788355323.4361992,1788355323.4362016,1788355323.4363039,1788355327.1064034,completed
phase3c-xpyd_power_compare_baseline_256655-0089,P1,D1,1788355348.215632,1788355348.4353096,1788355348.4353116,1788355348.435399,1788355352.103808,completed
phase3c-xpyd_power_compare_baseline_256655-0090,P1,D1,1788355373.2158558,1788355373.4375062,1788355373.4375086,1788355373.4376123,1788355377.1095502,completed
phase3c-xpyd_power_compare_baseline_256655-0091,P1,D1,1788355398.202217,1788355398.4225795,1788355398.4225814,1788355398.4227326,1788355402.0934274,completed
phase3c-xpyd_power_compare_baseline_256655-0092,P1,D1,1788355423.214836,1788355423.4324975,1788355423.4324994,1788355423.4325924,1788355427.1020792,completed
phase3c-xpyd_power_compare_baseline_256655-0093,P1,D1,1788355448.2172928,1788355448.4532013,1788355448.4532032,1788355448.453298,1788355452.1254842,completed
phase3c-xpyd_power_compare_baseline_256655-0094,P1,D1,1788355473.214574,1788355473.4438236,1788355473.4438257,1788355473.4439232,1788355477.1163895,completed
phase3c-xpyd_power_compare_baseline_256655-0095,P1,D1,1788355498.2168217,1788355498.4519563,1788355498.451959,1788355498.452057,1788355502.125203,completed
phase3c-xpyd_power_compare_baseline_256655-0096,P1,D1,1788355523.21684,1788355523.6088316,1788355523.6088338,1788355523.608929,1788355527.3600717,completed
phase3c-xpyd_power_compare_baseline_256655-0097,P1,D1,1788355548.2165682,1788355548.5984457,1788355548.5984476,1788355548.5985405,1788355552.3488908,completed
phase3c-xpyd_power_compare_baseline_256655-0098,P1,D1,1788355573.197506,1788355573.5794213,1788355573.579423,1788355573.5795174,1788355577.3301015,completed
phase3c-xpyd_power_compare_baseline_256655-0099,P1,D1,1788355598.2160552,1788355598.5982537,1788355598.5982559,1788355598.5983667,1788355602.3498402,completed
phase3c-xpyd_power_compare_baseline_256655-0100,P1,D1,1788355623.2166572,1788355623.6023476,1788355623.6023493,1788355623.602446,1788355627.3524945,completed
phase3c-xpyd_power_compare_baseline_256655-0101,P1,D1,1788355648.2154071,1788355648.5988328,1788355648.5988352,1788355648.5989432,1788355652.349642,completed
phase3c-xpyd_power_compare_baseline_256655-0102,P1,D1,1788355673.2175577,1788355673.5993485,1788355673.5993505,1788355673.5994596,1788355677.3507295,completed
phase3c-xpyd_power_compare_baseline_256655-0103,P1,D1,1788355698.2198281,1788355698.6009347,1788355698.600937,1788355698.6010482,1788355702.3518991,completed
phase3c-xpyd_power_compare_baseline_256655-0104,P1,D1,1788355723.2098641,1788355723.5927348,1788355723.5927374,1788355723.592857,1788355727.344737,completed
phase3c-xpyd_power_compare_baseline_256655-0105,P1,D1,1788355748.2196183,1788355748.602789,1788355748.6027913,1788355748.602902,1788355752.3539498,completed
phase3c-xpyd_power_compare_baseline_256655-0106,P1,D1,1788355773.2156014,1788355773.5989656,1788355773.598968,1788355773.599075,1788355777.3505623,completed
phase3c-xpyd_power_compare_baseline_256655-0107,P1,D1,1788355798.2107916,1788355798.5943325,1788355798.5943346,1788355798.5944438,1788355802.346138,completed
phase3c-xpyd_power_compare_baseline_256655-0108,P1,D1,1788355823.2160938,1788355823.6022735,1788355823.6022754,1788355823.6023858,1788355827.353124,completed
phase3c-xpyd_power_compare_baseline_256655-0109,P1,D1,1788355848.2163393,1788355848.6000485,1788355848.6000504,1788355848.6001592,1788355852.3515108,completed
phase3c-xpyd_power_compare_baseline_256655-0110,P1,D1,1788355873.2167275,1788355873.5978978,1788355873.5979004,1788355873.5980074,1788355877.3495276,completed
phase3c-xpyd_power_compare_baseline_256655-0111,P1,D1,1788355898.2162368,1788355898.5995934,1788355898.5995955,1788355898.5997345,1788355902.3508065,completed
phase3c-xpyd_power_compare_baseline_256655-0112,P1,D1,1788355923.215186,1788355923.5999782,1788355923.5999806,1788355923.6000893,1788355927.3509095,completed
phase3c-xpyd_power_compare_baseline_256655-0113,P1,D1,1788355948.2161057,1788355948.5960727,1788355948.5960748,1788355948.5961888,1788355952.3475404,completed
phase3c-xpyd_power_compare_baseline_256655-0114,P1,D1,1788355973.2147589,1788355973.5942414,1788355973.5942438,1788355973.5943687,1788355977.3447168,completed
phase3c-xpyd_power_compare_baseline_256655-0115,P1,D1,1788355998.215599,1788355998.5985444,1788355998.5985467,1788355998.598654,1788356002.350802,completed
phase3c-xpyd_power_compare_baseline_256655-0116,P1,D1,1788356023.2154815,1788356023.5978878,1788356023.5978901,1788356023.5979989,1788356027.3483832,completed
phase3c-xpyd_power_compare_baseline_256655-0117,P1,D1,1788356048.214789,1788356048.5935695,1788356048.593572,1788356048.5936956,1788356052.3440945,completed
phase3c-xpyd_power_compare_baseline_256655-0118,P1,D1,1788356073.2020757,1788356073.5779312,1788356073.5779335,1788356073.578041,1788356077.3272955,completed
phase3c-xpyd_power_compare_baseline_256655-0119,P1,D1,1788356098.2161617,1788356098.5926034,1788356098.5926056,1788356098.5927315,1788356102.3422408,completed
phase3c-xpyd_power_compare_baseline_256655-0120,P1,D1,1788356123.2162225,1788356123.588952,1788356123.5889554,1788356123.5890913,1788356127.3389802,completed
phase3c-xpyd_power_compare_baseline_256655-0121,P1,D1,1788356148.2150924,1788356148.5922773,1788356148.5922792,1788356148.5923858,1788356152.341632,completed
phase3c-xpyd_power_compare_baseline_256655-0122,P1,D1,1788356173.2021685,1788356173.5825129,1788356173.5825152,1788356173.5826175,1788356177.3325257,completed
phase3c-xpyd_power_compare_baseline_256655-0123,P1,D1,1788356198.2162178,1788356198.5671718,1788356198.5671742,1788356198.5672812,1788356202.316707,completed
phase3c-xpyd_power_compare_baseline_256655-0124,P1,D1,1788356223.2017925,1788356223.5768523,1788356223.5768545,1788356223.576957,1788356227.3271537,completed
phase3c-xpyd_power_compare_baseline_256655-0125,P1,D1,1788356248.215082,1788356248.5938993,1788356248.5939014,1788356248.5940018,1788356252.343443,completed
phase3c-xpyd_power_compare_baseline_256655-0126,P1,D1,1788356273.2018201,1788356273.5805633,1788356273.5805655,1788356273.5806909,1788356277.3293693,completed
phase3c-xpyd_power_compare_baseline_256655-0127,P1,D1,1788356298.2163026,1788356298.5963619,1788356298.596364,1788356298.5964675,1788356302.347912,completed
phase3c-xpyd_power_compare_baseline_256655-0128,P1,D1,1788356323.2026303,1788356323.5849392,1788356323.5849416,1788356323.5850456,1788356327.3356488,completed
phase3c-xpyd_power_compare_baseline_256655-0129,P1,D1,1788356348.215357,1788356348.5929425,1788356348.5929449,1788356348.5930507,1788356352.3425944,completed
phase3c-xpyd_power_compare_baseline_256655-0130,P1,D1,1788356373.210416,1788356373.5896268,1788356373.5896292,1788356373.5897691,1788356377.3395307,completed
phase3c-xpyd_power_compare_baseline_256655-0131,P1,D1,1788356398.206319,1788356398.5831695,1788356398.583172,1788356398.5832808,1788356402.3326948,completed
phase3c-xpyd_power_compare_baseline_256655-0132,P1,D1,1788356423.2048628,1788356423.5859704,1788356423.5859725,1788356423.58608,1788356427.3359835,completed
phase3c-xpyd_power_compare_baseline_256655-0133,P1,D1,1788356448.2040067,1788356448.548239,1788356448.5482414,1788356448.5483482,1788356452.2985468,completed
phase3c-xpyd_power_compare_baseline_256655-0134,P1,D1,1788356473.2049003,1788356473.585717,1788356473.5857198,1788356473.5858305,1788356477.336879,completed
phase3c-xpyd_power_compare_baseline_256655-0135,P1,D1,1788356498.2053435,1788356498.5882168,1788356498.588219,1788356498.5883281,1788356502.3396134,completed
phase3c-xpyd_power_compare_baseline_256655-0136,P1,D1,1788356523.2043507,1788356523.5837662,1788356523.5837688,1788356523.5838823,1788356527.334604,completed
phase3c-xpyd_power_compare_baseline_256655-0137,P1,D1,1788356548.2151763,1788356548.596468,1788356548.5964706,1788356548.5965784,1788356552.3469338,completed
phase3c-xpyd_power_compare_baseline_256655-0138,P1,D1,1788356573.215026,1788356573.5961883,1788356573.5961902,1788356573.596303,1788356577.3476577,completed
phase3c-xpyd_power_compare_baseline_256655-0139,P1,D1,1788356598.2146618,1788356598.5963562,1788356598.596358,1788356598.5964658,1788356602.3474584,completed
phase3c-xpyd_power_compare_baseline_256655-0140,P1,D1,1788356623.2053435,1788356623.5878782,1788356623.5878801,1788356623.5879848,1788356627.3397446,completed
phase3c-xpyd_power_compare_baseline_256655-0141,P1,D1,1788356648.2034883,1788356648.583877,1788356648.58388,1788356648.5839882,1788356652.3345704,completed
phase3c-xpyd_power_compare_baseline_256655-0142,P1,D1,1788356673.2032826,1788356673.5810194,1788356673.5810218,1788356673.5811315,1788356677.3309252,completed
phase3c-xpyd_power_compare_baseline_256655-0143,P1,D1,1788356698.210524,1788356698.5875728,1788356698.5875747,1788356698.5876956,1788356702.33732,completed
phase3c-xpyd_power_compare_baseline_256655-0144,P1,D1,1788356723.2047656,1788356723.32558,1788356723.3255818,1788356723.325704,1788356730.5085967,completed
phase3c-xpyd_power_compare_baseline_256655-0145,P1,D1,1788356748.2045128,1788356748.3234437,1788356748.3234458,1788356748.3235466,1788356755.5063708,completed
phase3c-xpyd_power_compare_baseline_256655-0146,P1,D1,1788356773.2101207,1788356773.329901,1788356773.3299031,1788356773.3300028,1788356780.5128458,completed
phase3c-xpyd_power_compare_baseline_256655-0147,P1,D1,1788356798.204074,1788356798.322721,1788356798.3227234,1788356798.3228235,1788356805.504268,completed
phase3c-xpyd_power_compare_baseline_256655-0148,P1,D1,1788356823.2062562,1788356823.3102694,1788356823.3102717,1788356823.3103704,1788356830.4937837,completed
phase3c-xpyd_power_compare_baseline_256655-0149,P1,D1,1788356848.2116475,1788356848.3244672,1788356848.3244693,1788356848.3245678,1788356855.5071723,completed
phase3c-xpyd_power_compare_baseline_256655-0150,P1,D1,1788356873.2052789,1788356873.3188415,1788356873.3188434,1788356873.3189423,1788356880.5009925,completed
phase3c-xpyd_power_compare_baseline_256655-0151,P1,D1,1788356898.2055807,1788356898.3244047,1788356898.324407,1788356898.3245077,1788356905.5065236,completed
phase3c-xpyd_power_compare_baseline_256655-0152,P1,D1,1788356923.2122743,1788356923.33364,1788356923.333642,1788356923.3337765,1788356930.5159266,completed
phase3c-xpyd_power_compare_baseline_256655-0153,P1,D1,1788356948.211246,1788356948.3340209,1788356948.334023,1788356948.3341193,1788356955.5167801,completed
phase3c-xpyd_power_compare_baseline_256655-0154,P1,D1,1788356973.2116954,1788356973.3300767,1788356973.3300784,1788356973.3301785,1788356980.5128512,completed
phase3c-xpyd_power_compare_baseline_256655-0155,P1,D1,1788356998.2061741,1788356998.3142576,1788356998.3142598,1788356998.3143616,1788357005.4975703,completed
phase3c-xpyd_power_compare_baseline_256655-0156,P1,D1,1788357023.206573,1788357023.3228467,1788357023.322849,1788357023.322953,1788357030.5076823,completed
phase3c-xpyd_power_compare_baseline_256655-0157,P1,D1,1788357048.211713,1788357048.32411,1788357048.3241124,1788357048.3242154,1788357055.507516,completed
phase3c-xpyd_power_compare_baseline_256655-0158,P1,D1,1788357073.2111723,1788357073.3212686,1788357073.3212707,1788357073.3213735,1788357080.5054414,completed
phase3c-xpyd_power_compare_baseline_256655-0159,P1,D1,1788357098.2116034,1788357098.3281963,1788357098.3281984,1788357098.3282955,1788357105.5115519,completed
phase3c-xpyd_power_compare_baseline_256655-0160,P1,D1,1788357123.2124057,1788357123.325711,1788357123.3257134,1788357123.325816,1788357130.511572,completed
phase3c-xpyd_power_compare_baseline_256655-0161,P1,D1,1788357148.2111943,1788357148.315108,1788357148.3151102,1788357148.3152075,1788357155.5006497,completed
phase3c-xpyd_power_compare_baseline_256655-0162,P1,D1,1788357173.211986,1788357173.3163967,1788357173.3163986,1788357173.3165007,1788357180.4994724,completed
phase3c-xpyd_power_compare_baseline_256655-0163,P1,D1,1788357198.2121854,1788357198.3219974,1788357198.3219998,1788357198.322102,1788357205.5068903,completed
phase3c-xpyd_power_compare_baseline_256655-0164,P1,D1,1788357223.2120163,1788357223.3320606,1788357223.332063,1788357223.3321683,1788357230.5145144,completed
phase3c-xpyd_power_compare_baseline_256655-0165,P1,D1,1788357248.2126,1788357248.326968,1788357248.3269703,1788357248.327076,1788357255.5106027,completed
phase3c-xpyd_power_compare_baseline_256655-0166,P1,D1,1788357273.210835,1788357273.3187654,1788357273.3187675,1788357273.3188677,1788357280.502268,completed
phase3c-xpyd_power_compare_baseline_256655-0167,P1,D1,1788357298.2080464,1788357298.3149579,1788357298.3149602,1788357298.3150628,1788357305.498081,completed
phase3c-xpyd_power_compare_baseline_256655-0168,P1,D1,1788357323.2102618,1788357323.3162255,1788357323.3162277,1788357323.3163366,1788357330.4988916,completed
phase3c-xpyd_power_compare_baseline_256655-0169,P1,D1,1788357348.212652,1788357348.3248582,1788357348.3248608,1788357348.3249648,1788357355.5079339,completed
phase3c-xpyd_power_compare_baseline_256655-0170,P1,D1,1788357373.2118874,1788357373.3285904,1788357373.3285925,1788357373.3287363,1788357380.5108287,completed
phase3c-xpyd_power_compare_baseline_256655-0171,P1,D1,1788357398.209501,1788357398.3156006,1788357398.3156028,1788357398.3157248,1788357405.4981349,completed
phase3c-xpyd_power_compare_baseline_256655-0172,P1,D1,1788357423.2121968,1788357423.328846,1788357423.3288484,1788357423.3289485,1788357430.5107794,completed
phase3c-xpyd_power_compare_baseline_256655-0173,P1,D1,1788357448.210796,1788357448.323476,1788357448.3234777,1788357448.3235784,1788357455.5053117,completed
phase3c-xpyd_power_compare_baseline_256655-0174,P1,D1,1788357473.2116919,1788357473.3154433,1788357473.3154452,1788357473.3155463,1788357480.498072,completed
phase3c-xpyd_power_compare_baseline_256655-0175,P1,D1,1788357498.2125673,1788357498.331202,1788357498.3312042,1788357498.331302,1788357505.5138717,completed
phase3c-xpyd_power_compare_baseline_256655-0176,P1,D1,1788357523.2107396,1788357523.3244429,1788357523.3244448,1788357523.324546,1788357530.5067708,completed
