unix_ns,monotonic_ns,elapsed_s,role,running,waiting,kv_cache_usage,scrape_ok,error
1785511896190787902,1137266259235463,0.02497345907613635,combined,0.0,0.0,0.0,True,
1785511896719564340,1137266787114420,0.5528524429537356,combined,0.0,0.0,0.0,True,
1785511897246865586,1137267314430566,1.0801687750499696,combined,0.0,0.0,0.0,True,
