window_id,window_start_unix_ns,sending_stopped_unix_ns,window_end_unix_ns,client_observed_drain_s,planned_requests,completed_requests,failed_requests,timeout_requests,cancelled_requests,retry_attempts,actual_send_rps,completion_output_tps,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_tpot_ms,p99_tpot_ms,mean_e2e_ms,p99_e2e_ms
phase2-full-grid-rerun-20260731-l4-l4-tp1-f2040-i32-o32-r10-rep3-seg1-attempt2,1785511843925185059,1785511893925627882,1785511895890780505,1.965152623,500,500,0,0,0,0,10.022464054668095,308.03681466781893,184.38957358200003,183.53184299999998,214.09407645,221.49769245000002,66.20505170690322,66.60013550129032,2236.746176496,2276.59258793
