scope,role,gross_energy_j,logical_requests,output_tokens,joules_per_request,joules_per_output_token,valid
D0,decode,710.342,4,256,177.5855,2.7747734375,True
D1,decode,696.327,4,256,174.08175,2.72002734375,True
P0,prefill,1345.463,4,256,336.36575,5.25571484375,True
P1,prefill,1385.433,4,256,346.35825,5.41184765625,True
P_pool,prefill,2730.8959999999997,4,256,682.7239999999999,10.667562499999999,True
D_pool,decode,1406.6689999999999,4,256,351.66724999999997,5.4948007812499995,True
all_GPU_boards,all,4137.565,4,256,1034.39125,16.16236328125,True
