scope,role,gross_energy_j,logical_requests,output_tokens,joules_per_request,joules_per_output_token,valid
D0,decode,665.301,4,256,166.32525,2.59883203125,True
D1,decode,648.078,4,256,162.0195,2.5315546875,True
P0,prefill,1164.856,4,256,291.214,4.55021875,True
P1,prefill,1174.36,4,256,293.59,4.58734375,True
P_pool,prefill,2339.216,4,256,584.804,9.1375625,True
D_pool,decode,1313.379,4,256,328.34475,5.13038671875,True
all_GPU_boards,all,3652.595,4,256,913.14875,14.26794921875,True
