request_id,selected_prefill_endpoint_id,selected_decode_endpoint_id,route_timestamp_wall_s,prefill_completion_wall_s,kv_handoff_completion_wall_s,decode_start_wall_s,decode_completion_wall_s,outcome
phase3c-xpyd_power_compare_baseline_256656-0000,P1,D1,1788366133.8327403,1788366133.9633803,1788366133.9633825,1788366133.963472,1788366137.56089,completed
phase3c-xpyd_power_compare_baseline_256656-0001,P1,D1,1788366138.919697,1788366139.0525997,1788366139.0526018,1788366139.0527544,1788366142.650662,completed
phase3c-xpyd_power_compare_baseline_256656-0002,P1,D1,1788366163.9350412,1788366164.066704,1788366164.066707,1788366164.0668037,1788366167.6647747,completed
phase3c-xpyd_power_compare_baseline_256656-0003,P1,D1,1788366188.9348748,1788366189.0697808,1788366189.0697832,1788366189.069882,1788366192.668277,completed
phase3c-xpyd_power_compare_baseline_256656-0004,P1,D1,1788366213.9352956,1788366214.0698082,1788366214.0698109,1788366214.0699077,1788366217.6718473,completed
phase3c-xpyd_power_compare_baseline_256656-0005,P1,D1,1788366238.9355075,1788366239.0692682,1788366239.0692706,1788366239.069367,1788366242.6677358,completed
phase3c-xpyd_power_compare_baseline_256656-0006,P1,D1,1788366263.917914,1788366264.0514524,1788366264.0514545,1788366264.0515528,1788366267.6504579,completed
phase3c-xpyd_power_compare_baseline_256656-0007,P1,D1,1788366288.9215305,1788366289.0563402,1788366289.056343,1788366289.0564423,1788366292.654656,completed
phase3c-xpyd_power_compare_baseline_256656-0008,P1,D1,1788366313.9351184,1788366314.074357,1788366314.0743597,1788366314.0744548,1788366317.6721067,completed
phase3c-xpyd_power_compare_baseline_256656-0009,P1,D1,1788366338.9322975,1788366339.0402906,1788366339.0402925,1788366339.040379,1788366342.6374636,completed
phase3c-xpyd_power_compare_baseline_256656-0010,P1,D1,1788366363.934378,1788366364.0445156,1788366364.0445175,1788366364.0446064,1788366367.6420374,completed
phase3c-xpyd_power_compare_baseline_256656-0011,P1,D1,1788366388.940501,1788366389.0543125,1788366389.0543149,1788366389.0544026,1788366392.650905,completed
phase3c-xpyd_power_compare_baseline_256656-0012,P1,D1,1788366413.9337175,1788366414.0434792,1788366414.0434813,1788366414.0435653,1788366417.640495,completed
phase3c-xpyd_power_compare_baseline_256656-0013,P1,D1,1788366438.91599,1788366439.0236936,1788366439.023697,1788366439.023781,1788366442.6200845,completed
phase3c-xpyd_power_compare_baseline_256656-0014,P1,D1,1788366463.933749,1788366464.0429654,1788366464.0429676,1788366464.0430481,1788366467.6381457,completed
