workload_id,purpose,input_len,output_len,planned_requests,completed_requests,mean_ttft_ms,mean_tpot_ms,ttft_p90_ms,tpot_p90_ms,mean_e2e_latency_ms
small_light,,128,64,48,48,196.71283765637781,55.88112627639603,212.17963639646769,55.892836499316175,4141.08789376769
prefill_medium,,1024,64,48,48,300.83170317084296,56.888974566179236,303.84434496518224,56.894298420391145,3893.237209241003
prefill_heavy,,2048,64,48,48,468.5084261630739,58.00776885596514,474.429779604543,58.0132443348818,4132.153490837179
decode_medium,,128,128,48,48,192.95304854555675,55.88380503342176,199.89332505501807,55.886577066734404,7298.5375609593275
decode_heavy,,128,256,48,48,189.1241405319306,55.95976698494423,198.98404778214172,55.96209432318003,14467.319332829598
balanced_medium,,512,128,48,48,210.50589415729823,56.33295940140841,216.91105731297284,56.33478397265165,7373.513887599984
