gpu,il,ol,tp,freq_mhz,C_dc_stable_tps,stable_confirmed,n_rates,slo_tpot_ms,C_dc_SLO_tps,slo_confirmed,n_qual,freq_monotone_certified
l40s,32,128,1,735,127.23,True,2,500,127.23,True,1,True
l40s,128,32,1,735,31.95,False,1,50,31.95,False,1,True
l40s,128,32,1,735,31.95,False,1,100,31.95,False,1,True
l40s,128,32,1,735,31.95,False,1,200,31.95,False,1,True
l40s,128,32,1,735,31.95,False,1,500,31.95,False,1,True
l40s,1024,32,1,735,31.93,False,1,50,0.0,False,0,True
l40s,1024,32,1,735,31.93,False,1,100,31.93,False,1,True
l40s,1024,32,1,735,31.93,False,1,200,31.93,False,1,True
l40s,1024,32,1,735,31.93,False,1,500,31.93,False,1,True
l40s,32,32,1,480,313.6,False,1,50,313.6,False,1,True
l40s,32,32,1,480,313.6,False,1,100,313.6,False,1,True
l40s,32,32,1,480,313.6,False,1,200,313.6,False,1,True
l40s,32,32,1,480,313.6,False,1,500,313.6,False,1,True
l40s,32,128,1,480,127.06,False,1,50,127.06,False,1,True
l40s,32,128,1,480,127.06,False,1,100,127.06,False,1,True
l40s,32,128,1,480,127.06,False,1,200,127.06,False,1,True
l40s,32,128,1,480,127.06,False,1,500,127.06,False,1,True
l40s,32,512,1,480,494.31,False,1,50,494.31,False,1,True
l40s,32,512,1,480,494.31,False,1,100,494.31,False,1,True
l40s,32,512,1,480,494.31,False,1,200,494.31,False,1,True
l40s,32,512,1,480,494.31,False,1,500,494.31,False,1,True
l40s,32,1024,1,480,0.0,False,1,50,0.0,False,0,True
l40s,32,1024,1,480,0.0,False,1,100,0.0,False,0,True
l40s,32,1024,1,480,0.0,False,1,200,0.0,False,0,True
l40s,32,1024,1,480,0.0,False,1,500,0.0,False,0,True
l40s,128,32,1,480,31.95,False,1,50,31.95,False,1,True
l40s,128,32,1,480,31.95,False,1,100,31.95,False,1,True
l40s,128,32,1,480,31.95,False,1,200,31.95,False,1,True
l40s,128,32,1,480,31.95,False,1,500,31.95,False,1,True
l40s,128,512,1,480,493.14,False,1,50,0.0,False,0,True
l40s,128,512,1,480,493.14,False,1,100,493.14,False,1,True
l40s,128,512,1,480,493.14,False,1,200,493.14,False,1,True
l40s,128,512,1,480,493.14,False,1,500,493.14,False,1,True
l40s,512,32,1,480,31.93,False,1,50,0.0,False,0,True
l40s,512,32,1,480,31.93,False,1,100,31.93,False,1,True
l40s,512,32,1,480,31.93,False,1,200,31.93,False,1,True
l40s,512,32,1,480,31.93,False,1,500,31.93,False,1,True
l40s,512,128,1,480,126.93,False,1,50,126.93,False,1,True
l40s,512,128,1,480,126.93,False,1,100,126.93,False,1,True
l40s,512,128,1,480,126.93,False,1,200,126.93,False,1,True
l40s,512,128,1,480,126.93,False,1,500,126.93,False,1,True
l40s,32,32,1,210,31.89,False,1,50,0.0,False,0,True
l40s,32,32,1,210,31.89,False,1,100,31.89,False,1,True
l40s,32,32,1,210,31.89,False,1,200,31.89,False,1,True
l40s,32,32,1,210,31.89,False,1,500,31.89,False,1,True
l40s,32,128,1,210,125.94,False,1,50,0.0,False,0,True
l40s,32,128,1,210,125.94,False,1,100,125.94,False,1,True
l40s,32,128,1,210,125.94,False,1,200,125.94,False,1,True
l40s,32,128,1,210,125.94,False,1,500,125.94,False,1,True
l40s,128,32,1,210,31.86,False,1,50,0.0,False,0,True
l40s,128,32,1,210,31.86,False,1,100,31.86,False,1,True
l40s,128,32,1,210,31.86,False,1,200,31.86,False,1,True
l40s,128,32,1,210,31.86,False,1,500,31.86,False,1,True
l40s,128,128,1,210,125.9,False,1,50,0.0,False,0,True
l40s,128,128,1,210,125.9,False,1,100,125.9,False,1,True
l40s,128,128,1,210,125.9,False,1,200,125.9,False,1,True
l40s,128,128,1,210,125.9,False,1,500,125.9,False,1,True
l40s,512,32,1,210,31.83,False,1,50,0.0,False,0,True
l40s,512,32,1,210,31.83,False,1,100,0.0,False,0,True
l40s,512,32,1,210,31.83,False,1,200,31.83,False,1,True
l40s,512,32,1,210,31.83,False,1,500,31.83,False,1,True
l40s,32,32,1,1500,0.0,False,1,50,0.0,False,0,True
l40s,32,32,1,1500,0.0,False,1,100,0.0,False,0,True
l40s,32,32,1,1500,0.0,False,1,200,0.0,False,0,True
l40s,32,32,1,1500,0.0,False,1,500,0.0,False,0,True
l40s,128,32,1,1500,315.31,False,2,50,315.31,False,2,True
l40s,128,32,1,1500,315.31,False,2,100,315.31,False,2,True
l40s,128,32,1,1500,315.31,False,2,200,315.31,False,2,True
l40s,128,32,1,1500,315.31,False,2,500,315.31,False,2,True
l40s,1024,32,1,1500,31.95,False,1,50,31.95,False,1,True
l40s,1024,32,1,1500,31.95,False,1,100,31.95,False,1,True
l40s,1024,32,1,1500,31.95,False,1,200,31.95,False,1,True
l40s,1024,32,1,1500,31.95,False,1,500,31.95,False,1,True
l40s,32,128,1,1245,0.0,False,2,50,0.0,False,0,True
l40s,32,128,1,1245,0.0,False,2,100,0.0,False,0,True
l40s,32,128,1,1245,0.0,False,2,200,0.0,False,0,True
l40s,32,128,1,1245,0.0,False,2,500,0.0,False,0,True
l40s,32,512,1,1245,0.0,False,1,50,0.0,False,0,True
l40s,32,512,1,1245,0.0,False,1,100,0.0,False,0,True
l40s,32,512,1,1245,0.0,False,1,200,0.0,False,0,True
l40s,32,512,1,1245,0.0,False,1,500,0.0,False,0,True
l40s,32,1024,1,1245,0.0,False,1,50,0.0,False,0,True
l40s,32,1024,1,1245,0.0,False,1,100,0.0,False,0,True
l40s,32,1024,1,1245,0.0,False,1,200,0.0,False,0,True
l40s,32,1024,1,1245,0.0,False,1,500,0.0,False,0,True
l40s,128,128,1,1245,127.29,True,2,50,127.29,True,1,True
l40s,128,128,1,1245,127.29,True,2,100,127.29,True,1,True
l40s,128,128,1,1245,127.29,True,2,200,127.29,True,1,True
l40s,128,128,1,1245,127.29,True,2,500,127.29,True,1,True
l40s,128,512,1,1245,0.0,False,1,50,0.0,False,0,True
l40s,128,512,1,1245,0.0,False,1,100,0.0,False,0,True
l40s,128,512,1,1245,0.0,False,1,200,0.0,False,0,True
l40s,128,512,1,1245,0.0,False,1,500,0.0,False,0,True
l40s,512,32,1,1245,313.79,False,1,50,0.0,False,0,True
l40s,512,32,1,1245,313.79,False,1,100,313.79,False,1,True
l40s,512,32,1,1245,313.79,False,1,200,313.79,False,1,True
l40s,512,32,1,1245,313.79,False,1,500,313.79,False,1,True
l40s,1024,512,1,1245,498.25,False,1,50,498.25,False,1,True
l40s,1024,512,1,1245,498.25,False,1,100,498.25,False,1,True
l40s,1024,512,1,1245,498.25,False,1,200,498.25,False,1,True
l40s,1024,512,1,1245,498.25,False,1,500,498.25,False,1,True
l40s,2048,128,1,1245,127.1,False,1,50,0.0,False,0,True
l40s,2048,128,1,1245,127.1,False,1,100,127.1,False,1,True
l40s,2048,128,1,1245,127.1,False,1,200,127.1,False,1,True
l40s,2048,128,1,1245,127.1,False,1,500,127.1,False,1,True
l40s,512,32,1,990,31.95,False,1,50,31.95,False,1,True
l40s,512,32,1,990,31.95,False,1,100,31.95,False,1,True
l40s,512,32,1,990,31.95,False,1,200,31.95,False,1,True
l40s,512,32,1,990,31.95,False,1,500,31.95,False,1,True
l40s,32,512,1,735,498.67,False,1,50,498.67,False,1,True
l40s,32,512,1,735,498.67,False,1,100,498.67,False,1,True
l40s,32,512,1,735,498.67,False,1,200,498.67,False,1,True
l40s,32,512,1,735,498.67,False,1,500,498.67,False,1,True
l40s,512,32,1,735,31.94,False,1,50,31.94,False,1,True
l40s,512,32,1,735,31.94,False,1,100,31.94,False,1,True
l40s,512,32,1,735,31.94,False,1,200,31.94,False,1,True
l40s,512,32,1,735,31.94,False,1,500,31.94,False,1,True
l40s,512,1024,1,735,0.0,False,1,50,0.0,False,0,True
l40s,512,1024,1,735,0.0,False,1,100,0.0,False,0,True
l40s,512,1024,1,735,0.0,False,1,200,0.0,False,0,True
l40s,512,1024,1,735,0.0,False,1,500,0.0,False,0,True
l40s,512,32,2,2010,31.98,False,1,50,31.98,False,1,True
l40s,512,32,2,2010,31.98,False,1,100,31.98,False,1,True
l40s,512,32,2,2010,31.98,False,1,200,31.98,False,1,True
l40s,512,32,2,2010,31.98,False,1,500,31.98,False,1,True
l40s,2048,32,2,1755,31.96,True,3,50,31.96,True,1,True
l40s,2048,32,2,1755,31.96,True,3,100,31.96,True,1,True
l40s,2048,32,2,1755,31.96,True,3,200,31.96,True,1,True
l40s,2048,32,2,1755,31.96,True,3,500,31.96,True,1,True
l40s,32,32,2,1245,1529.09,False,1,50,1529.09,False,1,True
l40s,32,32,2,1245,1529.09,False,1,100,1529.09,False,1,True
l40s,32,32,2,1245,1529.09,False,1,200,1529.09,False,1,True
l40s,32,32,2,1245,1529.09,False,1,500,1529.09,False,1,True
l40s,32,1024,2,1245,0.0,False,1,50,0.0,False,0,True
l40s,32,1024,2,1245,0.0,False,1,100,0.0,False,0,True
l40s,32,1024,2,1245,0.0,False,1,200,0.0,False,0,True
l40s,32,1024,2,1245,0.0,False,1,500,0.0,False,0,True
l40s,128,32,2,1245,1526.15,False,1,50,1526.15,False,1,True
l40s,128,32,2,1245,1526.15,False,1,100,1526.15,False,1,True
l40s,128,32,2,1245,1526.15,False,1,200,1526.15,False,1,True
l40s,128,32,2,1245,1526.15,False,1,500,1526.15,False,1,True
l40s,512,128,2,990,127.55,False,1,50,127.55,False,1,True
l40s,512,128,2,990,127.55,False,1,100,127.55,False,1,True
l40s,512,128,2,990,127.55,False,1,200,127.55,False,1,True
l40s,512,128,2,990,127.55,False,1,500,127.55,False,1,True
l40s,512,1024,2,990,988.23,False,1,50,988.23,False,1,True
l40s,512,1024,2,990,988.23,False,1,100,988.23,False,1,True
l40s,512,1024,2,990,988.23,False,1,200,988.23,False,1,True
l40s,512,1024,2,990,988.23,False,1,500,988.23,False,1,True
l40s,1024,512,2,990,503.39,False,1,50,503.39,False,1,True
l40s,1024,512,2,990,503.39,False,1,100,503.39,False,1,True
l40s,1024,512,2,990,503.39,False,1,200,503.39,False,1,True
l40s,1024,512,2,990,503.39,False,1,500,503.39,False,1,True
l40s,128,128,2,735,1226.2,False,1,50,1226.2,False,1,True
l40s,128,128,2,735,1226.2,False,1,100,1226.2,False,1,True
l40s,128,128,2,735,1226.2,False,1,200,1226.2,False,1,True
l40s,128,128,2,735,1226.2,False,1,500,1226.2,False,1,True
l40s,1024,1024,2,480,0.0,False,1,50,0.0,False,0,True
l40s,1024,1024,2,480,0.0,False,1,100,0.0,False,0,True
l40s,1024,1024,2,480,0.0,False,1,200,0.0,False,0,True
l40s,1024,1024,2,480,0.0,False,1,500,0.0,False,0,True
l40s,128,1024,4,2265,0.0,False,1,50,0.0,False,0,True
l40s,128,1024,4,2265,0.0,False,1,100,0.0,False,0,True
l40s,128,1024,4,2265,0.0,False,1,200,0.0,False,0,True
l40s,128,1024,4,2265,0.0,False,1,500,0.0,False,0,True
l40s,128,32,4,1245,1543.33,False,1,50,1543.33,False,1,True
l40s,128,32,4,1245,1543.33,False,1,100,1543.33,False,1,True
l40s,128,32,4,1245,1543.33,False,1,200,1543.33,False,1,True
l40s,128,32,4,1245,1543.33,False,1,500,1543.33,False,1,True
l40s,128,128,4,1245,0.0,False,1,50,0.0,False,0,True
l40s,128,128,4,1245,0.0,False,1,100,0.0,False,0,True
l40s,128,128,4,1245,0.0,False,1,200,0.0,False,0,True
l40s,128,128,4,1245,0.0,False,1,500,0.0,False,0,True
l40s,512,512,4,1245,0.0,False,1,50,0.0,False,0,True
l40s,512,512,4,1245,0.0,False,1,100,0.0,False,0,True
l40s,512,512,4,1245,0.0,False,1,200,0.0,False,0,True
l40s,512,512,4,1245,0.0,False,1,500,0.0,False,0,True
l40s,1024,32,4,1245,1547.87,False,4,50,1547.87,False,3,True
l40s,1024,32,4,1245,1547.87,False,4,100,1547.87,False,4,True
l40s,1024,32,4,1245,1547.87,False,4,200,1547.87,False,4,True
l40s,1024,32,4,1245,1547.87,False,4,500,1547.87,False,4,True
l40s,32,128,4,990,0.0,False,1,50,0.0,False,0,True
l40s,32,128,4,990,0.0,False,1,100,0.0,False,0,True
l40s,32,128,4,990,0.0,False,1,200,0.0,False,0,True
l40s,32,128,4,990,0.0,False,1,500,0.0,False,0,True
l40s,2048,1024,4,990,990.48,False,1,50,990.48,False,1,True
l40s,2048,1024,4,990,990.48,False,1,100,990.48,False,1,True
l40s,2048,1024,4,990,990.48,False,1,200,990.48,False,1,True
l40s,2048,1024,4,990,990.48,False,1,500,990.48,False,1,True
l40s,128,512,4,735,0.0,False,1,50,0.0,False,0,True
l40s,128,512,4,735,0.0,False,1,100,0.0,False,0,True
l40s,128,512,4,735,0.0,False,1,200,0.0,False,0,True
l40s,128,512,4,735,0.0,False,1,500,0.0,False,0,True
l40s,512,32,4,735,317.38,False,1,50,317.38,False,1,True
l40s,512,32,4,735,317.38,False,1,100,317.38,False,1,True
l40s,512,32,4,735,317.38,False,1,200,317.38,False,1,True
l40s,512,32,4,735,317.38,False,1,500,317.38,False,1,True
l40s,512,128,4,735,1235.92,False,1,50,1235.92,False,1,True
l40s,512,128,4,735,1235.92,False,1,100,1235.92,False,1,True
l40s,512,128,4,735,1235.92,False,1,200,1235.92,False,1,True
l40s,512,128,4,735,1235.92,False,1,500,1235.92,False,1,True
l40s,2048,512,4,735,502.62,False,1,50,502.62,False,1,True
l40s,2048,512,4,735,502.62,False,1,100,502.62,False,1,True
l40s,2048,512,4,735,502.62,False,1,200,502.62,False,1,True
l40s,2048,512,4,735,502.62,False,1,500,502.62,False,1,True
l40s,2048,1024,4,735,0.0,False,1,50,0.0,False,0,True
l40s,2048,1024,4,735,0.0,False,1,100,0.0,False,0,True
l40s,2048,1024,4,735,0.0,False,1,200,0.0,False,0,True
l40s,2048,1024,4,735,0.0,False,1,500,0.0,False,0,True
l40s,1024,32,4,480,1547.87,False,4,50,1547.87,False,3,True
l40s,1024,32,4,480,1547.87,False,4,100,1547.87,False,4,True
l40s,1024,32,4,480,1547.87,False,4,200,1547.87,False,4,True
l40s,1024,32,4,480,1547.87,False,4,500,1547.87,False,4,True
l40s,1024,512,4,480,501.31,False,1,50,501.31,False,1,True
l40s,1024,512,4,480,501.31,False,1,100,501.31,False,1,True
l40s,1024,512,4,480,501.31,False,1,200,501.31,False,1,True
l40s,1024,512,4,480,501.31,False,1,500,501.31,False,1,True
l40s,1024,1024,4,480,0.0,False,1,50,0.0,False,0,True
l40s,1024,1024,4,480,0.0,False,1,100,0.0,False,0,True
l40s,1024,1024,4,480,0.0,False,1,200,0.0,False,0,True
l40s,1024,1024,4,480,0.0,False,1,500,0.0,False,0,True
l40s,2048,128,4,480,127.3,False,1,50,127.3,False,1,True
l40s,2048,128,4,480,127.3,False,1,100,127.3,False,1,True
l40s,2048,128,4,480,127.3,False,1,200,127.3,False,1,True
l40s,2048,128,4,480,127.3,False,1,500,127.3,False,1,True
l40s,2048,512,4,480,498.55,False,1,50,0.0,False,0,True
l40s,2048,512,4,480,498.55,False,1,100,498.55,False,1,True
l40s,2048,512,4,480,498.55,False,1,200,498.55,False,1,True
l40s,2048,512,4,480,498.55,False,1,500,498.55,False,1,True
l40s,2048,1024,4,480,0.0,False,1,50,0.0,False,0,True
l40s,2048,1024,4,480,0.0,False,1,100,0.0,False,0,True
l40s,2048,1024,4,480,0.0,False,1,200,0.0,False,0,True
l40s,2048,1024,4,480,0.0,False,1,500,0.0,False,0,True
l40s,3072,32,1,2520,31.89,True,3,50,0.0,False,0,True
l40s,3072,32,1,2520,31.89,True,3,100,31.89,True,1,True
l40s,3072,32,1,2520,31.89,True,3,200,31.89,True,1,True
l40s,3072,32,1,2520,31.89,True,3,500,31.89,True,1,True
l40s,3072,128,1,2520,127.13,True,3,50,0.0,False,0,True
l40s,3072,128,1,2520,127.13,True,3,100,127.13,True,1,True
l40s,3072,128,1,2520,127.13,True,3,200,127.13,True,1,True
l40s,3072,128,1,2520,127.13,True,3,500,127.13,True,1,True
l40s,3072,512,1,2520,496.07,True,3,50,0.0,False,0,True
l40s,3072,512,1,2520,496.07,True,3,100,496.07,True,1,True
l40s,3072,512,1,2520,496.07,True,3,200,496.07,True,1,True
l40s,3072,512,1,2520,496.07,True,3,500,496.07,True,1,True
l40s,3072,1024,1,2520,0.0,False,3,50,0.0,False,0,True
l40s,3072,1024,1,2520,0.0,False,3,100,0.0,False,0,True
l40s,3072,1024,1,2520,0.0,False,3,200,0.0,False,0,True
l40s,3072,1024,1,2520,0.0,False,3,500,0.0,False,0,True
l40s,4096,32,1,2520,31.93,True,3,50,0.0,False,0,True
l40s,4096,32,1,2520,31.93,True,3,100,31.93,True,1,True
l40s,4096,32,1,2520,31.93,True,3,200,31.93,True,1,True
l40s,4096,32,1,2520,31.93,True,3,500,31.93,True,1,True
l40s,4096,128,1,2520,126.99,True,3,50,0.0,False,0,True
l40s,4096,128,1,2520,126.99,True,3,100,126.99,True,1,True
l40s,4096,128,1,2520,126.99,True,3,200,126.99,True,1,True
l40s,4096,128,1,2520,126.99,True,3,500,126.99,True,1,True
l40s,4096,512,1,2520,0.0,False,3,50,0.0,False,0,True
l40s,4096,512,1,2520,0.0,False,3,100,0.0,False,0,True
l40s,4096,512,1,2520,0.0,False,3,200,0.0,False,0,True
l40s,4096,512,1,2520,0.0,False,3,500,0.0,False,0,True
l40s,4096,1024,1,2520,0.0,False,3,50,0.0,False,0,True
l40s,4096,1024,1,2520,0.0,False,3,100,0.0,False,0,True
l40s,4096,1024,1,2520,0.0,False,3,200,0.0,False,0,True
l40s,4096,1024,1,2520,0.0,False,3,500,0.0,False,0,True
l40s,5120,32,1,2520,31.92,True,3,50,0.0,False,0,True
l40s,5120,32,1,2520,31.92,True,3,100,0.0,False,0,True
l40s,5120,32,1,2520,31.92,True,3,200,31.92,True,1,True
l40s,5120,32,1,2520,31.92,True,3,500,31.92,True,1,True
l40s,5120,128,1,2520,126.92,True,3,50,0.0,False,0,True
l40s,5120,128,1,2520,126.92,True,3,100,126.92,True,1,True
l40s,5120,128,1,2520,126.92,True,3,200,126.92,True,1,True
l40s,5120,128,1,2520,126.92,True,3,500,126.92,True,1,True
l40s,5120,512,1,2520,0.0,False,3,50,0.0,False,0,True
l40s,5120,512,1,2520,0.0,False,3,100,0.0,False,0,True
l40s,5120,512,1,2520,0.0,False,3,200,0.0,False,0,True
l40s,5120,512,1,2520,0.0,False,3,500,0.0,False,0,True
l40s,5120,1024,1,2520,0.0,False,3,50,0.0,False,0,True
l40s,5120,1024,1,2520,0.0,False,3,100,0.0,False,0,True
l40s,5120,1024,1,2520,0.0,False,3,200,0.0,False,0,True
l40s,5120,1024,1,2520,0.0,False,3,500,0.0,False,0,True
l40s,6144,32,1,2520,31.9,True,3,50,0.0,False,0,True
l40s,6144,32,1,2520,31.9,True,3,100,0.0,False,0,True
l40s,6144,32,1,2520,31.9,True,3,200,31.9,True,1,True
l40s,6144,32,1,2520,31.9,True,3,500,31.9,True,1,True
l40s,6144,128,1,2520,126.72,True,3,50,0.0,False,0,True
l40s,6144,128,1,2520,126.72,True,3,100,0.0,False,0,True
l40s,6144,128,1,2520,126.72,True,3,200,126.72,True,1,True
l40s,6144,128,1,2520,126.72,True,3,500,126.72,True,1,True
l40s,6144,512,1,2520,0.0,False,3,50,0.0,False,0,True
l40s,6144,512,1,2520,0.0,False,3,100,0.0,False,0,True
l40s,6144,512,1,2520,0.0,False,3,200,0.0,False,0,True
l40s,6144,512,1,2520,0.0,False,3,500,0.0,False,0,True
l40s,6144,1024,1,2520,0.0,False,3,50,0.0,False,0,True
l40s,6144,1024,1,2520,0.0,False,3,100,0.0,False,0,True
l40s,6144,1024,1,2520,0.0,False,3,200,0.0,False,0,True
l40s,6144,1024,1,2520,0.0,False,3,500,0.0,False,0,True
l40s,7168,32,1,2520,31.87,True,3,50,0.0,False,0,True
l40s,7168,32,1,2520,31.87,True,3,100,0.0,False,0,True
l40s,7168,32,1,2520,31.87,True,3,200,31.87,True,1,True
l40s,7168,32,1,2520,31.87,True,3,500,31.87,True,1,True
l40s,7168,128,1,2520,126.66,True,3,50,0.0,False,0,True
l40s,7168,128,1,2520,126.66,True,3,100,0.0,False,0,True
l40s,7168,128,1,2520,126.66,True,3,200,126.66,True,1,True
l40s,7168,128,1,2520,126.66,True,3,500,126.66,True,1,True
l40s,7168,512,1,2520,0.0,False,3,50,0.0,False,0,True
l40s,7168,512,1,2520,0.0,False,3,100,0.0,False,0,True
l40s,7168,512,1,2520,0.0,False,3,200,0.0,False,0,True
l40s,7168,512,1,2520,0.0,False,3,500,0.0,False,0,True
l40s,7168,1024,1,2520,0.0,False,3,50,0.0,False,0,True
l40s,7168,1024,1,2520,0.0,False,3,100,0.0,False,0,True
l40s,7168,1024,1,2520,0.0,False,3,200,0.0,False,0,True
l40s,7168,1024,1,2520,0.0,False,3,500,0.0,False,0,True
l40s,4096,32,2,2520,31.95,True,2,50,0.0,False,0,True
l40s,4096,32,2,2520,31.95,True,2,100,31.95,True,1,True
l40s,4096,32,2,2520,31.95,True,2,200,31.95,True,1,True
l40s,4096,32,2,2520,31.95,True,2,500,31.95,True,1,True
l40s,4096,128,2,2520,127.45,True,2,50,127.45,True,1,True
l40s,4096,128,2,2520,127.45,True,2,100,127.45,True,1,True
l40s,4096,128,2,2520,127.45,True,2,200,127.45,True,1,True
l40s,4096,128,2,2520,127.45,True,2,500,127.45,True,1,True
l40s,4096,32,4,2520,31.96,True,5,50,0.0,False,0,True
l40s,4096,32,4,2520,31.96,True,5,100,31.96,True,1,True
l40s,4096,32,4,2520,31.96,True,5,200,31.96,True,1,True
l40s,4096,32,4,2520,31.96,True,5,500,31.96,True,1,True
l40s,4096,128,4,2520,127.52,True,2,50,127.52,True,1,True
l40s,4096,128,4,2520,127.52,True,2,100,127.52,True,1,True
l40s,4096,128,4,2520,127.52,True,2,200,127.52,True,1,True
l40s,4096,128,4,2520,127.52,True,2,500,127.52,True,1,True
l40s,4096,128,1,2265,127.05,False,1,50,0.0,False,0,True
l40s,4096,128,1,2265,127.05,False,1,100,127.05,False,1,True
l40s,4096,128,1,2265,127.05,False,1,200,127.05,False,1,True
l40s,4096,128,1,2265,127.05,False,1,500,127.05,False,1,True
l40s,4096,128,1,2010,127.05,False,1,50,0.0,False,0,True
l40s,4096,128,1,2010,127.05,False,1,100,127.05,False,1,True
l40s,4096,128,1,2010,127.05,False,1,200,127.05,False,1,True
l40s,4096,128,1,2010,127.05,False,1,500,127.05,False,1,True
l40s,4096,128,1,1755,127.05,False,1,50,0.0,False,0,True
l40s,4096,128,1,1755,127.05,False,1,100,127.05,False,1,True
l40s,4096,128,1,1755,127.05,False,1,200,127.05,False,1,True
l40s,4096,128,1,1755,127.05,False,1,500,127.05,False,1,True
l40s,4096,128,1,1500,127.05,False,1,50,0.0,False,0,True
l40s,4096,128,1,1500,127.05,False,1,100,127.05,False,1,True
l40s,4096,128,1,1500,127.05,False,1,200,127.05,False,1,True
l40s,4096,128,1,1500,127.05,False,1,500,127.05,False,1,True
l40s,4096,128,1,1245,127.05,False,1,50,0.0,False,0,True
l40s,4096,128,1,1245,127.05,False,1,100,127.05,False,1,True
l40s,4096,128,1,1245,127.05,False,1,200,127.05,False,1,True
l40s,4096,128,1,1245,127.05,False,1,500,127.05,False,1,True
l40s,4096,128,1,990,127.05,False,1,50,0.0,False,0,True
l40s,4096,128,1,990,127.05,False,1,100,127.05,False,1,True
l40s,4096,128,1,990,127.05,False,1,200,127.05,False,1,True
l40s,4096,128,1,990,127.05,False,1,500,127.05,False,1,True
l40s,4096,128,1,735,127.05,False,1,50,0.0,False,0,True
l40s,4096,128,1,735,127.05,False,1,100,127.05,False,1,True
l40s,4096,128,1,735,127.05,False,1,200,127.05,False,1,True
l40s,4096,128,1,735,127.05,False,1,500,127.05,False,1,True
l40s,4096,128,1,480,126.96,False,1,50,0.0,False,0,True
l40s,4096,128,1,480,126.96,False,1,100,126.96,False,1,True
l40s,4096,128,1,480,126.96,False,1,200,126.96,False,1,True
l40s,4096,128,1,480,126.96,False,1,500,126.96,False,1,True
l40s,4096,128,1,210,127.05,False,1,50,0.0,False,0,True
l40s,4096,128,1,210,127.05,False,1,100,127.05,False,1,True
l40s,4096,128,1,210,127.05,False,1,200,127.05,False,1,True
l40s,4096,128,1,210,127.05,False,1,500,127.05,False,1,True
l40s,4096,128,2,2265,0.0,False,1,50,0.0,False,0,True
l40s,4096,128,2,2265,0.0,False,1,100,0.0,False,0,True
l40s,4096,128,2,2265,0.0,False,1,200,0.0,False,0,True
l40s,4096,128,2,2265,0.0,False,1,500,0.0,False,0,True
l40s,4096,128,2,2010,0.0,False,1,50,0.0,False,0,True
l40s,4096,128,2,2010,0.0,False,1,100,0.0,False,0,True
l40s,4096,128,2,2010,0.0,False,1,200,0.0,False,0,True
l40s,4096,128,2,2010,0.0,False,1,500,0.0,False,0,True
l40s,4096,128,2,1755,0.0,False,1,50,0.0,False,0,True
l40s,4096,128,2,1755,0.0,False,1,100,0.0,False,0,True
l40s,4096,128,2,1755,0.0,False,1,200,0.0,False,0,True
l40s,4096,128,2,1755,0.0,False,1,500,0.0,False,0,True
l40s,4096,128,2,1500,0.0,False,1,50,0.0,False,0,True
l40s,4096,128,2,1500,0.0,False,1,100,0.0,False,0,True
l40s,4096,128,2,1500,0.0,False,1,200,0.0,False,0,True
l40s,4096,128,2,1500,0.0,False,1,500,0.0,False,0,True
l40s,4096,128,2,1245,0.0,False,1,50,0.0,False,0,True
l40s,4096,128,2,1245,0.0,False,1,100,0.0,False,0,True
l40s,4096,128,2,1245,0.0,False,1,200,0.0,False,0,True
l40s,4096,128,2,1245,0.0,False,1,500,0.0,False,0,True
l40s,4096,128,2,990,0.0,False,1,50,0.0,False,0,True
l40s,4096,128,2,990,0.0,False,1,100,0.0,False,0,True
l40s,4096,128,2,990,0.0,False,1,200,0.0,False,0,True
l40s,4096,128,2,990,0.0,False,1,500,0.0,False,0,True
l40s,4096,128,2,735,0.0,False,1,50,0.0,False,0,True
l40s,4096,128,2,735,0.0,False,1,100,0.0,False,0,True
l40s,4096,128,2,735,0.0,False,1,200,0.0,False,0,True
l40s,4096,128,2,735,0.0,False,1,500,0.0,False,0,True
l40s,4096,128,2,480,0.0,False,1,50,0.0,False,0,True
l40s,4096,128,2,480,0.0,False,1,100,0.0,False,0,True
l40s,4096,128,2,480,0.0,False,1,200,0.0,False,0,True
l40s,4096,128,2,480,0.0,False,1,500,0.0,False,0,True
l40s,4096,128,2,210,0.0,False,1,50,0.0,False,0,True
l40s,4096,128,2,210,0.0,False,1,100,0.0,False,0,True
l40s,4096,128,2,210,0.0,False,1,200,0.0,False,0,True
l40s,4096,128,2,210,0.0,False,1,500,0.0,False,0,True
l40s,8192,32,1,2520,31.82,True,3,50,0.0,False,0,True
l40s,8192,32,1,2520,31.82,True,3,100,0.0,False,0,True
l40s,8192,32,1,2520,31.82,True,3,200,31.82,True,1,True
l40s,8192,32,1,2520,31.82,True,3,500,31.82,True,1,True
l40s,8192,128,1,2520,126.56,True,3,50,0.0,False,0,True
l40s,8192,128,1,2520,126.56,True,3,100,0.0,False,0,True
l40s,8192,128,1,2520,126.56,True,3,200,126.56,True,1,True
l40s,8192,128,1,2520,126.56,True,3,500,126.56,True,1,True
l40s,8192,512,1,2520,0.0,False,3,50,0.0,False,0,True
l40s,8192,512,1,2520,0.0,False,3,100,0.0,False,0,True
l40s,8192,512,1,2520,0.0,False,3,200,0.0,False,0,True
l40s,8192,512,1,2520,0.0,False,3,500,0.0,False,0,True
l40s,8192,1024,1,2520,0.0,False,3,50,0.0,False,0,True
l40s,8192,1024,1,2520,0.0,False,3,100,0.0,False,0,True
