gpu,il,ol,tp,freq_mhz,C_dc_stable_tps,stable_confirmed,n_rates,slo_tpot_ms,C_dc_SLO_tps,slo_confirmed,n_qual,freq_monotone_certified
l40s,8192,1024,1,2520,0.0,False,3,200,0.0,False,0,True
l40s,8192,1024,1,2520,0.0,False,3,500,0.0,False,0,True
l40s,8192,32,2,2520,31.89,True,2,50,0.0,False,0,True
l40s,8192,32,2,2520,31.89,True,2,100,0.0,False,0,True
l40s,8192,32,2,2520,31.89,True,2,200,31.89,True,1,True
l40s,8192,32,2,2520,31.89,True,2,500,31.89,True,1,True
l40s,8192,128,2,2520,127.1,True,2,50,0.0,False,0,True
l40s,8192,128,2,2520,127.1,True,2,100,0.0,False,0,True
l40s,8192,128,2,2520,127.1,True,2,200,127.1,True,1,True
l40s,8192,128,2,2520,127.1,True,2,500,127.1,True,1,True
l40s,8192,32,4,2520,31.93,True,2,50,0.0,False,0,True
l40s,8192,32,4,2520,31.93,True,2,100,0.0,False,0,True
l40s,8192,32,4,2520,31.93,True,2,200,31.93,True,1,True
l40s,8192,32,4,2520,31.93,True,2,500,31.93,True,1,True
l40s,8192,128,4,2520,127.44,True,2,50,0.0,False,0,True
l40s,8192,128,4,2520,127.44,True,2,100,127.44,True,1,True
l40s,8192,128,4,2520,127.44,True,2,200,127.44,True,1,True
l40s,8192,128,4,2520,127.44,True,2,500,127.44,True,1,True
l40s,8192,32,1,2265,31.83,False,1,50,0.0,False,0,True
l40s,8192,32,1,2265,31.83,False,1,100,0.0,False,0,True
l40s,8192,32,1,2265,31.83,False,1,200,31.83,False,1,True
l40s,8192,32,1,2265,31.83,False,1,500,31.83,False,1,True
l40s,8192,32,1,2010,31.83,False,1,50,0.0,False,0,True
l40s,8192,32,1,2010,31.83,False,1,100,0.0,False,0,True
l40s,8192,32,1,2010,31.83,False,1,200,31.83,False,1,True
l40s,8192,32,1,2010,31.83,False,1,500,31.83,False,1,True
l40s,8192,32,1,1755,31.81,False,1,50,0.0,False,0,True
l40s,8192,32,1,1755,31.81,False,1,100,0.0,False,0,True
l40s,8192,32,1,1755,31.81,False,1,200,31.81,False,1,True
l40s,8192,32,1,1755,31.81,False,1,500,31.81,False,1,True
l40s,8192,32,1,1500,31.83,False,1,50,0.0,False,0,True
l40s,8192,32,1,1500,31.83,False,1,100,0.0,False,0,True
l40s,8192,32,1,1500,31.83,False,1,200,31.83,False,1,True
l40s,8192,32,1,1500,31.83,False,1,500,31.83,False,1,True
l40s,8192,32,1,1245,31.81,False,1,50,0.0,False,0,True
l40s,8192,32,1,1245,31.81,False,1,100,0.0,False,0,True
l40s,8192,32,1,1245,31.81,False,1,200,31.81,False,1,True
l40s,8192,32,1,1245,31.81,False,1,500,31.81,False,1,True
l40s,8192,32,1,990,31.83,False,1,50,0.0,False,0,True
l40s,8192,32,1,990,31.83,False,1,100,0.0,False,0,True
l40s,8192,32,1,990,31.83,False,1,200,31.83,False,1,True
l40s,8192,32,1,990,31.83,False,1,500,31.83,False,1,True
l40s,8192,32,1,735,31.83,False,1,50,0.0,False,0,True
l40s,8192,32,1,735,31.83,False,1,100,0.0,False,0,True
l40s,8192,32,1,735,31.83,False,1,200,31.83,False,1,True
l40s,8192,32,1,735,31.83,False,1,500,31.83,False,1,True
l40s,8192,32,1,480,31.83,False,1,50,0.0,False,0,True
l40s,8192,32,1,480,31.83,False,1,100,0.0,False,0,True
l40s,8192,32,1,480,31.83,False,1,200,31.83,False,1,True
l40s,8192,32,1,480,31.83,False,1,500,31.83,False,1,True
l40s,8192,32,1,210,31.83,False,1,50,0.0,False,0,True
l40s,8192,32,1,210,31.83,False,1,100,0.0,False,0,True
l40s,8192,32,1,210,31.83,False,1,200,31.83,False,1,True
l40s,8192,32,1,210,31.83,False,1,500,31.83,False,1,True
l40s,8192,32,4,2265,0.0,False,1,50,0.0,False,0,True
l40s,8192,32,4,2265,0.0,False,1,100,0.0,False,0,True
l40s,8192,32,4,2265,0.0,False,1,200,0.0,False,0,True
l40s,8192,32,4,2265,0.0,False,1,500,0.0,False,0,True
l40s,8192,32,4,2010,0.0,False,1,50,0.0,False,0,True
l40s,8192,32,4,2010,0.0,False,1,100,0.0,False,0,True
l40s,8192,32,4,2010,0.0,False,1,200,0.0,False,0,True
l40s,8192,32,4,2010,0.0,False,1,500,0.0,False,0,True
l40s,8192,32,4,1755,0.0,False,1,50,0.0,False,0,True
l40s,8192,32,4,1755,0.0,False,1,100,0.0,False,0,True
l40s,8192,32,4,1755,0.0,False,1,200,0.0,False,0,True
l40s,8192,32,4,1755,0.0,False,1,500,0.0,False,0,True
l40s,8192,32,4,1500,0.0,False,1,50,0.0,False,0,True
l40s,8192,32,4,1500,0.0,False,1,100,0.0,False,0,True
l40s,8192,32,4,1500,0.0,False,1,200,0.0,False,0,True
l40s,8192,32,4,1500,0.0,False,1,500,0.0,False,0,True
l40s,8192,32,4,1245,0.0,False,1,50,0.0,False,0,True
l40s,8192,32,4,1245,0.0,False,1,100,0.0,False,0,True
l40s,8192,32,4,1245,0.0,False,1,200,0.0,False,0,True
l40s,8192,32,4,1245,0.0,False,1,500,0.0,False,0,True
l40s,8192,32,4,990,0.0,False,1,50,0.0,False,0,True
l40s,8192,32,4,990,0.0,False,1,100,0.0,False,0,True
l40s,8192,32,4,990,0.0,False,1,200,0.0,False,0,True
l40s,8192,32,4,990,0.0,False,1,500,0.0,False,0,True
l40s,8192,32,4,735,0.0,False,1,50,0.0,False,0,True
l40s,8192,32,4,735,0.0,False,1,100,0.0,False,0,True
l40s,8192,32,4,735,0.0,False,1,200,0.0,False,0,True
l40s,8192,32,4,735,0.0,False,1,500,0.0,False,0,True
l40s,8192,32,4,480,0.0,False,1,50,0.0,False,0,True
l40s,8192,32,4,480,0.0,False,1,100,0.0,False,0,True
l40s,8192,32,4,480,0.0,False,1,200,0.0,False,0,True
l40s,8192,32,4,480,0.0,False,1,500,0.0,False,0,True
l40s,8192,32,4,210,0.0,False,1,50,0.0,False,0,True
l40s,8192,32,4,210,0.0,False,1,100,0.0,False,0,True
l40s,8192,32,4,210,0.0,False,1,200,0.0,False,0,True
l40s,8192,32,4,210,0.0,False,1,500,0.0,False,0,True
l40s,1024,32,4,2520,1548.16,False,3,50,1548.16,False,2,True
l40s,1024,32,4,2520,1548.16,False,3,100,1548.16,False,2,True
l40s,1024,32,4,2520,1548.16,False,3,200,1548.16,False,2,True
l40s,1024,32,4,2520,1548.16,False,3,500,1548.16,False,2,True
l40s,3072,32,4,2520,0.0,False,3,50,0.0,False,0,True
l40s,3072,32,4,2520,0.0,False,3,100,0.0,False,0,True
l40s,3072,32,4,2520,0.0,False,3,200,0.0,False,0,True
l40s,3072,32,4,2520,0.0,False,3,500,0.0,False,0,True
l40s,1024,32,4,2265,1548.09,False,3,50,1548.09,False,2,True
l40s,1024,32,4,2265,1548.09,False,3,100,1548.09,False,3,True
l40s,1024,32,4,2265,1548.09,False,3,200,1548.09,False,3,True
l40s,1024,32,4,2265,1548.09,False,3,500,1548.09,False,3,True
l40s,3072,32,4,2265,0.0,False,3,50,0.0,False,0,True
l40s,3072,32,4,2265,0.0,False,3,100,0.0,False,0,True
l40s,3072,32,4,2265,0.0,False,3,200,0.0,False,0,True
l40s,3072,32,4,2265,0.0,False,3,500,0.0,False,0,True
l40s,4096,32,4,2265,0.0,False,3,50,0.0,False,0,True
l40s,4096,32,4,2265,0.0,False,3,100,0.0,False,0,True
l40s,4096,32,4,2265,0.0,False,3,200,0.0,False,0,True
l40s,4096,32,4,2265,0.0,False,3,500,0.0,False,0,True
l40s,1024,32,4,2010,1548.01,False,3,50,1548.01,False,2,True
l40s,1024,32,4,2010,1548.01,False,3,100,1548.01,False,3,True
l40s,1024,32,4,2010,1548.01,False,3,200,1548.01,False,3,True
l40s,1024,32,4,2010,1548.01,False,3,500,1548.01,False,3,True
l40s,3072,32,4,2010,0.0,False,3,50,0.0,False,0,True
l40s,3072,32,4,2010,0.0,False,3,100,0.0,False,0,True
l40s,3072,32,4,2010,0.0,False,3,200,0.0,False,0,True
l40s,3072,32,4,2010,0.0,False,3,500,0.0,False,0,True
l40s,4096,32,4,2010,0.0,False,3,50,0.0,False,0,True
l40s,4096,32,4,2010,0.0,False,3,100,0.0,False,0,True
l40s,4096,32,4,2010,0.0,False,3,200,0.0,False,0,True
l40s,4096,32,4,2010,0.0,False,3,500,0.0,False,0,True
l40s,1024,32,4,1755,1547.83,False,3,50,1547.83,False,2,True
l40s,1024,32,4,1755,1547.83,False,3,100,1547.83,False,3,True
l40s,1024,32,4,1755,1547.83,False,3,200,1547.83,False,3,True
l40s,1024,32,4,1755,1547.83,False,3,500,1547.83,False,3,True
l40s,3072,32,4,1755,0.0,False,3,50,0.0,False,0,True
l40s,3072,32,4,1755,0.0,False,3,100,0.0,False,0,True
l40s,3072,32,4,1755,0.0,False,3,200,0.0,False,0,True
l40s,3072,32,4,1755,0.0,False,3,500,0.0,False,0,True
l40s,4096,32,4,1755,0.0,False,3,50,0.0,False,0,True
l40s,4096,32,4,1755,0.0,False,3,100,0.0,False,0,True
l40s,4096,32,4,1755,0.0,False,3,200,0.0,False,0,True
l40s,4096,32,4,1755,0.0,False,3,500,0.0,False,0,True
l40s,1024,32,4,1500,1548.09,False,3,50,1548.09,False,2,True
l40s,1024,32,4,1500,1548.09,False,3,100,1548.09,False,3,True
l40s,1024,32,4,1500,1548.09,False,3,200,1548.09,False,3,True
l40s,1024,32,4,1500,1548.09,False,3,500,1548.09,False,3,True
l40s,3072,32,4,1500,0.0,False,3,50,0.0,False,0,True
l40s,3072,32,4,1500,0.0,False,3,100,0.0,False,0,True
l40s,3072,32,4,1500,0.0,False,3,200,0.0,False,0,True
l40s,3072,32,4,1500,0.0,False,3,500,0.0,False,0,True
l40s,4096,32,4,1500,0.0,False,3,50,0.0,False,0,True
l40s,4096,32,4,1500,0.0,False,3,100,0.0,False,0,True
l40s,4096,32,4,1500,0.0,False,3,200,0.0,False,0,True
l40s,4096,32,4,1500,0.0,False,3,500,0.0,False,0,True
l40s,3072,32,4,1245,0.0,False,3,50,0.0,False,0,True
l40s,3072,32,4,1245,0.0,False,3,100,0.0,False,0,True
l40s,3072,32,4,1245,0.0,False,3,200,0.0,False,0,True
l40s,3072,32,4,1245,0.0,False,3,500,0.0,False,0,True
l40s,4096,32,4,1245,0.0,False,3,50,0.0,False,0,True
l40s,4096,32,4,1245,0.0,False,3,100,0.0,False,0,True
l40s,4096,32,4,1245,0.0,False,3,200,0.0,False,0,True
l40s,4096,32,4,1245,0.0,False,3,500,0.0,False,0,True
l40s,1024,32,4,990,1547.9,False,3,50,1547.9,False,2,True
l40s,1024,32,4,990,1547.9,False,3,100,1547.9,False,3,True
l40s,1024,32,4,990,1547.9,False,3,200,1547.9,False,3,True
l40s,1024,32,4,990,1547.9,False,3,500,1547.9,False,3,True
l40s,3072,32,4,990,0.0,False,3,50,0.0,False,0,True
l40s,3072,32,4,990,0.0,False,3,100,0.0,False,0,True
l40s,3072,32,4,990,0.0,False,3,200,0.0,False,0,True
l40s,3072,32,4,990,0.0,False,3,500,0.0,False,0,True
l40s,4096,32,4,990,0.0,False,3,50,0.0,False,0,True
l40s,4096,32,4,990,0.0,False,3,100,0.0,False,0,True
l40s,4096,32,4,990,0.0,False,3,200,0.0,False,0,True
l40s,4096,32,4,990,0.0,False,3,500,0.0,False,0,True
l40s,1024,32,4,735,1548.13,False,3,50,1548.13,False,2,True
l40s,1024,32,4,735,1548.13,False,3,100,1548.13,False,3,True
l40s,1024,32,4,735,1548.13,False,3,200,1548.13,False,3,True
l40s,1024,32,4,735,1548.13,False,3,500,1548.13,False,3,True
l40s,3072,32,4,735,0.0,False,3,50,0.0,False,0,True
l40s,3072,32,4,735,0.0,False,3,100,0.0,False,0,True
l40s,3072,32,4,735,0.0,False,3,200,0.0,False,0,True
l40s,3072,32,4,735,0.0,False,3,500,0.0,False,0,True
l40s,4096,32,4,735,0.0,False,3,50,0.0,False,0,True
l40s,4096,32,4,735,0.0,False,3,100,0.0,False,0,True
l40s,4096,32,4,735,0.0,False,3,200,0.0,False,0,True
l40s,4096,32,4,735,0.0,False,3,500,0.0,False,0,True
l40s,3072,32,4,480,0.0,False,3,50,0.0,False,0,True
l40s,3072,32,4,480,0.0,False,3,100,0.0,False,0,True
l40s,3072,32,4,480,0.0,False,3,200,0.0,False,0,True
l40s,3072,32,4,480,0.0,False,3,500,0.0,False,0,True
l40s,4096,32,4,480,0.0,False,3,50,0.0,False,0,True
l40s,4096,32,4,480,0.0,False,3,100,0.0,False,0,True
l40s,4096,32,4,480,0.0,False,3,200,0.0,False,0,True
l40s,4096,32,4,480,0.0,False,3,500,0.0,False,0,True
l40s,1024,32,4,210,1547.95,False,3,50,1547.95,False,2,True
l40s,1024,32,4,210,1547.95,False,3,100,1547.95,False,3,True
l40s,1024,32,4,210,1547.95,False,3,200,1547.95,False,3,True
l40s,1024,32,4,210,1547.95,False,3,500,1547.95,False,3,True
l40s,3072,32,4,210,0.0,False,3,50,0.0,False,0,True
l40s,3072,32,4,210,0.0,False,3,100,0.0,False,0,True
l40s,3072,32,4,210,0.0,False,3,200,0.0,False,0,True
l40s,3072,32,4,210,0.0,False,3,500,0.0,False,0,True
l40s,4096,32,4,210,0.0,False,3,50,0.0,False,0,True
l40s,4096,32,4,210,0.0,False,3,100,0.0,False,0,True
l40s,4096,32,4,210,0.0,False,3,200,0.0,False,0,True
l40s,4096,32,4,210,0.0,False,3,500,0.0,False,0,True
l40s,1024,32,2,2520,934.56,False,2,50,934.56,False,1,True
l40s,1024,32,2,2520,934.56,False,2,100,934.56,False,1,True
l40s,1024,32,2,2520,934.56,False,2,200,934.56,False,1,True
l40s,1024,32,2,2520,934.56,False,2,500,934.56,False,1,True
l40s,1024,32,2,2265,934.26,False,2,50,934.26,False,1,True
l40s,1024,32,2,2265,934.26,False,2,100,934.26,False,1,True
l40s,1024,32,2,2265,934.26,False,2,200,934.26,False,1,True
l40s,1024,32,2,2265,934.26,False,2,500,934.26,False,1,True
l40s,2048,32,2,2265,0.0,False,2,50,0.0,False,0,True
l40s,2048,32,2,2265,0.0,False,2,100,0.0,False,0,True
l40s,2048,32,2,2265,0.0,False,2,200,0.0,False,0,True
l40s,2048,32,2,2265,0.0,False,2,500,0.0,False,0,True
l40s,1024,32,2,2010,934.65,False,2,50,934.65,False,1,True
l40s,1024,32,2,2010,934.65,False,2,100,934.65,False,1,True
l40s,1024,32,2,2010,934.65,False,2,200,934.65,False,1,True
l40s,1024,32,2,2010,934.65,False,2,500,934.65,False,1,True
l40s,2048,32,2,2010,0.0,False,2,50,0.0,False,0,True
l40s,2048,32,2,2010,0.0,False,2,100,0.0,False,0,True
l40s,2048,32,2,2010,0.0,False,2,200,0.0,False,0,True
l40s,2048,32,2,2010,0.0,False,2,500,0.0,False,0,True
l40s,1024,32,2,1755,934.39,False,2,50,934.39,False,1,True
l40s,1024,32,2,1755,934.39,False,2,100,934.39,False,1,True
l40s,1024,32,2,1755,934.39,False,2,200,934.39,False,1,True
l40s,1024,32,2,1755,934.39,False,2,500,934.39,False,1,True
l40s,1024,32,2,1500,934.45,False,2,50,934.45,False,1,True
l40s,1024,32,2,1500,934.45,False,2,100,934.45,False,1,True
l40s,1024,32,2,1500,934.45,False,2,200,934.45,False,1,True
l40s,1024,32,2,1500,934.45,False,2,500,934.45,False,1,True
l40s,2048,32,2,1500,0.0,False,2,50,0.0,False,0,True
l40s,2048,32,2,1500,0.0,False,2,100,0.0,False,0,True
l40s,2048,32,2,1500,0.0,False,2,200,0.0,False,0,True
l40s,2048,32,2,1500,0.0,False,2,500,0.0,False,0,True
l40s,1024,32,2,1245,934.33,False,2,50,934.33,False,1,True
l40s,1024,32,2,1245,934.33,False,2,100,934.33,False,1,True
l40s,1024,32,2,1245,934.33,False,2,200,934.33,False,1,True
l40s,1024,32,2,1245,934.33,False,2,500,934.33,False,1,True
l40s,2048,32,2,1245,0.0,False,2,50,0.0,False,0,True
l40s,2048,32,2,1245,0.0,False,2,100,0.0,False,0,True
l40s,2048,32,2,1245,0.0,False,2,200,0.0,False,0,True
l40s,2048,32,2,1245,0.0,False,2,500,0.0,False,0,True
l40s,1024,32,2,990,934.17,False,2,50,934.17,False,1,True
l40s,1024,32,2,990,934.17,False,2,100,934.17,False,1,True
l40s,1024,32,2,990,934.17,False,2,200,934.17,False,1,True
l40s,1024,32,2,990,934.17,False,2,500,934.17,False,1,True
l40s,2048,32,2,990,0.0,False,2,50,0.0,False,0,True
l40s,2048,32,2,990,0.0,False,2,100,0.0,False,0,True
l40s,2048,32,2,990,0.0,False,2,200,0.0,False,0,True
l40s,2048,32,2,990,0.0,False,2,500,0.0,False,0,True
l40s,1024,32,2,735,934.13,False,2,50,934.13,False,1,True
l40s,1024,32,2,735,934.13,False,2,100,934.13,False,1,True
l40s,1024,32,2,735,934.13,False,2,200,934.13,False,1,True
l40s,1024,32,2,735,934.13,False,2,500,934.13,False,1,True
l40s,2048,32,2,735,0.0,False,2,50,0.0,False,0,True
l40s,2048,32,2,735,0.0,False,2,100,0.0,False,0,True
l40s,2048,32,2,735,0.0,False,2,200,0.0,False,0,True
l40s,2048,32,2,735,0.0,False,2,500,0.0,False,0,True
l40s,1024,32,2,480,934.29,False,2,50,934.29,False,1,True
l40s,1024,32,2,480,934.29,False,2,100,934.29,False,1,True
l40s,1024,32,2,480,934.29,False,2,200,934.29,False,1,True
l40s,1024,32,2,480,934.29,False,2,500,934.29,False,1,True
l40s,2048,32,2,480,0.0,False,2,50,0.0,False,0,True
l40s,2048,32,2,480,0.0,False,2,100,0.0,False,0,True
l40s,2048,32,2,480,0.0,False,2,200,0.0,False,0,True
l40s,2048,32,2,480,0.0,False,2,500,0.0,False,0,True
l40s,1024,32,2,210,934.16,False,2,50,934.16,False,1,True
l40s,1024,32,2,210,934.16,False,2,100,934.16,False,1,True
l40s,1024,32,2,210,934.16,False,2,200,934.16,False,1,True
l40s,1024,32,2,210,934.16,False,2,500,934.16,False,1,True
l40s,2048,32,2,210,0.0,False,2,50,0.0,False,0,True
l40s,2048,32,2,210,0.0,False,2,100,0.0,False,0,True
l40s,2048,32,2,210,0.0,False,2,200,0.0,False,0,True
l40s,2048,32,2,210,0.0,False,2,500,0.0,False,0,True
l4,32,32,1,2040,307.47,True,3,50,0.0,False,0,True
l4,32,32,1,2040,307.47,True,3,100,307.47,True,2,True
l4,32,32,1,2040,307.47,True,3,200,307.47,True,2,True
l4,32,32,1,2040,307.47,True,3,500,307.47,True,2,True
l4,32,128,1,2040,126.09,True,3,50,0.0,False,0,True
l4,32,128,1,2040,126.09,True,3,100,126.09,True,1,True
l4,32,128,1,2040,126.09,True,3,200,126.09,True,1,True
l4,32,128,1,2040,126.09,True,3,500,126.09,True,1,True
l4,32,512,1,2040,0.0,False,3,50,0.0,False,0,True
l4,32,512,1,2040,0.0,False,3,100,0.0,False,0,True
l4,32,512,1,2040,0.0,False,3,200,0.0,False,0,True
l4,32,512,1,2040,0.0,False,3,500,0.0,False,0,True
l4,32,1024,1,2040,0.0,False,3,50,0.0,False,0,True
l4,32,1024,1,2040,0.0,False,3,100,0.0,False,0,True
l4,32,1024,1,2040,0.0,False,3,200,0.0,False,0,True
l4,32,1024,1,2040,0.0,False,3,500,0.0,False,0,True
l4,128,32,1,2040,305.76,True,3,50,0.0,False,0,True
l4,128,32,1,2040,305.76,True,3,100,31.88,True,1,True
l4,128,32,1,2040,305.76,True,3,200,305.76,True,2,True
l4,128,32,1,2040,305.76,True,3,500,305.76,True,2,True
l4,128,128,1,2040,126.06,True,3,50,0.0,False,0,True
l4,128,128,1,2040,126.06,True,3,100,126.06,True,1,True
l4,128,128,1,2040,126.06,True,3,200,126.06,True,1,True
l4,128,128,1,2040,126.06,True,3,500,126.06,True,1,True
l4,128,512,1,2040,0.0,False,3,50,0.0,False,0,True
l4,128,512,1,2040,0.0,False,3,100,0.0,False,0,True
l4,128,512,1,2040,0.0,False,3,200,0.0,False,0,True
l4,128,512,1,2040,0.0,False,3,500,0.0,False,0,True
l4,128,1024,1,2040,0.0,False,3,50,0.0,False,0,True
l4,128,1024,1,2040,0.0,False,3,100,0.0,False,0,True
l4,128,1024,1,2040,0.0,False,3,200,0.0,False,0,True
l4,128,1024,1,2040,0.0,False,3,500,0.0,False,0,True
l4,512,32,1,2040,31.86,True,3,50,0.0,False,0,True
l4,512,32,1,2040,31.86,True,3,100,0.0,False,0,True
l4,512,32,1,2040,31.86,True,3,200,31.86,True,1,True
l4,512,32,1,2040,31.86,True,3,500,31.86,True,1,True
l4,512,128,1,2040,125.95,True,3,50,0.0,False,0,True
l4,512,128,1,2040,125.95,True,3,100,125.95,True,1,True
l4,512,128,1,2040,125.95,True,3,200,125.95,True,1,True
l4,512,128,1,2040,125.95,True,3,500,125.95,True,1,True
l4,512,512,1,2040,0.0,False,3,50,0.0,False,0,True
l4,512,512,1,2040,0.0,False,3,100,0.0,False,0,True
l4,512,512,1,2040,0.0,False,3,200,0.0,False,0,True
l4,512,512,1,2040,0.0,False,3,500,0.0,False,0,True
l4,512,1024,1,2040,0.0,False,3,50,0.0,False,0,True
l4,512,1024,1,2040,0.0,False,3,100,0.0,False,0,True
l4,512,1024,1,2040,0.0,False,3,200,0.0,False,0,True
l4,512,1024,1,2040,0.0,False,3,500,0.0,False,0,True
l4,1024,32,1,2040,31.83,True,3,50,0.0,False,0,True
l4,1024,32,1,2040,31.83,True,3,100,0.0,False,0,True
l4,1024,32,1,2040,31.83,True,3,200,31.83,True,1,True
l4,1024,32,1,2040,31.83,True,3,500,31.83,True,1,True
l4,1024,128,1,2040,125.77,True,3,50,0.0,False,0,True
l4,1024,128,1,2040,125.77,True,3,100,0.0,False,0,True
l4,1024,128,1,2040,125.77,True,3,200,125.77,True,1,True
l4,1024,128,1,2040,125.77,True,3,500,125.77,True,1,True
l4,1024,512,1,2040,0.0,False,3,50,0.0,False,0,True
l4,1024,512,1,2040,0.0,False,3,100,0.0,False,0,True
l4,1024,512,1,2040,0.0,False,3,200,0.0,False,0,True
l4,1024,512,1,2040,0.0,False,3,500,0.0,False,0,True
l4,1024,1024,1,2040,0.0,False,3,50,0.0,False,0,True
l4,1024,1024,1,2040,0.0,False,3,100,0.0,False,0,True
l4,1024,1024,1,2040,0.0,False,3,200,0.0,False,0,True
l4,1024,1024,1,2040,0.0,False,3,500,0.0,False,0,True
l4,2048,32,1,2040,31.76,True,3,50,0.0,False,0,True
l4,2048,32,1,2040,31.76,True,3,100,0.0,False,0,True
l4,2048,32,1,2040,31.76,True,3,200,0.0,False,0,True
l4,2048,32,1,2040,31.76,True,3,500,31.76,True,1,True
l4,2048,128,1,2040,0.0,False,3,50,0.0,False,0,True
l4,2048,128,1,2040,0.0,False,3,100,0.0,False,0,True
l4,2048,128,1,2040,0.0,False,3,200,0.0,False,0,True
l4,2048,128,1,2040,0.0,False,3,500,0.0,False,0,True
l4,2048,512,1,2040,0.0,False,3,50,0.0,False,0,True
l4,2048,512,1,2040,0.0,False,3,100,0.0,False,0,True
l4,2048,512,1,2040,0.0,False,3,200,0.0,False,0,True
l4,2048,512,1,2040,0.0,False,3,500,0.0,False,0,True
l4,2048,1024,1,2040,0.0,False,3,50,0.0,False,0,True
l4,2048,1024,1,2040,0.0,False,3,100,0.0,False,0,True
l4,2048,1024,1,2040,0.0,False,3,200,0.0,False,0,True
l4,2048,1024,1,2040,0.0,False,3,500,0.0,False,0,True
l4,512,32,2,2040,309.09,False,2,50,31.93,False,1,True
l4,512,32,2,2040,309.09,False,2,100,31.93,False,1,True
l4,512,32,2,2040,309.09,False,2,200,31.93,False,1,True
l4,512,32,2,2040,309.09,False,2,500,309.09,False,2,True
l4,512,512,2,2040,493.87,True,2,50,493.87,True,1,True
l4,512,512,2,2040,493.87,True,2,100,493.87,True,1,True
l4,512,512,2,2040,493.87,True,2,200,493.87,True,1,True
l4,512,512,2,2040,493.87,True,2,500,493.87,True,1,True
l4,2048,32,2,2040,31.9,True,4,50,0.0,False,0,True
l4,2048,32,2,2040,31.9,True,4,100,0.0,False,0,True
l4,2048,32,2,2040,31.9,True,4,200,31.9,True,1,True
l4,2048,32,2,2040,31.9,True,4,500,31.9,True,1,True
l4,2048,512,2,2040,0.0,False,2,50,0.0,False,0,True
l4,2048,512,2,2040,0.0,False,2,100,0.0,False,0,True
l4,2048,512,2,2040,0.0,False,2,200,0.0,False,0,True
l4,2048,512,2,2040,0.0,False,2,500,0.0,False,0,True
l4,512,32,4,2040,316.14,False,2,50,316.14,False,2,True
l4,512,32,4,2040,316.14,False,2,100,316.14,False,2,True
l4,512,32,4,2040,316.14,False,2,200,316.14,False,2,True
l4,512,32,4,2040,316.14,False,2,500,316.14,False,2,True
l4,512,512,4,2040,502.23,True,2,50,502.23,True,1,True
l4,512,512,4,2040,502.23,True,2,100,502.23,True,1,True
l4,512,512,4,2040,502.23,True,2,200,502.23,True,1,True
l4,512,512,4,2040,502.23,True,2,500,502.23,True,1,True
l4,2048,32,4,2040,31.95,True,5,50,0.0,False,0,True
l4,2048,32,4,2040,31.95,True,5,100,31.95,True,1,True
l4,2048,32,4,2040,31.95,True,5,200,31.95,True,1,True
l4,2048,32,4,2040,31.95,True,5,500,31.95,True,1,True
l4,2048,512,4,2040,500.04,True,2,50,0.0,False,0,True
l4,2048,512,4,2040,500.04,True,2,100,500.04,True,1,True
l4,2048,512,4,2040,500.04,True,2,200,500.04,True,1,True
l4,2048,512,4,2040,500.04,True,2,500,500.04,True,1,True
l4,512,32,8,2040,317.62,False,2,50,317.62,False,2,True
l4,512,32,8,2040,317.62,False,2,100,317.62,False,2,True
l4,512,32,8,2040,317.62,False,2,200,317.62,False,2,True
l4,512,32,8,2040,317.62,False,2,500,317.62,False,2,True
l4,512,512,8,2040,506.32,True,2,50,506.32,True,1,True
l4,512,512,8,2040,506.32,True,2,100,506.32,True,1,True
l4,512,512,8,2040,506.32,True,2,200,506.32,True,1,True
l4,512,512,8,2040,506.32,True,2,500,506.32,True,1,True
l4,2048,32,8,2040,933.33,True,5,50,933.33,True,3,True
l4,2048,32,8,2040,933.33,True,5,100,933.33,True,3,True
l4,2048,32,8,2040,933.33,True,5,200,933.33,True,3,True
l4,2048,32,8,2040,933.33,True,5,500,933.33,True,3,True
l4,2048,512,8,2040,505.23,True,2,50,505.23,True,1,True
l4,2048,512,8,2040,505.23,True,2,100,505.23,True,1,True
l4,2048,512,8,2040,505.23,True,2,200,505.23,True,1,True
l4,2048,512,8,2040,505.23,True,2,500,505.23,True,1,True
l4,512,32,4,1830,31.97,False,1,50,31.97,False,1,True
l4,512,32,4,1830,31.97,False,1,100,31.97,False,1,True
l4,512,32,4,1830,31.97,False,1,200,31.97,False,1,True
l4,512,32,4,1830,31.97,False,1,500,31.97,False,1,True
l4,512,512,4,1830,502.39,False,1,50,502.39,False,1,True
l4,512,512,4,1830,502.39,False,1,100,502.39,False,1,True
l4,512,512,4,1830,502.39,False,1,200,502.39,False,1,True
l4,512,512,4,1830,502.39,False,1,500,502.39,False,1,True
l4,2048,32,4,1830,31.95,True,4,50,0.0,False,0,True
l4,2048,32,4,1830,31.95,True,4,100,31.95,True,1,True
l4,2048,32,4,1830,31.95,True,4,200,31.95,True,1,True
l4,2048,32,4,1830,31.95,True,4,500,31.95,True,1,True
l4,2048,512,4,1830,500.03,False,1,50,0.0,False,0,True
l4,2048,512,4,1830,500.03,False,1,100,500.03,False,1,True
l4,2048,512,4,1830,500.03,False,1,200,500.03,False,1,True
l4,2048,512,4,1830,500.03,False,1,500,500.03,False,1,True
l4,512,32,4,1620,31.96,False,1,50,31.96,False,1,True
l4,512,32,4,1620,31.96,False,1,100,31.96,False,1,True
