seq,workload_id,duration_s,successful_requests,neptune_energy_j,ganymede_energy_j,combined_energy_j,combined_energy_wh,combined_avg_power_w,energy_per_request_j
1,short_baseline,39.895651,12,2431.863192,1311.166331,3743.029522,1.039730423,93.820489,311.919127
2,short_high_rps_queue,261.631015,1920,19352.698035,18134.28457,37486.982605,10.413050724,143.281876,19.52447
3,short_recovery,40.971487,12,2486.573314,1387.277878,3873.851192,1.076069776,94.54993,322.820933
