seq,workload_id,duration_s,successful_requests,neptune_energy_j,ganymede_energy_j,combined_energy_j,combined_energy_wh,combined_avg_power_w,energy_per_request_j
1,threshold_long_prompt,50.419579,12,3513.209086,2567.460081,6080.669167,1.689074769,120.601349,506.722431
2,long_decode,154.192454,12,9297.108121,10419.817573,19716.925694,5.476923804,127.872183,1643.077141
3,moderate_balanced,59.333179,50,3738.131985,2973.580169,6711.712154,1.864364487,113.119039,134.234243
4,extreme_short_rps,164.253533,500,11197.840172,9382.56484,20580.405012,5.71677917,125.296574,41.16081
5,long_prompt_high_rate,65.266479,50,5861.666232,3818.810461,9680.476693,2.689021304,148.322336,193.609534
6,very_long_prompt_r1,48.857735,12,3517.148996,2627.759607,6144.908604,1.706919057,125.77146,512.075717
7,very_long_prompt_r2,47.363829,24,3293.996264,2711.881465,6005.87773,1.668299369,126.803044,250.244905
