unix_ns,monotonic_ns,elapsed_s,role,running,waiting,kv_cache_usage,scrape_ok,error
1785511473251735215,1136843320488488,0.0252784111071378,combined,0.0,0.0,0.0,True,
1785511473781882238,1136843848612295,0.5534023230429739,combined,0.0,0.0,0.0,True,
1785511474308801521,1136844376219542,1.0810095751658082,combined,0.0,0.0,0.0,True,
