unix_ts,event,seq,workload_id,policy
1784881585.513316829,workload_start,1,steady_start,gate_off_latency_only
1784881614.307471288,workload_end,1,steady_start,gate_off_latency_only
1784881621.084178932,workload_start,2,short_ramp,gate_off_latency_only
1784881655.591882247,workload_end,2,short_ramp,gate_off_latency_only
1784881663.335911532,workload_start,3,prefill_shift,gate_off_latency_only
1784881696.271230246,workload_end,3,prefill_shift,gate_off_latency_only
1784881704.137330675,workload_start,4,decode_shift,gate_off_latency_only
1784881750.884712396,workload_end,4,decode_shift,gate_off_latency_only
1784881758.639868472,workload_start,5,sudden_burst,gate_off_latency_only
1784881789.616803798,workload_end,5,sudden_burst,gate_off_latency_only
1784881796.385569364,workload_start,6,short_recovery,gate_off_latency_only
1784881830.276767696,workload_end,6,short_recovery,gate_off_latency_only
1784881837.144701777,workload_start,7,long_prefill,gate_off_latency_only
1784881869.779657388,workload_end,7,long_prefill,gate_off_latency_only
1784881876.551509024,workload_start,8,mixed_pressure,gate_off_latency_only
1784881923.924778630,workload_end,8,mixed_pressure,gate_off_latency_only
