window_id,window_start_unix_ns,sending_stopped_unix_ns,window_end_unix_ns,client_observed_drain_s,planned_requests,completed_requests,failed_requests,timeout_requests,cancelled_requests,retry_attempts,actual_send_rps,completion_output_tps,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_tpot_ms,p99_tpot_ms,mean_e2e_ms,p99_e2e_ms
baseline_short,1785364434874299750,1785364454874660058,1785364455873418227,0.998758169,20,20,0,0,0,0,1.052615506062599,30.489755487462084,281.26252215,249.25208600000002,312.9137225000004,744.8749300999993,57.73949814516129,57.902589090967744,2071.18696465,2533.4193164999992
