unix_ns,hostname,role,node_group,node_ip,peer_ip,interface,link_speed_mbps,link_mtu,kernel,cpu_count,gpu,expected_gpu,model,max_num_seqs,max_num_batched_tokens,gpu_memory_utilization,kv_connector,kv_cache_metrics,kv_cache_metrics_sample,enable_logging_iteration_details,collect_detailed_traces,enable_prefix_caching,enable_request_id_headers,otlp_endpoint,dvfs_mode,manual_frequency_control,scheduler_prediction,attention_backend,node_work_dir,runtime_cwd,flashinfer_workspace_base,flashinfer_workspace,xdg_cache_home,xdg_config_home,slurm_job_id,slurm_node_list
1785364349914227146,ganymede,decode,ganymede,10.1.0.3,10.1.0.6,eno12399np0,100000,1500,6.8.0-136-generic,128,"0, NVIDIA L4, GPU-07e36d4f-3eca-a88d-1c31-445fc0d863e8, 23034 MiB, 595.71.05, 00000000:0D:00.0
1, NVIDIA L4, GPU-1a75a85d-1f07-6519-507b-f1ff9def0ab9, 23034 MiB, 595.71.05, 00000000:37:00.0
2, NVIDIA L4, GPU-4c457bed-02f9-0e41-a2aa-223bc07a6d30, 23034 MiB, 595.71.05, 00000000:4A:00.0
3, NVIDIA L4, GPU-4fcfdc09-de3b-156a-5d01-453f2b97235f, 23034 MiB, 595.71.05, 00000000:61:00.0
4, NVIDIA L4, GPU-f1100610-fd9b-7442-b863-78020b187137, 23034 MiB, 595.71.05, 00000000:A0:00.0
5, NVIDIA L4, GPU-20dfc31e-37e6-2ba1-cab4-549d23157a36, 23034 MiB, 595.71.05, 00000000:B5:00.0
6, NVIDIA L4, GPU-fa65f89d-37e8-dc5c-919d-2b60403f9a44, 23034 MiB, 595.71.05, 00000000:CA:00.0
7, NVIDIA L4, GPU-cb732fe5-3b0b-12e6-6aeb-56f751b57a18, 23034 MiB, 595.71.05, 00000000:E1:00.0",l4,mistralai/Mistral-7B-v0.1,64,4096,0.82,P2pNcclConnector,True,1.0,True,all,True,True,http://10.1.0.3:35327/v1/traces,automatic_hardware,False,False,FLASH_ATTN,/data/users/chjing/vllm_job_work/250327/ganymede,/data/users/chjing/vllm_job_work/250327/ganymede,/data/users/chjing/vllm_job_work/250327/ganymede/flashinfer,/data/users/chjing/vllm_job_work/250327/ganymede/flashinfer/.cache/flashinfer/0.6.1/89,/data/users/chjing/vllm_job_work/250327/ganymede/xdg-cache,/data/users/chjing/vllm_job_work/250327/ganymede/xdg-config,250327,"ganymede,neptune"
