unix_ns,monotonic_ns,elapsed_s,role,running,waiting,kv_cache_usage,scrape_ok,error
1785364634328560553,990004398247103,0.02628607803490013,prefill,0.0,0.0,0.0,True,
1785364634354729097,990004421456602,0.049495387938804924,decode,0.0,0.0,0.0,True,
1785364634881640712,990004950024234,0.5780631439993158,prefill,0.0,0.0,0.0,True,
1785364634906506151,990004972334031,0.600372961955145,decode,0.0,0.0,0.0,True,
1785364635431978264,990005499248116,1.127286950009875,prefill,0.0,0.0,0.0,True,
1785364635455729350,990005521588789,1.1496276709949598,decode,0.0,0.0,0.0,True,
