request_id,input_len,requested_output_len,observed_output_tokens,prefill_endpoint_id,decode_endpoint_id,ttft_ms,tpot_ms,mean_itl_ms,e2e_latency_ms,prefill_latency_ms,decode_stream_latency_ms,real_sse,logical_request_id_propagated
phase3c-b04-r04-static-small_light-0000,128,64,64,P0,D0,174.98271400108933,55.95741863501081,55.9528534922431,3700.3000880067702,97.37026700167917,3598.6896390095353,True,True
phase3c-b04-r04-static-small_light-0001,128,64,64,P0,D1,175.79547897912562,55.9473094444478,55.94232417495241,3700.475973979337,95.39914800552651,3599.5535340043716,True,True
phase3c-b04-r04-static-small_light-0002,128,64,64,P1,D0,178.06738300714642,55.95750519026455,55.95328184103386,3703.390209993813,99.70428902306594,3598.8291609974112,True,True
phase3c-b04-r04-static-small_light-0003,128,64,64,P1,D1,176.24159500701353,55.953066809461376,55.949119428294665,3701.2848040030804,98.02867801045068,3598.21828402346,True,True
